"ScramblingFringeRTPScore_RANKTHISWEEK_2015","ScramblingFringeRTPScore_RANKLASTWEEK_2015","ScramblingFringeRTPScore_PLAYERNAME_2015","ScramblingFringeRTPScore_ROUNDS_2015","ScramblingFringeRTPScore_AVGRTP_2015","ScramblingFringeRTPScore_TOTALHOLES_2015","ScramblingFringeRTPScore_TOTALRTP_2015","stat_name","year"
23,23,"Steve Wheatcroft",87,-0.034,59,-2,"ScramblingFringeRTPScore",2015
24,24,"Patrick Reed",103,-0.032,62,-2,"ScramblingFringeRTPScore",2015
25,25,"Roberto Castro",54,-0.026,38,-1,"ScramblingFringeRTPScore",2015
25,25,"Adam Hadwin",95,-0.026,78,-2,"ScramblingFringeRTPScore",2015
25,25,"Will Wilcox",58,-0.026,39,-1,"ScramblingFringeRTPScore",2015
28,28,"Charl Schwartzel",67,-0.024,41,-1,"ScramblingFringeRTPScore",2015
29,29,"Steven Alker",62,-0.023,44,-1,"ScramblingFringeRTPScore",2015
30,30,"Luke Donald",71,-0.022,45,-1,"ScramblingFringeRTPScore",2015
31,31,"KJ Choi",66,-0.019,53,-1,"ScramblingFringeRTPScore",2015
31,31,"Oscar Fraustro",58,-0.019,54,-1,"ScramblingFringeRTPScore",2015
33,33,"Gary Woodland",81,-0.018,56,-1,"ScramblingFringeRTPScore",2015
34,34,"Retief Goosen",81,-0.017,59,-1,"ScramblingFringeRTPScore",2015
35,35,"Daniel Berger",97,-0.016,63,-1,"ScramblingFringeRTPScore",2015
35,35,"Colt Knost",90,-0.016,62,-1,"ScramblingFringeRTPScore",2015
35,35,"Michael Putnam",87,-0.016,64,-1,"ScramblingFringeRTPScore",2015
38,38,"Luke Guthrie",84,-0.015,66,-1,"ScramblingFringeRTPScore",2015
38,38,"Scott Piercy",90,-0.015,67,-1,"ScramblingFringeRTPScore",2015
40,40,"Jerry Kelly",79,-0.014,74,-1,"ScramblingFringeRTPScore",2015
41,41,"Blayne Barber",76,-0.013,78,-1,"ScramblingFringeRTPScore",2015
41,41,"Zac Blair",108,-0.013,76,-1,"ScramblingFringeRTPScore",2015
41,41,"Jason Bohn",95,-0.013,76,-1,"ScramblingFringeRTPScore",2015
41,41,"Kevin Kisner",104,-0.013,75,-1,"ScramblingFringeRTPScore",2015
45,45,"Jonas Blixt",78,0,52,0,"ScramblingFringeRTPScore",2015
45,45,"Jonathan Byrd",69,0,35,0,"ScramblingFringeRTPScore",2015
45,45,"Erik Compton",86,0,70,0,"ScramblingFringeRTPScore",2015
45,45,"Jamie Donaldson",50,0,23,0,"ScramblingFringeRTPScore",2015
45,45,"Derek Fathauer",81,0,61,0,"ScramblingFringeRTPScore",2015
45,45,"Gonzalo Fdez Castano",81,0,69,0,"ScramblingFringeRTPScore",2015
45,45,"James Hahn",94,0,69,0,"ScramblingFringeRTPScore",2015
45,45,"Charley Hoffman",97,0,49,0,"ScramblingFringeRTPScore",2015
45,45,"Tom Hoge",83,0,54,0,"ScramblingFringeRTPScore",2015
45,45,"JB Holmes",89,0,64,0,"ScramblingFringeRTPScore",2015
45,45,"Whee Kim",71,0,50,0,"ScramblingFringeRTPScore",2015
45,45,"Danny Lee",120,0,106,0,"ScramblingFringeRTPScore",2015
45,45,"Hideki Matsuyama",95,0,54,0,"ScramblingFringeRTPScore",2015
45,45,"Phil Mickelson",70,0,40,0,"ScramblingFringeRTPScore",2015
45,45,"Bryce Molder",91,0,66,0,"ScramblingFringeRTPScore",2015
45,45,"Carlos Ortiz",100,0,64,0,"ScramblingFringeRTPScore",2015
45,45,"Jeff Overton",94,0,63,0,"ScramblingFringeRTPScore",2015
45,45,"Cameron Percy",72,0,60,0,"ScramblingFringeRTPScore",2015
45,45,"Jim Renner",68,0,48,0,"ScramblingFringeRTPScore",2015
45,45,"Andres Romero",69,0,62,0,"ScramblingFringeRTPScore",2015
45,45,"Justin Rose",69,0,29,0,"ScramblingFringeRTPScore",2015
45,45,"Heath Slocum",57,0,30,0,"ScramblingFringeRTPScore",2015
45,45,"Henrik Stenson",63,0,29,0,"ScramblingFringeRTPScore",2015
45,45,"Justin Thomas",106,0,81,0,"ScramblingFringeRTPScore",2015
69,69,"Carl Pettersson",106,0.01,99,1,"ScramblingFringeRTPScore",2015
70,70,"Scott Brown",97,0.011,91,1,"ScramblingFringeRTPScore",2015
70,70,"Spencer Levin",99,0.011,88,1,"ScramblingFringeRTPScore",2015
70,70,"David Lingmerth",90,0.011,87,1,"ScramblingFringeRTPScore",2015
70,70,"Troy Merritt",91,0.011,88,1,"ScramblingFringeRTPScore",2015
74,74,"John Peterson",84,0.012,84,1,"ScramblingFringeRTPScore",2015
75,75,"David Hearn",97,0.013,78,1,"ScramblingFringeRTPScore",2015
76,76,"Sangmoon Bae",98,0.014,71,1,"ScramblingFringeRTPScore",2015
76,76,"Andrew Svoboda",80,0.014,73,1,"ScramblingFringeRTPScore",2015
78,78,"Webb Simpson",81,0.016,64,1,"ScramblingFringeRTPScore",2015
79,79,"Brian Davis",86,0.017,60,1,"ScramblingFringeRTPScore",2015
79,79,"Ken Duke",93,0.017,60,1,"ScramblingFringeRTPScore",2015
81,81,"Max Homa",78,0.018,57,1,"ScramblingFringeRTPScore",2015
81,81,"Jimmy Walker",89,0.018,57,1,"ScramblingFringeRTPScore",2015
83,83,"Zach Johnson",90,0.019,54,1,"ScramblingFringeRTPScore",2015
84,84,"Robert Garrigus",70,0.02,50,1,"ScramblingFringeRTPScore",2015
84,84,"Alex Prugh",84,0.02,49,1,"ScramblingFringeRTPScore",2015
84,84,"John Senden",80,0.02,49,1,"ScramblingFringeRTPScore",2015
87,87,"Greg Chalmers",58,0.022,46,1,"ScramblingFringeRTPScore",2015
87,87,"Brendon de Jonge",106,0.022,90,2,"ScramblingFringeRTPScore",2015
89,89,"Matt Every",73,0.024,41,1,"ScramblingFringeRTPScore",2015
90,90,"Tony Finau",106,0.025,79,2,"ScramblingFringeRTPScore",2015
91,91,"Sean OHair",86,0.026,77,2,"ScramblingFringeRTPScore",2015
91,91,"Shawn Stefani",94,0.026,76,2,"ScramblingFringeRTPScore",2015
93,93,"Jason Kokrak",88,0.027,74,2,"ScramblingFringeRTPScore",2015
94,94,"Brendan Steele",88,0.029,69,2,"ScramblingFringeRTPScore",2015
95,95,"Billy Horschel",99,0.03,67,2,"ScramblingFringeRTPScore",2015
95,95,"Rory Sabbatini",81,0.03,66,2,"ScramblingFringeRTPScore",2015
97,97,"Scott Stallings",60,0.032,31,1,"ScramblingFringeRTPScore",2015
97,97,"Brian Stuard",97,0.032,93,3,"ScramblingFringeRTPScore",2015
97,97,"Bo Van Pelt",81,0.032,63,2,"ScramblingFringeRTPScore",2015
100,100,"Jason Gore",76,0.035,57,2,"ScramblingFringeRTPScore",2015
101,101,"John Merrick",78,0.036,55,2,"ScramblingFringeRTPScore",2015
102,102,"Boo Weekley",79,0.037,54,2,"ScramblingFringeRTPScore",2015
103,103,"Jon Curran",83,0.039,51,2,"ScramblingFringeRTPScore",2015
104,104,"Charles Howell III",105,0.04,99,4,"ScramblingFringeRTPScore",2015
105,105,"JJ Henry",94,0.041,74,3,"ScramblingFringeRTPScore",2015
105,105,"Pat Perez",96,0.041,74,3,"ScramblingFringeRTPScore",2015
107,107,"Eric Axley",57,0.042,48,2,"ScramblingFringeRTPScore",2015
107,107,"Morgan Hoffmann",85,0.042,71,3,"ScramblingFringeRTPScore",2015
107,107,"Justin Leonard",61,0.042,48,2,"ScramblingFringeRTPScore",2015
107,107,"Kevin Streelman",95,0.042,72,3,"ScramblingFringeRTPScore",2015
107,107,"Cameron Tringale",96,0.042,72,3,"ScramblingFringeRTPScore",2015
112,112,"Steven Bowditch",103,0.044,91,4,"ScramblingFringeRTPScore",2015
112,112,"Brandt Snedeker",98,0.044,68,3,"ScramblingFringeRTPScore",2015
114,114,"Kyle Reifers",96,0.045,66,3,"ScramblingFringeRTPScore",2015
115,115,"Camilo Villegas",83,0.046,65,3,"ScramblingFringeRTPScore",2015
116,116,"Kevin Chappell",86,0.047,64,3,"ScramblingFringeRTPScore",2015
116,116,"Russell Knox",96,0.047,64,3,"ScramblingFringeRTPScore",2015
118,118,"Adam Scott",51,0.048,21,1,"ScramblingFringeRTPScore",2015
119,119,"Nick Watney",91,0.049,82,4,"ScramblingFringeRTPScore",2015
120,120,"Harris English",105,0.051,79,4,"ScramblingFringeRTPScore",2015
120,120,"Hudson Swafford",97,0.051,78,4,"ScramblingFringeRTPScore",2015
120,120,"Nick Taylor",91,0.051,79,4,"ScramblingFringeRTPScore",2015
123,123,"Ricky Barnes",82,0.052,58,3,"ScramblingFringeRTPScore",2015
124,124,"Louis Oosthuizen",68,0.053,38,2,"ScramblingFringeRTPScore",2015
124,124,"Bubba Watson",71,0.053,38,2,"ScramblingFringeRTPScore",2015
126,126,"Paul Casey",87,0.054,37,2,"ScramblingFringeRTPScore",2015
126,126,"Alex Cejka",94,0.054,74,4,"ScramblingFringeRTPScore",2015
128,128,"George McNeill",93,0.055,91,5,"ScramblingFringeRTPScore",2015
129,129,"Sergio Garcia",59,0.056,36,2,"ScramblingFringeRTPScore",2015
130,130,"Mark Hubbard",79,0.057,53,3,"ScramblingFringeRTPScore",2015
130,130,"Seung Yul Noh",65,0.057,35,2,"ScramblingFringeRTPScore",2015
130,130,"Chez Reavie",56,0.057,53,3,"ScramblingFringeRTPScore",2015
133,133,"Michael Thompson",83,0.058,52,3,"ScramblingFringeRTPScore",2015
134,134,"Graham DeLaet",65,0.059,34,2,"ScramblingFringeRTPScore",2015
135,135,"Derek Ernst",75,0.063,63,4,"ScramblingFringeRTPScore",2015
135,135,"Jhonattan Vegas",90,0.063,64,4,"ScramblingFringeRTPScore",2015
137,137,"Aaron Baddeley",76,0.067,60,4,"ScramblingFringeRTPScore",2015
137,137,"Keegan Bradley",87,0.067,45,3,"ScramblingFringeRTPScore",2015
139,139,"Brice Garnett",81,0.069,58,4,"ScramblingFringeRTPScore",2015
139,139,"Billy Hurley III",83,0.069,72,5,"ScramblingFringeRTPScore",2015
139,139,"Ryo Ishikawa",90,0.069,58,4,"ScramblingFringeRTPScore",2015
142,142,"Fabian Gomez",83,0.071,70,5,"ScramblingFringeRTPScore",2015
142,142,"William McGirt",103,0.071,84,6,"ScramblingFringeRTPScore",2015
144,144,"Matt Jones",89,0.075,67,5,"ScramblingFringeRTPScore",2015
144,144,"Johnson Wagner",68,0.075,67,5,"ScramblingFringeRTPScore",2015
146,146,"Chris Stroud",84,0.076,79,6,"ScramblingFringeRTPScore",2015
147,147,"Dustin Johnson",75,0.078,51,4,"ScramblingFringeRTPScore",2015
148,148,"Daniel Summerhays",101,0.081,74,6,"ScramblingFringeRTPScore",2015
149,149,"SJ Park",79,0.082,61,5,"ScramblingFringeRTPScore",2015
150,150,"Ernie Els",57,0.083,36,3,"ScramblingFringeRTPScore",2015
150,150,"Matt Kuchar",97,0.083,60,5,"ScramblingFringeRTPScore",2015
150,150,"Andrew Putnam",68,0.083,60,5,"ScramblingFringeRTPScore",2015
153,153,"Robert Allenby",63,0.085,47,4,"ScramblingFringeRTPScore",2015
154,154,"Chad Collins",79,0.087,69,6,"ScramblingFringeRTPScore",2015
155,155,"Chad Campbell",97,0.088,68,6,"ScramblingFringeRTPScore",2015
155,155,"Ian Poulter",68,0.088,34,3,"ScramblingFringeRTPScore",2015
157,157,"Brian Harman",90,0.093,54,5,"ScramblingFringeRTPScore",2015
158,158,"Jason Dufner",76,0.095,42,4,"ScramblingFringeRTPScore",2015
159,159,"Sam Saunders",83,0.099,71,7,"ScramblingFringeRTPScore",2015
160,160,"DA Points",72,0.102,59,6,"ScramblingFringeRTPScore",2015
161,161,"Byron Smith",59,0.103,39,4,"ScramblingFringeRTPScore",2015
162,162,"Padraig Harrington",60,0.105,57,6,"ScramblingFringeRTPScore",2015
163,163,"Roger Sloan",56,0.106,47,5,"ScramblingFringeRTPScore",2015
163,163,"David Toms",62,0.106,66,7,"ScramblingFringeRTPScore",2015
165,165,"Greg Owen",58,0.109,46,5,"ScramblingFringeRTPScore",2015
166,166,"Ryan Moore",81,0.111,54,6,"ScramblingFringeRTPScore",2015
167,167,"Ben Martin",93,0.123,57,7,"ScramblingFringeRTPScore",2015
168,168,"Jonathan Randolph",72,0.125,72,9,"ScramblingFringeRTPScore",2015
169,169,"Charlie Beljan",76,0.128,47,6,"ScramblingFringeRTPScore",2015
170,170,"Lucas Glover",79,0.13,54,7,"ScramblingFringeRTPScore",2015
170,170,"Nicholas Thompson",90,0.13,54,7,"ScramblingFringeRTPScore",2015
172,172,"Martin Flores",95,0.134,82,11,"ScramblingFringeRTPScore",2015
173,173,"Scott Pinckney",88,0.137,51,7,"ScramblingFringeRTPScore",2015
174,174,"Francesco Molinari",56,0.147,34,5,"ScramblingFringeRTPScore",2015
174,174,"Geoff Ogilvy",50,0.147,34,5,"ScramblingFringeRTPScore",2015
176,176,"Lee Westwood",56,0.154,26,4,"ScramblingFringeRTPScore",2015
176,176,"Tim Wilkinson",73,0.154,39,6,"ScramblingFringeRTPScore",2015
178,178,"Scott Langley",94,0.159,88,14,"ScramblingFringeRTPScore",2015
179,179,"John Huh",102,0.165,97,16,"ScramblingFringeRTPScore",2015
180,180,"Brendon Todd",96,0.167,54,9,"ScramblingFringeRTPScore",2015
181,181,"Tyrone Van Aswegen",58,0.172,29,5,"ScramblingFringeRTPScore",2015
182,182,"Robert Streb",110,0.176,51,9,"ScramblingFringeRTPScore",2015
183,183,"Andres Gonzales",90,0.204,54,11,"ScramblingFringeRTPScore",2015
184,184,"Marc Leishman",74,0.243,37,9,"ScramblingFringeRTPScore",2015
