"Approachesfrom150175yardsRgh_RANKTHISWEEK_2006","Approachesfrom150175yardsRgh_RANKLASTWEEK_2006","Approachesfrom150175yardsRgh_PLAYERNAME_2006","Approachesfrom150175yardsRgh_ROUNDS_2006","Approachesfrom150175yardsRgh_AVG_2006","Approachesfrom150175yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrom150175yardsRgh_OFATTEMPTS_2006","Approachesfrom150175yardsRgh_RELATIVETOPAR_2006","stat_name","year"
1,1,"Briny Baird",81,NA,1302,39,-4,"Approachesfrom150175yardsRgh",2006
2,2,"David Toms",76,NA,1095.083,31,3,"Approachesfrom150175yardsRgh",2006
3,3,"Ian Poulter",53,NA,1063.333,30,-1,"Approachesfrom150175yardsRgh",2006
4,4,"Tiger Woods",55,NA,1182.583,33,-1,"Approachesfrom150175yardsRgh",2006
5,5,"Greg Owen",79,NA,1985.917,55,10,"Approachesfrom150175yardsRgh",2006
6,6,"Rich Beem",85,NA,1774,49,7,"Approachesfrom150175yardsRgh",2006
6,6,"Mark Calcavecchia",94,NA,1701.25,47,16,"Approachesfrom150175yardsRgh",2006
8,8,"Kirk Triplett",58,NA,736.333,20,1,"Approachesfrom150175yardsRgh",2006
9,9,"Chris DiMarco",83,NA,1744.75,47,7,"Approachesfrom150175yardsRgh",2006
10,10,"Luke Donald",66,NA,931.417,25,-5,"Approachesfrom150175yardsRgh",2006
11,11,"Michael Allen",84,NA,1867.583,49,6,"Approachesfrom150175yardsRgh",2006
12,12,"Fred Couples",52,NA,1110.25,29,1,"Approachesfrom150175yardsRgh",2006
12,12,"Justin Rose",98,NA,2561.667,67,21,"Approachesfrom150175yardsRgh",2006
14,14,"Rory Sabbatini",84,NA,2079.167,54,11,"Approachesfrom150175yardsRgh",2006
15,15,"Billy Andrade",78,NA,2328.75,60,12,"Approachesfrom150175yardsRgh",2006
15,15,"Bart Bryant",87,NA,1552.667,40,5,"Approachesfrom150175yardsRgh",2006
17,17,"Tim Clark",80,NA,1439.833,37,13,"Approachesfrom150175yardsRgh",2006
18,18,"Jeff Gove",91,NA,2066.083,53,0,"Approachesfrom150175yardsRgh",2006
18,18,"Ted Purdy",103,NA,2026.75,52,7,"Approachesfrom150175yardsRgh",2006
20,20,"Robert Garrigus",85,NA,2266.917,58,7,"Approachesfrom150175yardsRgh",2006
20,20,"Jonathan Kaye",95,NA,2303.917,59,15,"Approachesfrom150175yardsRgh",2006
20,20,"Davis Love III",85,NA,1913.917,49,3,"Approachesfrom150175yardsRgh",2006
23,23,"Freddie Jacobson",56,NA,1723.167,44,7,"Approachesfrom150175yardsRgh",2006
24,24,"Eric Axley",91,NA,2832.75,72,18,"Approachesfrom150175yardsRgh",2006
25,25,"Nicholas Thompson",96,NA,1512.083,38,6,"Approachesfrom150175yardsRgh",2006
26,26,"Bob Tway",81,NA,1837.583,46,12,"Approachesfrom150175yardsRgh",2006
27,27,"Retief Goosen",68,NA,1559.167,39,0,"Approachesfrom150175yardsRgh",2006
28,28,"Joe Ogilvie",95,NA,2406.667,60,7,"Approachesfrom150175yardsRgh",2006
29,29,"Stephen Leaney",84,NA,2087.083,52,3,"Approachesfrom150175yardsRgh",2006
30,30,"Shigeki Maruyama",94,NA,3056.667,76,1,"Approachesfrom150175yardsRgh",2006
30,30,"Joey Sindelar",90,NA,2010.833,50,15,"Approachesfrom150175yardsRgh",2006
32,32,"Danny Ellis",68,NA,1935.667,48,1,"Approachesfrom150175yardsRgh",2006
32,32,"Paul Goydos",72,NA,1531.083,38,5,"Approachesfrom150175yardsRgh",2006
34,34,"Duffy Waldorf",96,NA,2181,54,6,"Approachesfrom150175yardsRgh",2006
35,35,"Fred Funk",106,NA,1256.417,31,3,"Approachesfrom150175yardsRgh",2006
35,35,"Nick Watney",97,NA,2796.917,69,26,"Approachesfrom150175yardsRgh",2006
37,37,"Bob Estes",85,NA,2084,51,5,"Approachesfrom150175yardsRgh",2006
38,38,"Peter Lonard",77,NA,1803.5,44,4,"Approachesfrom150175yardsRgh",2006
38,38,"Jeff Overton",95,NA,2748.417,67,16,"Approachesfrom150175yardsRgh",2006
40,40,"Robert Allenby",79,NA,1315.417,32,5,"Approachesfrom150175yardsRgh",2006
40,40,"Joe Durant",101,NA,1478.25,36,7,"Approachesfrom150175yardsRgh",2006
42,42,"Tim Herron",82,NA,2756.167,67,10,"Approachesfrom150175yardsRgh",2006
42,42,"Ryuji Imada",105,NA,3129.167,76,14,"Approachesfrom150175yardsRgh",2006
44,44,"DJ Trahan",92,NA,2060.667,50,11,"Approachesfrom150175yardsRgh",2006
45,45,"Henrik Bjornstad",97,NA,3056.5,74,6,"Approachesfrom150175yardsRgh",2006
45,45,"Steve Lowery",99,NA,2438.417,59,18,"Approachesfrom150175yardsRgh",2006
