"LatePar4ScoringAverage_RANKTHISWEEK_2008","LatePar4ScoringAverage_RANKLASTWEEK_2008","LatePar4ScoringAverage_PLAYERNAME_2008","LatePar4ScoringAverage_ROUNDS_2008","LatePar4ScoringAverage_AVG_2008","LatePar4ScoringAverage_TOTALSTROKES_2008","LatePar4ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"John Huston",56,3.97,1248,314,"LatePar4ScoringAverage",2008
1,1,"Vijay Singh",82,3.97,1768,445,"LatePar4ScoringAverage",2008
3,3,"Glen Day",64,3.99,1256,315,"LatePar4ScoringAverage",2008
4,4,"Mike Weir",88,4,2086,522,"LatePar4ScoringAverage",2008
5,5,"Ben Crane",86,4.01,1974,492,"LatePar4ScoringAverage",2008
5,5,"Tim Herron",97,4.01,2059,513,"LatePar4ScoringAverage",2008
5,5,"Kent Jones",68,4.01,1399,349,"LatePar4ScoringAverage",2008
5,5,"Anthony Kim",81,4.01,2114,527,"LatePar4ScoringAverage",2008
5,5,"Justin Leonard",101,4.01,2191,546,"LatePar4ScoringAverage",2008
5,5,"Kenny Perry",97,4.01,2331,581,"LatePar4ScoringAverage",2008
5,5,"Charlie Wi",97,4.01,2119,529,"LatePar4ScoringAverage",2008
12,12,"Chad Campbell",94,4.02,2262,563,"LatePar4ScoringAverage",2008
12,12,"Brian Gay",102,4.02,2426,604,"LatePar4ScoringAverage",2008
12,12,"Billy Mayfair",103,4.02,2297,571,"LatePar4ScoringAverage",2008
12,12,"Nick OHern",82,4.02,1729,430,"LatePar4ScoringAverage",2008
12,12,"Pat Perez",93,4.02,2161,537,"LatePar4ScoringAverage",2008
12,12,"Vaughn Taylor",103,4.02,2493,620,"LatePar4ScoringAverage",2008
18,18,"Shane Bertsch",96,4.03,1993,494,"LatePar4ScoringAverage",2008
18,18,"Gavin Coles",54,4.03,1091,271,"LatePar4ScoringAverage",2008
18,18,"Brad Elder",67,4.03,1388,344,"LatePar4ScoringAverage",2008
18,18,"Bob Estes",90,4.03,1958,486,"LatePar4ScoringAverage",2008
18,18,"Jim Furyk",95,4.03,2398,595,"LatePar4ScoringAverage",2008
18,18,"Charles Howell III",101,4.03,2286,567,"LatePar4ScoringAverage",2008
18,18,"Peter Lonard",92,4.03,1872,464,"LatePar4ScoringAverage",2008
18,18,"Scott McCarron",63,4.03,1415,351,"LatePar4ScoringAverage",2008
18,18,"Phil Mickelson",80,4.03,2090,518,"LatePar4ScoringAverage",2008
18,18,"Kevin Na",97,4.03,1985,492,"LatePar4ScoringAverage",2008
18,18,"John Riegger",73,4.03,1407,349,"LatePar4ScoringAverage",2008
18,18,"Rory Sabbatini",77,4.03,1808,449,"LatePar4ScoringAverage",2008
18,18,"John Senden",93,4.03,1624,403,"LatePar4ScoringAverage",2008
18,18,"Kevin Streelman",114,4.03,2585,642,"LatePar4ScoringAverage",2008
18,18,"Scott Verplank",82,4.03,2013,499,"LatePar4ScoringAverage",2008
33,33,"Robert Allenby",108,4.04,2454,608,"LatePar4ScoringAverage",2008
33,33,"Stephen Ames",83,4.04,1969,487,"LatePar4ScoringAverage",2008
33,33,"Woody Austin",109,4.04,2187,541,"LatePar4ScoringAverage",2008
33,33,"Briny Baird",113,4.04,2750,680,"LatePar4ScoringAverage",2008
33,33,"Tim Clark",90,4.04,2244,555,"LatePar4ScoringAverage",2008
33,33,"Brian Davis",108,4.04,2753,681,"LatePar4ScoringAverage",2008
33,33,"Steve Elkington",84,4.04,1707,423,"LatePar4ScoringAverage",2008
33,33,"Carlos Franco",73,4.04,1485,368,"LatePar4ScoringAverage",2008
33,33,"Lucas Glover",91,4.04,1997,494,"LatePar4ScoringAverage",2008
33,33,"Mathew Goggin",91,4.04,1975,489,"LatePar4ScoringAverage",2008
33,33,"Padraig Harrington",52,4.04,1152,285,"LatePar4ScoringAverage",2008
33,33,"Dustin Johnson",92,4.04,1866,462,"LatePar4ScoringAverage",2008
33,33,"Greg Kraft",63,4.04,1553,384,"LatePar4ScoringAverage",2008
33,33,"Michael Letzig",88,4.04,2246,556,"LatePar4ScoringAverage",2008
33,33,"Hunter Mahan",87,4.04,1831,453,"LatePar4ScoringAverage",2008
33,33,"John Mallinger",95,4.04,2056,509,"LatePar4ScoringAverage",2008
33,33,"Patrick Sheehan",124,4.04,2432,602,"LatePar4ScoringAverage",2008
33,33,"Jimmy Walker",73,4.04,1483,367,"LatePar4ScoringAverage",2008
33,33,"Nick Watney",96,4.04,1884,466,"LatePar4ScoringAverage",2008
52,52,"Fred Couples",60,4.05,1275,315,"LatePar4ScoringAverage",2008
52,52,"Chris DiMarco",87,4.05,1772,438,"LatePar4ScoringAverage",2008
52,52,"Harrison Frazar",73,4.05,1640,405,"LatePar4ScoringAverage",2008
52,52,"Jason Gore",94,4.05,1870,462,"LatePar4ScoringAverage",2008
52,52,"Brandt Jobe",52,4.05,1053,260,"LatePar4ScoringAverage",2008
52,52,"Craig Kanada",65,4.05,1458,360,"LatePar4ScoringAverage",2008
52,52,"Jerry Kelly",89,4.05,2233,552,"LatePar4ScoringAverage",2008
52,52,"Matt Kuchar",88,4.05,1931,477,"LatePar4ScoringAverage",2008
52,52,"Steve Lowery",74,4.05,1394,344,"LatePar4ScoringAverage",2008
52,52,"Will Ma Kenzie",62,4.05,1234,305,"LatePar4ScoringAverage",2008
52,52,"Steve Marino",119,4.05,2492,615,"LatePar4ScoringAverage",2008
52,52,"Parker McLachlin",88,4.05,1816,448,"LatePar4ScoringAverage",2008
52,52,"John Merrick",98,4.05,2533,626,"LatePar4ScoringAverage",2008
52,52,"Jeff Overton",103,4.05,2371,585,"LatePar4ScoringAverage",2008
52,52,"Jin Park",85,4.05,1719,424,"LatePar4ScoringAverage",2008
52,52,"Chez Reavie",102,4.05,2476,611,"LatePar4ScoringAverage",2008
52,52,"Kevin Sutherland",98,4.05,2200,543,"LatePar4ScoringAverage",2008
52,52,"Bob Tway",70,4.05,1401,346,"LatePar4ScoringAverage",2008
52,52,"Camilo Villegas",79,4.05,1953,482,"LatePar4ScoringAverage",2008
52,52,"Tim Wilkinson",95,4.05,2003,495,"LatePar4ScoringAverage",2008
72,72,"Tommy Armour III",77,4.06,1973,486,"LatePar4ScoringAverage",2008
72,72,"Cameron Beckman",87,4.06,1798,443,"LatePar4ScoringAverage",2008
72,72,"Rich Beem",90,4.06,1689,416,"LatePar4ScoringAverage",2008
72,72,"Jonathan Byrd",88,4.06,1827,450,"LatePar4ScoringAverage",2008
72,72,"Mark Calcavecchia",67,4.06,1532,377,"LatePar4ScoringAverage",2008
72,72,"Daniel Chopra",84,4.06,1751,431,"LatePar4ScoringAverage",2008
72,72,"Ken Duke",116,4.06,2559,631,"LatePar4ScoringAverage",2008
72,72,"Bill Haas",99,4.06,2192,540,"LatePar4ScoringAverage",2008
72,72,"Ryuji Imada",80,4.06,1780,438,"LatePar4ScoringAverage",2008
72,72,"Lee Janzen",89,4.06,1954,481,"LatePar4ScoringAverage",2008
72,72,"Matt Jones",95,4.06,1849,455,"LatePar4ScoringAverage",2008
72,72,"Frank Lickliter II",107,4.06,1927,475,"LatePar4ScoringAverage",2008
72,72,"George McNeill",97,4.06,2047,504,"LatePar4ScoringAverage",2008
72,72,"Jon Mills",95,4.06,1978,487,"LatePar4ScoringAverage",2008
72,72,"Geoff Ogilvy",65,4.06,1379,340,"LatePar4ScoringAverage",2008
72,72,"Tim Petrovic",97,4.06,2085,514,"LatePar4ScoringAverage",2008
72,72,"Scott Sterling",89,4.06,1768,436,"LatePar4ScoringAverage",2008
72,72,"David Toms",70,4.06,1483,365,"LatePar4ScoringAverage",2008
72,72,"DJ Trahan",94,4.06,1986,489,"LatePar4ScoringAverage",2008
72,72,"Jay Williamson",96,4.06,2071,510,"LatePar4ScoringAverage",2008
72,72,"Mark Wilson",107,4.06,2081,513,"LatePar4ScoringAverage",2008
93,93,"Michael Allen",91,4.07,1949,479,"LatePar4ScoringAverage",2008
93,93,"Stuart Appleby",87,4.07,2243,551,"LatePar4ScoringAverage",2008
93,93,"KJ Choi",74,4.07,1824,448,"LatePar4ScoringAverage",2008
93,93,"Stewart Cink",87,4.07,1915,470,"LatePar4ScoringAverage",2008
93,93,"Ben Curtis",80,4.07,1990,489,"LatePar4ScoringAverage",2008
93,93,"Todd Demsey",80,4.07,1568,385,"LatePar4ScoringAverage",2008
93,93,"Joe Durant",92,4.07,1805,443,"LatePar4ScoringAverage",2008
93,93,"Steve Flesch",95,4.07,2182,536,"LatePar4ScoringAverage",2008
93,93,"Sergio Garcia",72,4.07,2128,523,"LatePar4ScoringAverage",2008
93,93,"Nathan Green",95,4.07,1915,470,"LatePar4ScoringAverage",2008
