"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2016","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2016","GoingfortheGreenBirdieorBetter_PLAYERNAME_2016","GoingfortheGreenBirdieorBetter_ROUNDS_2016","GoingfortheGreenBirdieorBetter_Pct_2016","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2016","GoingfortheGreenBirdieorBetter_ATTEMPTS_2016","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2016","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2016","stat_name","year"
72,56,"Paul Casey",39,58.18,32,55,-32,-6,"GoingfortheGreenBirdieorBetter",2016
72,83,"Bryce Molder",50,58.18,32,55,-35,-21,"GoingfortheGreenBirdieorBetter",2016
74,43,"Thomas Aiken",42,58.14,25,43,-26,-1,"GoingfortheGreenBirdieorBetter",2016
75,85,"Louis Oosthuizen",25,57.89,11,19,-11,-5,"GoingfortheGreenBirdieorBetter",2016
75,26,"Brian Stuard",24,57.89,11,19,-11,-8,"GoingfortheGreenBirdieorBetter",2016
77,63,"Scott Brown",59,57.75,41,71,-44,-3,"GoingfortheGreenBirdieorBetter",2016
78,86,"Zach Johnson",42,57.69,30,52,-32,-18,"GoingfortheGreenBirdieorBetter",2016
79,70,"Jamie Lovemark",57,57.6,72,125,-76,-4,"GoingfortheGreenBirdieorBetter",2016
80,119,"Dawie van der Walt",48,57.58,38,66,-41,-5,"GoingfortheGreenBirdieorBetter",2016
80,90,"Johnson Wagner",44,57.58,38,66,-42,-11,"GoingfortheGreenBirdieorBetter",2016
82,129,"James Hahn",45,57.53,42,73,-44,3,"GoingfortheGreenBirdieorBetter",2016
83,97,"Angel Cabrera",42,57.5,46,80,-48,9,"GoingfortheGreenBirdieorBetter",2016
84,70,"Boo Weekley",53,57.47,50,87,-53,-7,"GoingfortheGreenBirdieorBetter",2016
85,65,"Andrew Loupe",50,57.14,72,126,-75,-7,"GoingfortheGreenBirdieorBetter",2016
85,41,"Ian Poulter",37,57.14,24,42,-25,0,"GoingfortheGreenBirdieorBetter",2016
87,79,"Sean OHair",45,56.99,53,93,-56,-1,"GoingfortheGreenBirdieorBetter",2016
88,95,"Billy Horschel",45,56.94,41,72,-41,-4,"GoingfortheGreenBirdieorBetter",2016
89,100,"David Hearn",55,56.86,29,51,-34,-11,"GoingfortheGreenBirdieorBetter",2016
90,96,"William McGirt",54,56.84,54,95,-56,-14,"GoingfortheGreenBirdieorBetter",2016
91,66,"Justin Thomas",53,56.82,50,88,-53,-5,"GoingfortheGreenBirdieorBetter",2016
92,62,"Scott Stallings",46,56.32,49,87,-51,0,"GoingfortheGreenBirdieorBetter",2016
93,99,"Ryan Palmer",46,56.07,60,107,-65,-12,"GoingfortheGreenBirdieorBetter",2016
94,101,"Jhonattan Vegas",49,55.96,61,109,-68,2,"GoingfortheGreenBirdieorBetter",2016
95,84,"Mark Hubbard",73,55.86,62,111,-67,-5,"GoingfortheGreenBirdieorBetter",2016
96,98,"Luke Donald",49,55.81,24,43,-25,-5,"GoingfortheGreenBirdieorBetter",2016
97,138,"Sam Saunders",40,55.77,29,52,-31,5,"GoingfortheGreenBirdieorBetter",2016
98,77,"Robert Garrigus",34,55.74,34,61,-37,1,"GoingfortheGreenBirdieorBetter",2016
99,102,"Aaron Baddeley",51,55.56,40,72,-43,-7,"GoingfortheGreenBirdieorBetter",2016
99,107,"Daniel Berger",52,55.56,50,90,-53,-1,"GoingfortheGreenBirdieorBetter",2016
99,86,"Emiliano Grillo",47,55.56,50,90,-51,-2,"GoingfortheGreenBirdieorBetter",2016
99,102,"Adam Hadwin",53,55.56,60,108,-62,-11,"GoingfortheGreenBirdieorBetter",2016
103,112,"Ricky Barnes",57,55.26,42,76,-43,1,"GoingfortheGreenBirdieorBetter",2016
104,116,"Bill Haas",42,55.17,32,58,-33,-7,"GoingfortheGreenBirdieorBetter",2016
105,111,"John Huh",51,55.13,43,78,-44,-8,"GoingfortheGreenBirdieorBetter",2016
106,107,"Kevin Chappell",49,55.06,49,89,-55,-2,"GoingfortheGreenBirdieorBetter",2016
107,113,"Scott Piercy",45,55,44,80,-46,-3,"GoingfortheGreenBirdieorBetter",2016
108,90,"Lucas Glover",53,54.81,57,104,-61,-12,"GoingfortheGreenBirdieorBetter",2016
109,110,"Kyle Stanley",57,54.79,40,73,-42,-7,"GoingfortheGreenBirdieorBetter",2016
110,119,"Brian Gay",22,54.55,6,11,-6,-2,"GoingfortheGreenBirdieorBetter",2016
110,119,"Fabian Gomez",49,54.55,54,99,-59,-6,"GoingfortheGreenBirdieorBetter",2016
110,119,"Troy Merritt",41,54.55,36,66,-37,6,"GoingfortheGreenBirdieorBetter",2016
113,55,"Martin Piller",37,54.35,25,46,-25,-3,"GoingfortheGreenBirdieorBetter",2016
114,117,"Brendon de Jonge",55,54.29,38,70,-40,-5,"GoingfortheGreenBirdieorBetter",2016
114,123,"Sergio Garcia",28,54.29,19,35,-20,0,"GoingfortheGreenBirdieorBetter",2016
116,105,"Hideki Matsuyama",40,54.05,40,74,-42,-8,"GoingfortheGreenBirdieorBetter",2016
117,89,"Webb Simpson",34,53.85,35,65,-37,2,"GoingfortheGreenBirdieorBetter",2016
118,147,"Steve Wheatcroft",53,53.75,43,80,-46,-12,"GoingfortheGreenBirdieorBetter",2016
119,90,"Anirban Lahiri",44,53.73,36,67,-37,-1,"GoingfortheGreenBirdieorBetter",2016
120,130,"Roberto Castro",55,53.26,49,92,-50,-16,"GoingfortheGreenBirdieorBetter",2016
121,126,"Jim Herman",55,53.25,41,77,-42,-12,"GoingfortheGreenBirdieorBetter",2016
121,125,"Vijay Singh",42,53.25,41,77,-44,-6,"GoingfortheGreenBirdieorBetter",2016
123,118,"Derek Fathauer",58,53.16,42,79,-44,-8,"GoingfortheGreenBirdieorBetter",2016
124,115,"Graham DeLaet",50,53.13,51,96,-53,2,"GoingfortheGreenBirdieorBetter",2016
125,90,"Brett Stegmaier",57,53.06,52,98,-56,-7,"GoingfortheGreenBirdieorBetter",2016
126,131,"Brandt Snedeker",47,53.01,44,83,-46,-11,"GoingfortheGreenBirdieorBetter",2016
127,156,"Brian Harman",60,52.94,45,85,-48,-2,"GoingfortheGreenBirdieorBetter",2016
127,124,"Whee Kim",54,52.94,45,85,-46,0,"GoingfortheGreenBirdieorBetter",2016
129,132,"Chez Reavie",56,52.87,46,87,-50,-7,"GoingfortheGreenBirdieorBetter",2016
129,132,"Hudson Swafford",52,52.87,46,87,-50,-8,"GoingfortheGreenBirdieorBetter",2016
131,149,"Patrick Reed",53,52.81,47,89,-51,-4,"GoingfortheGreenBirdieorBetter",2016
131,107,"Kyle Reifers",63,52.81,47,89,-52,-13,"GoingfortheGreenBirdieorBetter",2016
133,134,"Russell Henley",42,52.78,38,72,-42,8,"GoingfortheGreenBirdieorBetter",2016
134,72,"Carlos Ortiz",47,52.5,42,80,-45,9,"GoingfortheGreenBirdieorBetter",2016
135,105,"Tyler Aldridge",53,52.46,32,61,-33,-11,"GoingfortheGreenBirdieorBetter",2016
135,140,"Alex Cejka",47,52.46,32,61,-33,-5,"GoingfortheGreenBirdieorBetter",2016
137,128,"Bronson Burgoon",53,52.44,43,82,-47,-9,"GoingfortheGreenBirdieorBetter",2016
137,136,"Charley Hoffman",49,52.44,43,82,-47,4,"GoingfortheGreenBirdieorBetter",2016
139,127,"Shawn Stefani",45,52.38,33,63,-36,-4,"GoingfortheGreenBirdieorBetter",2016
140,137,"Jason Dufner",53,52.24,35,67,-37,1,"GoingfortheGreenBirdieorBetter",2016
141,104,"David Lingmerth",54,52.05,38,73,-40,-8,"GoingfortheGreenBirdieorBetter",2016
142,160,"Retief Goosen",37,51.79,29,56,-29,-3,"GoingfortheGreenBirdieorBetter",2016
143,141,"Kevin Streelman",46,51.72,30,58,-32,-1,"GoingfortheGreenBirdieorBetter",2016
144,147,"Jerry Kelly",44,51.43,18,35,-21,-9,"GoingfortheGreenBirdieorBetter",2016
144,145,"Shane Lowry",35,51.43,18,35,-20,-1,"GoingfortheGreenBirdieorBetter",2016
146,150,"Si Woo Kim",63,51.22,63,123,-66,0,"GoingfortheGreenBirdieorBetter",2016
146,151,"Wes Roach",33,51.22,21,41,-22,4,"GoingfortheGreenBirdieorBetter",2016
148,143,"Scott Pinckney",53,51.04,49,96,-51,3,"GoingfortheGreenBirdieorBetter",2016
149,154,"Kevin Na",52,50.82,31,61,-32,-5,"GoingfortheGreenBirdieorBetter",2016
150,156,"Billy Hurley III",22,50,11,22,-12,-4,"GoingfortheGreenBirdieorBetter",2016
150,153,"Tyrone Van Aswegen",67,50,50,100,-52,-1,"GoingfortheGreenBirdieorBetter",2016
150,156,"Bernd Wiesberger",23,50,10,20,-11,-3,"GoingfortheGreenBirdieorBetter",2016
150,156,"Will Wilcox",47,50,41,82,-44,-5,"GoingfortheGreenBirdieorBetter",2016
154,162,"JJ Henry",44,49.28,34,69,-36,-11,"GoingfortheGreenBirdieorBetter",2016
155,144,"Andres Gonzales",46,49.21,31,63,-32,1,"GoingfortheGreenBirdieorBetter",2016
156,139,"Ben Crane",48,49.06,26,53,-26,-7,"GoingfortheGreenBirdieorBetter",2016
157,152,"Steve Marino",40,49.02,25,51,-26,-2,"GoingfortheGreenBirdieorBetter",2016
158,155,"JB Holmes",39,48.94,46,94,-46,4,"GoingfortheGreenBirdieorBetter",2016
159,135,"Hiroshi Iwata",51,48.48,32,66,-35,6,"GoingfortheGreenBirdieorBetter",2016
159,162,"Pat Perez",28,48.48,16,33,-16,-4,"GoingfortheGreenBirdieorBetter",2016
161,141,"Justin Hicks",26,48.28,14,29,-16,-13,"GoingfortheGreenBirdieorBetter",2016
161,178,"Peter Malnati",53,48.28,28,58,-29,-32,"GoingfortheGreenBirdieorBetter",2016
161,165,"Cameron Percy",22,48.28,14,29,-16,2,"GoingfortheGreenBirdieorBetter",2016
164,180,"Michael Kim",62,48.19,40,83,-41,-12,"GoingfortheGreenBirdieorBetter",2016
165,168,"Matthew Fitzpatrick",23,48.15,13,27,-15,-2,"GoingfortheGreenBirdieorBetter",2016
165,168,"DJ Trahan",23,48.15,13,27,-14,0,"GoingfortheGreenBirdieorBetter",2016
167,177,"Nick Taylor",57,47.92,46,96,-50,-2,"GoingfortheGreenBirdieorBetter",2016
168,173,"Keegan Bradley",40,47.69,31,65,-31,6,"GoingfortheGreenBirdieorBetter",2016
169,164,"Davis Love III",40,47.62,30,63,-30,7,"GoingfortheGreenBirdieorBetter",2016
169,201,"George McNeill",33,47.62,20,42,-20,5,"GoingfortheGreenBirdieorBetter",2016
171,172,"Jason Gore",51,47.17,25,53,-28,-5,"GoingfortheGreenBirdieorBetter",2016
172,182,"Derek Ernst",36,46.94,23,49,-24,1,"GoingfortheGreenBirdieorBetter",2016
173,171,"Brendon Todd",43,46.81,22,47,-24,-18,"GoingfortheGreenBirdieorBetter",2016
174,168,"Robert Allenby",35,46.67,14,30,-14,6,"GoingfortheGreenBirdieorBetter",2016
174,166,"Matt Every",34,46.67,28,60,-29,5,"GoingfortheGreenBirdieorBetter",2016
176,174,"Ryan Moore",40,46.51,20,43,-21,-17,"GoingfortheGreenBirdieorBetter",2016
177,175,"Hunter Mahan",43,46.27,31,67,-33,-6,"GoingfortheGreenBirdieorBetter",2016
178,195,"Scott Langley",41,46.03,29,63,-31,-3,"GoingfortheGreenBirdieorBetter",2016
179,186,"John Senden",48,45.95,34,74,-38,-19,"GoingfortheGreenBirdieorBetter",2016
179,190,"Mark Wilson",42,45.95,17,37,-19,-9,"GoingfortheGreenBirdieorBetter",2016
181,161,"Jeff Overton",51,45.88,39,85,-41,-13,"GoingfortheGreenBirdieorBetter",2016
182,166,"Zac Blair",56,45.76,27,59,-27,0,"GoingfortheGreenBirdieorBetter",2016
183,185,"Tom Hoge",47,45.71,32,70,-35,-3,"GoingfortheGreenBirdieorBetter",2016
183,184,"Andres Romero",22,45.71,16,35,-17,3,"GoingfortheGreenBirdieorBetter",2016
185,181,"Stuart Appleby",39,45.65,21,46,-22,-24,"GoingfortheGreenBirdieorBetter",2016
186,186,"Abraham Ancer",26,45,9,20,-9,-2,"GoingfortheGreenBirdieorBetter",2016
186,145,"Rob Oppenheim",37,45,18,40,-19,-7,"GoingfortheGreenBirdieorBetter",2016
186,188,"Greg Owen",56,45,45,100,-48,1,"GoingfortheGreenBirdieorBetter",2016
189,189,"Chesson Hadley",51,44.74,34,76,-34,-1,"GoingfortheGreenBirdieorBetter",2016
190,179,"Ernie Els",34,44.62,29,65,-31,-6,"GoingfortheGreenBirdieorBetter",2016
191,199,"Jason Bohn",37,44.44,24,54,-24,-14,"GoingfortheGreenBirdieorBetter",2016
192,191,"Rory Sabbatini",40,44.26,27,61,-28,-3,"GoingfortheGreenBirdieorBetter",2016
193,192,"Shane Bertsch",30,44,11,25,-12,-7,"GoingfortheGreenBirdieorBetter",2016
193,192,"Brice Garnett",29,44,11,25,-12,-2,"GoingfortheGreenBirdieorBetter",2016
195,204,"DA Points",32,43.33,13,30,-14,-2,"GoingfortheGreenBirdieorBetter",2016
196,196,"Chris Stroud",52,43.21,35,81,-40,-7,"GoingfortheGreenBirdieorBetter",2016
197,196,"Luke Guthrie",31,42.86,18,42,-19,-7,"GoingfortheGreenBirdieorBetter",2016
198,194,"Will Ma Kenzie",54,40.98,25,61,-25,-5,"GoingfortheGreenBirdieorBetter",2016
199,202,"Lucas Lee",22,40,8,20,-8,3,"GoingfortheGreenBirdieorBetter",2016
199,202,"Darron Stiles",28,40,2,5,-2,-7,"GoingfortheGreenBirdieorBetter",2016
201,196,"Geoff Ogilvy",37,39.62,21,53,-23,-6,"GoingfortheGreenBirdieorBetter",2016
202,206,"Jamie Donaldson",28,39.47,15,38,-17,-8,"GoingfortheGreenBirdieorBetter",2016
203,199,"Kelly Kraft",35,38.71,12,31,-14,-8,"GoingfortheGreenBirdieorBetter",2016
204,182,"Henrik Norlander",41,38,19,50,-20,-7,"GoingfortheGreenBirdieorBetter",2016
205,205,"Rhein Gibson",36,36.84,21,57,-22,0,"GoingfortheGreenBirdieorBetter",2016
206,207,"Charlie Beljan",26,35.29,12,34,-12,5,"GoingfortheGreenBirdieorBetter",2016
207,208,"Andrew Landry",24,23.81,5,21,-6,-3,"GoingfortheGreenBirdieorBetter",2016
