"Par5BirdieorBetterLeaders_RANKTHISWEEK_2005","Par5BirdieorBetterLeaders_RANKLASTWEEK_2005","Par5BirdieorBetterLeaders_PLAYERNAME_2005","Par5BirdieorBetterLeaders_ROUNDS_2005","Par5BirdieorBetterLeaders_Pct_2005","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2005","Par5BirdieorBetterLeaders_PAR5HOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,53.42,125,234,"Par5BirdieorBetterLeaders",2005
2,2,"Retief Goosen",71,52.13,98,188,"Par5BirdieorBetterLeaders",2005
3,3,"Vijay Singh",111,50.72,177,349,"Par5BirdieorBetterLeaders",2005
4,4,"Charles Howell III",95,50,147,294,"Par5BirdieorBetterLeaders",2005
5,5,"Tim Clark",92,49.44,133,269,"Par5BirdieorBetterLeaders",2005
6,6,"Phil Mickelson",81,49.15,115,234,"Par5BirdieorBetterLeaders",2005
7,7,"Billy Andrade",83,48.28,140,290,"Par5BirdieorBetterLeaders",2005
8,8,"Sergio Garcia",73,48.04,98,204,"Par5BirdieorBetterLeaders",2005
9,9,"Woody Austin",100,47.85,156,326,"Par5BirdieorBetterLeaders",2005
10,10,"Scott Verplank",87,47.53,125,263,"Par5BirdieorBetterLeaders",2005
11,11,"James Driscoll",73,47.2,118,250,"Par5BirdieorBetterLeaders",2005
12,12,"Adam Scott",72,47.14,99,210,"Par5BirdieorBetterLeaders",2005
13,13,"Billy Mayfair",114,47.11,171,363,"Par5BirdieorBetterLeaders",2005
14,14,"Bo Van Pelt",112,46.95,177,377,"Par5BirdieorBetterLeaders",2005
15,15,"Kevin Sutherland",89,46.58,136,292,"Par5BirdieorBetterLeaders",2005
16,16,"Frank Lickliter II",100,46.53,154,331,"Par5BirdieorBetterLeaders",2005
17,17,"Briny Baird",98,46.37,147,317,"Par5BirdieorBetterLeaders",2005
18,18,"Harrison Frazar",105,46.36,159,343,"Par5BirdieorBetterLeaders",2005
19,19,"Scott Gutschewski",86,46.35,127,274,"Par5BirdieorBetterLeaders",2005
20,20,"David Toms",87,46.22,110,238,"Par5BirdieorBetterLeaders",2005
21,21,"Geoff Ogilvy",97,46.2,140,303,"Par5BirdieorBetterLeaders",2005
22,22,"DJ Trahan",81,46.15,120,260,"Par5BirdieorBetterLeaders",2005
23,23,"Tag Ridings",93,45.91,146,318,"Par5BirdieorBetterLeaders",2005
24,24,"Kevin Stadler",96,45.73,150,328,"Par5BirdieorBetterLeaders",2005
25,25,"Greg Owen",84,45.71,128,280,"Par5BirdieorBetterLeaders",2005
26,26,"Brenden Pappas",51,45.66,79,173,"Par5BirdieorBetterLeaders",2005
27,27,"Scott Hend",75,45.56,113,248,"Par5BirdieorBetterLeaders",2005
28,28,"Dean Wilson",86,45.55,133,292,"Par5BirdieorBetterLeaders",2005
29,29,"Arjun Atwal",65,45.54,97,213,"Par5BirdieorBetterLeaders",2005
29,29,"Fred Couples",72,45.54,102,224,"Par5BirdieorBetterLeaders",2005
31,31,"Jonathan Byrd",103,45.43,149,328,"Par5BirdieorBetterLeaders",2005
32,32,"Davis Love III",80,45.34,107,236,"Par5BirdieorBetterLeaders",2005
33,33,"Rod Pampling",89,45.21,118,261,"Par5BirdieorBetterLeaders",2005
34,34,"Nick Watney",91,45.1,138,306,"Par5BirdieorBetterLeaders",2005
35,35,"Mark Calcavecchia",92,45.07,128,284,"Par5BirdieorBetterLeaders",2005
36,36,"Charles Warren",89,44.97,134,298,"Par5BirdieorBetterLeaders",2005
37,37,"Mathias Gronberg",60,44.92,84,187,"Par5BirdieorBetterLeaders",2005
38,38,"Joe Ogilvie",103,44.85,148,330,"Par5BirdieorBetterLeaders",2005
39,39,"Bart Bryant",91,44.77,124,277,"Par5BirdieorBetterLeaders",2005
40,40,"Brett Quigley",96,44.69,143,320,"Par5BirdieorBetterLeaders",2005
41,41,"Robert Allenby",95,44.56,131,294,"Par5BirdieorBetterLeaders",2005
42,42,"Vaughn Taylor",99,44.48,149,335,"Par5BirdieorBetterLeaders",2005
43,43,"John Huston",90,44.44,128,288,"Par5BirdieorBetterLeaders",2005
44,44,"Mark Hensby",70,44.39,91,205,"Par5BirdieorBetterLeaders",2005
45,45,"Bob Heintz",67,44.3,101,228,"Par5BirdieorBetterLeaders",2005
46,46,"Ben Crane",78,44.29,93,210,"Par5BirdieorBetterLeaders",2005
47,47,"Brandt Jobe",96,44.26,131,296,"Par5BirdieorBetterLeaders",2005
48,48,"John Rollins",97,44.19,137,310,"Par5BirdieorBetterLeaders",2005
49,49,"Stuart Appleby",84,44.08,108,245,"Par5BirdieorBetterLeaders",2005
50,50,"Ryan Palmer",101,44,143,325,"Par5BirdieorBetterLeaders",2005
51,51,"Hunter Mahan",103,43.94,145,330,"Par5BirdieorBetterLeaders",2005
52,52,"Daniel Chopra",108,43.87,154,351,"Par5BirdieorBetterLeaders",2005
