"LowestRound_RANKTHISWEEK_2006","LowestRound_RANKLASTWEEK_2006","LowestRound_PLAYERNAME_2006","LowestRound_ROUNDS_2006","LowestRound_VALUE_2006","LowestRound_TOURNCOURSE_2006","LowestRound_ROUND_2006","stat_name","year"
1,1,"Arron Oberholser",82,60,NA,2,"LowestRound",2006
1,1,"Pat Perez",50,60,NA,1,"LowestRound",2006
1,1,"Justin Rose",98,60,NA,1,"LowestRound",2006
4,4,"JJ Henry",96,61,NA,2,"LowestRound",2006
4,4,"Corey Pavin",74,61,NA,1,"LowestRound",2006
4,4,"Vijay Singh",103,61,NA,3,"LowestRound",2006
4,4,"David Toms",76,61,NA,3,"LowestRound",2006
8,8,"Chad Campbell",91,62,NA,3,"LowestRound",2006
8,8,"Ben Curtis",86,62,NA,1,"LowestRound",2006
8,8,"Luke Donald",66,62,NA,1,"LowestRound",2006
8,8,"Fred Funk",106,62,NA,4,"LowestRound",2006
8,8,"Freddie Jacobson",56,62,NA,2,"LowestRound",2006
8,8,"Frank Lickliter II",99,62,NA,4,"LowestRound",2006
8,8,"Joe Ogilvie",95,62,NA,4,"LowestRound",2006
8,8,"Ryan Palmer",101,62,NA,2,"LowestRound",2006
8,8,"Jesper Parnevik",84,62,NA,4,"LowestRound",2006
8,8,"Rory Sabbatini",84,62,NA,4,"LowestRound",2006
18,18,"Michael Allen",84,63,NA,2,"LowestRound",2006
18,18,"Stephen Ames",63,63,NA,4,"LowestRound",2006
18,18,"Woody Austin",107,63,NA,3,"LowestRound",2006
18,18,"Eric Axley",91,63,NA,3,"LowestRound",2006
18,18,"Shane Bertsch",104,63,NA,3,"LowestRound",2006
18,18,"Mark Calcavecchia",94,63,NA,3,"LowestRound",2006
18,18,"KJ Choi",93,63,NA,4,"LowestRound",2006
18,18,"Darren Clarke",27,63,NA,3,"LowestRound",2006
18,18,"Jose Coceres",38,63,NA,4,"LowestRound",2006
18,18,"John Cook",67,63,NA,3,"LowestRound",2006
18,18,"Kris Cox",83,63,NA,3,"LowestRound",2006
18,18,"David Duval",71,63,NA,4,"LowestRound",2006
18,18,"Jim Furyk",89,63,NA,1,"LowestRound",2006
18,18,"Lucas Glover",105,63,NA,4,"LowestRound",2006
18,18,"Jeff Gove",91,63,NA,2,"LowestRound",2006
18,18,"Paul Goydos",72,63,NA,2,"LowestRound",2006
18,18,"Will Ma Kenzie",91,63,NA,1,"LowestRound",2006
18,18,"Billy Mayfair",94,63,NA,3,"LowestRound",2006
18,18,"Phil Mickelson",74,63,NA,1,"LowestRound",2006
