"LeftRoughTendency_RANKTHISWEEK_2010","LeftRoughTendency_RANKLASTWEEK_2010","LeftRoughTendency_PLAYERNAME_2010","LeftRoughTendency_ROUNDS_2010","LeftRoughTendency_Pct_2010","LeftRoughTendency_TOTALLEFTROUGH_2010","LeftRoughTendency_POSSIBLEFWYS_2010","LeftRoughTendency_RELATIVETOPAR_2010","stat_name","year"
1,1,"David Toms",86,8.26,80,969,0.18,"LeftRoughTendency",2010
2,2,"Joe Durant",67,8.49,67,789,0.16,"LeftRoughTendency",2010
3,3,"Omar Uresti",74,9.22,78,846,0.19,"LeftRoughTendency",2010
4,4,"Scott Verplank",74,9.29,72,775,0.1,"LeftRoughTendency",2010
5,5,"Tim Petrovic",105,9.54,124,1300,0.19,"LeftRoughTendency",2010
6,6,"Bryce Molder",84,9.56,96,1004,0.13,"LeftRoughTendency",2010
7,7,"Heath Slocum",97,9.72,99,1019,0.02,"LeftRoughTendency",2010
8,8,"Zach Johnson",93,9.85,103,1046,0.08,"LeftRoughTendency",2010
9,9,"Craig Bowden",56,9.92,66,665,0.12,"LeftRoughTendency",2010
10,10,"Jason Dufner",87,10.03,96,957,0.09,"LeftRoughTendency",2010
11,11,"James Nitties",92,10.05,112,1114,0.11,"LeftRoughTendency",2010
12,12,"Chris Riley",73,10.08,88,873,0.16,"LeftRoughTendency",2010
13,13,"Skip Kendall",58,10.18,69,678,0.17,"LeftRoughTendency",2010
14,14,"Billy Mayfair",78,10.19,92,903,0.22,"LeftRoughTendency",2010
15,15,"Rocco Mediate",71,10.24,86,840,0.15,"LeftRoughTendency",2010
16,16,"Paul Goydos",78,10.28,94,914,0.12,"LeftRoughTendency",2010
17,17,"John Merrick",109,10.35,132,1275,0.14,"LeftRoughTendency",2010
18,18,"Brian Davis",101,10.45,129,1235,0.17,"LeftRoughTendency",2010
19,19,"Kris Blanks",91,10.55,108,1024,0.19,"LeftRoughTendency",2010
20,20,"Tim Clark",88,10.58,100,945,0.1,"LeftRoughTendency",2010
20,20,"Brian Gay",101,10.58,121,1144,0.1,"LeftRoughTendency",2010
22,22,"John Mallinger",78,10.6,95,896,0.28,"LeftRoughTendency",2010
23,23,"Chad Campbell",95,10.68,120,1124,0.18,"LeftRoughTendency",2010
24,24,"Chris DiMarco",88,10.74,115,1071,0.07,"LeftRoughTendency",2010
25,25,"John Rollins",81,10.77,112,1040,0.02,"LeftRoughTendency",2010
26,26,"Bill Lunde",79,10.87,100,920,0.1,"LeftRoughTendency",2010
26,26,"Josh Teater",101,10.87,137,1260,0.18,"LeftRoughTendency",2010
28,28,"Chad Collins",87,10.94,113,1033,0.1,"LeftRoughTendency",2010
29,29,"Kevin Streelman",90,10.95,121,1105,0.19,"LeftRoughTendency",2010
30,30,"Hunter Mahan",85,11,102,927,0.01,"LeftRoughTendency",2010
31,31,"Tom Gillis",97,11.04,138,1250,0.07,"LeftRoughTendency",2010
32,32,"Freddie Jacobson",83,11.07,118,1066,0.11,"LeftRoughTendency",2010
33,33,"Greg Chalmers",93,11.1,133,1198,-0.01,"LeftRoughTendency",2010
34,34,"Brent Delahoussaye",57,11.13,72,647,0.18,"LeftRoughTendency",2010
35,35,"Richard Johnson",90,11.17,113,1012,0.26,"LeftRoughTendency",2010
36,36,"Mark Wilson",87,11.27,124,1100,0.1,"LeftRoughTendency",2010
37,37,"Ben Crane",85,11.35,104,916,0.1,"LeftRoughTendency",2010
38,38,"Brendon de Jonge",114,11.51,144,1251,0.1,"LeftRoughTendency",2010
39,39,"Charlie Wi",95,11.55,142,1229,0.03,"LeftRoughTendency",2010
40,40,"Boo Weekley",88,11.56,119,1029,0.12,"LeftRoughTendency",2010
41,41,"Cliff Kresge",50,11.59,72,621,0.18,"LeftRoughTendency",2010
42,42,"Alex Cejka",81,11.6,108,931,0.21,"LeftRoughTendency",2010
42,42,"Steve Elkington",74,11.6,94,810,0.07,"LeftRoughTendency",2010
44,44,"Rickie Fowler",98,11.62,133,1145,0.08,"LeftRoughTendency",2010
45,45,"Vaughn Taylor",87,11.73,128,1091,0.12,"LeftRoughTendency",2010
46,46,"KJ Choi",82,11.76,99,842,0.12,"LeftRoughTendency",2010
47,47,"Henrik Bjornstad",72,11.84,96,811,0.17,"LeftRoughTendency",2010
48,48,"JP Hayes",79,12.01,113,941,0.05,"LeftRoughTendency",2010
49,49,"Pat Perez",90,12.08,139,1151,0.06,"LeftRoughTendency",2010
49,49,"Aron Price",70,12.08,104,861,0.13,"LeftRoughTendency",2010
51,51,"Scott McCarron",90,12.17,139,1142,0.03,"LeftRoughTendency",2010
51,51,"Ryan Moore",80,12.17,103,846,0.17,"LeftRoughTendency",2010
53,53,"Ian Poulter",55,12.26,57,465,0.02,"LeftRoughTendency",2010
54,54,"Bob Estes",79,12.27,119,970,0.08,"LeftRoughTendency",2010
54,54,"Rory Sabbatini",79,12.27,114,929,0.07,"LeftRoughTendency",2010
56,56,"Charley Hoffman",85,12.28,130,1059,-0.01,"LeftRoughTendency",2010
56,56,"Greg Owen",69,12.28,104,847,0.14,"LeftRoughTendency",2010
58,58,"Robert Allenby",76,12.31,104,845,0.13,"LeftRoughTendency",2010
59,59,"Jim Furyk",76,12.36,103,833,0.11,"LeftRoughTendency",2010
60,60,"Roger Tambellini",77,12.47,106,850,0.14,"LeftRoughTendency",2010
61,61,"James Driscoll",78,12.48,127,1018,0.03,"LeftRoughTendency",2010
62,62,"Jerry Kelly",99,12.5,143,1144,0.06,"LeftRoughTendency",2010
62,62,"Jarrod Lyle",54,12.5,79,632,0.06,"LeftRoughTendency",2010
62,62,"Jeff Quinney",91,12.5,138,1104,0.15,"LeftRoughTendency",2010
65,65,"Bo Van Pelt",104,12.51,151,1207,0.02,"LeftRoughTendency",2010
66,66,"Jay Williamson",76,12.54,106,845,0.08,"LeftRoughTendency",2010
67,67,"Stephen Ames",75,12.55,120,956,0.17,"LeftRoughTendency",2010
68,68,"Brandt Snedeker",89,12.72,131,1030,0.08,"LeftRoughTendency",2010
69,69,"Will Ma Kenzie",72,12.74,120,942,0.01,"LeftRoughTendency",2010
70,70,"Steve Wheatcroft",74,12.77,101,791,0.14,"LeftRoughTendency",2010
71,71,"Jeff Gove",57,12.79,78,610,0.12,"LeftRoughTendency",2010
72,72,"Graham DeLaet",88,12.85,134,1043,-0.06,"LeftRoughTendency",2010
73,73,"Cameron Beckman",68,12.87,105,816,0.1,"LeftRoughTendency",2010
74,74,"Cameron Percy",73,12.92,105,813,0.02,"LeftRoughTendency",2010
74,74,"Nick Watney",91,12.92,124,960,0,"LeftRoughTendency",2010
76,76,"Scott Piercy",88,12.95,143,1104,0.08,"LeftRoughTendency",2010
76,76,"Nicholas Thompson",88,12.95,137,1058,0.18,"LeftRoughTendency",2010
76,76,"Charles Warren",64,12.95,98,757,0.15,"LeftRoughTendency",2010
79,79,"Blake Adams",84,12.96,134,1034,0.12,"LeftRoughTendency",2010
80,80,"Johnson Wagner",85,12.97,132,1018,0.14,"LeftRoughTendency",2010
81,81,"Troy Matteson",84,12.98,141,1086,0.01,"LeftRoughTendency",2010
82,82,"Justin Leonard",89,12.99,130,1001,0.13,"LeftRoughTendency",2010
83,83,"Charles Howell III",103,13.03,160,1228,0.01,"LeftRoughTendency",2010
84,84,"John Senden",103,13.05,157,1203,0.1,"LeftRoughTendency",2010
85,85,"Jeff Maggert",76,13.06,114,873,0.17,"LeftRoughTendency",2010
86,86,"Michael Letzig",84,13.16,145,1102,0.04,"LeftRoughTendency",2010
87,87,"Kevin Johnson",62,13.26,89,671,0.16,"LeftRoughTendency",2010
88,88,"Troy Merritt",86,13.27,140,1055,0.1,"LeftRoughTendency",2010
89,89,"Mathew Goggin",85,13.28,139,1047,0.21,"LeftRoughTendency",2010
90,90,"Aaron Baddeley",94,13.29,159,1196,-0.11,"LeftRoughTendency",2010
91,91,"Mark Calcavecchia",50,13.32,61,458,0.07,"LeftRoughTendency",2010
91,91,"Ben Curtis",78,13.32,122,916,0.14,"LeftRoughTendency",2010
91,91,"Joe Ogilvie",99,13.32,157,1179,0.08,"LeftRoughTendency",2010
94,94,"YE Yang",72,13.35,108,809,0.04,"LeftRoughTendency",2010
95,95,"Trevor Immelman",55,13.36,78,584,0.08,"LeftRoughTendency",2010
96,96,"Steve Stricker",73,13.48,105,779,0.03,"LeftRoughTendency",2010
97,97,"Davis Love III",79,13.5,123,911,0.06,"LeftRoughTendency",2010
98,98,"Steve Marino",81,13.55,118,871,0.03,"LeftRoughTendency",2010
99,99,"Chris Tidland",77,13.62,128,940,0.09,"LeftRoughTendency",2010
100,100,"Tom Pernice Jr",74,13.63,109,800,0.2,"LeftRoughTendency",2010
101,101,"Greg Kraft",52,13.64,73,535,0.19,"LeftRoughTendency",2010
101,101,"Chris Stroud",90,13.64,135,990,0.07,"LeftRoughTendency",2010
103,103,"Robert Garrigus",71,13.65,114,835,0.04,"LeftRoughTendency",2010
104,104,"Kevin Sutherland",86,13.66,147,1076,0.05,"LeftRoughTendency",2010
105,105,"Steve Lowery",67,13.67,104,761,0.1,"LeftRoughTendency",2010
106,106,"David Lutterus",69,13.69,105,767,0.1,"LeftRoughTendency",2010
107,107,"Jason Bohn",84,13.72,139,1013,0.09,"LeftRoughTendency",2010
108,108,"Woody Austin",93,13.81,158,1144,0.1,"LeftRoughTendency",2010
108,108,"Briny Baird",87,13.81,150,1086,0.1,"LeftRoughTendency",2010
110,110,"Sergio Garcia",58,13.82,68,492,-0.06,"LeftRoughTendency",2010
111,111,"DA Points",90,13.83,151,1092,0.11,"LeftRoughTendency",2010
112,112,"Jason Day",82,13.85,135,975,0.12,"LeftRoughTendency",2010
113,113,"Brian Stuard",81,13.87,135,973,0.15,"LeftRoughTendency",2010
114,114,"Kevin Na",94,13.89,145,1044,0.06,"LeftRoughTendency",2010
114,114,"Jerod Turner",54,13.89,76,547,0.16,"LeftRoughTendency",2010
116,116,"Matt Every",60,13.9,97,698,0.14,"LeftRoughTendency",2010
117,117,"JJ Henry",92,13.92,151,1085,0.01,"LeftRoughTendency",2010
117,117,"Garrett Willis",82,13.92,137,984,0.03,"LeftRoughTendency",2010
119,119,"Kevin Stadler",86,13.93,138,991,0.1,"LeftRoughTendency",2010
120,120,"Jimmy Walker",82,13.94,131,940,-0.05,"LeftRoughTendency",2010
121,121,"Chris Couch",66,13.95,114,817,0.03,"LeftRoughTendency",2010
122,122,"Marc Leishman",87,13.98,138,987,0,"LeftRoughTendency",2010
123,123,"Mathias Gronberg",61,14.04,97,691,0.08,"LeftRoughTendency",2010
124,124,"Stewart Cink",84,14.06,126,896,-0.01,"LeftRoughTendency",2010
124,124,"Sean OHair",84,14.06,127,903,0.09,"LeftRoughTendency",2010
126,126,"Jonathan Byrd",85,14.26,161,1129,-0.02,"LeftRoughTendency",2010
127,127,"Steve Flesch",78,14.29,127,889,0.16,"LeftRoughTendency",2010
127,127,"Bill Haas",87,14.29,148,1036,0.03,"LeftRoughTendency",2010
127,127,"Rory McIlroy",54,14.29,79,553,-0.09,"LeftRoughTendency",2010
127,127,"George McNeill",79,14.29,137,959,-0.02,"LeftRoughTendency",2010
131,131,"Justin Rose",78,14.33,138,963,0.09,"LeftRoughTendency",2010
132,132,"Martin Laird",91,14.34,156,1088,0.07,"LeftRoughTendency",2010
133,133,"Vijay Singh",75,14.39,113,785,0.02,"LeftRoughTendency",2010
134,134,"Justin Bolli",55,14.41,83,576,0.23,"LeftRoughTendency",2010
135,135,"DJ Trahan",92,14.45,163,1128,0.04,"LeftRoughTendency",2010
136,136,"Lucas Glover",75,14.46,118,816,0.06,"LeftRoughTendency",2010
137,137,"Cameron Tringale",55,14.47,90,622,0.1,"LeftRoughTendency",2010
138,138,"Carl Pettersson",99,14.55,166,1141,-0.01,"LeftRoughTendency",2010
139,139,"Ernie Els",72,14.7,112,762,-0.01,"LeftRoughTendency",2010
140,140,"Kenny Perry",69,14.71,115,782,0.1,"LeftRoughTendency",2010
140,140,"Jeev Milkha Singh",59,14.71,105,714,0.06,"LeftRoughTendency",2010
142,142,"Rod Pampling",77,14.77,143,968,0.08,"LeftRoughTendency",2010
143,143,"Retief Goosen",75,14.79,108,730,0.04,"LeftRoughTendency",2010
143,143,"Chris Wilson",65,14.79,105,710,0.11,"LeftRoughTendency",2010
145,145,"Ted Purdy",86,14.81,150,1013,0.19,"LeftRoughTendency",2010
146,146,"Shaun Micheel",70,14.87,109,733,0.15,"LeftRoughTendency",2010
146,146,"Paul Stankowski",62,14.87,109,733,0.05,"LeftRoughTendency",2010
148,148,"Ricky Barnes",103,15.03,170,1131,0.05,"LeftRoughTendency",2010
149,149,"Michael Sim",64,15.05,110,731,0.05,"LeftRoughTendency",2010
150,150,"Michael Bradley",77,15.08,141,935,0.02,"LeftRoughTendency",2010
151,151,"Geoff Ogilvy",62,15.09,104,689,0.06,"LeftRoughTendency",2010
152,152,"Lee Janzen",77,15.12,145,959,0.08,"LeftRoughTendency",2010
153,153,"Nathan Green",86,15.13,169,1117,0.08,"LeftRoughTendency",2010
154,154,"Luke Donald",71,15.17,110,725,-0.12,"LeftRoughTendency",2010
155,155,"Adam Scott",70,15.18,109,718,0,"LeftRoughTendency",2010
156,156,"Ryan Palmer",84,15.21,148,973,0.08,"LeftRoughTendency",2010
157,157,"Matt Jones",89,15.3,168,1098,0,"LeftRoughTendency",2010
158,158,"Andres Romero",73,15.38,152,988,0.04,"LeftRoughTendency",2010
159,159,"Matt Kuchar",97,15.4,160,1039,0.03,"LeftRoughTendency",2010
160,160,"Mike Weir",59,15.44,84,544,0.1,"LeftRoughTendency",2010
161,161,"Roland Thatcher",72,15.47,144,931,0.12,"LeftRoughTendency",2010
162,162,"Spencer Levin",110,15.49,210,1356,0.16,"LeftRoughTendency",2010
163,163,"Michael Connell",89,15.68,167,1065,0.1,"LeftRoughTendency",2010
164,164,"Daniel Chopra",74,15.73,143,909,0.02,"LeftRoughTendency",2010
164,164,"Vance Veazey",58,15.73,103,655,0.13,"LeftRoughTendency",2010
166,166,"Ryuji Imada",90,15.77,182,1154,0.13,"LeftRoughTendency",2010
167,167,"Brett Wetterich",54,15.83,116,733,0.02,"LeftRoughTendency",2010
168,168,"Brad Faxon",58,15.91,105,660,0.28,"LeftRoughTendency",2010
169,169,"Angel Cabrera",64,15.98,112,701,0.05,"LeftRoughTendency",2010
170,170,"Paul Casey",64,16.12,99,614,-0.01,"LeftRoughTendency",2010
171,171,"Dustin Johnson",83,16.14,139,861,0,"LeftRoughTendency",2010
172,172,"Derek Lamely",81,16.15,141,873,0.06,"LeftRoughTendency",2010
173,173,"Brenden Pappas",66,16.27,122,750,0.18,"LeftRoughTendency",2010
174,174,"Matt Bettencourt",91,16.35,156,954,0.12,"LeftRoughTendency",2010
175,175,"Camilo Villegas",78,16.41,127,774,0.09,"LeftRoughTendency",2010
176,176,"Garth Mulroy",53,16.46,95,577,0.04,"LeftRoughTendency",2010
177,177,"Tim Herron",79,16.47,156,947,0.11,"LeftRoughTendency",2010
178,178,"Rich Barcelo",70,16.54,129,780,0.12,"LeftRoughTendency",2010
179,179,"Jeff Overton",89,16.6,161,970,0.02,"LeftRoughTendency",2010
180,180,"Webb Simpson",98,17.02,215,1263,0.04,"LeftRoughTendency",2010
181,181,"JB Holmes",100,17.04,204,1197,-0.06,"LeftRoughTendency",2010
182,182,"Stuart Appleby",101,17.14,207,1208,0.11,"LeftRoughTendency",2010
183,183,"Brett Quigley",96,17.46,210,1203,0.07,"LeftRoughTendency",2010
184,184,"Dean Wilson",54,17.54,114,650,-0.01,"LeftRoughTendency",2010
185,185,"Bubba Watson",77,17.56,161,917,-0.12,"LeftRoughTendency",2010
186,186,"Padraig Harrington",57,17.67,106,600,0.03,"LeftRoughTendency",2010
187,187,"Andrew McLardy",52,17.96,109,607,0.13,"LeftRoughTendency",2010
188,188,"Alex Prugh",88,17.97,197,1096,0.12,"LeftRoughTendency",2010
189,189,"John Daly",63,18.08,115,636,0.19,"LeftRoughTendency",2010
190,190,"David Duval",71,19.52,147,753,0.17,"LeftRoughTendency",2010
191,191,"Martin Flores",75,20.07,174,867,0.06,"LeftRoughTendency",2010
192,192,"Phil Mickelson",76,21.11,164,777,0.08,"LeftRoughTendency",2010
