"Scrambling_RANKTHISWEEK_2013","Scrambling_RANKLASTWEEK_2013","Scrambling_PLAYERNAME_2013","Scrambling_ROUNDS_2013","Scrambling_Pct_2013","Scrambling_PARORBETTER_2013","Scrambling_MISSEDGIR_2013","stat_name","year"
34,34,"Ted Potter Jr",65,60.77,237,390,"Scrambling",2013
35,35,"Justin Rose",62,60.71,204,336,"Scrambling",2013
36,36,"Jimmy Walker",84,60.62,311,513,"Scrambling",2013
37,37,"Casey Wittenberg",72,60.59,289,477,"Scrambling",2013
38,38,"David Lynn",70,60.52,282,466,"Scrambling",2013
39,39,"William McGirt",75,60.47,283,468,"Scrambling",2013
40,40,"Cameron Percy",68,60.44,246,407,"Scrambling",2013
40,40,"Patrick Reed",83,60.44,327,541,"Scrambling",2013
42,42,"Jeff Maggert",63,60.42,229,379,"Scrambling",2013
43,43,"Brian Stuard",78,60.31,275,456,"Scrambling",2013
44,44,"Tom Gillis",69,60.22,277,460,"Scrambling",2013
45,45,"Tim Clark",64,60.19,251,417,"Scrambling",2013
46,46,"Tiger Woods",61,60,210,350,"Scrambling",2013
47,47,"Charlie Wi",75,59.92,302,504,"Scrambling",2013
48,48,"Chez Reavie",72,59.86,258,431,"Scrambling",2013
49,49,"Fabian Gomez",65,59.76,251,420,"Scrambling",2013
49,49,"George McNeill",68,59.76,254,425,"Scrambling",2013
51,51,"Graham DeLaet",94,59.72,298,499,"Scrambling",2013
51,51,"David Toms",49,59.72,172,288,"Scrambling",2013
53,53,"James Driscoll",76,59.7,280,469,"Scrambling",2013
54,54,"Freddie Jacobson",63,59.66,247,414,"Scrambling",2013
54,54,"Zach Johnson",84,59.66,284,476,"Scrambling",2013
56,56,"Rickie Fowler",75,59.59,289,485,"Scrambling",2013
57,57,"Jim Furyk",80,59.55,265,445,"Scrambling",2013
58,58,"Aaron Watkins",46,59.53,178,299,"Scrambling",2013
59,59,"Scott Langley",79,59.47,289,486,"Scrambling",2013
60,60,"Dicky Pride",71,59.44,255,429,"Scrambling",2013
61,61,"Kevin Streelman",86,59.42,309,520,"Scrambling",2013
62,62,"John Huh",88,59.36,314,529,"Scrambling",2013
63,63,"Greg Chalmers",77,59.33,299,504,"Scrambling",2013
63,63,"Troy Matteson",68,59.33,248,418,"Scrambling",2013
65,65,"Jin Park",52,59.27,195,329,"Scrambling",2013
66,66,"Jeff Overton",78,59.23,292,493,"Scrambling",2013
67,67,"Stephen Ames",49,59.18,203,343,"Scrambling",2013
68,68,"Trevor Immelman",73,59.13,246,416,"Scrambling",2013
68,68,"Daniel Summerhays",83,59.13,314,531,"Scrambling",2013
70,70,"Jason Dufner",78,59.11,266,450,"Scrambling",2013
70,70,"Mike Weir",60,59.11,266,450,"Scrambling",2013
72,72,"Justin Leonard",86,59.02,337,571,"Scrambling",2013
73,73,"Brian Davis",91,58.87,365,620,"Scrambling",2013
73,73,"Hunter Mahan",91,58.87,292,496,"Scrambling",2013
75,75,"Luke Guthrie",82,58.85,316,537,"Scrambling",2013
76,76,"Chad Campbell",78,58.76,265,451,"Scrambling",2013
77,77,"Brian Harman",89,58.74,336,572,"Scrambling",2013
78,78,"Phil Mickelson",78,58.55,274,468,"Scrambling",2013
79,79,"Shawn Stefani",63,58.5,241,412,"Scrambling",2013
80,80,"David Lingmerth",68,58.44,263,450,"Scrambling",2013
81,81,"Kevin Chappell",80,58.4,285,488,"Scrambling",2013
82,82,"Peter Hanson",45,58.33,175,300,"Scrambling",2013
83,83,"Jason Kokrak",78,58.3,281,482,"Scrambling",2013
84,84,"Ernie Els",63,58.08,248,427,"Scrambling",2013
85,85,"Morgan Hoffmann",64,57.99,236,407,"Scrambling",2013
86,86,"Webb Simpson",92,57.95,306,528,"Scrambling",2013
86,86,"Robert Streb",75,57.95,255,440,"Scrambling",2013
88,88,"Andres Romero",63,57.91,238,411,"Scrambling",2013
89,89,"DH Lee",65,57.79,230,398,"Scrambling",2013
90,90,"David Hearn",88,57.78,323,559,"Scrambling",2013
91,91,"Rory Sabbatini",86,57.77,275,476,"Scrambling",2013
92,92,"Aaron Baddeley",68,57.72,288,499,"Scrambling",2013
93,93,"John Rollins",77,57.71,247,428,"Scrambling",2013
93,93,"Michael Thompson",66,57.71,262,454,"Scrambling",2013
95,95,"Ryan Moore",72,57.68,263,456,"Scrambling",2013
96,96,"Marc Leishman",77,57.64,279,484,"Scrambling",2013
97,97,"Steve LeBrun",66,57.58,209,363,"Scrambling",2013
98,98,"Tag Ridings",69,57.5,230,400,"Scrambling",2013
99,99,"Sergio Garcia",65,57.45,212,369,"Scrambling",2013
100,100,"Robert Karlsson",56,57.39,198,345,"Scrambling",2013
101,101,"Alistair Presnell",59,57.36,222,387,"Scrambling",2013
102,102,"Henrik Stenson",65,57.28,185,323,"Scrambling",2013
103,103,"Vijay Singh",61,57.23,194,339,"Scrambling",2013
104,104,"Russell Henley",80,57.17,287,502,"Scrambling",2013
104,104,"Brendan Steele",86,57.17,287,502,"Scrambling",2013
106,106,"Justin Bolli",59,57.14,220,385,"Scrambling",2013
107,107,"Vaughn Taylor",50,56.95,172,302,"Scrambling",2013
108,108,"Ken Duke",87,56.92,329,578,"Scrambling",2013
109,109,"Nicholas Thompson",99,56.89,326,573,"Scrambling",2013
110,110,"YE Yang",56,56.65,213,376,"Scrambling",2013
111,111,"Pat Perez",69,56.64,226,399,"Scrambling",2013
112,112,"JJ Henry",83,56.53,264,467,"Scrambling",2013
113,113,"Matt Every",89,56.52,312,552,"Scrambling",2013
113,113,"Padraig Harrington",52,56.52,195,345,"Scrambling",2013
115,115,"John Merrick",79,56.51,269,476,"Scrambling",2013
116,116,"Colt Knost",69,56.47,253,448,"Scrambling",2013
117,117,"Tim Herron",45,56.44,184,326,"Scrambling",2013
118,118,"DJ Trahan",48,56.39,150,266,"Scrambling",2013
119,119,"Adam Scott",61,56.38,190,337,"Scrambling",2013
120,120,"Johnson Wagner",64,56.36,217,385,"Scrambling",2013
121,121,"Nick Watney",88,56.35,275,488,"Scrambling",2013
122,122,"Martin Laird",68,56.18,250,445,"Scrambling",2013
123,123,"Doug LaBelle II",72,56.12,252,449,"Scrambling",2013
123,123,"Camilo Villegas",79,56.12,252,449,"Scrambling",2013
125,125,"Harris English",95,56.11,326,581,"Scrambling",2013
126,126,"Ben Kohles",75,56.08,249,444,"Scrambling",2013
127,127,"Rod Pampling",46,55.97,150,268,"Scrambling",2013
128,128,"James Hahn",78,55.96,263,470,"Scrambling",2013
129,129,"DA Points",87,55.92,326,583,"Scrambling",2013
130,130,"Scott Brown",65,55.71,234,420,"Scrambling",2013
131,131,"Billy Horschel",96,55.69,313,562,"Scrambling",2013
132,132,"Geoff Ogilvy",57,55.67,216,388,"Scrambling",2013
133,133,"Ryan Palmer",79,55.63,267,480,"Scrambling",2013
134,134,"Angel Cabrera",73,55.43,255,460,"Scrambling",2013
135,135,"Boo Weekley",100,55.35,305,551,"Scrambling",2013
136,136,"Brad Fritsch",81,55.29,256,463,"Scrambling",2013
137,137,"Bobby Gates",49,55.15,166,301,"Scrambling",2013
138,138,"Henrik Norlander",70,55.14,220,399,"Scrambling",2013
139,139,"Scott Stallings",79,55.07,277,503,"Scrambling",2013
140,140,"Charl Schwartzel",69,55.02,230,418,"Scrambling",2013
141,141,"Ben Curtis",59,54.99,204,371,"Scrambling",2013
142,142,"Greg Owen",73,54.79,240,438,"Scrambling",2013
143,143,"Kevin Stadler",83,54.75,242,442,"Scrambling",2013
144,144,"Jason Bohn",70,54.69,245,448,"Scrambling",2013
145,145,"Rory McIlroy",56,54.68,187,342,"Scrambling",2013
146,146,"Brandt Jobe",62,54.65,194,355,"Scrambling",2013
147,147,"Carl Pettersson",82,54.6,297,544,"Scrambling",2013
148,148,"Gary Woodland",94,54.58,292,535,"Scrambling",2013
149,149,"Jim Herman",59,54.57,173,317,"Scrambling",2013
150,150,"Bubba Watson",76,54.48,219,402,"Scrambling",2013
151,151,"Luke List",65,54,223,413,"Scrambling",2013
152,152,"Tommy Gainey",84,53.99,318,589,"Scrambling",2013
153,153,"John Senden",79,53.97,258,478,"Scrambling",2013
154,154,"Charley Hoffman",84,53.83,281,522,"Scrambling",2013
155,155,"Kyle Stanley",71,53.72,224,417,"Scrambling",2013
156,156,"Will Claxton",67,53.47,208,389,"Scrambling",2013
157,157,"Josh Teater",86,53.44,264,494,"Scrambling",2013
158,158,"Seung Yul Noh",71,53.36,230,431,"Scrambling",2013
159,159,"Bo Van Pelt",72,53.35,231,433,"Scrambling",2013
160,160,"Ryo Ishikawa",72,53.27,228,428,"Scrambling",2013
161,161,"Scott Piercy",78,53.24,271,509,"Scrambling",2013
162,162,"Ricky Barnes",74,53.23,198,372,"Scrambling",2013
163,163,"Dustin Johnson",71,53.22,223,419,"Scrambling",2013
164,164,"Stewart Cink",71,53.16,219,412,"Scrambling",2013
165,165,"Bud Cauley",67,53.04,218,411,"Scrambling",2013
166,166,"Michael Bradley",56,53,168,317,"Scrambling",2013
167,167,"Andrew Svoboda",46,52.96,143,270,"Scrambling",2013
168,168,"Robert Allenby",58,52.77,200,379,"Scrambling",2013
169,169,"Sean OHair",56,52.74,202,383,"Scrambling",2013
170,170,"Charlie Beljan",62,52.66,208,395,"Scrambling",2013
171,171,"Martin Kaymer",61,52.59,193,367,"Scrambling",2013
172,172,"David Mathis",71,52.39,230,439,"Scrambling",2013
173,173,"Scott Gardiner",61,51.97,198,381,"Scrambling",2013
174,174,"Lucas Glover",65,51.91,204,393,"Scrambling",2013
175,175,"Justin Hicks",79,51.89,220,424,"Scrambling",2013
176,176,"Sangmoon Bae",83,51.85,281,542,"Scrambling",2013
177,177,"Eric Meierdierks",48,50.54,140,277,"Scrambling",2013
178,178,"Nicolas Colsaerts",50,49.82,140,281,"Scrambling",2013
179,179,"Derek Ernst",58,49.34,186,377,"Scrambling",2013
180,180,"Robert Garrigus",69,48.74,193,396,"Scrambling",2013
