"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2006","TenthTeeEarlyPar3ScoringAverage_AVG_2006","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Luke Donald",66,2.81,160,57,"TenthTeeEarlyPar3ScoringAverage",2006
2,2,"Arron Oberholser",82,2.86,163,57,"TenthTeeEarlyPar3ScoringAverage",2006
3,3,"David Toms",76,2.88,150,52,"TenthTeeEarlyPar3ScoringAverage",2006
4,4,"Joe Durant",101,2.91,186,64,"TenthTeeEarlyPar3ScoringAverage",2006
4,4,"Brent Geiberger",99,2.91,198,68,"TenthTeeEarlyPar3ScoringAverage",2006
4,4,"Paul Goydos",72,2.91,166,57,"TenthTeeEarlyPar3ScoringAverage",2006
4,4,"Larry Mize",53,2.91,134,46,"TenthTeeEarlyPar3ScoringAverage",2006
4,4,"Scott Verplank",88,2.91,265,91,"TenthTeeEarlyPar3ScoringAverage",2006
9,9,"Stephen Ames",63,2.92,70,24,"TenthTeeEarlyPar3ScoringAverage",2006
9,9,"Olin Browne",108,2.92,213,73,"TenthTeeEarlyPar3ScoringAverage",2006
9,9,"Jim Furyk",89,2.92,155,53,"TenthTeeEarlyPar3ScoringAverage",2006
12,12,"Skip Kendall",72,2.93,205,70,"TenthTeeEarlyPar3ScoringAverage",2006
12,12,"Justin Rose",98,2.93,214,73,"TenthTeeEarlyPar3ScoringAverage",2006
12,12,"Mark Wilson",79,2.93,205,70,"TenthTeeEarlyPar3ScoringAverage",2006
15,15,"Steve Jones",83,2.94,194,66,"TenthTeeEarlyPar3ScoringAverage",2006
15,15,"Davis Love III",85,2.94,144,49,"TenthTeeEarlyPar3ScoringAverage",2006
15,15,"Geoff Ogilvy",76,2.94,106,36,"TenthTeeEarlyPar3ScoringAverage",2006
15,15,"Brett Quigley",109,2.94,212,72,"TenthTeeEarlyPar3ScoringAverage",2006
15,15,"Duffy Waldorf",96,2.94,241,82,"TenthTeeEarlyPar3ScoringAverage",2006
20,20,"Ben Curtis",86,2.95,177,60,"TenthTeeEarlyPar3ScoringAverage",2006
20,20,"Mathias Gronberg",92,2.95,215,73,"TenthTeeEarlyPar3ScoringAverage",2006
20,20,"Tom Pernice Jr",108,2.95,280,95,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Fred Funk",106,2.96,210,71,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Shigeki Maruyama",94,2.96,207,70,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Shaun Micheel",96,2.96,228,77,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Corey Pavin",74,2.96,166,56,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Adam Scott",70,2.96,133,45,"TenthTeeEarlyPar3ScoringAverage",2006
23,23,"Mike Weir",88,2.96,136,46,"TenthTeeEarlyPar3ScoringAverage",2006
29,29,"Stuart Appleby",83,2.97,178,60,"TenthTeeEarlyPar3ScoringAverage",2006
29,29,"Danny Ellis",68,2.97,181,61,"TenthTeeEarlyPar3ScoringAverage",2006
