"Par5BirdieorBetterLeaders_RANKTHISWEEK_2006","Par5BirdieorBetterLeaders_RANKLASTWEEK_2006","Par5BirdieorBetterLeaders_PLAYERNAME_2006","Par5BirdieorBetterLeaders_ROUNDS_2006","Par5BirdieorBetterLeaders_Pct_2006","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2006","Par5BirdieorBetterLeaders_PAR5HOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,57.14,104,182,"Par5BirdieorBetterLeaders",2006
2,2,"Phil Mickelson",74,53.6,134,250,"Par5BirdieorBetterLeaders",2006
3,3,"Vijay Singh",103,50.75,169,333,"Par5BirdieorBetterLeaders",2006
4,4,"Trevor Immelman",86,50,137,274,"Par5BirdieorBetterLeaders",2006
5,5,"Ernie Els",69,49.06,104,212,"Par5BirdieorBetterLeaders",2006
6,6,"Vaughn Taylor",88,48.97,143,292,"Par5BirdieorBetterLeaders",2006
7,7,"Stuart Appleby",83,48.88,131,268,"Par5BirdieorBetterLeaders",2006
8,8,"Charley Hoffman",100,48.51,163,336,"Par5BirdieorBetterLeaders",2006
9,9,"John Rollins",93,48.44,155,320,"Par5BirdieorBetterLeaders",2006
10,10,"Harrison Frazar",95,48.24,151,313,"Par5BirdieorBetterLeaders",2006
11,11,"JP Hayes",55,47.87,90,188,"Par5BirdieorBetterLeaders",2006
12,12,"Lucas Glover",105,47.85,167,349,"Par5BirdieorBetterLeaders",2006
13,13,"Aaron Baddeley",78,47.81,120,251,"Par5BirdieorBetterLeaders",2006
14,14,"Will Ma Kenzie",91,47.52,144,303,"Par5BirdieorBetterLeaders",2006
15,15,"JB Holmes",81,47.47,122,257,"Par5BirdieorBetterLeaders",2006
16,16,"Greg Owen",79,47.39,136,287,"Par5BirdieorBetterLeaders",2006
17,17,"Brett Wetterich",82,47.31,132,279,"Par5BirdieorBetterLeaders",2006
18,18,"Jesper Parnevik",84,47.12,139,295,"Par5BirdieorBetterLeaders",2006
19,19,"Bubba Watson",83,47.1,130,276,"Par5BirdieorBetterLeaders",2006
20,20,"Craig Barlow",77,47.08,121,257,"Par5BirdieorBetterLeaders",2006
21,21,"Hunter Mahan",98,47.04,151,321,"Par5BirdieorBetterLeaders",2006
22,22,"Nick Watney",97,46.87,157,335,"Par5BirdieorBetterLeaders",2006
23,23,"Jim Furyk",89,46.83,133,284,"Par5BirdieorBetterLeaders",2006
24,24,"Bo Van Pelt",102,46.53,161,346,"Par5BirdieorBetterLeaders",2006
25,25,"Davis Love III",85,46.27,124,268,"Par5BirdieorBetterLeaders",2006
26,26,"Rich Beem",85,46.18,133,288,"Par5BirdieorBetterLeaders",2006
27,27,"Mathew Goggin",72,45.96,108,235,"Par5BirdieorBetterLeaders",2006
28,28,"Pat Perez",50,45.9,84,183,"Par5BirdieorBetterLeaders",2006
29,29,"Sean OHair",100,45.83,154,336,"Par5BirdieorBetterLeaders",2006
30,30,"Geoff Ogilvy",76,45.76,108,236,"Par5BirdieorBetterLeaders",2006
31,31,"Mathias Gronberg",92,45.75,140,306,"Par5BirdieorBetterLeaders",2006
31,31,"Adam Scott",70,45.75,97,212,"Par5BirdieorBetterLeaders",2006
33,33,"Michael Allen",84,45.42,134,295,"Par5BirdieorBetterLeaders",2006
34,34,"Padraig Harrington",54,45.35,78,172,"Par5BirdieorBetterLeaders",2006
35,35,"Arron Oberholser",82,45.31,111,245,"Par5BirdieorBetterLeaders",2006
36,36,"Jonathan Byrd",66,45.19,108,239,"Par5BirdieorBetterLeaders",2006
37,37,"Sergio Garcia",59,45.18,89,197,"Par5BirdieorBetterLeaders",2006
38,38,"Robert Allenby",79,45.17,117,259,"Par5BirdieorBetterLeaders",2006
39,39,"Charles Howell III",96,45.08,142,315,"Par5BirdieorBetterLeaders",2006
40,40,"Ryan Moore",68,45.07,96,213,"Par5BirdieorBetterLeaders",2006
41,41,"Ben Crane",85,44.89,123,274,"Par5BirdieorBetterLeaders",2006
42,42,"Tim Clark",80,44.68,126,282,"Par5BirdieorBetterLeaders",2006
43,43,"Stewart Cink",93,44.4,119,268,"Par5BirdieorBetterLeaders",2006
44,44,"Steve Stricker",64,44.39,91,205,"Par5BirdieorBetterLeaders",2006
45,45,"Jose Maria Olazabal",62,44.33,90,203,"Par5BirdieorBetterLeaders",2006
46,46,"Rod Pampling",89,44.32,121,273,"Par5BirdieorBetterLeaders",2006
47,47,"Chris Couch",75,44.31,113,255,"Par5BirdieorBetterLeaders",2006
47,47,"Brett Quigley",109,44.31,152,343,"Par5BirdieorBetterLeaders",2006
49,49,"Rory Sabbatini",84,44.03,118,268,"Par5BirdieorBetterLeaders",2006
50,50,"Robert Garrigus",85,43.9,126,287,"Par5BirdieorBetterLeaders",2006
51,51,"Tom Pernice Jr",108,43.88,147,335,"Par5BirdieorBetterLeaders",2006
52,52,"Stephen Ames",63,43.84,96,219,"Par5BirdieorBetterLeaders",2006
53,53,"Daniel Chopra",110,43.83,167,381,"Par5BirdieorBetterLeaders",2006
54,54,"Bill Haas",99,43.77,144,329,"Par5BirdieorBetterLeaders",2006
54,54,"Troy Matteson",101,43.77,151,345,"Par5BirdieorBetterLeaders",2006
56,56,"Steve Lowery",99,43.71,146,334,"Par5BirdieorBetterLeaders",2006
57,57,"Tag Ridings",103,43.62,147,337,"Par5BirdieorBetterLeaders",2006
58,58,"Joe Durant",101,43.59,153,351,"Par5BirdieorBetterLeaders",2006
59,59,"Ryan Palmer",101,43.5,144,331,"Par5BirdieorBetterLeaders",2006
60,60,"Chad Campbell",91,43.31,123,284,"Par5BirdieorBetterLeaders",2006
61,61,"Chris Smith",67,43.23,99,229,"Par5BirdieorBetterLeaders",2006
62,62,"Kevin Sutherland",100,43.2,143,331,"Par5BirdieorBetterLeaders",2006
63,63,"Jason Bohn",104,43.14,154,357,"Par5BirdieorBetterLeaders",2006
64,64,"Jeff Brehaut",100,43.03,145,337,"Par5BirdieorBetterLeaders",2006
65,65,"JJ Henry",96,42.95,134,312,"Par5BirdieorBetterLeaders",2006
65,65,"Carl Pettersson",95,42.95,131,305,"Par5BirdieorBetterLeaders",2006
65,65,"Camilo Villegas",95,42.95,131,305,"Par5BirdieorBetterLeaders",2006
68,68,"Alex Cejka",93,42.9,130,303,"Par5BirdieorBetterLeaders",2006
69,69,"Frank Lickliter II",99,42.86,141,329,"Par5BirdieorBetterLeaders",2006
69,69,"Justin Rose",98,42.86,135,315,"Par5BirdieorBetterLeaders",2006
71,71,"Steve Elkington",52,42.77,74,173,"Par5BirdieorBetterLeaders",2006
72,72,"Charles Warren",93,42.62,130,305,"Par5BirdieorBetterLeaders",2006
73,73,"James Driscoll",80,42.59,112,263,"Par5BirdieorBetterLeaders",2006
74,74,"Lee Janzen",79,42.55,117,275,"Par5BirdieorBetterLeaders",2006
75,75,"David Duval",71,42.48,96,226,"Par5BirdieorBetterLeaders",2006
76,76,"Scott Gutschewski",53,42.46,76,179,"Par5BirdieorBetterLeaders",2006
77,77,"Dudley Hart",83,42.37,111,262,"Par5BirdieorBetterLeaders",2006
78,78,"John Daly",51,42.31,77,182,"Par5BirdieorBetterLeaders",2006
79,79,"Mike Weir",88,42.23,125,296,"Par5BirdieorBetterLeaders",2006
80,80,"Briny Baird",81,42.21,111,263,"Par5BirdieorBetterLeaders",2006
81,81,"Eric Axley",91,42.05,127,302,"Par5BirdieorBetterLeaders",2006
82,82,"Wes Short Jr",96,42.04,132,314,"Par5BirdieorBetterLeaders",2006
83,83,"Retief Goosen",68,41.98,89,212,"Par5BirdieorBetterLeaders",2006
84,84,"DJ Trahan",92,41.86,126,301,"Par5BirdieorBetterLeaders",2006
85,85,"Roger Tambellini",64,41.71,88,211,"Par5BirdieorBetterLeaders",2006
86,86,"Shaun Micheel",96,41.69,133,319,"Par5BirdieorBetterLeaders",2006
87,87,"Omar Uresti",61,41.67,80,192,"Par5BirdieorBetterLeaders",2006
88,88,"John Senden",96,41.56,133,320,"Par5BirdieorBetterLeaders",2006
89,89,"David Toms",76,41.44,92,222,"Par5BirdieorBetterLeaders",2006
90,90,"Brian Davis",92,41.42,128,309,"Par5BirdieorBetterLeaders",2006
91,91,"Paul Azinger",87,41.38,120,290,"Par5BirdieorBetterLeaders",2006
92,92,"Todd Fischer",101,41.33,143,346,"Par5BirdieorBetterLeaders",2006
93,93,"Jimmy Walker",60,41.3,76,184,"Par5BirdieorBetterLeaders",2006
94,94,"David Howell",52,41.29,64,155,"Par5BirdieorBetterLeaders",2006
95,95,"Carlos Franco",86,41.28,123,298,"Par5BirdieorBetterLeaders",2006
96,96,"Duffy Waldorf",96,41.12,132,321,"Par5BirdieorBetterLeaders",2006
97,97,"Daisuke Maruyama",83,41.11,111,270,"Par5BirdieorBetterLeaders",2006
