"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2015","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2015","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2015","FirstTeeLatePar4ScoringAverage_ROUNDS_2015","FirstTeeLatePar4ScoringAverage_AVG_2015","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2015","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Jordan Spieth",91,3.93,2497,635,"FirstTeeLatePar4ScoringAverage",2015
2,2,"Hideki Matsuyama",95,3.94,1985,504,"FirstTeeLatePar4ScoringAverage",2015
3,3,"Jason Day",75,3.95,1958,496,"FirstTeeLatePar4ScoringAverage",2015
3,3,"Bryce Molder",91,3.95,862,218,"FirstTeeLatePar4ScoringAverage",2015
3,3,"Louis Oosthuizen",68,3.95,1255,318,"FirstTeeLatePar4ScoringAverage",2015
6,6,"Jason Bohn",95,3.96,1450,366,"FirstTeeLatePar4ScoringAverage",2015
6,6,"Ryo Ishikawa",90,3.96,1161,293,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Paul Casey",87,3.97,1413,356,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Jim Furyk",71,3.97,1491,376,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Bill Haas",89,3.97,1362,343,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Russell Henley",87,3.97,1240,312,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Jason Kokrak",88,3.97,1085,273,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Greg Owen",58,3.97,889,224,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Scott Piercy",90,3.97,1080,272,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Robert Streb",110,3.97,1913,482,"FirstTeeLatePar4ScoringAverage",2015
8,8,"Bubba Watson",71,3.97,1892,476,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Zac Blair",108,3.98,992,249,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Sergio Garcia",59,3.98,1408,354,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Jason Gore",76,3.98,856,215,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Zach Johnson",90,3.98,2195,552,"FirstTeeLatePar4ScoringAverage",2015
17,17,"George McNeill",93,3.98,1155,290,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Pat Perez",96,3.98,1002,252,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Chris Stroud",84,3.98,976,245,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Brian Stuard",97,3.98,848,213,"FirstTeeLatePar4ScoringAverage",2015
17,17,"David Toms",62,3.98,956,240,"FirstTeeLatePar4ScoringAverage",2015
17,17,"Bo Van Pelt",81,3.98,1016,255,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Steven Bowditch",103,3.99,1205,302,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Greg Chalmers",58,3.99,535,134,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Jon Curran",83,3.99,954,239,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Brice Garnett",81,3.99,778,195,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Whee Kim",71,3.99,738,185,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Russell Knox",96,3.99,1521,381,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Brooks Koepka",84,3.99,1780,446,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Matt Kuchar",97,3.99,2091,524,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Hunter Mahan",88,3.99,1153,289,"FirstTeeLatePar4ScoringAverage",2015
27,27,"John Peterson",84,3.99,850,213,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Patrick Reed",103,3.99,2292,574,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Heath Slocum",57,3.99,463,116,"FirstTeeLatePar4ScoringAverage",2015
27,27,"Will Wilcox",58,3.99,687,172,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Daniel Berger",97,4,1431,358,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Luke Guthrie",84,4,805,201,"FirstTeeLatePar4ScoringAverage",2015
40,40,"David Hearn",97,4,1173,293,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Jerry Kelly",79,4,1049,262,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Jonathan Randolph",72,4,1017,254,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Justin Rose",69,4,1726,431,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Henrik Stenson",63,4,1515,379,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Boo Weekley",79,4,1127,282,"FirstTeeLatePar4ScoringAverage",2015
40,40,"Mark Wilson",89,4,813,203,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Stewart Cink",77,4.01,1047,261,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Harris English",105,4.01,1540,384,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Marc Leishman",74,4.01,1087,271,"FirstTeeLatePar4ScoringAverage",2015
49,49,"William McGirt",103,4.01,1240,309,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Sean OHair",86,4.01,1345,335,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Ryan Palmer",80,4.01,1148,286,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Carl Pettersson",106,4.01,1230,307,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Byron Smith",59,4.01,697,174,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Brandt Snedeker",98,4.01,1763,440,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Scott Stallings",60,4.01,409,102,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Brendan Steele",88,4.01,1140,284,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Shawn Stefani",94,4.01,1111,277,"FirstTeeLatePar4ScoringAverage",2015
49,49,"Johnson Wagner",68,4.01,1223,305,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Sangmoon Bae",98,4.02,1082,269,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Keegan Bradley",87,4.02,1348,335,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Jonathan Byrd",69,4.02,984,245,"FirstTeeLatePar4ScoringAverage",2015
62,62,"KJ Choi",66,4.02,635,158,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Colt Knost",90,4.02,1061,264,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Ian Poulter",68,4.02,1439,358,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Rory Sabbatini",81,4.02,965,240,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Webb Simpson",81,4.02,1350,336,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Hudson Swafford",97,4.02,1521,378,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Justin Thomas",106,4.02,1921,478,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Jimmy Walker",89,4.02,1641,408,"FirstTeeLatePar4ScoringAverage",2015
62,62,"Nick Watney",91,4.02,1239,308,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Alex Cejka",94,4.03,1201,298,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Chad Collins",79,4.03,882,219,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Fabian Gomez",83,4.03,915,227,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Brian Harman",90,4.03,1309,325,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Chris Kirk",76,4.03,964,239,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Kevin Kisner",104,4.03,1701,422,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Spencer Levin",99,4.03,1282,318,"FirstTeeLatePar4ScoringAverage",2015
74,74,"David Lingmerth",90,4.03,1262,313,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Vijay Singh",78,4.03,773,192,"FirstTeeLatePar4ScoringAverage",2015
74,74,"Brendon Todd",96,4.03,1275,316,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Aaron Baddeley",76,4.04,655,162,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Blayne Barber",76,4.04,756,187,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Luke Donald",71,4.04,1196,296,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Tony Finau",106,4.04,1586,393,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Rickie Fowler",76,4.04,1591,394,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Oscar Fraustro",58,4.04,618,153,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Adam Hadwin",95,4.04,957,237,"FirstTeeLatePar4ScoringAverage",2015
84,84,"James Hahn",94,4.04,1122,278,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Tom Hoge",83,4.04,803,199,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Billy Horschel",99,4.04,1714,424,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Dustin Johnson",75,4.04,1801,446,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Danny Lee",120,4.04,1901,471,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Ben Martin",93,4.04,1313,325,"FirstTeeLatePar4ScoringAverage",2015
84,84,"John Merrick",78,4.04,914,226,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Troy Merritt",91,4.04,1263,313,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Patrick Rodgers",57,4.04,957,237,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Daniel Summerhays",101,4.04,1395,345,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Michael Thompson",83,4.04,965,239,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Cameron Tringale",96,4.04,1839,455,"FirstTeeLatePar4ScoringAverage",2015
84,84,"Steve Wheatcroft",87,4.04,844,209,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Erik Compton",86,4.05,1275,315,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Brendon de Jonge",106,4.05,1582,391,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Matt Every",73,4.05,551,136,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Padraig Harrington",60,4.05,725,179,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Jim Herman",88,4.05,1227,303,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Scott Pinckney",88,4.05,1206,298,"FirstTeeLatePar4ScoringAverage",2015
104,104,"John Senden",80,4.05,842,208,"FirstTeeLatePar4ScoringAverage",2015
104,104,"Kevin Streelman",95,4.05,886,219,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Robert Allenby",63,4.06,629,155,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Charlie Beljan",76,4.06,572,141,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Ken Duke",93,4.06,747,184,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Derek Ernst",75,4.06,706,174,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Derek Fathauer",81,4.06,942,232,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Chesson Hadley",101,4.06,852,210,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Charley Hoffman",97,4.06,1286,317,"FirstTeeLatePar4ScoringAverage",2015
112,112,"John Huh",102,4.06,646,159,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Justin Leonard",61,4.06,861,212,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Ryan Moore",81,4.06,1267,312,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Kevin Na",98,4.06,1740,429,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Seung Yul Noh",65,4.06,735,181,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Kyle Reifers",96,4.06,593,146,"FirstTeeLatePar4ScoringAverage",2015
112,112,"Sam Saunders",83,4.06,1190,293,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Eric Axley",57,4.07,801,197,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Ricky Barnes",82,4.07,924,227,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Kevin Chappell",86,4.07,1270,312,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Jason Dufner",76,4.07,1136,279,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Robert Garrigus",70,4.07,724,178,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Martin Laird",77,4.07,1017,250,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Davis Love III",51,4.07,770,189,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Geoff Ogilvy",50,4.07,505,124,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Cameron Percy",72,4.07,1118,275,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Adam Scott",51,4.07,1216,299,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Roger Sloan",56,4.07,716,176,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Camilo Villegas",83,4.07,996,245,"FirstTeeLatePar4ScoringAverage",2015
126,126,"Gary Woodland",81,4.07,622,153,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Jonas Blixt",78,4.08,1162,285,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Scott Brown",97,4.08,976,239,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Chad Campbell",97,4.08,1343,329,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Jamie Donaldson",50,4.08,539,132,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Morgan Hoffmann",85,4.08,1296,318,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Billy Hurley III",83,4.08,917,225,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Matt Jones",89,4.08,1207,296,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Francesco Molinari",56,4.08,828,203,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Jeff Overton",94,4.08,1531,375,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Alex Prugh",84,4.08,731,179,"FirstTeeLatePar4ScoringAverage",2015
139,139,"Nicholas Thompson",90,4.08,1062,260,"FirstTeeLatePar4ScoringAverage",2015
150,150,"Steven Alker",62,4.09,707,173,"FirstTeeLatePar4ScoringAverage",2015
150,150,"Retief Goosen",81,4.09,818,200,"FirstTeeLatePar4ScoringAverage",2015
150,150,"JB Holmes",89,4.09,1447,354,"FirstTeeLatePar4ScoringAverage",2015
150,150,"Mark Hubbard",79,4.09,933,228,"FirstTeeLatePar4ScoringAverage",2015
150,150,"Scott Langley",94,4.09,888,217,"FirstTeeLatePar4ScoringAverage",2015
