"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2012","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2012","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2012","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2012","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2012","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2012","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2012","stat_name","year"
22,22,"Troy Kelly",68,67.07,160898.3,239903,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
23,23,"Louis Oosthuizen",65,67.01,154669.1,230820,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
24,24,"Daniel Chopra",55,66.97,137024.6,204604,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
24,24,"Adam Scott",59,66.97,130089.6,194265,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
26,26,"Angel Cabrera",54,66.92,114617.1,171275,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
26,26,"Jason Day",57,66.92,147111.7,219831,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
28,28,"Harris English",98,66.9,268861.7,401877,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
29,29,"Aaron Baddeley",73,66.88,170419.5,254827,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
29,29,"Garth Mulroy",59,66.88,143274.3,214241,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
31,31,"Graham DeLaet",79,66.84,224130.4,335345,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
32,32,"Boo Weekley",74,66.83,181651.1,271824,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
33,33,"Robert Karlsson",54,66.8,126695.8,189672,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
34,34,"Seung Yul Noh",105,66.78,266717.9,399406,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
35,35,"Billy Horschel",63,66.74,152335.8,228260,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
36,36,"Mark Anderson",75,66.73,188560.8,282558,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
36,36,"Tommy Gainey",98,66.73,281364.2,421651,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
36,36,"Matt Jones",53,66.73,135457.7,203006,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
36,36,"Bill Lunde",83,66.73,205972.8,308651,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
40,40,"Charley Hoffman",88,66.67,232541.7,348815,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
41,41,"Vijay Singh",99,66.6,252699.3,379401,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
42,42,"Martin Flores",95,66.55,256964.2,386138,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
43,43,"Bill Haas",79,66.52,188235.6,282978,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
44,44,"Kevin Kisner",69,66.5,164942.8,248023,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
45,45,"Jeff Overton",101,66.48,285814.3,429954,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
45,45,"John Rollins",81,66.48,219923.7,330829,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
47,47,"Scott Brown",65,66.47,158772.2,238864,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
47,47,"Bobby Gates",87,66.47,235297.9,353977,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
49,49,"Rory Sabbatini",84,66.46,224530.6,337846,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
50,50,"Webb Simpson",77,66.43,202910.4,305436,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
51,51,"Carl Pettersson",92,66.33,250912.6,378268,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
52,52,"Erik Compton",81,66.32,198960.8,300005,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
53,53,"Bud Cauley",99,66.3,276651.7,417245,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
54,54,"Phil Mickelson",79,66.28,183439.1,276771,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
54,54,"Roland Thatcher",55,66.28,137014.6,206710,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
56,56,"Brian Harman",101,66.27,269732.1,407000,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
56,56,"Lee Westwood",60,66.27,124152.1,187348,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
58,58,"Bo Van Pelt",84,66.26,200292.4,302299,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
59,59,"Chris Couch",61,66.22,165101.6,249313,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
59,59,"Jason Dufner",83,66.22,196718.9,297051,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
59,59,"Danny Lee",74,66.22,182007.8,274842,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
62,62,"Charles Howell III",98,66.21,240250.1,362848,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
63,63,"Miguel Angel Carballo",73,66.18,174098.3,263064,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
64,64,"Davis Love III",64,66.17,164970.7,249328,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
65,65,"Nick Watney",97,66.12,232222.3,351216,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
66,66,"Kevin Streelman",89,66.06,234044.4,354297,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
67,67,"Kevin Chappell",91,66.04,220933.8,334536,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
67,67,"Will Claxton",99,66.04,266006.8,402801,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
69,69,"Mathew Goggin",65,66.02,168315.7,254961,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
70,70,"DJ Trahan",73,65.97,191514.6,290320,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
71,71,"Camilo Villegas",79,65.95,221727.7,336219,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
72,72,"Jonathan Byrd",69,65.9,171046.8,259552,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
73,73,"Rickie Fowler",84,65.87,201790.1,306340,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
73,73,"Daniel Summerhays",81,65.87,208396.1,316361,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
75,75,"Stephen Gangluff",57,65.84,133986.1,203513,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
75,75,"Kyle Reifers",86,65.84,222822,338434,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
77,77,"Greg Owen",90,65.79,238312.2,362237,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
78,78,"Roberto Castro",92,65.75,232492.1,353580,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
78,78,"Chris Kirk",93,65.75,261158.1,397218,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
80,80,"Steve Stricker",73,65.73,166909.2,253926,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
80,80,"Steve Wheatcroft",56,65.73,130506,198547,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
82,82,"JJ Killeen",101,65.71,257999.9,392659,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
82,82,"Charl Schwartzel",56,65.71,123940.3,188626,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
84,84,"Tommy Biershenk",74,65.7,175528.4,267159,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
84,84,"Freddie Jacobson",61,65.7,136812.7,208227,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
84,84,"Cameron Tringale",88,65.7,229924.1,349982,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
87,87,"Tim Herron",88,65.68,233855.3,356029,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
88,88,"Matt Every",80,65.65,193486.6,294719,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
88,88,"Kevin Stadler",85,65.65,214806.3,327193,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
90,90,"Ernie Els",80,65.6,198428.4,302502,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
91,91,"Hunter Mahan",88,65.58,195527.8,298169,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
92,92,"John Senden",81,65.56,186797.5,284906,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
92,92,"Tiger Woods",69,65.56,147660,225217,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
94,94,"Brendan Steele",77,65.53,192426.6,293647,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
95,95,"Andres Romero",68,65.52,163383.2,249358,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
96,96,"Vaughn Taylor",81,65.5,194748.2,297314,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
97,97,"Jeff Maggert",83,65.45,240341.7,367198,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
98,98,"Ben Crane",73,65.44,185835.2,283966,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
99,99,"Jimmy Walker",101,65.42,273737.1,418421,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
100,100,"Matt Bettencourt",80,65.41,181350.3,277233,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
101,101,"Tom Gillis",75,65.4,205357.2,314025,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
102,102,"Ryo Ishikawa",54,65.39,116375.7,177977,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
103,103,"Marco Dawson",60,65.37,137320.9,210080,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
103,103,"John Merrick",83,65.37,221501.4,338840,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
105,105,"Geoff Ogilvy",73,65.35,161765.1,247548,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
106,106,"Derek Lamely",64,65.29,170974.7,261863,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
107,107,"Jonas Blixt",72,65.26,194426.2,297921,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
108,108,"Matt Kuchar",86,65.23,200825.6,307864,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
109,109,"Rod Pampling",88,65.17,209587.8,321602,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
110,110,"Chad Campbell",84,65.12,223823.9,343699,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
111,111,"Richard Lee",71,65.1,175928.4,270232,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
112,112,"Blake Adams",107,65.08,266883.6,410104,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
113,113,"Ian Poulter",57,65.07,113950.4,175132,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
114,114,"Sangmoon Bae",81,65.04,172344.9,264977,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
115,115,"Hunter Haas",69,65.03,158117.3,243162,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
115,115,"Henrik Stenson",51,65.03,127162.5,195550,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
117,117,"Sergio Garcia",57,65.02,134036,206143,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
118,118,"Billy Mayfair",90,65.01,239305,368081,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
118,118,"Pat Perez",81,65.01,205827.5,316609,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
120,120,"James Driscoll",83,64.99,209320.6,322065,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
121,121,"Spencer Levin",81,64.98,198487.9,305461,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
121,121,"Chris Stroud",86,64.98,226448.6,348500,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
123,123,"Brandt Jobe",57,64.97,135202,208085,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
124,124,"Brendon de Jonge",115,64.96,307041.5,472698,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
124,124,"Scott Dunlap",57,64.96,140665.3,216530,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
124,124,"JJ Henry",93,64.96,212087.5,326481,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
124,124,"Russell Knox",72,64.96,169429.6,260805,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
128,128,"Padraig Harrington",67,64.95,137016.9,210963,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
129,129,"DA Points",88,64.94,242997.3,374165,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
130,130,"Johnson Wagner",88,64.93,229142.6,352880,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
131,131,"John Huh",99,64.85,258922.1,399252,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
132,132,"Marc Leishman",84,64.83,229082.8,353340,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
133,133,"David Hearn",95,64.82,265450.8,409543,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
134,134,"Kyle Thompson",51,64.81,113348,174883,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
135,135,"Stewart Cink",71,64.8,160332.5,247426,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
136,136,"Stuart Appleby",75,64.77,195091.5,301211,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
137,137,"Ryan Moore",89,64.75,241811.1,373439,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
138,138,"Cameron Beckman",81,64.74,207918.6,321160,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
138,138,"William McGirt",96,64.74,236690.3,365628,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
140,140,"Arjun Atwal",79,64.71,200854.3,310414,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
140,140,"Justin Rose",69,64.71,157301.5,243085,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
142,142,"Rocco Mediate",70,64.7,173987.1,268923,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
143,143,"Ricky Barnes",92,64.67,247712.4,383068,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
144,144,"Alexandre Rocha",62,64.62,152125.7,235406,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
145,145,"Brandt Snedeker",81,64.61,195597.7,302728,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
146,146,"Chez Reavie",83,64.59,194502.7,301123,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
147,147,"Kris Blanks",65,64.55,177716.5,275297,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
148,148,"Robert Allenby",76,64.54,200389.7,310486,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
149,149,"Trevor Immelman",76,64.53,170407.5,264060,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
150,150,"KJ Choi",71,64.52,166854.8,258596,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
150,150,"Ted Potter Jr",77,64.52,186241.4,288646,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
152,152,"Nathan Green",73,64.49,172530.3,267539,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
153,153,"Graeme McDowell",55,64.39,112643.6,174928,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
154,154,"Patrick Sheehan",58,64.37,133163.4,206869,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
154,154,"Heath Slocum",93,64.37,227147.1,352883,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
156,156,"Brendon Todd",78,64.33,189896.4,295185,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
157,157,"Charlie Wi",86,64.32,214889,334072,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
158,158,"Brian Davis",91,64.3,233643.3,363374,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
159,159,"Michael Bradley",63,64.28,162949.1,253495,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
160,160,"Tim Clark",60,64.27,152266.8,236922,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
160,160,"George McNeill",85,64.27,211281.3,328765,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
160,160,"Kevin Na",80,64.27,191495.1,297941,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
163,163,"Stephen Ames",54,64.25,116354.5,181097,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
164,164,"YE Yang",64,64.24,149573.3,232851,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
165,165,"Gary Christian",91,64.22,226112.3,352115,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
165,165,"Ken Duke",104,64.22,270596.8,421391,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
165,165,"David Mathis",83,64.22,206141,320989,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
168,168,"Jason Bohn",81,64.21,197031.6,306836,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
169,169,"Sung Kang",75,64.18,184279.7,287110,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
170,170,"Michael Thompson",80,64.13,193654.1,301951,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
171,171,"Ben Curtis",62,64.01,139819.2,218422,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
172,172,"David Toms",60,63.99,128604.1,200962,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
173,173,"Brian Gay",91,63.98,230385.9,360104,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
173,173,"Zach Johnson",95,63.98,220551.6,344695,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
175,175,"Jim Furyk",85,63.71,193687.9,304004,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
176,176,"Bob Estes",78,63.68,193081.8,303187,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
177,177,"Justin Leonard",79,63.67,199891.1,313965,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
178,178,"Dicky Pride",62,63.62,146602.6,230448,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
179,179,"Mark Wilson",84,63.47,198747.7,313124,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
180,180,"Jerry Kelly",84,63.45,216235.7,340777,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
181,181,"Greg Chalmers",88,63.42,220196.9,347230,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
182,182,"John Mallinger",74,63.34,185389.6,292710,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
183,183,"Billy Hurley III",70,63.29,170726.7,269744,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
184,184,"Luke Donald",63,63.22,138756.1,219491,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
185,185,"Ryuji Imada",78,63.19,202519.1,320474,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
186,186,"Bryce Molder",83,63.17,206782.6,327328,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
187,187,"Chris DiMarco",83,63.08,210084.1,333052,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
188,188,"Gavin Coles",72,62.97,169617,269369,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
189,189,"Colt Knost",79,62.9,195320.4,310512,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
190,190,"Tom Pernice Jr",62,62.6,150535.3,240477,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
191,191,"Nick OHern",78,62.01,195483.8,315269,"PercentageofYardagecoveredbyTeeShotsPar4s",2012
