"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2015","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2015","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2015","FirstTeeLatePar3ScoringAverage_ROUNDS_2015","FirstTeeLatePar3ScoringAverage_AVG_2015","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2015","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Chris Stroud",84,2.85,262,92,"FirstTeeLatePar3ScoringAverage",2015
2,2,"Byron Smith",59,2.88,187,65,"FirstTeeLatePar3ScoringAverage",2015
3,3,"Danny Lee",120,2.91,498,171,"FirstTeeLatePar3ScoringAverage",2015
4,4,"Tony Finau",106,2.93,431,147,"FirstTeeLatePar3ScoringAverage",2015
4,4,"Tom Hoge",83,2.93,211,72,"FirstTeeLatePar3ScoringAverage",2015
6,6,"Steven Alker",62,2.95,192,65,"FirstTeeLatePar3ScoringAverage",2015
6,6,"Ryan Palmer",80,2.95,313,106,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Martin Laird",77,2.96,293,99,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Ryan Moore",81,2.96,340,115,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Alex Prugh",84,2.96,207,70,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Cameron Tringale",96,2.96,494,167,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Tyrone Van Aswegen",58,2.96,157,53,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Bubba Watson",71,2.96,495,167,"FirstTeeLatePar3ScoringAverage",2015
8,8,"Mark Wilson",89,2.96,213,72,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Sangmoon Bae",98,2.97,294,99,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Jason Day",75,2.97,510,172,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Rickie Fowler",76,2.97,416,140,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Kevin Kisner",104,2.97,451,152,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Cameron Percy",72,2.97,303,102,"FirstTeeLatePar3ScoringAverage",2015
15,15,"Brendon Todd",96,2.97,336,113,"FirstTeeLatePar3ScoringAverage",2015
21,21,"Roberto Castro",54,2.98,143,48,"FirstTeeLatePar3ScoringAverage",2015
21,21,"Oscar Fraustro",58,2.98,173,58,"FirstTeeLatePar3ScoringAverage",2015
21,21,"Chesson Hadley",101,2.98,241,81,"FirstTeeLatePar3ScoringAverage",2015
21,21,"Justin Rose",69,2.98,450,151,"FirstTeeLatePar3ScoringAverage",2015
25,25,"Zach Johnson",90,2.99,566,189,"FirstTeeLatePar3ScoringAverage",2015
25,25,"Troy Merritt",91,2.99,353,118,"FirstTeeLatePar3ScoringAverage",2015
25,25,"Scott Piercy",90,2.99,299,100,"FirstTeeLatePar3ScoringAverage",2015
25,25,"Nick Taylor",91,2.99,278,93,"FirstTeeLatePar3ScoringAverage",2015
25,25,"Lee Westwood",56,2.99,200,67,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Chad Campbell",97,3,381,127,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Greg Chalmers",58,3,132,44,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Martin Flores",95,3,306,102,"FirstTeeLatePar3ScoringAverage",2015
30,30,"John Huh",102,3,183,61,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Roger Sloan",56,3,192,64,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Jordan Spieth",91,3,689,230,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Henrik Stenson",63,3,423,141,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Robert Streb",110,3,489,163,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Andrew Svoboda",80,3,219,73,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Nicholas Thompson",90,3,291,97,"FirstTeeLatePar3ScoringAverage",2015
30,30,"David Toms",62,3,264,88,"FirstTeeLatePar3ScoringAverage",2015
30,30,"Will Wilcox",58,3,201,67,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Eric Axley",57,3.01,217,72,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Jason Bohn",95,3.01,433,144,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Jonathan Byrd",69,3.01,280,93,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Paul Casey",87,3.01,361,120,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Alex Cejka",94,3.01,346,115,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Chad Collins",79,3.01,244,81,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Jon Curran",83,3.01,271,90,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Jim Furyk",71,3.01,416,138,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Russell Knox",96,3.01,410,136,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Andrew Putnam",68,3.01,235,78,"FirstTeeLatePar3ScoringAverage",2015
42,42,"Shawn Stefani",94,3.01,319,106,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Scott Brown",97,3.02,266,88,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Harris English",105,3.02,423,140,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Sergio Garcia",59,3.02,368,122,"FirstTeeLatePar3ScoringAverage",2015
53,53,"David Hearn",97,3.02,323,107,"FirstTeeLatePar3ScoringAverage",2015
53,53,"JJ Henry",94,3.02,278,92,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Bill Lunde",50,3.02,145,48,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Kevin Na",98,3.02,465,154,"FirstTeeLatePar3ScoringAverage",2015
53,53,"Patrick Rodgers",57,3.02,254,84,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Ricky Barnes",82,3.03,279,92,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Daniel Berger",97,3.03,400,132,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Zac Blair",108,3.03,291,96,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Brendon de Jonge",106,3.03,463,153,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Graham DeLaet",65,3.03,267,88,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Jim Herman",88,3.03,342,113,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Jerry Kelly",79,3.03,297,98,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Whee Kim",71,3.03,206,68,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Davis Love III",51,3.03,206,68,"FirstTeeLatePar3ScoringAverage",2015
61,61,"George McNeill",93,3.03,315,104,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Geoff Ogilvy",50,3.03,118,39,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Jim Renner",68,3.03,206,68,"FirstTeeLatePar3ScoringAverage",2015
61,61,"John Senden",80,3.03,218,72,"FirstTeeLatePar3ScoringAverage",2015
61,61,"Johnson Wagner",68,3.03,342,113,"FirstTeeLatePar3ScoringAverage",2015
75,75,"Adam Hadwin",95,3.04,271,89,"FirstTeeLatePar3ScoringAverage",2015
75,75,"Charles Howell III",105,3.04,386,127,"FirstTeeLatePar3ScoringAverage",2015
75,75,"Mark Hubbard",79,3.04,255,84,"FirstTeeLatePar3ScoringAverage",2015
75,75,"SJ Park",79,3.04,252,83,"FirstTeeLatePar3ScoringAverage",2015
75,75,"Daniel Summerhays",101,3.04,380,125,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Fabian Gomez",83,3.05,262,86,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Luke Guthrie",84,3.05,241,79,"FirstTeeLatePar3ScoringAverage",2015
80,80,"JB Holmes",89,3.05,397,130,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Carlos Ortiz",100,3.05,345,113,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Brandt Snedeker",98,3.05,491,161,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Brendan Steele",88,3.05,329,108,"FirstTeeLatePar3ScoringAverage",2015
80,80,"Boo Weekley",79,3.05,320,105,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Derek Fathauer",81,3.06,272,89,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Robert Garrigus",70,3.06,199,65,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Billy Hurley III",83,3.06,263,86,"FirstTeeLatePar3ScoringAverage",2015
87,87,"David Lingmerth",90,3.06,324,106,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Ben Martin",93,3.06,333,109,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Phil Mickelson",70,3.06,364,119,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Jeff Overton",94,3.06,432,141,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Greg Owen",58,3.06,236,77,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Charl Schwartzel",67,3.06,263,86,"FirstTeeLatePar3ScoringAverage",2015
87,87,"Brian Stuard",97,3.06,251,82,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Robert Allenby",63,3.07,175,57,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Blayne Barber",76,3.07,230,75,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Luke Donald",71,3.07,329,107,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Ken Duke",93,3.07,215,70,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Ernie Els",57,3.07,292,95,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Lucas Glover",79,3.07,178,58,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Morgan Hoffmann",85,3.07,353,115,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Max Homa",78,3.07,298,97,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Matt Jones",89,3.07,307,100,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Marc Leishman",74,3.07,282,92,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Hunter Mahan",88,3.07,319,104,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Seung Yul Noh",65,3.07,206,67,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Louis Oosthuizen",68,3.07,341,111,"FirstTeeLatePar3ScoringAverage",2015
97,97,"DA Points",72,3.07,86,28,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Justin Thomas",106,3.07,565,184,"FirstTeeLatePar3ScoringAverage",2015
97,97,"Michael Thompson",83,3.07,276,90,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Aaron Baddeley",76,3.08,185,60,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Jonas Blixt",78,3.08,336,109,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Jason Dufner",76,3.08,305,99,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Jason Gore",76,3.08,234,76,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Padraig Harrington",60,3.08,182,59,"FirstTeeLatePar3ScoringAverage",2015
113,113,"William McGirt",103,3.08,348,113,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Bryce Molder",91,3.08,246,80,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Sean OHair",86,3.08,391,127,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Ian Poulter",68,3.08,407,132,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Michael Putnam",87,3.08,256,83,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Patrick Reed",103,3.08,644,209,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Webb Simpson",81,3.08,360,117,"FirstTeeLatePar3ScoringAverage",2015
113,113,"Vijay Singh",78,3.08,228,74,"FirstTeeLatePar3ScoringAverage",2015
