"FedExCupStandings_RANKTHISWEEK_2010","FedExCupStandings_RANKLASTWEEK_2010","FedExCupStandings_PLAYERNAME_2010","FedExCupStandings_EVENTS_2010","FedExCupStandings_POINTS_2010","FedExCupStandings_OFWINS_2010","FedExCupStandings_OFTOP10S_2010","FedExCupStandings_POINTSBEHINDLEAD_2010","FedExCupStandings_RESETPOINTS_2010","stat_name","year"
49,49,"DJ Trahan",24,1195,NA,6,3968,NA,"FedExCupStandings",2010
50,50,"John Senden",26,1192,NA,1,3971,NA,"FedExCupStandings",2010
51,51,"Brendon de Jonge",29,1170,NA,6,3993,NA,"FedExCupStandings",2010
52,52,"Stuart Appleby",29,1157,1,3,4006,NA,"FedExCupStandings",2010
53,53,"Brian Davis",27,1149,NA,2,4014,NA,"FedExCupStandings",2010
54,54,"Brian Gay",26,1142,NA,2,4021,NA,"FedExCupStandings",2010
55,55,"David Toms",23,1118,NA,1,4045,NA,"FedExCupStandings",2010
56,56,"Greg Chalmers",25,1113,NA,2,4050,NA,"FedExCupStandings",2010
57,57,"Vijay Singh",23,1108,NA,2,4055,NA,"FedExCupStandings",2010
58,58,"Freddie Jacobson",21,1101,NA,3,4062,NA,"FedExCupStandings",2010
59,59,"Justin Leonard",24,1096,NA,1,4067,NA,"FedExCupStandings",2010
60,60,"Bryce Molder",24,1088,NA,6,4075,NA,"FedExCupStandings",2010
61,61,"Angel Cabrera",19,1082,NA,2,4081,NA,"FedExCupStandings",2010
62,62,"Jason Bohn",22,1079,1,2,4084,NA,"FedExCupStandings",2010
63,63,"Matt Jones",25,1035,NA,5,4128,NA,"FedExCupStandings",2010
64,64,"Ricky Barnes",26,1027,NA,6,4136,NA,"FedExCupStandings",2010
65,65,"Jason Dufner",25,1000,NA,2,4163,NA,"FedExCupStandings",2010
66,66,"Tim Petrovic",27,937,NA,2,4226,NA,"FedExCupStandings",2010
67,67,"YE Yang",21,923,NA,2,4240,NA,"FedExCupStandings",2010
68,68,"Stephen Ames",21,866,NA,1,4297,NA,"FedExCupStandings",2010
69,69,"Andres Romero",19,853,NA,2,4310,NA,"FedExCupStandings",2010
70,70,"Scott Verplank",22,813,NA,3,4350,NA,"FedExCupStandings",2010
71,71,"Kris Blanks",26,794,NA,3,4369,NA,"FedExCupStandings",2010
72,72,"Steve Marino",21,778,NA,2,4385,NA,"FedExCupStandings",2010
73,73,"Padraig Harrington",18,772,NA,5,4391,NA,"FedExCupStandings",2010
74,74,"Lucas Glover",22,770,NA,3,4393,NA,"FedExCupStandings",2010
75,75,"Charles Howell III",24,764,NA,4,4399,NA,"FedExCupStandings",2010
76,76,"Josh Teater",27,754,NA,2,4409,NA,"FedExCupStandings",2010
77,77,"John Rollins",23,736,NA,2,4427,NA,"FedExCupStandings",2010
78,78,"Ryuji Imada",24,720,NA,2,4443,NA,"FedExCupStandings",2010
79,79,"Chris Couch",22,709,NA,2,4454,NA,"FedExCupStandings",2010
80,80,"Davis Love III",21,708,NA,3,4455,NA,"FedExCupStandings",2010
81,81,"Spencer Levin",26,673,NA,1,4490,NA,"FedExCupStandings",2010
82,82,"DA Points",25,654,NA,3,4509,NA,"FedExCupStandings",2010
83,83,"JP Hayes",21,652,NA,3,4511,NA,"FedExCupStandings",2010
84,84,"Jimmy Walker",25,642,NA,2,4521,NA,"FedExCupStandings",2010
85,85,"Webb Simpson",26,628,NA,1,4535,NA,"FedExCupStandings",2010
86,86,"JJ Henry",27,603,NA,2,4560,NA,"FedExCupStandings",2010
87,87,"Paul Goydos",23,602,NA,3,4561,NA,"FedExCupStandings",2010
88,88,"Shaun Micheel",17,600,NA,3,4563,NA,"FedExCupStandings",2010
89,89,"Chad Campbell",24,598,NA,2,4565,NA,"FedExCupStandings",2010
90,90,"Pat Perez",23,581,NA,3,4582,NA,"FedExCupStandings",2010
91,91,"Troy Matteson",23,575,NA,2,4588,NA,"FedExCupStandings",2010
92,92,"Steve Elkington",21,571,NA,3,4592,NA,"FedExCupStandings",2010
93,93,"Kenny Perry",20,565,NA,1,4598,NA,"FedExCupStandings",2010
94,94,"Aaron Baddeley",21,559,NA,1,4604,NA,"FedExCupStandings",2010
95,95,"Blake Adams",24,556,NA,2,4607,NA,"FedExCupStandings",2010
96,96,"Chad Collins",25,540,NA,3,4623,NA,"FedExCupStandings",2010
97,97,"Alex Prugh",26,526,NA,3,4637,NA,"FedExCupStandings",2010
98,98,"Boo Weekley",25,526,NA,3,4637,NA,"FedExCupStandings",2010
99,99,"Garrett Willis",21,517,NA,1,4646,NA,"FedExCupStandings",2010
100,100,"Chris Riley",20,512,NA,3,4651,NA,"FedExCupStandings",2010
101,101,"Kevin Sutherland",21,499,NA,1,4664,NA,"FedExCupStandings",2010
102,102,"Jerry Kelly",24,493,NA,1,4670,NA,"FedExCupStandings",2010
103,103,"Alex Cejka",24,489,NA,4,4674,NA,"FedExCupStandings",2010
104,104,"Derek Lamely",25,487,1,1,4676,NA,"FedExCupStandings",2010
105,105,"Jonathan Byrd",22,483,NA,2,4680,NA,"FedExCupStandings",2010
106,106,"Matt Bettencourt",28,472,1,1,4691,NA,"FedExCupStandings",2010
107,107,"Robert Garrigus",17,469,NA,2,4694,NA,"FedExCupStandings",2010
108,108,"Jeff Maggert",23,463,NA,2,4700,NA,"FedExCupStandings",2010
109,109,"Sergio Garcia",15,461,NA,1,4702,NA,"FedExCupStandings",2010
110,110,"John Merrick",26,459,NA,1,4704,NA,"FedExCupStandings",2010
111,111,"Briny Baird",23,458,NA,1,4705,NA,"FedExCupStandings",2010
112,112,"Joe Ogilvie",27,454,NA,1,4709,NA,"FedExCupStandings",2010
113,113,"Bill Lunde",25,449,1,3,4714,NA,"FedExCupStandings",2010
114,114,"Dean Wilson",13,434,NA,1,4729,NA,"FedExCupStandings",2010
115,115,"Corey Pavin",8,433,NA,2,4730,NA,"FedExCupStandings",2010
116,116,"Bob Estes",21,432,NA,2,4731,NA,"FedExCupStandings",2010
117,117,"David Duval",20,431,NA,1,4732,NA,"FedExCupStandings",2010
118,118,"Cameron Beckman",21,427,1,2,4736,NA,"FedExCupStandings",2010
119,119,"Ben Curtis",20,416,NA,1,4747,NA,"FedExCupStandings",2010
120,120,"Michael Letzig",22,415,NA,1,4748,NA,"FedExCupStandings",2010
121,121,"Nathan Green",23,414,NA,1,4749,NA,"FedExCupStandings",2010
122,122,"Kevin Stadler",24,394,NA,4,4769,NA,"FedExCupStandings",2010
123,123,"Woody Austin",24,394,NA,3,4769,NA,"FedExCupStandings",2010
124,124,"Graham DeLaet",24,393,NA,1,4770,NA,"FedExCupStandings",2010
125,125,"Scott Piercy",23,380,NA,2,4783,NA,"FedExCupStandings",2010
126,126,"Jeff Quinney",24,378,NA,1,4785,NA,"FedExCupStandings",2010
127,127,"Chris Stroud",22,369,NA,2,4794,NA,"FedExCupStandings",2010
128,128,"Mike Weir",19,360,NA,1,4803,NA,"FedExCupStandings",2010
129,129,"Aron Price",17,358,NA,2,4805,NA,"FedExCupStandings",2010
130,130,"Scott McCarron",24,354,NA,1,4809,NA,"FedExCupStandings",2010
131,131,"Mark Wilson",23,343,NA,1,4820,NA,"FedExCupStandings",2010
132,132,"John Mallinger",24,342,NA,1,4821,NA,"FedExCupStandings",2010
133,133,"James Driscoll",21,340,NA,1,4823,NA,"FedExCupStandings",2010
134,134,"James Nitties",25,338,NA,1,4825,NA,"FedExCupStandings",2010
135,135,"George McNeill",23,338,NA,1,4825,NA,"FedExCupStandings",2010
136,136,"Brett Quigley",24,336,NA,1,4827,NA,"FedExCupStandings",2010
137,137,"Tom Pernice Jr",18,331,NA,1,4832,NA,"FedExCupStandings",2010
138,138,"Troy Merritt",24,331,NA,1,4832,NA,"FedExCupStandings",2010
139,139,"Richard Johnson",22,323,NA,2,4840,NA,"FedExCupStandings",2010
140,140,"Matt Every",17,322,NA,1,4841,NA,"FedExCupStandings",2010
141,141,"Henrik Stenson",12,321,NA,1,4842,NA,"FedExCupStandings",2010
142,142,"Joe Durant",15,321,NA,1,4842,NA,"FedExCupStandings",2010
143,143,"Billy Mayfair",22,314,NA,2,4849,NA,"FedExCupStandings",2010
144,144,"Michael Connell",20,314,NA,1,4849,NA,"FedExCupStandings",2010
145,145,"Michael Bradley",20,306,NA,NA,4857,NA,"FedExCupStandings",2010
146,146,"Paul Stankowski",13,296,NA,2,4867,NA,"FedExCupStandings",2010
147,147,"Chris DiMarco",20,286,NA,1,4877,NA,"FedExCupStandings",2010
148,148,"Nicholas Thompson",25,284,NA,1,4879,NA,"FedExCupStandings",2010
149,149,"Jay Williamson",19,280,NA,1,4883,NA,"FedExCupStandings",2010
150,150,"Lee Janzen",21,280,NA,1,4883,NA,"FedExCupStandings",2010
151,151,"Rod Pampling",21,275,NA,NA,4888,NA,"FedExCupStandings",2010
152,152,"Steve Flesch",22,272,NA,1,4891,NA,"FedExCupStandings",2010
153,153,"Chris Tidland",19,271,NA,1,4892,NA,"FedExCupStandings",2010
154,154,"Will Ma Kenzie",18,267,NA,NA,4896,NA,"FedExCupStandings",2010
155,155,"Mathew Goggin",23,267,NA,1,4896,NA,"FedExCupStandings",2010
156,156,"Trevor Immelman",15,266,NA,NA,4897,NA,"FedExCupStandings",2010
157,157,"Jeev Milkha Singh",15,253,NA,1,4910,NA,"FedExCupStandings",2010
158,158,"Brett Wetterich",12,248,NA,NA,4915,NA,"FedExCupStandings",2010
159,159,"Nick OHern",11,247,NA,2,4916,NA,"FedExCupStandings",2010
160,160,"Ted Purdy",25,244,NA,NA,4919,NA,"FedExCupStandings",2010
161,161,"Michael Allen",13,243,NA,1,4920,NA,"FedExCupStandings",2010
162,162,"Tim Herron",19,234,NA,NA,4929,NA,"FedExCupStandings",2010
163,163,"Jarrod Lyle",15,227,NA,2,4936,NA,"FedExCupStandings",2010
164,164,"Brian Stuard",23,226,NA,1,4937,NA,"FedExCupStandings",2010
165,165,"Roger Tambellini",21,219,NA,1,4944,NA,"FedExCupStandings",2010
166,166,"Steve Wheatcroft",22,213,NA,1,4950,NA,"FedExCupStandings",2010
167,167,"Fred Couples",7,208,NA,1,4955,NA,"FedExCupStandings",2010
168,168,"Cameron Percy",20,206,NA,NA,4957,NA,"FedExCupStandings",2010
169,169,"Tom Lehman",7,204,NA,NA,4959,NA,"FedExCupStandings",2010
170,170,"Kirk Triplett",10,199,NA,NA,4964,NA,"FedExCupStandings",2010
171,171,"Mathias Gronberg",17,198,NA,1,4965,NA,"FedExCupStandings",2010
172,172,"Johnson Wagner",23,197,NA,NA,4966,NA,"FedExCupStandings",2010
173,173,"Omar Uresti",22,192,NA,1,4971,NA,"FedExCupStandings",2010
174,174,"Arjun Atwal",10,192,1,2,4971,NA,"FedExCupStandings",2010
175,175,"Henrik Bjornstad",21,188,NA,NA,4975,NA,"FedExCupStandings",2010
176,176,"Rich Barcelo",20,187,NA,NA,4976,NA,"FedExCupStandings",2010
177,177,"Greg Owen",22,184,NA,NA,4979,NA,"FedExCupStandings",2010
178,178,"Garth Mulroy",18,160,NA,1,5003,NA,"FedExCupStandings",2010
179,179,"Skip Kendall",15,159,NA,1,5004,NA,"FedExCupStandings",2010
180,180,"Rocco Mediate",21,150,NA,NA,5013,NA,"FedExCupStandings",2010
181,181,"Jeff Klauk",13,148,NA,NA,5015,NA,"FedExCupStandings",2010
182,182,"Glen Day",12,144,NA,NA,5019,NA,"FedExCupStandings",2010
183,183,"Mark Hensby",12,142,NA,NA,5021,NA,"FedExCupStandings",2010
184,184,"Roland Thatcher",21,142,NA,1,5021,NA,"FedExCupStandings",2010
185,185,"Daniel Chopra",23,142,NA,NA,5021,NA,"FedExCupStandings",2010
186,186,"Martin Flores",21,137,NA,1,5026,NA,"FedExCupStandings",2010
187,187,"Tim Wilkinson",15,133,NA,NA,5030,NA,"FedExCupStandings",2010
188,188,"Chez Reavie",15,125,NA,NA,5038,NA,"FedExCupStandings",2010
189,189,"Kent Jones",9,117,NA,1,5046,NA,"FedExCupStandings",2010
190,190,"Harrison Frazar",17,116,NA,NA,5047,NA,"FedExCupStandings",2010
191,191,"Charles Warren",16,116,NA,1,5047,NA,"FedExCupStandings",2010
192,192,"Gary Woodland",8,110,NA,NA,5053,NA,"FedExCupStandings",2010
193,193,"Cameron Tringale",17,107,NA,NA,5056,NA,"FedExCupStandings",2010
194,194,"David Lutterus",20,103,NA,NA,5060,NA,"FedExCupStandings",2010
195,195,"Craig Barlow",9,100,NA,1,5063,NA,"FedExCupStandings",2010
196,196,"John Daly",17,97,NA,NA,5066,NA,"FedExCupStandings",2010
197,197,"Carlos Franco",10,92,NA,NA,5071,NA,"FedExCupStandings",2010
197,197,"Tom Watson",3,92,NA,NA,5071,NA,"FedExCupStandings",2010
199,199,"Cliff Kresge",13,91,NA,NA,5072,NA,"FedExCupStandings",2010
200,200,"Graeme McDowell",10,91,1,2,5072,NA,"FedExCupStandings",2010
201,201,"Brenden Pappas",19,89,NA,NA,5074,NA,"FedExCupStandings",2010
202,202,"Mark Calcavecchia",15,88,NA,NA,5075,NA,"FedExCupStandings",2010
203,203,"Matt Weibring",10,83,NA,NA,5080,NA,"FedExCupStandings",2010
204,204,"Marco Dawson",10,82,NA,NA,5081,NA,"FedExCupStandings",2010
205,205,"Jason Gore",10,81,NA,NA,5082,NA,"FedExCupStandings",2010
206,206,"Rich Beem",9,80,NA,NA,5083,NA,"FedExCupStandings",2010
207,207,"Craig Bowden",19,79,NA,NA,5084,NA,"FedExCupStandings",2010
208,208,"Jeff Gove",17,77,NA,NA,5086,NA,"FedExCupStandings",2010
209,209,"Vance Veazey",18,73,NA,NA,5090,NA,"FedExCupStandings",2010
210,210,"Frank Lickliter II",6,67,NA,NA,5096,NA,"FedExCupStandings",2010
211,211,"Steve Lowery",22,67,NA,NA,5096,NA,"FedExCupStandings",2010
212,212,"Todd Hamilton",16,64,NA,NA,5099,NA,"FedExCupStandings",2010
213,213,"Chris Wilson",21,58,NA,NA,5105,NA,"FedExCupStandings",2010
214,214,"Jerod Turner",21,57,NA,NA,5106,NA,"FedExCupStandings",2010
215,215,"Shane Bertsch",3,53,NA,NA,5110,NA,"FedExCupStandings",2010
216,216,"Kevin Johnson",22,53,NA,NA,5110,NA,"FedExCupStandings",2010
217,217,"Guy Boros",6,48,NA,NA,5115,NA,"FedExCupStandings",2010
218,218,"Robert Gamez",8,47,NA,1,5116,NA,"FedExCupStandings",2010
219,219,"Fred Funk",5,44,NA,NA,5119,NA,"FedExCupStandings",2010
220,220,"Brent Delahoussaye",16,43,NA,NA,5120,NA,"FedExCupStandings",2010
221,221,"John Huston",12,40,NA,NA,5123,NA,"FedExCupStandings",2010
222,222,"Brad Faxon",19,39,NA,NA,5124,NA,"FedExCupStandings",2010
223,223,"Dicky Pride",5,39,NA,NA,5124,NA,"FedExCupStandings",2010
224,224,"Jonathan Kaye",6,34,NA,NA,5129,NA,"FedExCupStandings",2010
225,225,"Parker McLachlin",15,32,NA,NA,5131,NA,"FedExCupStandings",2010
226,226,"Mark Brooks",12,29,NA,NA,5134,NA,"FedExCupStandings",2010
227,227,"Chris Smith",10,27,NA,NA,5136,NA,"FedExCupStandings",2010
228,228,"Fran Quinn",7,26,NA,NA,5137,NA,"FedExCupStandings",2010
229,229,"Robert Damron",4,24,NA,NA,5139,NA,"FedExCupStandings",2010
230,230,"Andrew McLardy",16,23,NA,NA,5140,NA,"FedExCupStandings",2010
231,231,"Len Mattiace",5,22,NA,NA,5141,NA,"FedExCupStandings",2010
232,232,"Shigeki Maruyama",4,20,NA,NA,5143,NA,"FedExCupStandings",2010
233,233,"Michael Clark II",6,19,NA,NA,5144,NA,"FedExCupStandings",2010
234,234,"John Morse",5,19,NA,NA,5144,NA,"FedExCupStandings",2010
235,235,"Jim Carter",5,18,NA,NA,5145,NA,"FedExCupStandings",2010
236,236,"Greg Kraft",17,14,NA,NA,5149,NA,"FedExCupStandings",2010
237,237,"JL Lewis",4,14,NA,NA,5149,NA,"FedExCupStandings",2010
238,238,"Phil Tataurangi",4,12,NA,NA,5151,NA,"FedExCupStandings",2010
239,239,"Tom Byrum",3,11,NA,NA,5152,NA,"FedExCupStandings",2010
240,240,"Chris Baryla",7,9,NA,NA,5154,NA,"FedExCupStandings",2010
241,241,"Justin Bolli",18,6,NA,NA,5157,NA,"FedExCupStandings",2010
242,242,"Tommy Armour III",4,6,NA,NA,5157,NA,"FedExCupStandings",2010
243,243,"Eric Axley",5,6,NA,NA,5157,NA,"FedExCupStandings",2010
244,244,"Willie Wood",1,5,NA,NA,5158,NA,"FedExCupStandings",2010
245,245,"Robin Freeman",4,2,NA,NA,5161,NA,"FedExCupStandings",2010
246,246,"Brad Adamonis",4,2,NA,NA,5161,NA,"FedExCupStandings",2010
247,247,"Paul Azinger",1,1,NA,NA,5162,NA,"FedExCupStandings",2010
248,248,"Spike McRoy",4,NA,NA,NA,5163,NA,"FedExCupStandings",2010
