"FedExCupStandings_RANKTHISWEEK_2010","FedExCupStandings_RANKLASTWEEK_2010","FedExCupStandings_PLAYERNAME_2010","FedExCupStandings_EVENTS_2010","FedExCupStandings_POINTS_2010","FedExCupStandings_OFWINS_2010","FedExCupStandings_OFTOP10S_2010","FedExCupStandings_POINTSBEHINDLEAD_2010","FedExCupStandings_RESETPOINTS_2010","stat_name","year"
1,1,"Jim Furyk",21,2980,3,7,NA,480,"FedExCupStandings",2010
2,2,"Matt Kuchar",25,2728,1,11,252,2500,"FedExCupStandings",2010
3,3,"Luke Donald",20,2700,NA,7,280,1200,"FedExCupStandings",2010
4,4,"Charley Hoffman",23,2500,1,5,480,2000,"FedExCupStandings",2010
5,5,"Dustin Johnson",23,2493,2,7,487,2250,"FedExCupStandings",2010
6,6,"Paul Casey",17,2250,NA,7,730,1600,"FedExCupStandings",2010
7,7,"Steve Stricker",19,2028,2,9,952,1800,"FedExCupStandings",2010
8,8,"Jason Day",24,1660,1,5,1320,1400,"FedExCupStandings",2010
9,9,"Ernie Els",20,1438,2,7,1542,1000,"FedExCupStandings",2010
10,10,"Retief Goosen",19,1360,NA,10,1620,360,"FedExCupStandings",2010
11,11,"Martin Laird",25,1005,NA,3,1975,800,"FedExCupStandings",2010
12,12,"Nick Watney",23,880,NA,7,2100,230,"FedExCupStandings",2010
13,13,"Phil Mickelson",20,843,1,6,2137,600,"FedExCupStandings",2010
14,14,"Geoff Ogilvy",19,753,1,2,2227,460,"FedExCupStandings",2010
15,15,"KJ Choi",22,718,NA,4,2262,280,"FedExCupStandings",2010
15,15,"Justin Rose",22,718,2,4,2262,440,"FedExCupStandings",2010
17,17,"Zach Johnson",24,683,1,3,2297,320,"FedExCupStandings",2010
18,18,"Hunter Mahan",24,678,2,3,2302,400,"FedExCupStandings",2010
19,19,"Adam Scott",20,640,1,4,2340,420,"FedExCupStandings",2010
20,20,"Camilo Villegas",20,623,1,7,2357,260,"FedExCupStandings",2010
21,21,"Ryan Moore",24,613,NA,6,2367,250,"FedExCupStandings",2010
22,22,"Bubba Watson",22,600,1,4,2380,340,"FedExCupStandings",2010
23,23,"Ryan Palmer",25,595,1,4,2385,380,"FedExCupStandings",2010
24,24,"Tim Clark",23,593,1,6,2387,300,"FedExCupStandings",2010
25,25,"Kevin Streelman",27,583,NA,5,2397,220,"FedExCupStandings",2010
26,26,"Kevin Na",25,570,NA,4,2410,310,"FedExCupStandings",2010
27,27,"Ben Crane",24,550,1,5,2430,290,"FedExCupStandings",2010
28,28,"Robert Allenby",21,500,NA,4,2480,240,"FedExCupStandings",2010
29,29,"Jeff Overton",26,480,NA,6,2500,270,"FedExCupStandings",2010
30,30,"Bo Van Pelt",26,445,NA,6,2535,210,"FedExCupStandings",2010
31,31,"Bill Haas",23,1565,1,2,3598,NA,"FedExCupStandings",2010
32,32,"Rickie Fowler",25,1564,NA,5,3599,NA,"FedExCupStandings",2010
33,33,"Charlie Wi",23,1560,NA,4,3603,NA,"FedExCupStandings",2010
34,34,"JB Holmes",23,1501,NA,3,3662,NA,"FedExCupStandings",2010
35,35,"Vaughn Taylor",23,1495,NA,6,3668,NA,"FedExCupStandings",2010
36,36,"Rory McIlroy",16,1489,1,5,3674,NA,"FedExCupStandings",2010
37,37,"Brandt Snedeker",26,1470,NA,5,3693,NA,"FedExCupStandings",2010
38,38,"Stewart Cink",22,1448,NA,3,3715,NA,"FedExCupStandings",2010
39,39,"Ian Poulter",15,1396,1,2,3767,NA,"FedExCupStandings",2010
40,40,"Carl Pettersson",27,1332,1,4,3831,NA,"FedExCupStandings",2010
41,41,"Anthony Kim",14,1328,1,4,3835,NA,"FedExCupStandings",2010
42,42,"Tiger Woods",12,1300,NA,2,3863,NA,"FedExCupStandings",2010
43,43,"Tom Gillis",24,1276,NA,3,3887,NA,"FedExCupStandings",2010
44,44,"Marc Leishman",24,1268,NA,2,3895,NA,"FedExCupStandings",2010
45,45,"Michael Sim",20,1244,NA,3,3919,NA,"FedExCupStandings",2010
46,46,"Heath Slocum",22,1222,NA,4,3941,NA,"FedExCupStandings",2010
47,47,"Sean OHair",23,1206,NA,3,3957,NA,"FedExCupStandings",2010
48,48,"Rory Sabbatini",23,1197,NA,3,3966,NA,"FedExCupStandings",2010
