"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2008","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2008","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2008","FirstTeeLateRound1ScoringAverage__2008","FirstTeeLateRound1ScoringAverage_AVG_2008","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2008","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Nick Watney",NA,67.33,202,3,"FirstTeeLateRound1ScoringAverage",2008
2,2,"Cameron Beckman",NA,68,204,3,"FirstTeeLateRound1ScoringAverage",2008
3,3,"Vaughn Taylor",NA,68.67,412,6,"FirstTeeLateRound1ScoringAverage",2008
4,4,"Tag Ridings",NA,69.11,622,9,"FirstTeeLateRound1ScoringAverage",2008
5,5,"Kent Jones",NA,69.17,415,6,"FirstTeeLateRound1ScoringAverage",2008
5,5,"Anthony Kim",NA,69.17,415,6,"FirstTeeLateRound1ScoringAverage",2008
7,7,"Daniel Chopra",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2008
8,8,"Phil Mickelson",NA,69.29,485,7,"FirstTeeLateRound1ScoringAverage",2008
9,9,"Richard Johnson",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2008
10,10,"Lucas Glover",NA,69.44,625,9,"FirstTeeLateRound1ScoringAverage",2008
11,11,"Gavin Coles",NA,69.5,278,4,"FirstTeeLateRound1ScoringAverage",2008
11,11,"Bo Van Pelt",NA,69.5,556,8,"FirstTeeLateRound1ScoringAverage",2008
13,13,"Nick OHern",NA,69.67,209,3,"FirstTeeLateRound1ScoringAverage",2008
14,14,"Steve Allan",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2008
14,14,"Briny Baird",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2008
16,16,"Cliff Kresge",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2008
16,16,"Geoff Ogilvy",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2008
18,18,"Heath Slocum",NA,69.79,977,14,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Brad Adamonis",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Michael Allen",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Robert Allenby",NA,70,630,9,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Rich Beem",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Craig Kanada",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Will Ma Kenzie",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2008
19,19,"Pat Perez",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2008
26,26,"Parker McLachlin",NA,70.11,631,9,"FirstTeeLateRound1ScoringAverage",2008
27,27,"Charles Howell III",NA,70.14,491,7,"FirstTeeLateRound1ScoringAverage",2008
28,28,"JP Hayes",NA,70.25,281,4,"FirstTeeLateRound1ScoringAverage",2008
28,28,"John Riegger",NA,70.25,281,4,"FirstTeeLateRound1ScoringAverage",2008
30,30,"Brian Davis",NA,70.27,773,11,"FirstTeeLateRound1ScoringAverage",2008
31,31,"John Huston",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2008
31,31,"Kevin Streelman",NA,70.33,211,3,"FirstTeeLateRound1ScoringAverage",2008
33,33,"Justin Leonard",NA,70.4,352,5,"FirstTeeLateRound1ScoringAverage",2008
33,33,"Marc Turnesa",NA,70.4,352,5,"FirstTeeLateRound1ScoringAverage",2008
35,35,"Olin Browne",NA,70.43,493,7,"FirstTeeLateRound1ScoringAverage",2008
35,35,"Glen Day",NA,70.43,493,7,"FirstTeeLateRound1ScoringAverage",2008
35,35,"Bob Estes",NA,70.43,493,7,"FirstTeeLateRound1ScoringAverage",2008
38,38,"Kevin Sutherland",NA,70.45,775,11,"FirstTeeLateRound1ScoringAverage",2008
39,39,"Stephen Ames",NA,70.5,846,12,"FirstTeeLateRound1ScoringAverage",2008
39,39,"Dudley Hart",NA,70.5,423,6,"FirstTeeLateRound1ScoringAverage",2008
39,39,"George McNeill",NA,70.5,282,4,"FirstTeeLateRound1ScoringAverage",2008
39,39,"Tim Wilkinson",NA,70.5,564,8,"FirstTeeLateRound1ScoringAverage",2008
43,43,"Vijay Singh",NA,70.56,635,9,"FirstTeeLateRound1ScoringAverage",2008
44,44,"Jason Allred",NA,70.6,353,5,"FirstTeeLateRound1ScoringAverage",2008
44,44,"Justin Bolli",NA,70.6,353,5,"FirstTeeLateRound1ScoringAverage",2008
44,44,"Harrison Frazar",NA,70.6,353,5,"FirstTeeLateRound1ScoringAverage",2008
47,47,"Lee Janzen",NA,70.67,636,9,"FirstTeeLateRound1ScoringAverage",2008
47,47,"Davis Love III",NA,70.67,212,3,"FirstTeeLateRound1ScoringAverage",2008
47,47,"YE Yang",NA,70.67,636,9,"FirstTeeLateRound1ScoringAverage",2008
