"TenthTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2008","TenthTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2008","TenthTeeEarlyRound5ScoringAverage_PLAYERNAME_2008","TenthTeeEarlyRound5ScoringAverage__2008","TenthTeeEarlyRound5ScoringAverage_AVG_2008","TenthTeeEarlyRound5ScoringAverage_TOTALSTROKES_2008","TenthTeeEarlyRound5ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Bubba Watson",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2008
2,2,"Olin Browne",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2008
2,2,"Charlie Wi",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2008
4,4,"Michael Allen",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2008
5,5,"Tommy Armour III",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2008
5,5,"Frank Lickliter II",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2008
5,5,"Jin Park",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2008
8,8,"Rich Beem",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2008
8,8,"Joe Durant",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2008
10,10,"Brad Adamonis",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2008
10,10,"Paul Claxton",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2008
10,10,"Brian Gay",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2008
10,10,"Kevin Sutherland",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2008
10,10,"Kyle Thompson",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2008
15,15,"Jeff Maggert",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2008
15,15,"Chris Stroud",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2008
17,17,"Mike Weir",NA,73,73,1,"TenthTeeEarlyRound5ScoringAverage",2008
18,18,"Woody Austin",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2008
18,18,"Justin Bolli",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2008
18,18,"Jason Gore",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2008
21,21,"Kevin Stadler",NA,75,75,1,"TenthTeeEarlyRound5ScoringAverage",2008
