"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2008","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2008","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2008","FirstTeeEarlyRound2ScoringAverage__2008","FirstTeeEarlyRound2ScoringAverage_AVG_2008","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2008","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Alejandro Canizares",NA,68,136,2,"FirstTeeEarlyRound2ScoringAverage",2008
1,1,"Phil Mickelson",NA,68,68,1,"FirstTeeEarlyRound2ScoringAverage",2008
3,3,"Ben Curtis",NA,68.25,273,4,"FirstTeeEarlyRound2ScoringAverage",2008
4,4,"Carl Pettersson",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2008
5,5,"Kevin Na",NA,68.7,687,10,"FirstTeeEarlyRound2ScoringAverage",2008
6,6,"JB Holmes",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2008
6,6,"John Mallinger",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2008
8,8,"Ken Duke",NA,68.91,758,11,"FirstTeeEarlyRound2ScoringAverage",2008
9,9,"Justin Leonard",NA,69,483,7,"FirstTeeEarlyRound2ScoringAverage",2008
9,9,"Chris Riley",NA,69,414,6,"FirstTeeEarlyRound2ScoringAverage",2008
11,11,"Matt Jones",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2008
12,12,"Charlie Wi",NA,69.18,761,11,"FirstTeeEarlyRound2ScoringAverage",2008
13,13,"Chad Campbell",NA,69.2,692,10,"FirstTeeEarlyRound2ScoringAverage",2008
13,13,"Mike Weir",NA,69.2,346,5,"FirstTeeEarlyRound2ScoringAverage",2008
15,15,"Richard Johnson",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2008
16,16,"Kenneth Ferrie",NA,69.29,485,7,"FirstTeeEarlyRound2ScoringAverage",2008
17,17,"James Driscoll",NA,69.33,416,6,"FirstTeeEarlyRound2ScoringAverage",2008
17,17,"Kent Jones",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2008
17,17,"Matt Kuchar",NA,69.33,416,6,"FirstTeeEarlyRound2ScoringAverage",2008
20,20,"Tag Ridings",NA,69.38,555,8,"FirstTeeEarlyRound2ScoringAverage",2008
21,21,"Briny Baird",NA,69.5,556,8,"FirstTeeEarlyRound2ScoringAverage",2008
21,21,"Nick Flanagan",NA,69.5,417,6,"FirstTeeEarlyRound2ScoringAverage",2008
21,21,"Parker McLachlin",NA,69.5,278,4,"FirstTeeEarlyRound2ScoringAverage",2008
24,24,"Billy Andrade",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2008
25,25,"Rich Beem",NA,69.63,557,8,"FirstTeeEarlyRound2ScoringAverage",2008
26,26,"Steve Marino",NA,69.64,975,14,"FirstTeeEarlyRound2ScoringAverage",2008
27,27,"Freddie Jacobson",NA,69.67,627,9,"FirstTeeEarlyRound2ScoringAverage",2008
27,27,"Billy Mayfair",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2008
29,29,"Ryan Moore",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2008
29,29,"Ryan Palmer",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2008
31,31,"Tom Pernice Jr",NA,69.78,628,9,"FirstTeeEarlyRound2ScoringAverage",2008
32,32,"John Rollins",NA,69.8,698,10,"FirstTeeEarlyRound2ScoringAverage",2008
33,33,"Chad Collins",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2008
33,33,"Greg Kraft",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2008
33,33,"Jeff Maggert",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2008
33,33,"Dean Wilson",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2008
37,37,"Chez Reavie",NA,69.86,489,7,"FirstTeeEarlyRound2ScoringAverage",2008
38,38,"Michael Allen",NA,70,560,8,"FirstTeeEarlyRound2ScoringAverage",2008
38,38,"Robert Garrigus",NA,70,420,6,"FirstTeeEarlyRound2ScoringAverage",2008
38,38,"Tim Petrovic",NA,70,420,6,"FirstTeeEarlyRound2ScoringAverage",2008
38,38,"Nicholas Thompson",NA,70,840,12,"FirstTeeEarlyRound2ScoringAverage",2008
38,38,"Scott Verplank",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2008
43,43,"Robert Allenby",NA,70.13,561,8,"FirstTeeEarlyRound2ScoringAverage",2008
44,44,"Tommy Armour III",NA,70.17,421,6,"FirstTeeEarlyRound2ScoringAverage",2008
44,44,"Vaughn Taylor",NA,70.17,421,6,"FirstTeeEarlyRound2ScoringAverage",2008
46,46,"Fred Couples",NA,70.25,281,4,"FirstTeeEarlyRound2ScoringAverage",2008
46,46,"Ben Crane",NA,70.25,562,8,"FirstTeeEarlyRound2ScoringAverage",2008
46,46,"Steve Flesch",NA,70.25,562,8,"FirstTeeEarlyRound2ScoringAverage",2008
46,46,"Dustin Johnson",NA,70.25,562,8,"FirstTeeEarlyRound2ScoringAverage",2008
50,50,"Jeff Quinney",NA,70.27,773,11,"FirstTeeEarlyRound2ScoringAverage",2008
51,51,"Jason Allred",NA,70.29,492,7,"FirstTeeEarlyRound2ScoringAverage",2008
52,52,"Todd Demsey",NA,70.3,703,10,"FirstTeeEarlyRound2ScoringAverage",2008
53,53,"Paul Casey",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2008
53,53,"Camilo Villegas",NA,70.33,422,6,"FirstTeeEarlyRound2ScoringAverage",2008
55,55,"Pat Perez",NA,70.38,563,8,"FirstTeeEarlyRound2ScoringAverage",2008
56,56,"Aaron Baddeley",NA,70.4,352,5,"FirstTeeEarlyRound2ScoringAverage",2008
56,56,"Steve Elkington",NA,70.4,352,5,"FirstTeeEarlyRound2ScoringAverage",2008
56,56,"Zach Johnson",NA,70.4,352,5,"FirstTeeEarlyRound2ScoringAverage",2008
56,56,"Chris Stroud",NA,70.4,704,10,"FirstTeeEarlyRound2ScoringAverage",2008
56,56,"Marc Turnesa",NA,70.4,704,10,"FirstTeeEarlyRound2ScoringAverage",2008
61,61,"Tim Herron",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2008
61,61,"Peter Lonard",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2008
63,63,"Shane Bertsch",NA,70.5,423,6,"FirstTeeEarlyRound2ScoringAverage",2008
63,63,"Dudley Hart",NA,70.5,564,8,"FirstTeeEarlyRound2ScoringAverage",2008
63,63,"John Merrick",NA,70.5,564,8,"FirstTeeEarlyRound2ScoringAverage",2008
63,63,"Steve Stricker",NA,70.5,423,6,"FirstTeeEarlyRound2ScoringAverage",2008
67,67,"Jim Furyk",NA,70.6,353,5,"FirstTeeEarlyRound2ScoringAverage",2008
67,67,"Will Ma Kenzie",NA,70.6,353,5,"FirstTeeEarlyRound2ScoringAverage",2008
69,69,"Ryan Armour",NA,70.67,212,3,"FirstTeeEarlyRound2ScoringAverage",2008
69,69,"Gavin Coles",NA,70.67,212,3,"FirstTeeEarlyRound2ScoringAverage",2008
69,69,"Kevin Stadler",NA,70.67,212,3,"FirstTeeEarlyRound2ScoringAverage",2008
72,72,"Jim McGovern",NA,70.71,495,7,"FirstTeeEarlyRound2ScoringAverage",2008
73,73,"Carlos Franco",NA,70.75,566,8,"FirstTeeEarlyRound2ScoringAverage",2008
73,73,"Martin Laird",NA,70.75,849,12,"FirstTeeEarlyRound2ScoringAverage",2008
75,75,"Kevin Streelman",NA,70.77,920,13,"FirstTeeEarlyRound2ScoringAverage",2008
76,76,"Kenny Perry",NA,70.8,354,5,"FirstTeeEarlyRound2ScoringAverage",2008
76,76,"Bob Tway",NA,70.8,354,5,"FirstTeeEarlyRound2ScoringAverage",2008
78,78,"Brad Elder",NA,70.86,496,7,"FirstTeeEarlyRound2ScoringAverage",2008
78,78,"Jimmy Walker",NA,70.86,496,7,"FirstTeeEarlyRound2ScoringAverage",2008
80,80,"Marco Dawson",NA,70.88,567,8,"FirstTeeEarlyRound2ScoringAverage",2008
80,80,"Michael Letzig",NA,70.88,567,8,"FirstTeeEarlyRound2ScoringAverage",2008
80,80,"Tim Wilkinson",NA,70.88,567,8,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Stephen Ames",NA,71,284,4,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Jeff Gove",NA,71,355,5,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Nathan Green",NA,71,710,10,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Padraig Harrington",NA,71,71,1,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Lee Janzen",NA,71,284,4,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Brandt Jobe",NA,71,284,4,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"David Lutterus",NA,71,568,8,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Hunter Mahan",NA,71,497,7,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Jeff Overton",NA,71,781,11,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Corey Pavin",NA,71,284,4,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Brett Quigley",NA,71,426,6,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Andres Romero",NA,71,568,8,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Vijay Singh",NA,71,355,5,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Omar Uresti",NA,71,284,4,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Ron Whittaker",NA,71,355,5,"FirstTeeEarlyRound2ScoringAverage",2008
83,83,"Mark Wilson",NA,71,568,8,"FirstTeeEarlyRound2ScoringAverage",2008
99,99,"Charley Hoffman",NA,71.13,569,8,"FirstTeeEarlyRound2ScoringAverage",2008
100,100,"Ryuji Imada",NA,71.17,427,6,"FirstTeeEarlyRound2ScoringAverage",2008
101,101,"YE Yang",NA,71.2,356,5,"FirstTeeEarlyRound2ScoringAverage",2008
102,102,"Bart Bryant",NA,71.25,570,8,"FirstTeeEarlyRound2ScoringAverage",2008
103,103,"Davis Love III",NA,71.29,499,7,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"Stuart Appleby",NA,71.33,428,6,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"John Huston",NA,71.33,214,3,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"George McNeill",NA,71.33,642,9,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"Geoff Ogilvy",NA,71.33,214,3,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"Bob Sowards",NA,71.33,428,6,"FirstTeeEarlyRound2ScoringAverage",2008
104,104,"Bubba Watson",NA,71.33,214,3,"FirstTeeEarlyRound2ScoringAverage",2008
110,110,"Eric Axley",NA,71.38,571,8,"FirstTeeEarlyRound2ScoringAverage",2008
110,110,"Paul Goydos",NA,71.38,571,8,"FirstTeeEarlyRound2ScoringAverage",2008
110,110,"Mathias Gronberg",NA,71.38,571,8,"FirstTeeEarlyRound2ScoringAverage",2008
113,113,"Bill Haas",NA,71.4,357,5,"FirstTeeEarlyRound2ScoringAverage",2008
114,114,"Nick OHern",NA,71.43,500,7,"FirstTeeEarlyRound2ScoringAverage",2008
114,114,"Jin Park",NA,71.43,500,7,"FirstTeeEarlyRound2ScoringAverage",2008
116,116,"Jason Gore",NA,71.5,286,4,"FirstTeeEarlyRound2ScoringAverage",2008
116,116,"Jerry Kelly",NA,71.5,572,8,"FirstTeeEarlyRound2ScoringAverage",2008
116,116,"Tom Lehman",NA,71.5,286,4,"FirstTeeEarlyRound2ScoringAverage",2008
116,116,"Johnson Wagner",NA,71.5,715,10,"FirstTeeEarlyRound2ScoringAverage",2008
116,116,"Nick Watney",NA,71.5,572,8,"FirstTeeEarlyRound2ScoringAverage",2008
121,121,"Robert Gamez",NA,71.57,501,7,"FirstTeeEarlyRound2ScoringAverage",2008
121,121,"Jesper Parnevik",NA,71.57,501,7,"FirstTeeEarlyRound2ScoringAverage",2008
123,123,"Angel Cabrera",NA,71.6,358,5,"FirstTeeEarlyRound2ScoringAverage",2008
123,123,"Stewart Cink",NA,71.6,358,5,"FirstTeeEarlyRound2ScoringAverage",2008
123,123,"Boo Weekley",NA,71.6,358,5,"FirstTeeEarlyRound2ScoringAverage",2008
126,126,"Doug LaBelle II",NA,71.63,573,8,"FirstTeeEarlyRound2ScoringAverage",2008
126,126,"Sean OHair",NA,71.63,573,8,"FirstTeeEarlyRound2ScoringAverage",2008
126,126,"John Riegger",NA,71.63,573,8,"FirstTeeEarlyRound2ScoringAverage",2008
126,126,"Patrick Sheehan",NA,71.63,573,8,"FirstTeeEarlyRound2ScoringAverage",2008
130,130,"Tom Scherrer",NA,71.67,215,3,"FirstTeeEarlyRound2ScoringAverage",2008
