"Round3ScoringAverage_RANKTHISWEEK_2016","Round3ScoringAverage_RANKLASTWEEK_2016","Round3ScoringAverage_PLAYERNAME_2016","Round3ScoringAverage__2016","Round3ScoringAverage_AVG_2016","Round3ScoringAverage_TOTALSTROKES_2016","Round3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,5,"Marc Leishman",NA,68.56,617,9,"Round3ScoringAverage",2016
2,6,"Byeong Hun An",NA,68.75,275,4,"Round3ScoringAverage",2016
2,4,"Jamie Lovemark",NA,68.75,825,12,"Round3ScoringAverage",2016
4,7,"Luke Guthrie",NA,68.8,344,5,"Round3ScoringAverage",2016
4,7,"Graeme McDowell",NA,68.8,344,5,"Round3ScoringAverage",2016
6,9,"Jason Bohn",NA,69,552,8,"Round3ScoringAverage",2016
7,3,"Alex Cejka",NA,69.11,622,9,"Round3ScoringAverage",2016
8,10,"Russell Henley",NA,69.13,553,8,"Round3ScoringAverage",2016
9,1,"Phil Mickelson",NA,69.14,484,7,"Round3ScoringAverage",2016
9,2,"Scott Stallings",NA,69.14,484,7,"Round3ScoringAverage",2016
11,12,"Charles Howell III",NA,69.2,1038,15,"Round3ScoringAverage",2016
12,11,"Hideki Matsuyama",NA,69.25,554,8,"Round3ScoringAverage",2016
13,14,"Jordan Spieth",NA,69.29,485,7,"Round3ScoringAverage",2016
13,14,"Shawn Stefani",NA,69.29,485,7,"Round3ScoringAverage",2016
15,16,"Smylie Kaufman",NA,69.33,832,12,"Round3ScoringAverage",2016
15,16,"Jimmy Walker",NA,69.33,624,9,"Round3ScoringAverage",2016
15,16,"Will Wilcox",NA,69.33,624,9,"Round3ScoringAverage",2016
18,20,"Tyler Aldridge",NA,69.4,694,10,"Round3ScoringAverage",2016
19,21,"Zach Johnson",NA,69.44,625,9,"Round3ScoringAverage",2016
20,22,"Padraig Harrington",NA,69.5,556,8,"Round3ScoringAverage",2016
20,22,"John Huh",NA,69.5,695,10,"Round3ScoringAverage",2016
22,32,"Rickie Fowler",NA,69.67,627,9,"Round3ScoringAverage",2016
22,26,"Hudson Swafford",NA,69.67,627,9,"Round3ScoringAverage",2016
24,29,"Dicky Pride",NA,69.75,279,4,"Round3ScoringAverage",2016
25,30,"Matt Kuchar",NA,69.8,698,10,"Round3ScoringAverage",2016
26,27,"Gary Woodland",NA,69.82,768,11,"Round3ScoringAverage",2016
27,31,"Blayne Barber",NA,69.86,489,7,"Round3ScoringAverage",2016
28,32,"Bill Haas",NA,69.88,559,8,"Round3ScoringAverage",2016
28,32,"Dustin Johnson",NA,69.88,559,8,"Round3ScoringAverage",2016
30,25,"Adam Scott",NA,69.89,629,9,"Round3ScoringAverage",2016
30,13,"David Toms",NA,69.89,629,9,"Round3ScoringAverage",2016
32,37,"Aaron Baddeley",NA,69.91,769,11,"Round3ScoringAverage",2016
32,37,"Jason Dufner",NA,69.91,769,11,"Round3ScoringAverage",2016
34,37,"Roberto Castro",NA,70,840,12,"Round3ScoringAverage",2016
34,24,"Tony Finau",NA,70,700,10,"Round3ScoringAverage",2016
34,36,"Emiliano Grillo",NA,70,700,10,"Round3ScoringAverage",2016
34,40,"Kevin Na",NA,70,840,12,"Round3ScoringAverage",2016
34,40,"Nick Taylor",NA,70,910,13,"Round3ScoringAverage",2016
34,40,"Tim Wilkinson",NA,70,700,10,"Round3ScoringAverage",2016
40,48,"Freddie Jacobson",NA,70.08,841,12,"Round3ScoringAverage",2016
40,28,"Harold Varner III",NA,70.08,841,12,"Round3ScoringAverage",2016
42,50,"Lucas Glover",NA,70.09,771,11,"Round3ScoringAverage",2016
42,49,"Ben Martin",NA,70.09,771,11,"Round3ScoringAverage",2016
44,50,"KJ Choi",NA,70.1,701,10,"Round3ScoringAverage",2016
44,50,"Kevin Kisner",NA,70.1,701,10,"Round3ScoringAverage",2016
44,50,"Russell Knox",NA,70.1,701,10,"Round3ScoringAverage",2016
47,55,"Tom Hoge",NA,70.11,631,9,"Round3ScoringAverage",2016
47,54,"Peter Malnati",NA,70.11,631,9,"Round3ScoringAverage",2016
47,19,"Sean OHair",NA,70.11,631,9,"Round3ScoringAverage",2016
50,55,"Ben Crane",NA,70.13,561,8,"Round3ScoringAverage",2016
51,58,"Shane Bertsch",NA,70.14,491,7,"Round3ScoringAverage",2016
51,58,"Brooks Koepka",NA,70.14,491,7,"Round3ScoringAverage",2016
53,60,"Branden Grace",NA,70.17,421,6,"Round3ScoringAverage",2016
53,60,"Sam Saunders",NA,70.17,421,6,"Round3ScoringAverage",2016
55,40,"Anirban Lahiri",NA,70.22,632,9,"Round3ScoringAverage",2016
