"LatePar3ScoringAverage_RANKTHISWEEK_2006","LatePar3ScoringAverage_RANKLASTWEEK_2006","LatePar3ScoringAverage_PLAYERNAME_2006","LatePar3ScoringAverage_ROUNDS_2006","LatePar3ScoringAverage_AVG_2006","LatePar3ScoringAverage_TOTALSTROKES_2006","LatePar3ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"David Howell",52,2.95,248,84,"LatePar3ScoringAverage",2006
2,2,"Corey Pavin",74,2.96,406,137,"LatePar3ScoringAverage",2006
3,3,"Kirk Triplett",58,2.97,315,106,"LatePar3ScoringAverage",2006
4,4,"Kenny Perry",73,2.98,396,133,"LatePar3ScoringAverage",2006
5,5,"Luke Donald",66,2.99,430,144,"LatePar3ScoringAverage",2006
5,5,"Jim Furyk",89,2.99,705,236,"LatePar3ScoringAverage",2006
5,5,"Adam Scott",70,2.99,494,165,"LatePar3ScoringAverage",2006
5,5,"Jerry Smith",94,2.99,461,154,"LatePar3ScoringAverage",2006
5,5,"Tiger Woods",55,2.99,443,148,"LatePar3ScoringAverage",2006
10,10,"Chris DiMarco",83,3,459,153,"LatePar3ScoringAverage",2006
10,10,"Brian Gay",107,3,667,222,"LatePar3ScoringAverage",2006
12,12,"Tommy Armour III",65,3.01,346,115,"LatePar3ScoringAverage",2006
12,12,"Jonathan Byrd",66,3.01,425,141,"LatePar3ScoringAverage",2006
12,12,"Tim Clark",80,3.01,512,170,"LatePar3ScoringAverage",2006
12,12,"Jerry Kelly",100,3.01,660,219,"LatePar3ScoringAverage",2006
12,12,"Jose Maria Olazabal",62,3.01,325,108,"LatePar3ScoringAverage",2006
12,12,"Rory Sabbatini",84,3.01,464,154,"LatePar3ScoringAverage",2006
12,12,"Omar Uresti",61,3.01,334,111,"LatePar3ScoringAverage",2006
19,19,"Michael Allen",84,3.02,511,169,"LatePar3ScoringAverage",2006
19,19,"Briny Baird",81,3.02,549,182,"LatePar3ScoringAverage",2006
19,19,"Stewart Cink",93,3.02,580,192,"LatePar3ScoringAverage",2006
19,19,"Ben Crane",85,3.02,480,159,"LatePar3ScoringAverage",2006
19,19,"David Duval",71,3.02,377,125,"LatePar3ScoringAverage",2006
19,19,"Shaun Micheel",96,3.02,622,206,"LatePar3ScoringAverage",2006
19,19,"Tom Pernice Jr",108,3.02,665,220,"LatePar3ScoringAverage",2006
19,19,"Justin Rose",98,3.02,647,214,"LatePar3ScoringAverage",2006
19,19,"Jeff Sluman",101,3.02,611,202,"LatePar3ScoringAverage",2006
19,19,"Scott Verplank",88,3.02,543,180,"LatePar3ScoringAverage",2006
29,29,"Robert Allenby",79,3.03,500,165,"LatePar3ScoringAverage",2006
29,29,"Jeff Gove",91,3.03,552,182,"LatePar3ScoringAverage",2006
29,29,"Trevor Immelman",86,3.03,612,202,"LatePar3ScoringAverage",2006
29,29,"Bob May",65,3.03,391,129,"LatePar3ScoringAverage",2006
29,29,"Brett Quigley",109,3.03,746,246,"LatePar3ScoringAverage",2006
29,29,"Steve Stricker",64,3.03,433,143,"LatePar3ScoringAverage",2006
29,29,"Duffy Waldorf",96,3.03,506,167,"LatePar3ScoringAverage",2006
36,36,"Chad Campbell",91,3.04,565,186,"LatePar3ScoringAverage",2006
36,36,"John Cook",67,3.04,371,122,"LatePar3ScoringAverage",2006
36,36,"Robert Gamez",94,3.04,496,163,"LatePar3ScoringAverage",2006
36,36,"Padraig Harrington",54,3.04,328,108,"LatePar3ScoringAverage",2006
36,36,"Lee Janzen",79,3.04,456,150,"LatePar3ScoringAverage",2006
36,36,"Frank Lickliter II",99,3.04,626,206,"LatePar3ScoringAverage",2006
36,36,"Hunter Mahan",98,3.04,599,197,"LatePar3ScoringAverage",2006
36,36,"Kevin Sutherland",100,3.04,581,191,"LatePar3ScoringAverage",2006
44,44,"Olin Browne",108,3.05,530,174,"LatePar3ScoringAverage",2006
44,44,"JJ Henry",96,3.05,586,192,"LatePar3ScoringAverage",2006
44,44,"Ryuji Imada",105,3.05,582,191,"LatePar3ScoringAverage",2006
44,44,"Richard Johnson",94,3.05,617,202,"LatePar3ScoringAverage",2006
44,44,"Vijay Singh",103,3.05,705,231,"LatePar3ScoringAverage",2006
49,49,"Woody Austin",107,3.06,666,218,"LatePar3ScoringAverage",2006
49,49,"Eric Axley",91,3.06,523,171,"LatePar3ScoringAverage",2006
49,49,"Jason Bohn",104,3.06,616,201,"LatePar3ScoringAverage",2006
49,49,"Bob Estes",85,3.06,495,162,"LatePar3ScoringAverage",2006
49,49,"Retief Goosen",68,3.06,444,145,"LatePar3ScoringAverage",2006
49,49,"Bill Haas",99,3.06,597,195,"LatePar3ScoringAverage",2006
49,49,"Stephen Leaney",84,3.06,538,176,"LatePar3ScoringAverage",2006
49,49,"Sean OHair",100,3.06,533,174,"LatePar3ScoringAverage",2006
49,49,"Ian Poulter",53,3.06,392,128,"LatePar3ScoringAverage",2006
49,49,"Heath Slocum",96,3.06,524,171,"LatePar3ScoringAverage",2006
49,49,"Mike Weir",88,3.06,585,191,"LatePar3ScoringAverage",2006
49,49,"Dean Wilson",115,3.06,668,218,"LatePar3ScoringAverage",2006
61,61,"KJ Choi",93,3.07,528,172,"LatePar3ScoringAverage",2006
61,61,"Kris Cox",83,3.07,495,161,"LatePar3ScoringAverage",2006
61,61,"Marco Dawson",87,3.07,463,151,"LatePar3ScoringAverage",2006
61,61,"Dudley Hart",83,3.07,498,162,"LatePar3ScoringAverage",2006
61,61,"John Huston",74,3.07,375,122,"LatePar3ScoringAverage",2006
61,61,"Freddie Jacobson",56,3.07,372,121,"LatePar3ScoringAverage",2006
61,61,"Zach Johnson",98,3.07,583,190,"LatePar3ScoringAverage",2006
61,61,"Steve Jones",83,3.07,458,149,"LatePar3ScoringAverage",2006
61,61,"Bernhard Langer",77,3.07,452,147,"LatePar3ScoringAverage",2006
61,61,"Ryan Moore",68,3.07,420,137,"LatePar3ScoringAverage",2006
61,61,"Rod Pampling",89,3.07,525,171,"LatePar3ScoringAverage",2006
61,61,"Jesper Parnevik",84,3.07,501,163,"LatePar3ScoringAverage",2006
61,61,"Jason Schultz",77,3.07,460,150,"LatePar3ScoringAverage",2006
61,61,"Joey Sindelar",90,3.07,538,175,"LatePar3ScoringAverage",2006
61,61,"Jimmy Walker",60,3.07,365,119,"LatePar3ScoringAverage",2006
76,76,"Billy Andrade",78,3.08,462,150,"LatePar3ScoringAverage",2006
76,76,"Paul Azinger",87,3.08,499,162,"LatePar3ScoringAverage",2006
76,76,"Fred Funk",106,3.08,640,208,"LatePar3ScoringAverage",2006
76,76,"Robert Garrigus",85,3.08,502,163,"LatePar3ScoringAverage",2006
76,76,"Steve Lowery",99,3.08,588,191,"LatePar3ScoringAverage",2006
76,76,"Phil Mickelson",74,3.08,484,157,"LatePar3ScoringAverage",2006
76,76,"Jon Mills",68,3.08,388,126,"LatePar3ScoringAverage",2006
76,76,"Ted Purdy",103,3.08,622,202,"LatePar3ScoringAverage",2006
76,76,"Tag Ridings",103,3.08,603,196,"LatePar3ScoringAverage",2006
76,76,"Charles Warren",93,3.08,555,180,"LatePar3ScoringAverage",2006
76,76,"Mark Wilson",79,3.08,409,133,"LatePar3ScoringAverage",2006
87,87,"Brian Davis",92,3.09,466,151,"LatePar3ScoringAverage",2006
87,87,"Steve Elkington",52,3.09,334,108,"LatePar3ScoringAverage",2006
87,87,"Ernie Els",69,3.09,503,163,"LatePar3ScoringAverage",2006
87,87,"Justin Leonard",83,3.09,532,172,"LatePar3ScoringAverage",2006
87,87,"Peter Lonard",77,3.09,460,149,"LatePar3ScoringAverage",2006
87,87,"Larry Mize",53,3.09,290,94,"LatePar3ScoringAverage",2006
87,87,"Ryan Palmer",101,3.09,637,206,"LatePar3ScoringAverage",2006
87,87,"John Senden",96,3.09,554,179,"LatePar3ScoringAverage",2006
87,87,"Bo Van Pelt",102,3.09,688,223,"LatePar3ScoringAverage",2006
96,96,"Stephen Ames",63,3.1,425,137,"LatePar3ScoringAverage",2006
96,96,"David Branshaw",98,3.1,580,187,"LatePar3ScoringAverage",2006
96,96,"Mark Brooks",90,3.1,580,187,"LatePar3ScoringAverage",2006
96,96,"Bart Bryant",87,3.1,515,166,"LatePar3ScoringAverage",2006
96,96,"Mark Calcavecchia",94,3.1,565,182,"LatePar3ScoringAverage",2006
96,96,"Fred Couples",52,3.1,298,96,"LatePar3ScoringAverage",2006
96,96,"Steve Flesch",119,3.1,630,203,"LatePar3ScoringAverage",2006
96,96,"Sergio Garcia",59,3.1,347,112,"LatePar3ScoringAverage",2006
96,96,"Paul Goydos",72,3.1,452,146,"LatePar3ScoringAverage",2006
