"GIRPuttingAvg3035_RANKTHISWEEK_2015","GIRPuttingAvg3035_RANKLASTWEEK_2015","GIRPuttingAvg3035_PLAYERNAME_2015","GIRPuttingAvg3035_ROUNDS_2015","GIRPuttingAvg3035_PctMADE_2015","GIRPuttingAvg3035_ATTEMPTS_2015","GIRPuttingAvg3035_PUTTSMADE_2015","stat_name","year"
1,1,"David Toms",62,1.62,37,6,"GIRPuttingAvg3035",2015
2,2,"Lee Westwood",56,1.58,19,3,"GIRPuttingAvg3035",2015
3,3,"Padraig Harrington",60,1.39,36,5,"GIRPuttingAvg3035",2015
4,4,"Nicholas Thompson",90,1.36,66,9,"GIRPuttingAvg3035",2015
4,4,"Steve Wheatcroft",87,1.36,66,9,"GIRPuttingAvg3035",2015
6,6,"Chris Stroud",84,1.35,52,7,"GIRPuttingAvg3035",2015
7,7,"Steven Bowditch",103,1.32,68,9,"GIRPuttingAvg3035",2015
8,8,"Brian Davis",86,1.21,58,7,"GIRPuttingAvg3035",2015
9,9,"Jason Dufner",76,1.19,42,5,"GIRPuttingAvg3035",2015
10,10,"Stewart Cink",77,1.16,69,8,"GIRPuttingAvg3035",2015
11,11,"Daniel Summerhays",101,1.13,71,8,"GIRPuttingAvg3035",2015
12,12,"George McNeill",93,1.1,82,9,"GIRPuttingAvg3035",2015
13,13,"Ken Duke",93,1.09,55,6,"GIRPuttingAvg3035",2015
13,13,"Pat Perez",96,1.09,64,7,"GIRPuttingAvg3035",2015
13,13,"Patrick Reed",103,1.09,64,7,"GIRPuttingAvg3035",2015
16,16,"Fabian Gomez",83,1.07,56,6,"GIRPuttingAvg3035",2015
16,16,"Louis Oosthuizen",68,1.07,28,3,"GIRPuttingAvg3035",2015
18,18,"Brice Garnett",81,1.03,68,7,"GIRPuttingAvg3035",2015
18,18,"Andrew Putnam",68,1.03,29,3,"GIRPuttingAvg3035",2015
20,20,"Brian Stuard",97,1.02,49,5,"GIRPuttingAvg3035",2015
21,21,"Ricky Barnes",82,1,40,4,"GIRPuttingAvg3035",2015
21,21,"James Hahn",94,1,60,6,"GIRPuttingAvg3035",2015
21,21,"Will Wilcox",58,1,50,5,"GIRPuttingAvg3035",2015
24,24,"Troy Merritt",91,0.97,72,7,"GIRPuttingAvg3035",2015
24,24,"Scott Pinckney",88,0.97,72,7,"GIRPuttingAvg3035",2015
24,24,"Camilo Villegas",83,0.97,72,7,"GIRPuttingAvg3035",2015
27,27,"Jason Day",75,0.96,52,5,"GIRPuttingAvg3035",2015
28,28,"Kevin Kisner",104,0.95,74,7,"GIRPuttingAvg3035",2015
29,29,"Charley Hoffman",97,0.94,53,5,"GIRPuttingAvg3035",2015
30,30,"Jonathan Randolph",72,0.93,43,4,"GIRPuttingAvg3035",2015
30,30,"Jordan Spieth",91,0.93,54,5,"GIRPuttingAvg3035",2015
32,32,"Zac Blair",108,0.92,76,7,"GIRPuttingAvg3035",2015
32,32,"Colt Knost",90,0.92,65,6,"GIRPuttingAvg3035",2015
34,34,"Jonas Blixt",78,0.91,33,3,"GIRPuttingAvg3035",2015
34,34,"Heath Slocum",57,0.91,22,2,"GIRPuttingAvg3035",2015
36,36,"Luke Donald",71,0.89,45,4,"GIRPuttingAvg3035",2015
36,36,"Derek Fathauer",81,0.89,45,4,"GIRPuttingAvg3035",2015
36,36,"Morgan Hoffmann",85,0.89,45,4,"GIRPuttingAvg3035",2015
39,39,"Steven Alker",62,0.88,34,3,"GIRPuttingAvg3035",2015
39,39,"Davis Love III",51,0.88,34,3,"GIRPuttingAvg3035",2015
39,39,"Cameron Tringale",96,0.88,80,7,"GIRPuttingAvg3035",2015
42,42,"Matt Jones",89,0.85,59,5,"GIRPuttingAvg3035",2015
42,42,"Sean OHair",86,0.85,71,6,"GIRPuttingAvg3035",2015
42,42,"Michael Thompson",83,0.85,71,6,"GIRPuttingAvg3035",2015
45,45,"Daniel Berger",97,0.83,72,6,"GIRPuttingAvg3035",2015
45,45,"Cameron Percy",72,0.83,60,5,"GIRPuttingAvg3035",2015
45,45,"DA Points",72,0.83,48,4,"GIRPuttingAvg3035",2015
45,45,"Robert Streb",110,0.83,84,7,"GIRPuttingAvg3035",2015
49,49,"Luke Guthrie",84,0.82,49,4,"GIRPuttingAvg3035",2015
49,49,"Jim Herman",88,0.82,73,6,"GIRPuttingAvg3035",2015
49,49,"Bubba Watson",71,0.82,49,4,"GIRPuttingAvg3035",2015
52,52,"Ian Poulter",68,0.81,37,3,"GIRPuttingAvg3035",2015
53,53,"Hideki Matsuyama",95,0.8,50,4,"GIRPuttingAvg3035",2015
54,54,"Angel Cabrera",53,0.79,38,3,"GIRPuttingAvg3035",2015
54,54,"Kevin Chappell",86,0.79,63,5,"GIRPuttingAvg3035",2015
54,54,"Tony Finau",106,0.79,89,7,"GIRPuttingAvg3035",2015
54,54,"Rickie Fowler",76,0.79,38,3,"GIRPuttingAvg3035",2015
58,58,"Charles Howell III",105,0.78,90,7,"GIRPuttingAvg3035",2015
58,58,"Ryo Ishikawa",90,0.78,64,5,"GIRPuttingAvg3035",2015
60,60,"Aaron Baddeley",76,0.77,39,3,"GIRPuttingAvg3035",2015
60,60,"Chad Collins",79,0.77,52,4,"GIRPuttingAvg3035",2015
