"GIRPercentageLess100yards_RANKTHISWEEK_2014","GIRPercentageLess100yards_RANKLASTWEEK_2014","GIRPercentageLess100yards_PLAYERNAME_2014","GIRPercentageLess100yards_ROUNDS_2014","GIRPercentageLess100yards_Pct_2014","GIRPercentageLess100yards_GREENSHIT_2014","GIRPercentageLess100yards_TOTALHOLES_2014","GIRPercentageLess100yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Chad Campbell",57,91.67,110,120,-0.33,"GIRPercentageLess100yards",2014
2,2,"Gary Woodland",93,90.75,255,281,-0.47,"GIRPercentageLess100yards",2014
3,3,"Tim Clark",75,90.48,133,147,-0.49,"GIRPercentageLess100yards",2014
3,3,"Luke Donald",57,90.48,95,105,-0.57,"GIRPercentageLess100yards",2014
5,5,"Bryce Molder",77,90.38,141,156,-0.53,"GIRPercentageLess100yards",2014
6,6,"KJ Choi",80,90.34,159,176,-0.58,"GIRPercentageLess100yards",2014
7,7,"Jason Dufner",57,89.84,115,128,-0.59,"GIRPercentageLess100yards",2014
8,8,"Seung Yul Noh",92,89.82,203,226,-0.53,"GIRPercentageLess100yards",2014
9,9,"Vijay Singh",83,89.68,226,252,-0.51,"GIRPercentageLess100yards",2014
10,10,"Lucas Glover",68,89.47,136,152,-0.41,"GIRPercentageLess100yards",2014
11,11,"Zach Johnson",97,89.27,208,233,-0.59,"GIRPercentageLess100yards",2014
12,12,"Heath Slocum",71,89.24,141,158,-0.46,"GIRPercentageLess100yards",2014
13,13,"Martin Flores",85,89.04,195,219,-0.46,"GIRPercentageLess100yards",2014
14,14,"Mike Weir",69,88.98,113,127,-0.48,"GIRPercentageLess100yards",2014
15,15,"Cameron Tringale",111,88.96,274,308,-0.52,"GIRPercentageLess100yards",2014
16,16,"Ryan Moore",86,88.89,176,198,-0.5,"GIRPercentageLess100yards",2014
17,17,"Josh Teater",90,88.74,205,231,-0.51,"GIRPercentageLess100yards",2014
18,18,"Tim Wilkinson",86,88.71,165,186,-0.51,"GIRPercentageLess100yards",2014
19,19,"Kevin Stadler",90,88.41,206,233,-0.53,"GIRPercentageLess100yards",2014
20,20,"Rory McIlroy",66,88.27,173,196,-0.64,"GIRPercentageLess100yards",2014
21,21,"Brendon Todd",108,88.24,210,238,-0.48,"GIRPercentageLess100yards",2014
22,22,"Charl Schwartzel",64,88.15,186,211,-0.58,"GIRPercentageLess100yards",2014
23,23,"Hudson Swafford",75,88.1,148,168,-0.49,"GIRPercentageLess100yards",2014
24,24,"Brandt Snedeker",89,88.08,170,193,-0.52,"GIRPercentageLess100yards",2014
25,25,"Adam Scott",68,88.04,184,209,-0.62,"GIRPercentageLess100yards",2014
26,26,"Sean OHair",77,88.02,191,217,-0.5,"GIRPercentageLess100yards",2014
27,27,"Troy Merritt",62,87.97,139,158,-0.45,"GIRPercentageLess100yards",2014
28,28,"George McNeill",79,87.94,175,199,-0.53,"GIRPercentageLess100yards",2014
29,29,"Robert Allenby",83,87.8,144,164,-0.53,"GIRPercentageLess100yards",2014
30,30,"Kevin Na",94,87.71,207,236,-0.6,"GIRPercentageLess100yards",2014
31,31,"Bill Haas",107,87.63,255,291,-0.53,"GIRPercentageLess100yards",2014
31,31,"Jimmy Walker",98,87.63,248,283,-0.61,"GIRPercentageLess100yards",2014
33,33,"Martin Laird",66,87.62,177,202,-0.64,"GIRPercentageLess100yards",2014
34,34,"Will Ma Kenzie",82,87.56,197,225,-0.56,"GIRPercentageLess100yards",2014
35,35,"Andrew Svoboda",77,87.5,175,200,-0.45,"GIRPercentageLess100yards",2014
35,35,"Boo Weekley",73,87.5,161,184,-0.42,"GIRPercentageLess100yards",2014
37,37,"Steven Bowditch",93,87.36,235,269,-0.6,"GIRPercentageLess100yards",2014
38,38,"Bubba Watson",76,87.35,214,245,-0.51,"GIRPercentageLess100yards",2014
39,39,"David Hearn",97,87.32,179,205,-0.49,"GIRPercentageLess100yards",2014
40,40,"Jonathan Byrd",76,87.29,158,181,-0.51,"GIRPercentageLess100yards",2014
41,41,"Patrick Reed",92,87.22,232,266,-0.56,"GIRPercentageLess100yards",2014
42,42,"Trevor Immelman",84,87.18,170,195,-0.53,"GIRPercentageLess100yards",2014
43,43,"Graham DeLaet",80,87.1,189,217,-0.49,"GIRPercentageLess100yards",2014
44,44,"Ryo Ishikawa",75,86.91,166,191,-0.6,"GIRPercentageLess100yards",2014
45,45,"Danny Lee",84,86.9,199,229,-0.52,"GIRPercentageLess100yards",2014
46,46,"Daniel Summerhays",98,86.74,229,264,-0.52,"GIRPercentageLess100yards",2014
46,46,"Michael Thompson",74,86.74,157,181,-0.49,"GIRPercentageLess100yards",2014
