"LatePar3ScoringAverage_RANKTHISWEEK_2011","LatePar3ScoringAverage_RANKLASTWEEK_2011","LatePar3ScoringAverage_PLAYERNAME_2011","LatePar3ScoringAverage_ROUNDS_2011","LatePar3ScoringAverage_AVG_2011","LatePar3ScoringAverage_TOTALSTROKES_2011","LatePar3ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Jason Day",76,2.96,447,151,"LatePar3ScoringAverage",2011
1,1,"Matt McQuillan",59,2.96,409,138,"LatePar3ScoringAverage",2011
3,3,"Stephen Ames",69,2.98,361,121,"LatePar3ScoringAverage",2011
3,3,"Luke Donald",73,2.98,501,168,"LatePar3ScoringAverage",2011
3,3,"Jim Furyk",87,2.98,607,204,"LatePar3ScoringAverage",2011
3,3,"David Toms",78,2.98,486,163,"LatePar3ScoringAverage",2011
3,3,"Jimmy Walker",79,2.98,444,149,"LatePar3ScoringAverage",2011
8,8,"Jason Bohn",74,2.99,359,120,"LatePar3ScoringAverage",2011
8,8,"Brandt Jobe",100,2.99,603,202,"LatePar3ScoringAverage",2011
8,8,"Scott Stallings",84,2.99,499,167,"LatePar3ScoringAverage",2011
11,11,"Briny Baird",60,3,336,112,"LatePar3ScoringAverage",2011
11,11,"Michael Bradley",74,3,393,131,"LatePar3ScoringAverage",2011
11,11,"Steve Elkington",50,3,291,97,"LatePar3ScoringAverage",2011
11,11,"Heath Slocum",89,3,468,156,"LatePar3ScoringAverage",2011
15,15,"Kris Blanks",92,3.01,557,185,"LatePar3ScoringAverage",2011
15,15,"Brian Gay",90,3.01,559,186,"LatePar3ScoringAverage",2011
15,15,"Hunter Mahan",92,3.01,562,187,"LatePar3ScoringAverage",2011
15,15,"Bryce Molder",82,3.01,545,181,"LatePar3ScoringAverage",2011
15,15,"Kevin Na",84,3.01,478,159,"LatePar3ScoringAverage",2011
15,15,"Vaughn Taylor",89,3.01,559,186,"LatePar3ScoringAverage",2011
15,15,"Gary Woodland",93,3.01,677,225,"LatePar3ScoringAverage",2011
22,22,"Robert Allenby",84,3.02,423,140,"LatePar3ScoringAverage",2011
22,22,"Shane Bertsch",62,3.02,387,128,"LatePar3ScoringAverage",2011
22,22,"Bill Lunde",92,3.02,493,163,"LatePar3ScoringAverage",2011
22,22,"Shaun Micheel",77,3.02,393,130,"LatePar3ScoringAverage",2011
22,22,"Geoff Ogilvy",69,3.02,384,127,"LatePar3ScoringAverage",2011
22,22,"Ian Poulter",52,3.02,281,93,"LatePar3ScoringAverage",2011
22,22,"Jim Renner",65,3.02,386,128,"LatePar3ScoringAverage",2011
22,22,"Webb Simpson",98,3.02,759,251,"LatePar3ScoringAverage",2011
22,22,"Michael Thompson",79,3.02,507,168,"LatePar3ScoringAverage",2011
22,22,"Nick Watney",80,3.02,588,195,"LatePar3ScoringAverage",2011
32,32,"Alex Cejka",59,3.03,309,102,"LatePar3ScoringAverage",2011
32,32,"Michael Connell",76,3.03,440,145,"LatePar3ScoringAverage",2011
32,32,"David Hearn",88,3.03,484,160,"LatePar3ScoringAverage",2011
32,32,"Tim Herron",85,3.03,500,165,"LatePar3ScoringAverage",2011
32,32,"Chris Kirk",87,3.03,534,176,"LatePar3ScoringAverage",2011
32,32,"Spencer Levin",113,3.03,749,247,"LatePar3ScoringAverage",2011
32,32,"Michael Putnam",67,3.03,345,114,"LatePar3ScoringAverage",2011
32,32,"Chez Reavie",92,3.03,543,179,"LatePar3ScoringAverage",2011
32,32,"Alexandre Rocha",65,3.03,351,116,"LatePar3ScoringAverage",2011
32,32,"Boo Weekley",66,3.03,318,105,"LatePar3ScoringAverage",2011
42,42,"Ricky Barnes",78,3.04,505,166,"LatePar3ScoringAverage",2011
42,42,"Ernie Els",71,3.04,359,118,"LatePar3ScoringAverage",2011
42,42,"Tommy Gainey",104,3.04,672,221,"LatePar3ScoringAverage",2011
42,42,"Trevor Immelman",84,3.04,507,167,"LatePar3ScoringAverage",2011
42,42,"Freddie Jacobson",92,3.04,601,198,"LatePar3ScoringAverage",2011
42,42,"Richard Johnson",64,3.04,331,109,"LatePar3ScoringAverage",2011
42,42,"Derek Lamely",65,3.04,359,118,"LatePar3ScoringAverage",2011
42,42,"Nick OHern",89,3.04,614,202,"LatePar3ScoringAverage",2011
42,42,"DA Points",89,3.04,541,178,"LatePar3ScoringAverage",2011
42,42,"Justin Rose",79,3.04,408,134,"LatePar3ScoringAverage",2011
42,42,"Kevin Stadler",88,3.04,519,171,"LatePar3ScoringAverage",2011
42,42,"Kevin Streelman",90,3.04,462,152,"LatePar3ScoringAverage",2011
54,54,"Kevin Chappell",78,3.05,515,169,"LatePar3ScoringAverage",2011
54,54,"KJ Choi",77,3.05,515,169,"LatePar3ScoringAverage",2011
54,54,"Brendon de Jonge",105,3.05,681,223,"LatePar3ScoringAverage",2011
54,54,"Andres Gonzales",60,3.05,308,101,"LatePar3ScoringAverage",2011
54,54,"Robert Karlsson",61,3.05,354,116,"LatePar3ScoringAverage",2011
54,54,"Jerry Kelly",85,3.05,543,178,"LatePar3ScoringAverage",2011
54,54,"Tim Petrovic",88,3.05,534,175,"LatePar3ScoringAverage",2011
54,54,"Carl Pettersson",95,3.05,558,183,"LatePar3ScoringAverage",2011
54,54,"Aron Price",58,3.05,345,113,"LatePar3ScoringAverage",2011
54,54,"Charl Schwartzel",58,3.05,354,116,"LatePar3ScoringAverage",2011
54,54,"Steve Stricker",70,3.05,561,184,"LatePar3ScoringAverage",2011
54,54,"DJ Trahan",91,3.05,565,185,"LatePar3ScoringAverage",2011
66,66,"Arjun Atwal",91,3.06,493,161,"LatePar3ScoringAverage",2011
66,66,"Aaron Baddeley",77,3.06,550,180,"LatePar3ScoringAverage",2011
66,66,"Tom Gillis",55,3.06,260,85,"LatePar3ScoringAverage",2011
66,66,"Fabian Gomez",84,3.06,551,180,"LatePar3ScoringAverage",2011
