"Last15EventsShortGame_RANKTHISWEEK_2012","Last15EventsShortGame_RANKLASTWEEK_2012","Last15EventsShortGame_PLAYERNAME_2012","Last15EventsShortGame_EVENTS_2012","Last15EventsShortGame_RATING_2012","stat_name","year"
1,1,"Glen Day",1,8.7,"Last15EventsShortGame",2012
2,2,"Woody Austin",3,8.2,"Last15EventsShortGame",2012
3,3,"Albin Choi",1,8.1,"Last15EventsShortGame",2012
4,4,"Darren Clarke",1,8,"Last15EventsShortGame",2012
4,4,"Len Mattiace",1,8,"Last15EventsShortGame",2012
6,6,"Jonathan Randolph",1,7.9,"Last15EventsShortGame",2012
7,7,"Jim Furyk",6,7.7,"Last15EventsShortGame",2012
7,7,"Zack Miller",3,7.7,"Last15EventsShortGame",2012
7,7,"Webb Simpson",5,7.7,"Last15EventsShortGame",2012
7,7,"Omar Uresti",2,7.7,"Last15EventsShortGame",2012
11,11,"Greg Chalmers",9,7.6,"Last15EventsShortGame",2012
11,11,"Corey Pavin",2,7.6,"Last15EventsShortGame",2012
13,13,"Jason Bohn",4,7.5,"Last15EventsShortGame",2012
13,13,"Brett Quigley",1,7.5,"Last15EventsShortGame",2012
13,13,"Steve Wheatcroft",3,7.5,"Last15EventsShortGame",2012
16,16,"Kevin Kisner",5,7.4,"Last15EventsShortGame",2012
16,16,"Justin Leonard",5,7.4,"Last15EventsShortGame",2012
16,16,"Justin Rose",7,7.4,"Last15EventsShortGame",2012
16,16,"Duffy Waldorf",5,7.4,"Last15EventsShortGame",2012
20,20,"Chad Collins",2,7.3,"Last15EventsShortGame",2012
20,20,"Robert Damron",2,7.3,"Last15EventsShortGame",2012
20,20,"Jamie Donaldson",1,7.3,"Last15EventsShortGame",2012
20,20,"Marcus Fraser",2,7.3,"Last15EventsShortGame",2012
20,20,"Jamie Lovemark",2,7.3,"Last15EventsShortGame",2012
25,25,"Eric Axley",1,7.2,"Last15EventsShortGame",2012
25,25,"Rich Beem",1,7.2,"Last15EventsShortGame",2012
25,25,"Jonathan Byrd",9,7.2,"Last15EventsShortGame",2012
25,25,"Jason Dufner",8,7.2,"Last15EventsShortGame",2012
25,25,"Hunter Haas",5,7.2,"Last15EventsShortGame",2012
25,25,"Adam Hadwin",1,7.2,"Last15EventsShortGame",2012
25,25,"Jeff Quinney",1,7.2,"Last15EventsShortGame",2012
25,25,"John Senden",7,7.2,"Last15EventsShortGame",2012
25,25,"Tadahiro Takayama",1,7.2,"Last15EventsShortGame",2012
25,25,"Camilo Villegas",8,7.2,"Last15EventsShortGame",2012
25,25,"Jimmy Walker",8,7.2,"Last15EventsShortGame",2012
36,36,"KJ Choi",4,7.1,"Last15EventsShortGame",2012
36,36,"Stephen Gangluff",1,7.1,"Last15EventsShortGame",2012
36,36,"Billy Hurley III",4,7.1,"Last15EventsShortGame",2012
36,36,"Lee Janzen",5,7.1,"Last15EventsShortGame",2012
36,36,"Rocco Mediate",8,7.1,"Last15EventsShortGame",2012
36,36,"Nick OHern",6,7.1,"Last15EventsShortGame",2012
36,36,"Gene Sauers",1,7.1,"Last15EventsShortGame",2012
36,36,"Paul Stankowski",6,7.1,"Last15EventsShortGame",2012
36,36,"Steve Stricker",9,7.1,"Last15EventsShortGame",2012
36,36,"Bo Van Pelt",9,7.1,"Last15EventsShortGame",2012
46,46,"Brian Gay",6,7,"Last15EventsShortGame",2012
46,46,"Retief Goosen",6,7,"Last15EventsShortGame",2012
48,48,"Stuart Appleby",9,6.9,"Last15EventsShortGame",2012
48,48,"Kris Blanks",5,6.9,"Last15EventsShortGame",2012
48,48,"Matt Every",9,6.9,"Last15EventsShortGame",2012
48,48,"Ryuji Imada",7,6.9,"Last15EventsShortGame",2012
48,48,"Neal Lancaster",1,6.9,"Last15EventsShortGame",2012
48,48,"Scott Langley",2,6.9,"Last15EventsShortGame",2012
48,48,"Bill Lunde",8,6.9,"Last15EventsShortGame",2012
48,48,"Kevin Na",7,6.9,"Last15EventsShortGame",2012
48,48,"Pat Perez",7,6.9,"Last15EventsShortGame",2012
48,48,"Ted Potter Jr",6,6.9,"Last15EventsShortGame",2012
48,48,"Rory Sabbatini",5,6.9,"Last15EventsShortGame",2012
48,48,"Marcel Siem",1,6.9,"Last15EventsShortGame",2012
48,48,"Brandt Snedeker",8,6.9,"Last15EventsShortGame",2012
48,48,"Henrik Stenson",8,6.9,"Last15EventsShortGame",2012
62,62,"Mark Anderson",5,6.8,"Last15EventsShortGame",2012
