"Par3ScoringAverage_RANKTHISWEEK_2008","Par3ScoringAverage_RANKLASTWEEK_2008","Par3ScoringAverage_PLAYERNAME_2008","Par3ScoringAverage_ROUNDS_2008","Par3ScoringAverage_AVG_2008","Par3ScoringAverage_TOTALSTROKES_2008","Par3ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Corey Pavin",69,2.96,847,286,"Par3ScoringAverage",2008
1,1,"Bob Tway",70,2.96,845,285,"Par3ScoringAverage",2008
3,3,"Zach Johnson",85,3,995,332,"Par3ScoringAverage",2008
3,3,"Nick OHern",82,3,967,322,"Par3ScoringAverage",2008
3,3,"Tom Pernice Jr",104,3,1277,425,"Par3ScoringAverage",2008
3,3,"Jeff Quinney",87,3,1054,351,"Par3ScoringAverage",2008
7,7,"Chad Collins",72,3.01,883,293,"Par3ScoringAverage",2008
7,7,"James Driscoll",85,3.01,1052,349,"Par3ScoringAverage",2008
7,7,"Brian Gay",102,3.01,1236,411,"Par3ScoringAverage",2008
7,7,"Dudley Hart",74,3.01,894,297,"Par3ScoringAverage",2008
11,11,"Ken Duke",116,3.02,1431,474,"Par3ScoringAverage",2008
11,11,"Lee Janzen",89,3.02,1100,364,"Par3ScoringAverage",2008
11,11,"Richard Johnson",60,3.02,741,245,"Par3ScoringAverage",2008
11,11,"Craig Kanada",65,3.02,795,263,"Par3ScoringAverage",2008
11,11,"DJ Trahan",94,3.02,1164,386,"Par3ScoringAverage",2008
11,11,"Omar Uresti",74,3.02,912,302,"Par3ScoringAverage",2008
17,17,"Briny Baird",113,3.03,1393,459,"Par3ScoringAverage",2008
17,17,"Shane Bertsch",96,3.03,1194,394,"Par3ScoringAverage",2008
17,17,"Gavin Coles",54,3.03,669,221,"Par3ScoringAverage",2008
17,17,"Glen Day",64,3.03,790,261,"Par3ScoringAverage",2008
17,17,"Steve Marino",119,3.03,1470,485,"Par3ScoringAverage",2008
17,17,"Tom Scherrer",56,3.03,690,228,"Par3ScoringAverage",2008
23,23,"Robert Allenby",108,3.04,1318,433,"Par3ScoringAverage",2008
23,23,"Olin Browne",77,3.04,962,316,"Par3ScoringAverage",2008
23,23,"Bob Estes",90,3.04,1113,366,"Par3ScoringAverage",2008
23,23,"Hunter Mahan",87,3.04,1038,341,"Par3ScoringAverage",2008
23,23,"George McNeill",97,3.04,1196,393,"Par3ScoringAverage",2008
23,23,"Ryan Palmer",69,3.04,854,281,"Par3ScoringAverage",2008
23,23,"Chris Riley",51,3.04,636,209,"Par3ScoringAverage",2008
23,23,"Heath Slocum",104,3.04,1278,421,"Par3ScoringAverage",2008
23,23,"Bob Sowards",61,3.04,752,247,"Par3ScoringAverage",2008
23,23,"Vaughn Taylor",103,3.04,1263,415,"Par3ScoringAverage",2008
33,33,"Stewart Cink",87,3.05,1005,329,"Par3ScoringAverage",2008
33,33,"Paul Claxton",63,3.05,788,258,"Par3ScoringAverage",2008
33,33,"Marco Dawson",64,3.05,801,263,"Par3ScoringAverage",2008
33,33,"Jason Day",81,3.05,997,327,"Par3ScoringAverage",2008
33,33,"Steve Elkington",84,3.05,1043,342,"Par3ScoringAverage",2008
33,33,"Paul Goydos",78,3.05,956,313,"Par3ScoringAverage",2008
33,33,"Kent Jones",68,3.05,848,278,"Par3ScoringAverage",2008
33,33,"Carl Pettersson",110,3.05,1359,445,"Par3ScoringAverage",2008
33,33,"Chez Reavie",102,3.05,1273,417,"Par3ScoringAverage",2008
33,33,"Brett Rumford",72,3.05,903,296,"Par3ScoringAverage",2008
33,33,"Patrick Sheehan",124,3.05,1542,506,"Par3ScoringAverage",2008
33,33,"Dean Wilson",109,3.05,1352,444,"Par3ScoringAverage",2008
45,45,"Brad Adamonis",87,3.06,1085,355,"Par3ScoringAverage",2008
45,45,"Steve Allan",58,3.06,719,235,"Par3ScoringAverage",2008
45,45,"Stephen Ames",83,3.06,1003,328,"Par3ScoringAverage",2008
45,45,"Eric Axley",113,3.06,1409,460,"Par3ScoringAverage",2008
45,45,"Cameron Beckman",87,3.06,1085,354,"Par3ScoringAverage",2008
45,45,"Chad Campbell",94,3.06,1167,381,"Par3ScoringAverage",2008
45,45,"Alejandro Canizares",52,3.06,652,213,"Par3ScoringAverage",2008
45,45,"Alex Cejka",75,3.06,935,306,"Par3ScoringAverage",2008
45,45,"Cliff Kresge",84,3.06,1051,343,"Par3ScoringAverage",2008
45,45,"Jesper Parnevik",88,3.06,1094,358,"Par3ScoringAverage",2008
45,45,"Kevin Sutherland",98,3.06,1217,398,"Par3ScoringAverage",2008
45,45,"Marc Turnesa",87,3.06,1082,354,"Par3ScoringAverage",2008
57,57,"Paul Casey",55,3.07,650,212,"Par3ScoringAverage",2008
