"PuttingfromInside5_RANKTHISWEEK_2009","PuttingfromInside5_RANKLASTWEEK_2009","PuttingfromInside5_PLAYERNAME_2009","PuttingfromInside5_ROUNDS_2009","PuttingfromInside5_Pct_2009","PuttingfromInside5_ATTEMPTS_2009","PuttingfromInside5_PUTTSMADE_2009","stat_name","year"
1,1,"Luke Donald",79,98.18,823,808,"PuttingfromInside5",2009
2,2,"Freddie Jacobson",83,98.12,1011,992,"PuttingfromInside5",2009
3,3,"Ben Crane",93,98.09,1101,1080,"PuttingfromInside5",2009
4,4,"Tiger Woods",64,98.08,676,663,"PuttingfromInside5",2009
5,5,"Jim Furyk",86,98,901,883,"PuttingfromInside5",2009
6,6,"Retief Goosen",74,97.75,799,781,"PuttingfromInside5",2009
7,7,"Brad Faxon",59,97.63,718,701,"PuttingfromInside5",2009
8,8,"Ian Poulter",59,97.62,588,574,"PuttingfromInside5",2009
9,9,"Greg Chalmers",85,97.61,962,939,"PuttingfromInside5",2009
9,9,"Matt Kuchar",82,97.61,961,938,"PuttingfromInside5",2009
11,11,"Corey Pavin",73,97.6,750,732,"PuttingfromInside5",2009
12,12,"Kenny Perry",92,97.53,1014,989,"PuttingfromInside5",2009
13,13,"Brad Adamonis",70,97.38,878,855,"PuttingfromInside5",2009
13,13,"Tim Petrovic",97,97.38,1220,1188,"PuttingfromInside5",2009
15,15,"Bart Bryant",58,97.35,756,736,"PuttingfromInside5",2009
16,16,"Jerry Kelly",90,97.33,1088,1059,"PuttingfromInside5",2009
17,17,"Matt Jones",56,97.32,634,617,"PuttingfromInside5",2009
18,18,"Ben Curtis",63,97.31,669,651,"PuttingfromInside5",2009
19,19,"Geoff Ogilvy",78,97.25,800,778,"PuttingfromInside5",2009
19,19,"Ryan Palmer",78,97.25,981,954,"PuttingfromInside5",2009
21,21,"Nathan Green",104,97.2,1286,1250,"PuttingfromInside5",2009
22,22,"Charley Hoffman",97,97.18,1239,1204,"PuttingfromInside5",2009
23,23,"Brian Gay",96,97.17,1130,1098,"PuttingfromInside5",2009
24,24,"Padraig Harrington",66,97.16,670,651,"PuttingfromInside5",2009
25,25,"Stewart Cink",79,97.12,834,810,"PuttingfromInside5",2009
25,25,"Spencer Levin",75,97.12,939,912,"PuttingfromInside5",2009
27,27,"Charles Warren",63,97.11,761,739,"PuttingfromInside5",2009
28,28,"Eric Axley",71,97.1,828,804,"PuttingfromInside5",2009
29,29,"YE Yang",83,97.09,996,967,"PuttingfromInside5",2009
30,30,"Stephen Ames",77,97.08,788,765,"PuttingfromInside5",2009
31,31,"Richard Johnson",85,97.07,1057,1026,"PuttingfromInside5",2009
32,32,"Bryce Molder",69,97.04,744,722,"PuttingfromInside5",2009
33,33,"JJ Henry",97,97.02,1209,1173,"PuttingfromInside5",2009
33,33,"Charles Howell III",99,97.02,1210,1174,"PuttingfromInside5",2009
33,33,"Jimmy Walker",74,97.02,940,912,"PuttingfromInside5",2009
36,36,"Brandt Snedeker",81,96.99,898,871,"PuttingfromInside5",2009
37,37,"David Duval",56,96.96,626,607,"PuttingfromInside5",2009
37,37,"Carl Pettersson",86,96.96,1051,1019,"PuttingfromInside5",2009
39,39,"Tim Clark",81,96.95,820,795,"PuttingfromInside5",2009
40,40,"Charlie Wi",92,96.94,1111,1077,"PuttingfromInside5",2009
41,41,"Justin Leonard",95,96.92,1071,1038,"PuttingfromInside5",2009
41,41,"Kevin Na",91,96.92,1071,1038,"PuttingfromInside5",2009
43,43,"Harrison Frazar",93,96.89,1188,1151,"PuttingfromInside5",2009
44,44,"Nick Watney",86,96.88,960,930,"PuttingfromInside5",2009
45,45,"Lucas Glover",93,96.85,1110,1075,"PuttingfromInside5",2009
45,45,"Zach Johnson",94,96.85,1110,1075,"PuttingfromInside5",2009
45,45,"James Nitties",86,96.85,1079,1045,"PuttingfromInside5",2009
48,48,"Steve Stricker",81,96.83,883,855,"PuttingfromInside5",2009
49,49,"Anthony Kim",76,96.82,850,823,"PuttingfromInside5",2009
49,49,"Vaughn Taylor",88,96.82,1132,1096,"PuttingfromInside5",2009
51,51,"Bob Heintz",59,96.79,716,693,"PuttingfromInside5",2009
51,51,"Jeff Overton",92,96.79,1060,1026,"PuttingfromInside5",2009
53,53,"George McNeill",82,96.78,1055,1021,"PuttingfromInside5",2009
54,54,"Joe Ogilvie",85,96.73,1069,1034,"PuttingfromInside5",2009
55,55,"John Merrick",91,96.72,975,943,"PuttingfromInside5",2009
56,56,"Jeff Klauk",97,96.71,1248,1207,"PuttingfromInside5",2009
57,57,"David Toms",98,96.67,1142,1104,"PuttingfromInside5",2009
58,58,"John Rollins",92,96.66,1138,1100,"PuttingfromInside5",2009
59,59,"Aaron Baddeley",66,96.63,802,775,"PuttingfromInside5",2009
60,60,"Angel Cabrera",55,96.62,533,515,"PuttingfromInside5",2009
61,61,"Bill Haas",91,96.61,1181,1141,"PuttingfromInside5",2009
61,61,"Dean Wilson",81,96.61,974,941,"PuttingfromInside5",2009
63,63,"Todd Hamilton",83,96.6,911,880,"PuttingfromInside5",2009
63,63,"Troy Matteson",95,96.6,1265,1222,"PuttingfromInside5",2009
63,63,"Bo Van Pelt",100,96.6,1146,1107,"PuttingfromInside5",2009
66,66,"Scott McCarron",91,96.58,1169,1129,"PuttingfromInside5",2009
67,67,"Chad Campbell",90,96.57,1019,984,"PuttingfromInside5",2009
67,67,"John Mallinger",90,96.57,1020,985,"PuttingfromInside5",2009
69,69,"Cliff Kresge",78,96.55,957,924,"PuttingfromInside5",2009
70,70,"Lee Janzen",74,96.54,868,838,"PuttingfromInside5",2009
70,70,"Mike Weir",85,96.54,926,894,"PuttingfromInside5",2009
72,72,"Camilo Villegas",76,96.53,808,780,"PuttingfromInside5",2009
73,73,"Ryan Moore",89,96.52,1034,998,"PuttingfromInside5",2009
74,74,"Ryuji Imada",85,96.5,971,937,"PuttingfromInside5",2009
75,75,"Kevin Streelman",97,96.49,1225,1182,"PuttingfromInside5",2009
75,75,"Scott Verplank",88,96.49,1139,1099,"PuttingfromInside5",2009
77,77,"Bob Estes",78,96.48,995,960,"PuttingfromInside5",2009
77,77,"John Senden",100,96.48,1335,1288,"PuttingfromInside5",2009
79,79,"Cameron Beckman",87,96.46,1072,1034,"PuttingfromInside5",2009
79,79,"Steve Flesch",77,96.46,905,873,"PuttingfromInside5",2009
81,81,"Jason Dufner",90,96.43,1122,1082,"PuttingfromInside5",2009
81,81,"Scott Sterling",51,96.43,589,568,"PuttingfromInside5",2009
83,83,"Brian Bateman",55,96.42,699,674,"PuttingfromInside5",2009
84,84,"Tommy Armour III",58,96.4,749,722,"PuttingfromInside5",2009
84,84,"Chez Reavie",81,96.4,1028,991,"PuttingfromInside5",2009
86,86,"David Mathis",82,96.39,942,908,"PuttingfromInside5",2009
87,87,"Bubba Watson",73,96.38,829,799,"PuttingfromInside5",2009
88,88,"Aron Price",89,96.34,1093,1053,"PuttingfromInside5",2009
89,89,"Steve Elkington",70,96.3,891,858,"PuttingfromInside5",2009
90,90,"Daniel Chopra",89,96.28,1184,1140,"PuttingfromInside5",2009
91,91,"Heath Slocum",95,96.26,1229,1183,"PuttingfromInside5",2009
92,92,"Andres Romero",58,96.25,613,590,"PuttingfromInside5",2009
93,93,"Pat Perez",74,96.24,877,844,"PuttingfromInside5",2009
94,94,"Chris DiMarco",97,96.23,1272,1224,"PuttingfromInside5",2009
94,94,"Jarrod Lyle",65,96.23,743,715,"PuttingfromInside5",2009
96,96,"Jeff Quinney",78,96.2,1001,963,"PuttingfromInside5",2009
97,97,"Hunter Mahan",94,96.19,1050,1010,"PuttingfromInside5",2009
98,98,"Justin Rose",71,96.17,810,779,"PuttingfromInside5",2009
99,99,"KJ Choi",65,96.15,728,700,"PuttingfromInside5",2009
99,99,"Parker McLachlin",71,96.15,910,875,"PuttingfromInside5",2009
101,101,"Sean OHair",80,96.14,830,798,"PuttingfromInside5",2009
102,102,"Robert Allenby",71,96.11,822,790,"PuttingfromInside5",2009
103,103,"Patrick Sheehan",51,96.06,559,537,"PuttingfromInside5",2009
103,103,"DJ Trahan",96,96.06,1168,1122,"PuttingfromInside5",2009
105,105,"Chris Riley",77,96.04,960,922,"PuttingfromInside5",2009
106,106,"DA Points",99,96.03,1261,1211,"PuttingfromInside5",2009
107,107,"Kris Blanks",60,96.02,678,651,"PuttingfromInside5",2009
108,108,"Scott Piercy",85,96,1075,1032,"PuttingfromInside5",2009
109,109,"Brendon de Jonge",90,95.99,1147,1101,"PuttingfromInside5",2009
110,110,"Rich Beem",77,95.98,845,811,"PuttingfromInside5",2009
110,110,"Ernie Els",70,95.98,796,764,"PuttingfromInside5",2009
112,112,"Steve Marino",98,95.95,1209,1160,"PuttingfromInside5",2009
112,112,"Rod Pampling",72,95.95,914,877,"PuttingfromInside5",2009
112,112,"Casey Wittenberg",71,95.95,791,759,"PuttingfromInside5",2009
115,115,"Mathew Goggin",76,95.94,886,850,"PuttingfromInside5",2009
116,116,"Glen Day",79,95.9,951,912,"PuttingfromInside5",2009
116,116,"Martin Laird",72,95.9,879,843,"PuttingfromInside5",2009
116,116,"Rick Price",54,95.9,610,585,"PuttingfromInside5",2009
116,116,"Chris Stroud",88,95.9,1122,1076,"PuttingfromInside5",2009
116,116,"Kevin Sutherland",96,95.9,1049,1006,"PuttingfromInside5",2009
121,121,"Robert Garrigus",83,95.89,1047,1004,"PuttingfromInside5",2009
122,122,"Marc Leishman",91,95.88,1190,1141,"PuttingfromInside5",2009
123,123,"Michael Letzig",96,95.86,1232,1181,"PuttingfromInside5",2009
124,124,"Webb Simpson",94,95.82,1197,1147,"PuttingfromInside5",2009
125,125,"Vijay Singh",71,95.81,764,732,"PuttingfromInside5",2009
126,126,"Jason Day",61,95.8,715,685,"PuttingfromInside5",2009
127,127,"Alex Cejka",82,95.71,1048,1003,"PuttingfromInside5",2009
128,128,"Davis Love III",89,95.69,1137,1088,"PuttingfromInside5",2009
129,129,"Colt Knost",71,95.68,810,775,"PuttingfromInside5",2009
129,129,"Greg Owen",97,95.68,1205,1153,"PuttingfromInside5",2009
131,131,"Stuart Appleby",79,95.67,994,951,"PuttingfromInside5",2009
131,131,"Mark Brooks",55,95.67,577,552,"PuttingfromInside5",2009
133,133,"Sergio Garcia",59,95.63,641,613,"PuttingfromInside5",2009
133,133,"JB Holmes",74,95.63,893,854,"PuttingfromInside5",2009
135,135,"Ted Purdy",101,95.62,1257,1202,"PuttingfromInside5",2009
136,136,"Brian Davis",103,95.61,1297,1240,"PuttingfromInside5",2009
136,136,"Tom Lehman",55,95.61,524,501,"PuttingfromInside5",2009
138,138,"Jeff Maggert",79,95.57,1039,993,"PuttingfromInside5",2009
139,139,"Michael Allen",73,95.56,855,817,"PuttingfromInside5",2009
139,139,"Gary Woodland",53,95.56,541,517,"PuttingfromInside5",2009
141,141,"Mark Wilson",99,95.53,1230,1175,"PuttingfromInside5",2009
142,142,"Marc Turnesa",77,95.51,1024,978,"PuttingfromInside5",2009
143,143,"Brett Quigley",92,95.5,1111,1061,"PuttingfromInside5",2009
144,144,"Jason Bohn",88,95.49,1220,1165,"PuttingfromInside5",2009
145,145,"Paul Goydos",79,95.48,908,867,"PuttingfromInside5",2009
145,145,"Bill Lunde",83,95.48,1062,1014,"PuttingfromInside5",2009
147,147,"Nick OHern",90,95.47,1235,1179,"PuttingfromInside5",2009
148,148,"Briny Baird",89,95.45,1056,1008,"PuttingfromInside5",2009
149,149,"Steve Lowery",83,95.43,1093,1043,"PuttingfromInside5",2009
150,150,"Leif Olson",51,95.42,612,584,"PuttingfromInside5",2009
151,151,"Woody Austin",84,95.39,1062,1013,"PuttingfromInside5",2009
152,152,"Brian Vranesh",51,95.37,605,577,"PuttingfromInside5",2009
153,153,"Tim Herron",87,95.34,1179,1124,"PuttingfromInside5",2009
154,154,"Peter Lonard",86,95.32,1132,1079,"PuttingfromInside5",2009
154,154,"Phil Mickelson",66,95.32,705,672,"PuttingfromInside5",2009
154,154,"Tom Pernice Jr",82,95.32,1089,1038,"PuttingfromInside5",2009
157,157,"Dustin Johnson",85,95.3,893,851,"PuttingfromInside5",2009
158,158,"Rory Sabbatini",81,95.28,974,928,"PuttingfromInside5",2009
159,159,"Kevin Stadler",65,95.27,803,765,"PuttingfromInside5",2009
159,159,"Jay Williamson",69,95.27,866,825,"PuttingfromInside5",2009
161,161,"Rocco Mediate",79,95.25,990,943,"PuttingfromInside5",2009
162,162,"Kent Jones",73,95.09,897,853,"PuttingfromInside5",2009
163,163,"Johnson Wagner",81,95.05,1070,1017,"PuttingfromInside5",2009
164,164,"Tag Ridings",50,95.04,605,575,"PuttingfromInside5",2009
165,165,"Ken Duke",87,95.02,1064,1011,"PuttingfromInside5",2009
166,166,"Matt Weibring",65,94.94,791,751,"PuttingfromInside5",2009
167,167,"Peter Tomasulo",61,94.86,700,664,"PuttingfromInside5",2009
168,168,"Jason Gore",74,94.84,931,883,"PuttingfromInside5",2009
169,169,"Mark Calcavecchia",72,94.83,889,843,"PuttingfromInside5",2009
170,170,"Joe Durant",62,94.71,700,663,"PuttingfromInside5",2009
