"Puttingfrom5_RANKTHISWEEK_2013","Puttingfrom5_RANKLASTWEEK_2013","Puttingfrom5_PLAYERNAME_2013","Puttingfrom5_ROUNDS_2013","Puttingfrom5_PctMADE_2013","Puttingfrom5_ATTEMPTS_2013","Puttingfrom5_PUTTSMADE_2013","stat_name","year"
1,1,"Greg Chalmers",77,94.85,97,92,"Puttingfrom5",2013
2,2,"David Lynn",70,91.76,85,78,"Puttingfrom5",2013
3,3,"Peter Hanson",45,90.7,43,39,"Puttingfrom5",2013
4,4,"Justin Bolli",59,90,60,54,"Puttingfrom5",2013
4,4,"Steve Stricker",51,90,60,54,"Puttingfrom5",2013
6,6,"Aaron Watkins",46,89.66,58,52,"Puttingfrom5",2013
7,7,"Rod Pampling",46,89.13,46,41,"Puttingfrom5",2013
8,8,"Ian Poulter",59,89.04,73,65,"Puttingfrom5",2013
9,9,"Chris Stroud",88,88.52,122,108,"Puttingfrom5",2013
10,10,"Aaron Baddeley",68,87.5,96,84,"Puttingfrom5",2013
11,11,"Billy Horschel",96,87.38,103,90,"Puttingfrom5",2013
12,12,"Nick Watney",88,87.37,95,83,"Puttingfrom5",2013
13,13,"Bo Van Pelt",72,87.36,87,76,"Puttingfrom5",2013
14,14,"Tiger Woods",61,87.27,55,48,"Puttingfrom5",2013
15,15,"Graeme McDowell",53,87.23,47,41,"Puttingfrom5",2013
16,16,"Vaughn Taylor",50,87.04,54,47,"Puttingfrom5",2013
17,17,"Ryan Palmer",79,87,100,87,"Puttingfrom5",2013
18,18,"Harris English",95,86.73,113,98,"Puttingfrom5",2013
19,19,"Mike Weir",60,86.49,74,64,"Puttingfrom5",2013
20,20,"Bryce Molder",82,86.32,95,82,"Puttingfrom5",2013
20,20,"Charlie Wi",75,86.32,117,101,"Puttingfrom5",2013
22,22,"Keegan Bradley",88,86.27,102,88,"Puttingfrom5",2013
22,22,"Andrew Svoboda",46,86.27,51,44,"Puttingfrom5",2013
24,24,"Darron Stiles",51,85.94,64,55,"Puttingfrom5",2013
25,25,"Brandt Snedeker",79,85.86,99,85,"Puttingfrom5",2013
26,26,"Stephen Ames",49,85.71,63,54,"Puttingfrom5",2013
27,27,"Ken Duke",87,85.44,103,88,"Puttingfrom5",2013
28,28,"Scott Brown",65,85.37,82,70,"Puttingfrom5",2013
29,29,"Ben Curtis",59,85.29,68,58,"Puttingfrom5",2013
30,30,"Brendan Steele",86,85.26,95,81,"Puttingfrom5",2013
31,31,"Ben Kohles",75,85.23,88,75,"Puttingfrom5",2013
31,31,"Robert Streb",75,85.23,88,75,"Puttingfrom5",2013
33,33,"John Rollins",77,85.15,101,86,"Puttingfrom5",2013
34,34,"Freddie Jacobson",63,85.07,67,57,"Puttingfrom5",2013
35,35,"Jason Bohn",70,84.95,93,79,"Puttingfrom5",2013
35,35,"Matt Kuchar",93,84.95,93,79,"Puttingfrom5",2013
37,37,"Roberto Castro",97,84.92,126,107,"Puttingfrom5",2013
38,38,"Kevin Chappell",80,84.85,99,84,"Puttingfrom5",2013
38,38,"Rory McIlroy",56,84.85,66,56,"Puttingfrom5",2013
40,40,"Patrick Reed",83,84.82,112,95,"Puttingfrom5",2013
41,41,"Jin Park",52,84.62,52,44,"Puttingfrom5",2013
41,41,"Charl Schwartzel",69,84.62,65,55,"Puttingfrom5",2013
43,43,"Brian Davis",91,84.55,123,104,"Puttingfrom5",2013
44,44,"Jerry Kelly",75,84.42,77,65,"Puttingfrom5",2013
45,45,"Hunter Mahan",91,84.34,83,70,"Puttingfrom5",2013
45,45,"Dicky Pride",71,84.34,83,70,"Puttingfrom5",2013
47,47,"Derek Ernst",58,84.21,76,64,"Puttingfrom5",2013
47,47,"Brandt Jobe",62,84.21,57,48,"Puttingfrom5",2013
49,49,"Matt Every",89,84.17,120,101,"Puttingfrom5",2013
50,50,"Johnson Wagner",64,84.06,69,58,"Puttingfrom5",2013
51,51,"Robert Garrigus",69,83.95,81,68,"Puttingfrom5",2013
52,52,"Carl Pettersson",82,83.75,80,67,"Puttingfrom5",2013
53,53,"Nicolas Colsaerts",50,83.72,43,36,"Puttingfrom5",2013
54,54,"Andres Romero",63,83.7,92,77,"Puttingfrom5",2013
55,55,"James Hahn",78,83.67,98,82,"Puttingfrom5",2013
55,55,"Zach Johnson",84,83.67,98,82,"Puttingfrom5",2013
57,57,"Ernie Els",63,83.64,55,46,"Puttingfrom5",2013
