"LateRound2ScoringAverage_RANKTHISWEEK_2008","LateRound2ScoringAverage_RANKLASTWEEK_2008","LateRound2ScoringAverage_PLAYERNAME_2008","LateRound2ScoringAverage__2008","LateRound2ScoringAverage_AVG_2008","LateRound2ScoringAverage_TOTALSTROKES_2008","LateRound2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
28,28,"Tom Lehman",NA,70.25,562,8,"LateRound2ScoringAverage",2008
28,28,"John Senden",NA,70.25,843,12,"LateRound2ScoringAverage",2008
28,28,"Brandt Snedeker",NA,70.25,843,12,"LateRound2ScoringAverage",2008
28,28,"Bob Tway",NA,70.25,562,8,"LateRound2ScoringAverage",2008
33,33,"Mark Wilson",NA,70.31,914,13,"LateRound2ScoringAverage",2008
34,34,"John Merrick",NA,70.33,844,12,"LateRound2ScoringAverage",2008
35,35,"Shane Bertsch",NA,70.43,986,14,"LateRound2ScoringAverage",2008
36,36,"Charlie Wi",NA,70.46,916,13,"LateRound2ScoringAverage",2008
37,37,"Pat Perez",NA,70.47,1057,15,"LateRound2ScoringAverage",2008
38,38,"Jason Day",NA,70.5,846,12,"LateRound2ScoringAverage",2008
38,38,"Chris Riley",NA,70.5,564,8,"LateRound2ScoringAverage",2008
38,38,"Rory Sabbatini",NA,70.5,846,12,"LateRound2ScoringAverage",2008
41,41,"Mark Hensby",NA,70.53,1058,15,"LateRound2ScoringAverage",2008
42,42,"Steve Marino",NA,70.54,917,13,"LateRound2ScoringAverage",2008
43,43,"Robert Garrigus",NA,70.57,988,14,"LateRound2ScoringAverage",2008
44,44,"Tom Pernice Jr",NA,70.58,847,12,"LateRound2ScoringAverage",2008
44,44,"John Riegger",NA,70.58,847,12,"LateRound2ScoringAverage",2008
44,44,"Jimmy Walker",NA,70.58,847,12,"LateRound2ScoringAverage",2008
47,47,"George McNeill",NA,70.6,1059,15,"LateRound2ScoringAverage",2008
48,48,"Kevin Streelman",NA,70.63,1130,16,"LateRound2ScoringAverage",2008
49,49,"Jonathan Byrd",NA,70.64,777,11,"LateRound2ScoringAverage",2008
50,50,"Tommy Armour III",NA,70.69,919,13,"LateRound2ScoringAverage",2008
50,50,"Bill Haas",NA,70.69,1131,16,"LateRound2ScoringAverage",2008
50,50,"Cliff Kresge",NA,70.69,1131,16,"LateRound2ScoringAverage",2008
50,50,"Jon Mills",NA,70.69,1131,16,"LateRound2ScoringAverage",2008
54,54,"Fred Couples",NA,70.7,707,10,"LateRound2ScoringAverage",2008
55,55,"Mathew Goggin",NA,70.71,990,14,"LateRound2ScoringAverage",2008
55,55,"Jeff Maggert",NA,70.71,990,14,"LateRound2ScoringAverage",2008
55,55,"John Mallinger",NA,70.71,990,14,"LateRound2ScoringAverage",2008
58,58,"Omar Uresti",NA,70.73,778,11,"LateRound2ScoringAverage",2008
59,59,"Shigeki Maruyama",NA,70.75,566,8,"LateRound2ScoringAverage",2008
60,60,"Carlos Franco",NA,70.77,920,13,"LateRound2ScoringAverage",2008
61,61,"Doug LaBelle II",NA,70.8,708,10,"LateRound2ScoringAverage",2008
62,62,"Brad Adamonis",NA,70.81,1133,16,"LateRound2ScoringAverage",2008
63,63,"Paul Goydos",NA,70.83,850,12,"LateRound2ScoringAverage",2008
64,64,"Phil Mickelson",NA,70.86,992,14,"LateRound2ScoringAverage",2008
65,65,"Jay Williamson",NA,70.87,1063,15,"LateRound2ScoringAverage",2008
66,66,"Glen Day",NA,70.89,638,9,"LateRound2ScoringAverage",2008
66,66,"Chez Reavie",NA,70.89,1276,18,"LateRound2ScoringAverage",2008
68,68,"Robert Allenby",NA,70.9,709,10,"LateRound2ScoringAverage",2008
69,69,"Charles Howell III",NA,70.91,780,11,"LateRound2ScoringAverage",2008
69,69,"Ryan Palmer",NA,70.91,780,11,"LateRound2ScoringAverage",2008
71,71,"Brenden Pappas",NA,70.92,922,13,"LateRound2ScoringAverage",2008
71,71,"Corey Pavin",NA,70.92,851,12,"LateRound2ScoringAverage",2008
71,71,"Scott Sterling",NA,70.92,922,13,"LateRound2ScoringAverage",2008
71,71,"Mike Weir",NA,70.92,851,12,"LateRound2ScoringAverage",2008
75,75,"Jason Gore",NA,70.93,1064,15,"LateRound2ScoringAverage",2008
75,75,"Rocco Mediate",NA,70.93,993,14,"LateRound2ScoringAverage",2008
77,77,"Patrick Sheehan",NA,70.94,1206,17,"LateRound2ScoringAverage",2008
78,78,"Stuart Appleby",NA,71,923,13,"LateRound2ScoringAverage",2008
78,78,"Briny Baird",NA,71,1065,15,"LateRound2ScoringAverage",2008
78,78,"Brian Davis",NA,71,1136,16,"LateRound2ScoringAverage",2008
78,78,"Mathias Gronberg",NA,71,994,14,"LateRound2ScoringAverage",2008
78,78,"Dudley Hart",NA,71,710,10,"LateRound2ScoringAverage",2008
78,78,"Ian Poulter",NA,71,568,8,"LateRound2ScoringAverage",2008
78,78,"Kevin Stadler",NA,71,1278,18,"LateRound2ScoringAverage",2008
85,85,"Justin Leonard",NA,71.07,995,14,"LateRound2ScoringAverage",2008
86,86,"Craig Kanada",NA,71.09,782,11,"LateRound2ScoringAverage",2008
87,87,"Vaughn Taylor",NA,71.1,1422,20,"LateRound2ScoringAverage",2008
88,88,"Chad Campbell",NA,71.14,996,14,"LateRound2ScoringAverage",2008
88,88,"Paul Casey",NA,71.14,498,7,"LateRound2ScoringAverage",2008
88,88,"Steve Lowery",NA,71.14,996,14,"LateRound2ScoringAverage",2008
91,91,"Scott Verplank",NA,71.15,925,13,"LateRound2ScoringAverage",2008
92,92,"Chris DiMarco",NA,71.17,854,12,"LateRound2ScoringAverage",2008
92,92,"Harrison Frazar",NA,71.17,854,12,"LateRound2ScoringAverage",2008
94,94,"JJ Henry",NA,71.19,1139,16,"LateRound2ScoringAverage",2008
95,95,"Brandt Jobe",NA,71.2,712,10,"LateRound2ScoringAverage",2008
96,96,"Ken Duke",NA,71.21,997,14,"LateRound2ScoringAverage",2008
97,97,"Matt Kuchar",NA,71.25,855,12,"LateRound2ScoringAverage",2008
98,98,"Padraig Harrington",NA,71.33,642,9,"LateRound2ScoringAverage",2008
99,99,"Troy Matteson",NA,71.38,1142,16,"LateRound2ScoringAverage",2008
100,100,"Dustin Johnson",NA,71.41,1214,17,"LateRound2ScoringAverage",2008
101,101,"Boo Weekley",NA,71.43,1000,14,"LateRound2ScoringAverage",2008
102,102,"Jeff Overton",NA,71.44,1143,16,"LateRound2ScoringAverage",2008
103,103,"Carl Pettersson",NA,71.47,1215,17,"LateRound2ScoringAverage",2008
104,104,"Jim Furyk",NA,71.5,858,12,"LateRound2ScoringAverage",2008
104,104,"Geoff Ogilvy",NA,71.5,858,12,"LateRound2ScoringAverage",2008
104,104,"Tom Scherrer",NA,71.5,572,8,"LateRound2ScoringAverage",2008
107,107,"Steve Flesch",NA,71.53,1073,15,"LateRound2ScoringAverage",2008
107,107,"Brett Quigley",NA,71.53,1073,15,"LateRound2ScoringAverage",2008
109,109,"Chad Collins",NA,71.54,930,13,"LateRound2ScoringAverage",2008
110,110,"Nathan Green",NA,71.58,859,12,"LateRound2ScoringAverage",2008
110,110,"Kent Jones",NA,71.58,859,12,"LateRound2ScoringAverage",2008
112,112,"KJ Choi",NA,71.6,716,10,"LateRound2ScoringAverage",2008
113,113,"Tim Petrovic",NA,71.61,1289,18,"LateRound2ScoringAverage",2008
114,114,"Joe Ogilvie",NA,71.62,931,13,"LateRound2ScoringAverage",2008
115,115,"Scott McCarron",NA,71.64,788,11,"LateRound2ScoringAverage",2008
115,115,"Parker McLachlin",NA,71.64,1003,14,"LateRound2ScoringAverage",2008
117,117,"Tommy Gainey",NA,71.67,860,12,"LateRound2ScoringAverage",2008
117,117,"Richard Johnson",NA,71.67,860,12,"LateRound2ScoringAverage",2008
117,117,"John Rollins",NA,71.67,860,12,"LateRound2ScoringAverage",2008
120,120,"Cameron Beckman",NA,71.69,932,13,"LateRound2ScoringAverage",2008
120,120,"Jin Park",NA,71.69,932,13,"LateRound2ScoringAverage",2008
120,120,"Johnson Wagner",NA,71.69,932,13,"LateRound2ScoringAverage",2008
123,123,"Ernie Els",NA,71.71,502,7,"LateRound2ScoringAverage",2008
124,124,"Hunter Mahan",NA,71.73,1076,15,"LateRound2ScoringAverage",2008
125,125,"Travis Perkins",NA,71.77,933,13,"LateRound2ScoringAverage",2008
126,126,"Justin Bolli",NA,71.79,1005,14,"LateRound2ScoringAverage",2008
126,126,"Ryuji Imada",NA,71.79,1005,14,"LateRound2ScoringAverage",2008
128,128,"DJ Trahan",NA,71.83,862,12,"LateRound2ScoringAverage",2008
129,129,"Tim Wilkinson",NA,71.85,934,13,"LateRound2ScoringAverage",2008
130,130,"Jerry Kelly",NA,71.87,1078,15,"LateRound2ScoringAverage",2008
131,131,"Aaron Baddeley",NA,71.89,647,9,"LateRound2ScoringAverage",2008
132,132,"Peter Lonard",NA,71.91,791,11,"LateRound2ScoringAverage",2008
133,133,"Michael Letzig",NA,71.93,1007,14,"LateRound2ScoringAverage",2008
133,133,"Nick OHern",NA,71.93,1007,14,"LateRound2ScoringAverage",2008
135,135,"Michael Allen",NA,72,864,12,"LateRound2ScoringAverage",2008
135,135,"Jeff Gove",NA,72,504,7,"LateRound2ScoringAverage",2008
135,135,"JB Holmes",NA,72,864,12,"LateRound2ScoringAverage",2008
135,135,"Freddie Jacobson",NA,72,576,8,"LateRound2ScoringAverage",2008
135,135,"Lee Janzen",NA,72,1080,15,"LateRound2ScoringAverage",2008
135,135,"Davis Love III",NA,72,936,13,"LateRound2ScoringAverage",2008
141,141,"Alex Cejka",NA,72.07,1009,14,"LateRound2ScoringAverage",2008
141,141,"Bo Van Pelt",NA,72.07,1081,15,"LateRound2ScoringAverage",2008
141,141,"Dean Wilson",NA,72.07,1009,14,"LateRound2ScoringAverage",2008
144,144,"Eric Axley",NA,72.11,1298,18,"LateRound2ScoringAverage",2008
145,145,"Ryan Armour",NA,72.12,1226,17,"LateRound2ScoringAverage",2008
146,146,"Olin Browne",NA,72.13,1154,16,"LateRound2ScoringAverage",2008
147,147,"Heath Slocum",NA,72.17,866,12,"LateRound2ScoringAverage",2008
147,147,"Chris Stroud",NA,72.17,866,12,"LateRound2ScoringAverage",2008
149,149,"Will Ma Kenzie",NA,72.2,722,10,"LateRound2ScoringAverage",2008
150,150,"Bubba Watson",NA,72.23,939,13,"LateRound2ScoringAverage",2008
151,151,"Joe Durant",NA,72.25,1156,16,"LateRound2ScoringAverage",2008
151,151,"Todd Hamilton",NA,72.25,1156,16,"LateRound2ScoringAverage",2008
153,153,"Daniel Chopra",NA,72.26,1373,19,"LateRound2ScoringAverage",2008
154,154,"Andres Romero",NA,72.29,506,7,"LateRound2ScoringAverage",2008
155,155,"Robert Gamez",NA,72.31,940,13,"LateRound2ScoringAverage",2008
155,155,"Brett Rumford",NA,72.31,940,13,"LateRound2ScoringAverage",2008
157,157,"Kenneth Ferrie",NA,72.38,941,13,"LateRound2ScoringAverage",2008
158,158,"Todd Demsey",NA,72.4,724,10,"LateRound2ScoringAverage",2008
158,158,"Zach Johnson",NA,72.4,724,10,"LateRound2ScoringAverage",2008
160,160,"Jesper Parnevik",NA,72.42,869,12,"LateRound2ScoringAverage",2008
161,161,"Trevor Immelman",NA,72.43,507,7,"LateRound2ScoringAverage",2008
161,161,"YE Yang",NA,72.43,1014,14,"LateRound2ScoringAverage",2008
163,163,"Ron Whittaker",NA,72.45,797,11,"LateRound2ScoringAverage",2008
164,164,"Jim McGovern",NA,72.46,942,13,"LateRound2ScoringAverage",2008
165,165,"Paul Claxton",NA,72.5,870,12,"LateRound2ScoringAverage",2008
166,166,"Marc Turnesa",NA,72.57,1016,14,"LateRound2ScoringAverage",2008
167,167,"Charley Hoffman",NA,72.6,1089,15,"LateRound2ScoringAverage",2008
167,167,"Charles Warren",NA,72.6,1089,15,"LateRound2ScoringAverage",2008
170,170,"Nick Flanagan",NA,72.64,1017,14,"LateRound2ScoringAverage",2008
170,170,"Jeff Quinney",NA,72.64,1017,14,"LateRound2ScoringAverage",2008
172,172,"Kyle Thompson",NA,72.67,872,12,"LateRound2ScoringAverage",2008
173,173,"Rod Pampling",NA,72.69,945,13,"LateRound2ScoringAverage",2008
174,174,"Steve Stricker",NA,72.7,727,10,"LateRound2ScoringAverage",2008
175,175,"Ted Purdy",NA,72.73,1091,15,"LateRound2ScoringAverage",2008
176,176,"Bart Bryant",NA,72.75,582,8,"LateRound2ScoringAverage",2008
177,177,"JP Hayes",NA,72.82,801,11,"LateRound2ScoringAverage",2008
178,178,"Ryan Moore",NA,72.85,947,13,"LateRound2ScoringAverage",2008
179,179,"Retief Goosen",NA,72.86,510,7,"LateRound2ScoringAverage",2008
180,180,"Cody Freeman",NA,72.9,729,10,"LateRound2ScoringAverage",2008
181,181,"Tag Ridings",NA,72.92,875,12,"LateRound2ScoringAverage",2008
181,181,"Nicholas Thompson",NA,72.92,875,12,"LateRound2ScoringAverage",2008
183,183,"Rich Beem",NA,73,1241,17,"LateRound2ScoringAverage",2008
183,183,"Mark Calcavecchia",NA,73,803,11,"LateRound2ScoringAverage",2008
183,183,"Stephen Leaney",NA,73,584,8,"LateRound2ScoringAverage",2008
186,186,"Marco Dawson",NA,73.22,659,9,"LateRound2ScoringAverage",2008
187,187,"Billy Andrade",NA,73.25,879,12,"LateRound2ScoringAverage",2008
188,188,"Greg Kraft",NA,73.36,807,11,"LateRound2ScoringAverage",2008
189,189,"Angel Cabrera",NA,73.5,441,6,"LateRound2ScoringAverage",2008
190,190,"Jason Allred",NA,73.58,883,12,"LateRound2ScoringAverage",2008
191,191,"David Lutterus",NA,73.67,663,9,"LateRound2ScoringAverage",2008
192,192,"Adam Scott",NA,73.71,516,7,"LateRound2ScoringAverage",2008
193,193,"James Driscoll",NA,73.88,1182,16,"LateRound2ScoringAverage",2008
194,194,"Steve Allan",NA,74.1,741,10,"LateRound2ScoringAverage",2008
195,195,"Alejandro Canizares",NA,74.22,668,9,"LateRound2ScoringAverage",2008
196,196,"Bob Sowards",NA,74.4,744,10,"LateRound2ScoringAverage",2008
197,197,"David Duval",NA,74.45,819,11,"LateRound2ScoringAverage",2008
