"PGAChampionshipPoints_RANKTHISWEEK_2012","PGAChampionshipPoints_RANKLASTWEEK_2012","PGAChampionshipPoints_PLAYERNAME_2012","PGAChampionshipPoints_EVENTS_2012","PGAChampionshipPoints_POINTS_2012","stat_name","year"
62,62,"Chad Campbell",6,349905,"PGAChampionshipPoints",2012
63,63,"Bill Haas",6,349872,"PGAChampionshipPoints",2012
64,64,"Hunter Mahan",6,344900,"PGAChampionshipPoints",2012
65,65,"Davis Love III",7,339619,"PGAChampionshipPoints",2012
66,66,"Troy Matteson",8,336787,"PGAChampionshipPoints",2012
67,67,"Richard Lee",6,335375,"PGAChampionshipPoints",2012
68,68,"Chris Kirk",8,330113,"PGAChampionshipPoints",2012
69,69,"Harris English",6,320694,"PGAChampionshipPoints",2012
70,70,"Charl Schwartzel",6,310420,"PGAChampionshipPoints",2012
71,71,"John Merrick",6,302889,"PGAChampionshipPoints",2012
72,72,"Jamie Donaldson",3,301042,"PGAChampionshipPoints",2012
73,73,"Brian Gay",7,298118,"PGAChampionshipPoints",2012
74,74,"Tim Herron",5,296585,"PGAChampionshipPoints",2012
75,75,"Ben Curtis",7,294565,"PGAChampionshipPoints",2012
76,76,"Bill Lunde",6,290839,"PGAChampionshipPoints",2012
77,77,"Rickie Fowler",6,287600,"PGAChampionshipPoints",2012
78,78,"Graeme McDowell",5,276186,"PGAChampionshipPoints",2012
79,79,"David Hearn",7,270717,"PGAChampionshipPoints",2012
80,80,"Peter Hanson",2,269500,"PGAChampionshipPoints",2012
81,81,"Bob Estes",5,265176,"PGAChampionshipPoints",2012
82,82,"JB Holmes",7,259855,"PGAChampionshipPoints",2012
83,83,"William McGirt",7,242902,"PGAChampionshipPoints",2012
84,84,"Nicolas Colsaerts",4,239192,"PGAChampionshipPoints",2012
85,85,"Brendan Steele",6,227920,"PGAChampionshipPoints",2012
86,86,"Justin Leonard",6,226354,"PGAChampionshipPoints",2012
87,87,"DJ Trahan",6,224111,"PGAChampionshipPoints",2012
88,88,"Andres Romero",5,222923,"PGAChampionshipPoints",2012
89,89,"John Daly",6,222577,"PGAChampionshipPoints",2012
90,90,"Charlie Wi",6,206928,"PGAChampionshipPoints",2012
91,91,"Greg Owen",7,201738,"PGAChampionshipPoints",2012
92,92,"Boo Weekley",7,194448,"PGAChampionshipPoints",2012
93,93,"Jason Bohn",7,192077,"PGAChampionshipPoints",2012
94,94,"Aaron Baddeley",5,182500,"PGAChampionshipPoints",2012
95,95,"Pat Perez",5,181991,"PGAChampionshipPoints",2012
96,96,"Michael Thompson",5,181540,"PGAChampionshipPoints",2012
97,97,"Mark Wilson",6,178680,"PGAChampionshipPoints",2012
98,98,"Gary Woodland",5,175291,"PGAChampionshipPoints",2012
99,99,"DA Points",9,171138,"PGAChampionshipPoints",2012
100,100,"Ryan Palmer",6,168988,"PGAChampionshipPoints",2012
101,101,"Kevin Streelman",5,165448,"PGAChampionshipPoints",2012
102,102,"Scott Dunlap",6,164594,"PGAChampionshipPoints",2012
103,103,"Martin Flores",7,162015,"PGAChampionshipPoints",2012
104,104,"Kevin Na",6,161628,"PGAChampionshipPoints",2012
105,105,"Kyle Stanley",5,161200,"PGAChampionshipPoints",2012
106,106,"KJ Choi",4,161000,"PGAChampionshipPoints",2012
107,107,"David Mathis",6,160785,"PGAChampionshipPoints",2012
108,108,"Jerry Kelly",6,157134,"PGAChampionshipPoints",2012
109,109,"Marc Leishman",5,149620,"PGAChampionshipPoints",2012
110,110,"Mathew Goggin",6,148769,"PGAChampionshipPoints",2012
111,111,"Patrick Reed",4,145488,"PGAChampionshipPoints",2012
112,112,"Camilo Villegas",6,144307,"PGAChampionshipPoints",2012
113,113,"Bobby Gates",6,140100,"PGAChampionshipPoints",2012
114,114,"Sean OHair",6,136084,"PGAChampionshipPoints",2012
115,115,"Mark Anderson",6,135056,"PGAChampionshipPoints",2012
116,116,"Heath Slocum",7,131683,"PGAChampionshipPoints",2012
117,117,"Roberto Castro",8,131127,"PGAChampionshipPoints",2012
118,118,"Dicky Pride",7,128809,"PGAChampionshipPoints",2012
119,119,"Cameron Beckman",6,128780,"PGAChampionshipPoints",2012
120,120,"Lee Slattery",1,128750,"PGAChampionshipPoints",2012
121,121,"Martin Laird",5,126710,"PGAChampionshipPoints",2012
122,122,"Daniel Chopra",6,125312,"PGAChampionshipPoints",2012
123,123,"YE Yang",3,118570,"PGAChampionshipPoints",2012
124,124,"Trevor Immelman",6,116413,"PGAChampionshipPoints",2012
125,125,"Joost Luiten",2,116167,"PGAChampionshipPoints",2012
126,126,"Zack Miller",3,114360,"PGAChampionshipPoints",2012
127,127,"Ricky Barnes",7,113325,"PGAChampionshipPoints",2012
128,128,"Joey Snyder III",2,112800,"PGAChampionshipPoints",2012
129,129,"Jeff Maggert",6,110109,"PGAChampionshipPoints",2012
130,130,"Arjun Atwal",6,109020,"PGAChampionshipPoints",2012
131,131,"Chez Reavie",5,108332,"PGAChampionshipPoints",2012
132,132,"Tom Pernice Jr",6,108282,"PGAChampionshipPoints",2012
133,133,"Angel Cabrera",5,106061,"PGAChampionshipPoints",2012
134,134,"Billy Horschel",5,105295,"PGAChampionshipPoints",2012
135,135,"Johnson Wagner",6,104207,"PGAChampionshipPoints",2012
136,136,"Danny Lee",6,101860,"PGAChampionshipPoints",2012
137,137,"Freddie Jacobson",4,99990,"PGAChampionshipPoints",2012
138,138,"Rod Pampling",7,98945,"PGAChampionshipPoints",2012
139,139,"Stuart Appleby",6,98392,"PGAChampionshipPoints",2012
140,140,"Todd Hamilton",4,96900,"PGAChampionshipPoints",2012
141,141,"Kyle Reifers",5,95378,"PGAChampionshipPoints",2012
142,142,"Ken Duke",7,92333,"PGAChampionshipPoints",2012
143,143,"Kevin Chappell",7,92062,"PGAChampionshipPoints",2012
144,144,"KT Kim",2,90400,"PGAChampionshipPoints",2012
145,145,"Gary Christian",7,90335,"PGAChampionshipPoints",2012
146,146,"Henrik Stenson",4,90004,"PGAChampionshipPoints",2012
147,147,"Simon Dyson",2,90000,"PGAChampionshipPoints",2012
148,148,"Colt Knost",7,88546,"PGAChampionshipPoints",2012
149,149,"Retief Goosen",2,86625,"PGAChampionshipPoints",2012
150,150,"Will Claxton",6,84929,"PGAChampionshipPoints",2012
151,151,"Daniel Summerhays",7,84217,"PGAChampionshipPoints",2012
152,152,"Matt Jones",5,82993,"PGAChampionshipPoints",2012
153,153,"Nick OHern",6,82429,"PGAChampionshipPoints",2012
154,154,"Rocco Mediate",6,81100,"PGAChampionshipPoints",2012
155,155,"Steven Bowditch",5,80100,"PGAChampionshipPoints",2012
156,156,"Marcel Siem",2,79250,"PGAChampionshipPoints",2012
157,157,"Thomas Bjorn",2,77625,"PGAChampionshipPoints",2012
158,158,"Francesco Molinari",2,75810,"PGAChampionshipPoints",2012
159,159,"Sangmoon Bae",4,74530,"PGAChampionshipPoints",2012
160,160,"Charley Hoffman",6,72924,"PGAChampionshipPoints",2012
161,161,"Billy Mayfair",7,72859,"PGAChampionshipPoints",2012
162,162,"George McNeill",6,72333,"PGAChampionshipPoints",2012
163,163,"Joe Durant",4,72050,"PGAChampionshipPoints",2012
164,164,"John Rollins",8,68968,"PGAChampionshipPoints",2012
165,165,"Rafa Cabrera Bello",2,68000,"PGAChampionshipPoints",2012
165,165,"Martin Kaymer",2,68000,"PGAChampionshipPoints",2012
167,167,"Ted Potter Jr",6,67712,"PGAChampionshipPoints",2012
168,168,"Paul Lawrie",2,67625,"PGAChampionshipPoints",2012
169,169,"Scott Brown",6,66415,"PGAChampionshipPoints",2012
170,170,"Ryo Ishikawa",3,65100,"PGAChampionshipPoints",2012
171,171,"Branden Grace",2,62500,"PGAChampionshipPoints",2012
172,172,"Gonzalo Fdez Castano",2,62150,"PGAChampionshipPoints",2012
173,173,"Jonathan Byrd",4,61380,"PGAChampionshipPoints",2012
174,174,"Ryuji Imada",6,60745,"PGAChampionshipPoints",2012
175,175,"JJ Killeen",6,60656,"PGAChampionshipPoints",2012
176,176,"Stewart Cink",5,57128,"PGAChampionshipPoints",2012
177,177,"Jhonattan Vegas",4,56929,"PGAChampionshipPoints",2012
178,178,"Patrick Cantlay",3,56803,"PGAChampionshipPoints",2012
179,179,"Matt Bettencourt",6,56741,"PGAChampionshipPoints",2012
180,180,"Alvaro Quiros",2,56500,"PGAChampionshipPoints",2012
181,181,"Robert Karlsson",6,53160,"PGAChampionshipPoints",2012
182,182,"Ben Crane",5,52950,"PGAChampionshipPoints",2012
183,183,"Vaughn Taylor",6,52810,"PGAChampionshipPoints",2012
184,184,"Chris Riley",3,52068,"PGAChampionshipPoints",2012
185,185,"Miguel Angel Jimenez",1,51900,"PGAChampionshipPoints",2012
185,185,"Thorbjorn Olesen",1,51900,"PGAChampionshipPoints",2012
187,187,"Robert Allenby",8,49370,"PGAChampionshipPoints",2012
188,188,"Danny Willett",1,49000,"PGAChampionshipPoints",2012
189,189,"Nathan Green",6,48699,"PGAChampionshipPoints",2012
190,190,"Bernd Wiesberger",2,46500,"PGAChampionshipPoints",2012
191,191,"Troy Kelly",6,46388,"PGAChampionshipPoints",2012
192,192,"Garth Mulroy",5,44618,"PGAChampionshipPoints",2012
193,193,"Yoshinori Fujimoto",1,44500,"PGAChampionshipPoints",2012
194,194,"Toshinori Muto",1,42625,"PGAChampionshipPoints",2012
194,194,"Jeev Milkha Singh",2,42625,"PGAChampionshipPoints",2012
196,196,"Michael Hoey",2,41625,"PGAChampionshipPoints",2012
196,196,"Robert Rock",2,41625,"PGAChampionshipPoints",2012
198,198,"Tom Lewis",1,41000,"PGAChampionshipPoints",2012
199,199,"Oliver Bekker",1,40750,"PGAChampionshipPoints",2012
200,200,"Brian Davis",8,38912,"PGAChampionshipPoints",2012
201,201,"Kyle Thompson",5,38800,"PGAChampionshipPoints",2012
202,202,"James Driscoll",6,37750,"PGAChampionshipPoints",2012
203,203,"Edward Loar",6,37291,"PGAChampionshipPoints",2012
204,204,"Derek Lamely",5,35591,"PGAChampionshipPoints",2012
205,205,"Rich Beem",3,34750,"PGAChampionshipPoints",2012
206,206,"Erik Compton",6,34380,"PGAChampionshipPoints",2012
207,207,"Gavin Coles",6,33148,"PGAChampionshipPoints",2012
208,208,"Roland Thatcher",6,31255,"PGAChampionshipPoints",2012
209,209,"Brett Wetterich",1,31200,"PGAChampionshipPoints",2012
210,210,"Marc Turnesa",3,29258,"PGAChampionshipPoints",2012
211,211,"Steve Wheatcroft",6,28823,"PGAChampionshipPoints",2012
212,212,"Miguel Angel Carballo",6,28259,"PGAChampionshipPoints",2012
213,213,"Garrett Willis",4,26096,"PGAChampionshipPoints",2012
214,214,"Cameron Tringale",6,25140,"PGAChampionshipPoints",2012
215,215,"Rory Sabbatini",8,22550,"PGAChampionshipPoints",2012
216,216,"Glen Day",1,22200,"PGAChampionshipPoints",2012
217,217,"Kevin Kisner",6,21102,"PGAChampionshipPoints",2012
218,218,"Chris Stroud",7,20376,"PGAChampionshipPoints",2012
219,219,"Derek Ernst",1,20000,"PGAChampionshipPoints",2012
220,220,"Marco Dawson",6,17701,"PGAChampionshipPoints",2012
221,221,"Hunter Haas",1,17400,"PGAChampionshipPoints",2012
221,221,"Junggon Hwang",1,17400,"PGAChampionshipPoints",2012
221,221,"Lee Janzen",2,17400,"PGAChampionshipPoints",2012
224,224,"Carl Paulson",2,16943,"PGAChampionshipPoints",2012
225,225,"Darren Clarke",1,16810,"PGAChampionshipPoints",2012
226,226,"Shane Bertsch",5,16376,"PGAChampionshipPoints",2012
227,227,"Alex Cejka",4,15892,"PGAChampionshipPoints",2012
228,228,"Chris DiMarco",6,15772,"PGAChampionshipPoints",2012
229,229,"Marcus Fraser",1,15350,"PGAChampionshipPoints",2012
229,229,"Alexander Noren",1,15350,"PGAChampionshipPoints",2012
231,231,"Toru Taniguchi",2,15150,"PGAChampionshipPoints",2012
232,232,"Guy Boros",1,13800,"PGAChampionshipPoints",2012
233,233,"Frank Lickliter II",2,12843,"PGAChampionshipPoints",2012
234,234,"Peter Tomasulo",3,12827,"PGAChampionshipPoints",2012
235,235,"Tommy Biershenk",6,11858,"PGAChampionshipPoints",2012
236,236,"Kelly Kraft",1,10850,"PGAChampionshipPoints",2012
237,237,"Stephen Ames",3,10450,"PGAChampionshipPoints",2012
237,237,"Stephen Gangluff",6,10450,"PGAChampionshipPoints",2012
239,239,"Ben Kohles",1,10296,"PGAChampionshipPoints",2012
240,240,"Brendon Todd",6,9900,"PGAChampionshipPoints",2012
241,241,"Paul Casey",2,9880,"PGAChampionshipPoints",2012
242,242,"Patrick Sheehan",6,9212,"PGAChampionshipPoints",2012
243,243,"Hunter Hamrick",2,9000,"PGAChampionshipPoints",2012
244,244,"Billy Hurley III",6,8920,"PGAChampionshipPoints",2012
245,245,"Chase Wright",1,8360,"PGAChampionshipPoints",2012
246,246,"John Peterson",2,7540,"PGAChampionshipPoints",2012
247,247,"Richard Johnson",1,6810,"PGAChampionshipPoints",2012
247,247,"John Riegger",1,6810,"PGAChampionshipPoints",2012
249,249,"Brandon Brown",1,6480,"PGAChampionshipPoints",2012
250,250,"Ted Purdy",1,6360,"PGAChampionshipPoints",2012
251,251,"David Duval",2,6240,"PGAChampionshipPoints",2012
252,252,"Jake Sarnoff",1,6180,"PGAChampionshipPoints",2012
253,253,"Scott Smith",1,6000,"PGAChampionshipPoints",2012
