"Total1Putts510_RANKTHISWEEK_2010","Total1Putts510_RANKLASTWEEK_2010","Total1Putts510_PLAYERNAME_2010","Total1Putts510_ROUNDS_2010","Total1Putts510_TOTAL_2010","Total1Putts510_TOTALFORALLDISTANCES_2010","Total1Putts510_PCTOFALL1PUTTS_2010","stat_name","year"
1,1,"Charlie Wi",95,192,687,27.9,"Total1Putts510",2010
2,2,"Spencer Levin",110,188,676,27.8,"Total1Putts510",2010
3,3,"JB Holmes",100,184,648,28.4,"Total1Putts510",2010
4,4,"Brian Gay",101,181,655,27.6,"Total1Putts510",2010
5,5,"Ricky Barnes",103,175,577,30.3,"Total1Putts510",2010
5,5,"Brian Davis",101,175,656,26.7,"Total1Putts510",2010
7,7,"Stuart Appleby",101,172,627,27.4,"Total1Putts510",2010
8,8,"Matt Jones",89,171,593,28.8,"Total1Putts510",2010
8,8,"Tim Petrovic",105,171,636,26.9,"Total1Putts510",2010
8,8,"Brandt Snedeker",89,171,590,29,"Total1Putts510",2010
11,11,"Greg Chalmers",93,170,661,25.7,"Total1Putts510",2010
11,11,"Pat Perez",90,170,614,27.7,"Total1Putts510",2010
13,13,"Ryuji Imada",90,168,647,26,"Total1Putts510",2010
14,14,"Carl Pettersson",99,167,628,26.6,"Total1Putts510",2010
15,15,"Tom Gillis",97,166,659,25.2,"Total1Putts510",2010
15,15,"Webb Simpson",98,166,662,25.1,"Total1Putts510",2010
15,15,"Josh Teater",101,166,604,27.5,"Total1Putts510",2010
18,18,"Aaron Baddeley",94,165,645,25.6,"Total1Putts510",2010
18,18,"Michael Connell",89,165,557,29.6,"Total1Putts510",2010
18,18,"James Nitties",92,165,578,28.5,"Total1Putts510",2010
21,21,"Charles Howell III",103,163,626,26,"Total1Putts510",2010
21,21,"Troy Merritt",86,163,561,29.1,"Total1Putts510",2010
23,23,"Martin Laird",91,162,535,30.3,"Total1Putts510",2010
23,23,"Jeff Quinney",91,162,598,27.1,"Total1Putts510",2010
25,25,"Chris DiMarco",88,160,549,29.1,"Total1Putts510",2010
25,25,"John Senden",103,160,536,29.9,"Total1Putts510",2010
25,25,"Bo Van Pelt",104,160,618,25.9,"Total1Putts510",2010
28,28,"Brett Quigley",96,159,563,28.2,"Total1Putts510",2010
29,29,"Charley Hoffman",85,158,565,28,"Total1Putts510",2010
29,29,"Vaughn Taylor",87,158,531,29.8,"Total1Putts510",2010
31,31,"Brendon de Jonge",114,157,602,26.1,"Total1Putts510",2010
31,31,"Zach Johnson",93,157,567,27.7,"Total1Putts510",2010
31,31,"Alex Prugh",88,157,536,29.3,"Total1Putts510",2010
34,34,"Nathan Green",86,156,597,26.1,"Total1Putts510",2010
35,35,"Matt Kuchar",97,155,560,27.7,"Total1Putts510",2010
36,36,"Joe Ogilvie",99,153,599,25.5,"Total1Putts510",2010
36,36,"Kevin Streelman",90,153,562,27.2,"Total1Putts510",2010
38,38,"Scott McCarron",90,152,584,26,"Total1Putts510",2010
38,38,"John Merrick",109,152,588,25.9,"Total1Putts510",2010
38,38,"Jeff Overton",89,152,527,28.8,"Total1Putts510",2010
41,41,"Scott Piercy",88,151,559,27,"Total1Putts510",2010
42,42,"Matt Bettencourt",91,149,545,27.3,"Total1Putts510",2010
42,42,"JJ Henry",92,149,508,29.3,"Total1Putts510",2010
44,44,"Freddie Jacobson",83,147,557,26.4,"Total1Putts510",2010
45,45,"Rickie Fowler",98,146,586,24.9,"Total1Putts510",2010
45,45,"Michael Letzig",84,146,554,26.4,"Total1Putts510",2010
47,47,"Chad Collins",87,145,565,25.7,"Total1Putts510",2010
47,47,"Bryce Molder",84,145,528,27.5,"Total1Putts510",2010
49,49,"Briny Baird",87,144,519,27.7,"Total1Putts510",2010
50,50,"Marc Leishman",87,143,518,27.6,"Total1Putts510",2010
50,50,"DA Points",90,143,508,28.1,"Total1Putts510",2010
52,52,"Chris Stroud",90,142,472,30.1,"Total1Putts510",2010
52,52,"Nick Watney",91,142,486,29.2,"Total1Putts510",2010
54,54,"Jonathan Byrd",85,141,547,25.8,"Total1Putts510",2010
54,54,"Chad Campbell",95,141,522,27,"Total1Putts510",2010
56,56,"Woody Austin",93,140,573,24.4,"Total1Putts510",2010
56,56,"Tim Clark",88,140,500,28,"Total1Putts510",2010
56,56,"George McNeill",79,140,492,28.5,"Total1Putts510",2010
56,56,"Mark Wilson",87,140,511,27.4,"Total1Putts510",2010
60,60,"Rory Sabbatini",79,139,489,28.4,"Total1Putts510",2010
60,60,"DJ Trahan",92,139,528,26.3,"Total1Putts510",2010
62,62,"JP Hayes",79,138,474,29.1,"Total1Putts510",2010
62,62,"Jerry Kelly",99,138,532,25.9,"Total1Putts510",2010
62,62,"Hunter Mahan",85,138,461,29.9,"Total1Putts510",2010
65,65,"Tim Herron",79,137,487,28.1,"Total1Putts510",2010
65,65,"David Toms",86,137,519,26.4,"Total1Putts510",2010
67,67,"Daniel Chopra",74,136,477,28.5,"Total1Putts510",2010
67,67,"Kevin Na",94,136,571,23.8,"Total1Putts510",2010
67,67,"Nicholas Thompson",88,136,481,28.3,"Total1Putts510",2010
70,70,"Dustin Johnson",83,135,456,29.6,"Total1Putts510",2010
71,71,"Paul Goydos",78,134,472,28.4,"Total1Putts510",2010
71,71,"Justin Rose",78,134,519,25.8,"Total1Putts510",2010
71,71,"Heath Slocum",97,134,513,26.1,"Total1Putts510",2010
74,74,"John Rollins",81,133,493,27,"Total1Putts510",2010
75,75,"Alex Cejka",81,132,439,30.1,"Total1Putts510",2010
75,75,"Ryan Palmer",84,132,522,25.3,"Total1Putts510",2010
75,75,"Andres Romero",73,132,507,26,"Total1Putts510",2010
78,78,"Kevin Stadler",86,131,488,26.8,"Total1Putts510",2010
79,79,"Michael Bradley",77,129,446,28.9,"Total1Putts510",2010
79,79,"James Driscoll",78,129,506,25.5,"Total1Putts510",2010
79,79,"Bob Estes",79,129,479,26.9,"Total1Putts510",2010
79,79,"Mathew Goggin",85,129,450,28.7,"Total1Putts510",2010
79,79,"Justin Leonard",89,129,515,25,"Total1Putts510",2010
84,84,"John Mallinger",78,127,449,28.3,"Total1Putts510",2010
84,84,"Jimmy Walker",82,127,493,25.8,"Total1Putts510",2010
84,84,"Bubba Watson",77,127,448,28.3,"Total1Putts510",2010
87,87,"Jason Bohn",84,126,512,24.6,"Total1Putts510",2010
87,87,"Aron Price",70,126,412,30.6,"Total1Putts510",2010
89,89,"Jason Day",82,125,500,25,"Total1Putts510",2010
89,89,"Steve Marino",81,125,447,28,"Total1Putts510",2010
89,89,"Ryan Moore",80,125,431,29,"Total1Putts510",2010
89,89,"Brian Stuard",81,125,491,25.5,"Total1Putts510",2010
89,89,"Garrett Willis",82,125,467,26.8,"Total1Putts510",2010
94,94,"YE Yang",72,124,410,30.2,"Total1Putts510",2010
95,95,"Roland Thatcher",72,123,443,27.8,"Total1Putts510",2010
96,96,"Steve Flesch",78,122,463,26.3,"Total1Putts510",2010
96,96,"Bill Haas",87,122,501,24.4,"Total1Putts510",2010
96,96,"Rod Pampling",77,122,466,26.2,"Total1Putts510",2010
96,96,"Ted Purdy",86,122,500,24.4,"Total1Putts510",2010
100,100,"Lucas Glover",75,121,400,30.3,"Total1Putts510",2010
100,100,"Boo Weekley",88,121,473,25.6,"Total1Putts510",2010
102,102,"Stephen Ames",75,120,482,24.9,"Total1Putts510",2010
103,103,"Kris Blanks",91,119,442,26.9,"Total1Putts510",2010
103,103,"Lee Janzen",77,119,473,25.2,"Total1Putts510",2010
103,103,"Chris Riley",73,119,443,26.9,"Total1Putts510",2010
106,106,"Stewart Cink",84,117,464,25.2,"Total1Putts510",2010
106,106,"Phil Mickelson",76,117,406,28.8,"Total1Putts510",2010
106,106,"Sean OHair",84,117,428,27.3,"Total1Putts510",2010
109,109,"Ben Curtis",78,116,439,26.4,"Total1Putts510",2010
110,110,"Ben Crane",85,115,475,24.2,"Total1Putts510",2010
110,110,"Martin Flores",75,115,442,26,"Total1Putts510",2010
110,110,"Robert Garrigus",71,115,405,28.4,"Total1Putts510",2010
110,110,"Kevin Sutherland",86,115,477,24.1,"Total1Putts510",2010
110,110,"Chris Tidland",77,115,463,24.8,"Total1Putts510",2010
115,115,"Johnson Wagner",85,114,500,22.8,"Total1Putts510",2010
115,115,"Steve Wheatcroft",74,114,404,28.2,"Total1Putts510",2010
117,117,"Blake Adams",84,113,506,22.3,"Total1Putts510",2010
117,117,"Will Ma Kenzie",72,113,449,25.2,"Total1Putts510",2010
119,119,"Richard Johnson",90,112,474,23.6,"Total1Putts510",2010
120,120,"Graham DeLaet",88,110,500,22,"Total1Putts510",2010
120,120,"Troy Matteson",84,110,456,24.1,"Total1Putts510",2010
122,122,"Jim Furyk",76,109,436,25,"Total1Putts510",2010
122,122,"Steve Stricker",73,109,412,26.5,"Total1Putts510",2010
124,124,"Retief Goosen",75,108,387,27.9,"Total1Putts510",2010
125,125,"Luke Donald",71,107,411,26,"Total1Putts510",2010
125,125,"Derek Lamely",81,107,450,23.8,"Total1Putts510",2010
125,125,"Rocco Mediate",71,107,374,28.6,"Total1Putts510",2010
128,128,"David Duval",71,106,388,27.3,"Total1Putts510",2010
