"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2010","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2010","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2010","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2010","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2010","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2010","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2010","stat_name","year"
17,17,"Jason Day",82,53.49,63264.4,118269,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
18,18,"Martin Laird",91,53.46,72642.1,135872,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
19,19,"Davis Love III",79,53.43,59329.6,111049,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
20,20,"Lucas Glover",75,53.36,55527.2,104053,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
21,21,"Garth Mulroy",53,53.35,39805.3,74618,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
22,22,"Nick Watney",91,53.31,66414.7,124579,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
23,23,"Scott Piercy",88,53.3,75997.7,142574,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
24,24,"Troy Matteson",84,53.24,71935.7,135127,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
25,25,"Bo Van Pelt",104,53.18,79024.9,148605,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
26,26,"Derek Lamely",81,53.17,58179.8,109412,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
27,27,"Rory McIlroy",54,53.14,36950.6,69540,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
28,28,"Paul Casey",64,53.06,37553.9,70781,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
29,29,"Charles Howell III",103,52.97,83050.1,156787,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
30,30,"Stewart Cink",84,52.96,58974.1,111347,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
30,30,"George McNeill",79,52.96,63293.6,119509,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
32,32,"Jeff Overton",89,52.93,61585.9,116353,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
33,33,"Alex Prugh",88,52.9,73119.4,138209,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
34,34,"Bill Haas",87,52.88,69899.5,132194,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
34,34,"Andres Romero",73,52.88,67619.2,127863,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
36,36,"Boo Weekley",88,52.87,62902.8,118968,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
37,37,"Roger Tambellini",77,52.84,56539,107000,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
38,38,"Chris Couch",66,52.83,55647.4,105323,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
38,38,"Mathias Gronberg",61,52.83,43723.2,82758,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
40,40,"Ryan Palmer",84,52.82,65269.3,123577,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
41,41,"Camilo Villegas",78,52.72,49173,93266,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
42,42,"John Rollins",81,52.71,67886.4,128792,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
43,43,"Matt Bettencourt",91,52.66,67193.8,127604,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
44,44,"James Driscoll",78,52.61,66097.3,125640,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
45,45,"Jarrod Lyle",54,52.59,40748.9,77478,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
46,46,"Blake Adams",84,52.48,64003.5,121968,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
47,47,"Hunter Mahan",85,52.47,61506.1,117230,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
48,48,"Jimmy Walker",82,52.43,63094.3,120347,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
49,49,"Josh Teater",101,52.42,85855,163774,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
50,50,"Cameron Tringale",55,52.4,41675.8,79529,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
51,51,"JJ Henry",92,52.32,71033.7,135769,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
52,52,"Cameron Percy",73,52.3,55245.7,105638,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
53,53,"Matt Jones",89,52.29,72562.8,138761,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
54,54,"John Merrick",109,52.27,81736.8,156384,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
55,55,"Matt Every",60,52.26,46411.4,88806,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
56,56,"Rory Sabbatini",79,52.25,64290.8,123056,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
57,57,"Ryan Moore",80,52.22,55043.2,105411,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
58,58,"Kevin Streelman",90,52.21,72209.2,138314,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
59,59,"Rickie Fowler",98,52.18,76215.5,146066,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
59,59,"Sean OHair",84,52.18,60934.5,116773,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
61,61,"Jonathan Byrd",85,52.13,72124.4,138353,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
62,62,"Henrik Bjornstad",72,52.12,54044.6,103694,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
63,63,"Greg Owen",69,52.09,57554.9,110481,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
64,64,"Tim Herron",79,52.07,60795.9,116752,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
64,64,"Michael Letzig",84,52.07,70232.9,134875,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
66,66,"Retief Goosen",75,52.05,45414.6,87245,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
67,67,"Robert Allenby",76,52.03,53771.8,103340,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
68,68,"Ted Purdy",86,52.01,69024.7,132718,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
69,69,"Will Ma Kenzie",72,51.99,60385.3,116151,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
69,69,"Vijay Singh",75,51.99,47672.4,91689,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
71,71,"Steve Marino",81,51.96,60084.4,115630,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
72,72,"Sergio Garcia",58,51.94,34306.2,66049,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
73,73,"David Lutterus",69,51.84,51345,99038,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
74,74,"Nicholas Thompson",88,51.83,70549.9,136128,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
75,75,"Padraig Harrington",57,51.82,39633.6,76476,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
75,75,"John Senden",103,51.82,79825,154055,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
75,75,"Roland Thatcher",72,51.82,61102.7,117909,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
78,78,"Stuart Appleby",101,51.8,76058.6,146822,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
79,79,"Trevor Immelman",55,51.77,37155.2,71776,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
80,80,"Adam Scott",70,51.76,50837.2,98214,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
81,81,"Scott McCarron",90,51.73,75464.9,145884,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
82,82,"Troy Merritt",86,51.72,68374.6,132207,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
83,83,"Ernie Els",72,51.65,49987.6,96781,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
83,83,"Steve Lowery",67,51.65,48907.1,94682,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
83,83,"Chris Wilson",65,51.65,47966.5,92876,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
86,86,"Kevin Stadler",86,51.63,67494.1,130723,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
87,87,"Bill Lunde",79,51.61,64061.7,124122,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
87,87,"Kenny Perry",69,51.61,50832.1,98494,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
89,89,"Brenden Pappas",66,51.6,50190.6,97267,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
90,90,"Joe Ogilvie",99,51.5,76978,149458,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
91,91,"Rich Barcelo",70,51.49,50444.8,97963,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
91,91,"Jeff Gove",57,51.49,38819.1,75387,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
93,93,"Brendon de Jonge",114,51.47,82137.6,159587,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
93,93,"Lee Janzen",77,51.47,60846.7,118223,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
95,95,"KJ Choi",82,51.46,54930.6,106748,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
96,96,"Paul Stankowski",62,51.43,44984,87463,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
96,96,"YE Yang",72,51.43,50581.2,98341,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
98,98,"Mathew Goggin",85,51.39,67358.6,131062,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
99,99,"Kevin Sutherland",86,51.37,71634.3,139448,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
100,100,"Chris Tidland",77,51.35,62900.4,122499,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
100,100,"Steve Wheatcroft",74,51.35,52349.9,101942,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
102,102,"Tom Gillis",97,51.34,81927.2,159593,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
103,103,"Jeev Milkha Singh",59,51.3,42414.6,82676,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
104,104,"Andrew McLardy",52,51.29,39559.5,77125,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
104,104,"Chris Stroud",90,51.29,63588.5,123974,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
106,106,"Matt Kuchar",97,51.28,65682.5,128095,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
107,107,"Ricky Barnes",103,51.24,73563.1,143554,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
108,108,"Justin Rose",78,51.23,59548,116242,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
109,109,"Jason Dufner",87,51.21,62492.7,122042,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
110,110,"Mark Calcavecchia",50,51.13,30040.5,58752,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
111,111,"Pat Perez",90,51.1,74303.3,145417,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
112,112,"Geoff Ogilvy",62,51.08,46524.5,91090,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
113,113,"Webb Simpson",98,51.05,78390.3,153549,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
114,114,"Joe Durant",67,51.01,46442.2,91043,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
115,115,"Brett Quigley",96,50.95,79886.4,156779,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
115,115,"Brian Stuard",81,50.95,60728.8,119188,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
117,117,"Stephen Ames",75,50.94,60413.7,118587,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
118,118,"Kris Blanks",91,50.93,67512.4,132559,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
119,119,"Steve Elkington",74,50.92,53767.5,105587,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
120,120,"Freddie Jacobson",83,50.83,65462.5,128799,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
120,120,"Vance Veazey",58,50.83,42769.1,84145,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
122,122,"Jay Williamson",76,50.82,50759,99888,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
123,123,"Chad Campbell",95,50.76,68540,135025,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
124,124,"David Duval",71,50.74,53744.9,105927,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
124,124,"DA Points",90,50.74,70183,138329,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
126,126,"Woody Austin",93,50.73,72680.2,143261,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
127,127,"Aron Price",70,50.7,53135.2,104794,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
128,128,"Rod Pampling",77,50.67,63688.2,125687,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
129,129,"Steve Stricker",73,50.65,48905.6,96565,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
130,130,"James Nitties",92,50.63,71325.4,140876,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
131,131,"Carl Pettersson",99,50.61,71674,141628,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
132,132,"Bob Estes",79,50.48,60449.3,119759,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
132,132,"Billy Mayfair",78,50.48,56108,111144,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
132,132,"Shaun Micheel",70,50.48,44509.3,88172,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
135,135,"Ian Poulter",55,50.47,28589.2,56651,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
136,136,"Vaughn Taylor",87,50.42,72085.9,142967,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
137,137,"Cameron Beckman",68,50.39,48346.1,95935,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
137,137,"Zach Johnson",93,50.39,64093.4,127188,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
139,139,"Briny Baird",87,50.38,64592.9,128203,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
139,139,"JP Hayes",79,50.38,62128.7,123309,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
139,139,"Cliff Kresge",50,50.38,38357.5,76133,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
142,142,"Ben Crane",85,50.37,54930.6,109050,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
143,143,"Garrett Willis",82,50.32,63436.5,126078,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
144,144,"Jerod Turner",54,50.29,32027.5,63681,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
145,145,"Michael Sim",64,50.26,45710.4,90953,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
145,145,"Mark Wilson",87,50.26,70122.7,139533,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
147,147,"Jason Bohn",84,50.22,66226.3,131885,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
148,148,"Kevin Na",94,50.2,63428.9,126344,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
148,148,"David Toms",86,50.2,58669.2,116861,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
148,148,"Johnson Wagner",85,50.2,64090.3,127671,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
151,151,"Spencer Levin",110,50.12,83506.8,166609,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
152,152,"John Mallinger",78,50.09,56901,113587,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
153,153,"Ryuji Imada",90,50.04,70906.6,141691,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
154,154,"Jim Furyk",76,50.03,52213.9,104358,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
155,155,"Charlie Wi",95,50.02,74847.7,149623,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
156,156,"Nathan Green",86,49.99,68440.7,136918,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
157,157,"Michael Bradley",77,49.95,58759.6,117645,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
158,158,"Jeff Maggert",76,49.94,52352.1,104826,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
159,159,"Justin Bolli",55,49.93,36573.6,73252,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
160,160,"Heath Slocum",97,49.92,64820.5,129850,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
161,161,"Greg Chalmers",93,49.89,75743.3,151808,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
161,161,"Steve Flesch",78,49.89,58308.7,116871,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
161,161,"Rocco Mediate",71,49.89,51868.7,103972,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
161,161,"Tim Petrovic",105,49.89,82540,165441,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
165,165,"Brandt Snedeker",89,49.86,63290.1,126947,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
166,166,"Scott Verplank",74,49.84,45555.7,91399,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
167,167,"Chris DiMarco",88,49.82,66274.1,133025,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
168,168,"Chad Collins",87,49.77,61009.9,122588,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
168,168,"Jerry Kelly",99,49.77,71918.3,144491,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
168,168,"Chris Riley",73,49.77,49417.6,99284,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
171,171,"Brian Davis",101,49.72,78424.7,157741,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
172,172,"Michael Connell",89,49.7,64494.4,129762,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
173,173,"Bryce Molder",84,49.68,62613.7,126024,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
174,174,"Tom Pernice Jr",74,49.62,48643,98026,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
175,175,"Skip Kendall",58,49.61,41985.3,84630,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
176,176,"Alex Cejka",81,49.6,60557.5,122101,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
177,177,"Luke Donald",71,49.55,46534.4,93915,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
178,178,"Mike Weir",59,49.53,34273.2,69202,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
179,179,"Richard Johnson",90,49.39,59195.1,119841,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
179,179,"Dean Wilson",54,49.39,37649.9,76223,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
181,181,"Ben Curtis",78,49.33,54166.2,109813,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
181,181,"Justin Leonard",89,49.33,55196.9,111900,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
183,183,"Kevin Johnson",62,49.21,41519.1,84378,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
184,184,"Tim Clark",88,49.16,56532.8,115007,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
185,185,"Paul Goydos",78,49.07,57950.8,118106,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
186,186,"Brent Delahoussaye",57,49.04,38881.2,79291,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
187,187,"Jeff Quinney",91,48.85,65140.6,133359,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
188,188,"Greg Kraft",52,48.83,33045.2,67677,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
189,189,"Omar Uresti",74,48.56,51463.5,105973,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
190,190,"Craig Bowden",56,48.07,41054.2,85411,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
191,191,"Brad Faxon",58,47.88,41025.3,85685,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
192,192,"Brian Gay",101,47.62,65826.7,138230,"PercentageofYardagecoveredbyTeeShotsPar5s",2010
