"PuttsperRoundRound2_RANKTHISWEEK_2007","PuttsperRoundRound2_RANKLASTWEEK_2007","PuttsperRoundRound2_PLAYERNAME_2007","PuttsperRoundRound2__2007","PuttsperRoundRound2_AVG_2007","PuttsperRoundRound2_TOTALPUTTS_2007","PuttsperRoundRound2_TOTALROUNDS_2007","stat_name","year"
1,1,"Chris Riley",NA,27.63,442,16,"PuttsperRoundRound2",2007
2,2,"Tim Clark",NA,27.67,498,18,"PuttsperRoundRound2",2007
3,3,"Padraig Harrington",NA,27.94,475,17,"PuttsperRoundRound2",2007
4,4,"Shigeki Maruyama",NA,27.96,755,27,"PuttsperRoundRound2",2007
4,4,"Kevin Na",NA,27.96,699,25,"PuttsperRoundRound2",2007
6,6,"Aaron Baddeley",NA,28,616,22,"PuttsperRoundRound2",2007
6,6,"Tiger Woods",NA,28,420,15,"PuttsperRoundRound2",2007
8,8,"Mike Weir",NA,28.05,589,21,"PuttsperRoundRound2",2007
9,9,"Jose Maria Olazabal",NA,28.07,421,15,"PuttsperRoundRound2",2007
10,10,"Freddie Jacobson",NA,28.1,562,20,"PuttsperRoundRound2",2007
10,10,"Geoff Ogilvy",NA,28.1,590,21,"PuttsperRoundRound2",2007
12,12,"Phil Mickelson",NA,28.15,563,20,"PuttsperRoundRound2",2007
13,13,"Eric Axley",NA,28.26,989,35,"PuttsperRoundRound2",2007
14,14,"Sergio Garcia",NA,28.28,509,18,"PuttsperRoundRound2",2007
15,15,"Ken Duke",NA,28.29,877,31,"PuttsperRoundRound2",2007
16,16,"Charlie Wi",NA,28.36,709,25,"PuttsperRoundRound2",2007
17,17,"Brian Gay",NA,28.42,881,31,"PuttsperRoundRound2",2007
18,18,"Craig Lile",NA,28.43,654,23,"PuttsperRoundRound2",2007
19,19,"Brian Davis",NA,28.46,797,28,"PuttsperRoundRound2",2007
20,20,"Chris DiMarco",NA,28.48,655,23,"PuttsperRoundRound2",2007
20,20,"Todd Hamilton",NA,28.48,769,27,"PuttsperRoundRound2",2007
20,20,"Tom Pernice Jr",NA,28.48,883,31,"PuttsperRoundRound2",2007
23,23,"Paul Goydos",NA,28.5,513,18,"PuttsperRoundRound2",2007
24,24,"Mark Hensby",NA,28.52,656,23,"PuttsperRoundRound2",2007
25,25,"Retief Goosen",NA,28.54,371,13,"PuttsperRoundRound2",2007
26,26,"Joe Ogilvie",NA,28.6,858,30,"PuttsperRoundRound2",2007
27,27,"Jonathan Byrd",NA,28.61,658,23,"PuttsperRoundRound2",2007
28,28,"Steve Stricker",NA,28.64,630,22,"PuttsperRoundRound2",2007
29,29,"Gavin Coles",NA,28.65,745,26,"PuttsperRoundRound2",2007
29,29,"Bob Heintz",NA,28.65,745,26,"PuttsperRoundRound2",2007
29,29,"Zach Johnson",NA,28.65,573,20,"PuttsperRoundRound2",2007
29,29,"David Toms",NA,28.65,573,20,"PuttsperRoundRound2",2007
33,33,"Parker McLachlin",NA,28.67,774,27,"PuttsperRoundRound2",2007
34,34,"Tim Petrovic",NA,28.69,918,32,"PuttsperRoundRound2",2007
34,34,"Vijay Singh",NA,28.69,746,26,"PuttsperRoundRound2",2007
36,36,"Mathias Gronberg",NA,28.7,861,30,"PuttsperRoundRound2",2007
36,36,"Ryuji Imada",NA,28.7,861,30,"PuttsperRoundRound2",2007
38,38,"Arron Oberholser",NA,28.71,488,17,"PuttsperRoundRound2",2007
39,39,"Rich Barcelo",NA,28.72,718,25,"PuttsperRoundRound2",2007
