"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2011","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2011","GoingfortheGreenHitGreenPct_PLAYERNAME_2011","GoingfortheGreenHitGreenPct_ROUNDS_2011","GoingfortheGreenHitGreenPct_Pct_2011","GoingfortheGreenHitGreenPct_SUCCESSES_2011","GoingfortheGreenHitGreenPct_ATTEMPTS_2011","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2011","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2011","stat_name","year"
92,92,"Andres Gonzales",60,22.97,17,74,-16,NA,"GoingfortheGreenHitGreenPct",2011
92,92,"Josh Teater",104,22.97,48,209,-53,NA,"GoingfortheGreenHitGreenPct",2011
94,94,"Matt Bettencourt",84,22.93,36,157,-38,NA,"GoingfortheGreenHitGreenPct",2011
95,95,"Marc Leishman",87,22.89,38,166,-41,NA,"GoingfortheGreenHitGreenPct",2011
96,96,"Jason Day",76,22.86,32,140,-33,NA,"GoingfortheGreenHitGreenPct",2011
96,96,"Chris Kirk",87,22.86,32,140,-34,NA,"GoingfortheGreenHitGreenPct",2011
98,98,"Graeme McDowell",50,22.67,17,75,-17,NA,"GoingfortheGreenHitGreenPct",2011
99,99,"Matt Kuchar",94,22.66,29,128,-34,NA,"GoingfortheGreenHitGreenPct",2011
99,99,"Rory Sabbatini",85,22.66,29,128,-26,NA,"GoingfortheGreenHitGreenPct",2011
101,101,"Rickie Fowler",84,22.63,31,137,-35,NA,"GoingfortheGreenHitGreenPct",2011
102,102,"DJ Brigman",67,22.58,21,93,-20,NA,"GoingfortheGreenHitGreenPct",2011
103,103,"Cameron Tringale",110,22.33,46,206,-46,NA,"GoingfortheGreenHitGreenPct",2011
104,104,"Jason Bohn",74,22.31,27,121,-29,NA,"GoingfortheGreenHitGreenPct",2011
105,105,"Aaron Baddeley",77,22.22,34,153,-36,NA,"GoingfortheGreenHitGreenPct",2011
105,105,"KJ Choi",77,22.22,20,90,-20,NA,"GoingfortheGreenHitGreenPct",2011
105,105,"Billy Horschel",75,22.22,26,117,-27,NA,"GoingfortheGreenHitGreenPct",2011
108,108,"Robert Allenby",84,22.15,33,149,-30,NA,"GoingfortheGreenHitGreenPct",2011
109,109,"Ricky Barnes",78,22.05,28,127,-30,NA,"GoingfortheGreenHitGreenPct",2011
110,110,"Jim Furyk",87,22,22,100,-22,NA,"GoingfortheGreenHitGreenPct",2011
111,111,"Hunter Mahan",92,21.95,36,164,-36,NA,"GoingfortheGreenHitGreenPct",2011
112,112,"Chez Reavie",92,21.94,34,155,-33,NA,"GoingfortheGreenHitGreenPct",2011
113,113,"Shane Bertsch",62,21.92,16,73,-15,NA,"GoingfortheGreenHitGreenPct",2011
114,114,"Alex Cejka",59,21.79,17,78,-19,NA,"GoingfortheGreenHitGreenPct",2011
115,115,"Matt McQuillan",59,21.74,15,69,-16,NA,"GoingfortheGreenHitGreenPct",2011
116,116,"Bill Haas",93,21.71,38,175,-36,NA,"GoingfortheGreenHitGreenPct",2011
117,117,"Andres Romero",77,21.66,34,157,-38,NA,"GoingfortheGreenHitGreenPct",2011
118,118,"Steve Flesch",88,21.62,24,111,-25,NA,"GoingfortheGreenHitGreenPct",2011
118,118,"Paul Goydos",81,21.62,16,74,-13,NA,"GoingfortheGreenHitGreenPct",2011
120,120,"David Duval",67,21.57,22,102,-17,NA,"GoingfortheGreenHitGreenPct",2011
121,121,"Sergio Garcia",61,21.43,24,112,-28,NA,"GoingfortheGreenHitGreenPct",2011
121,121,"Paul Stankowski",78,21.43,24,112,-23,NA,"GoingfortheGreenHitGreenPct",2011
123,123,"Sung Kang",63,21.36,22,103,-29,NA,"GoingfortheGreenHitGreenPct",2011
124,124,"Kevin Chappell",78,21.32,29,136,-32,NA,"GoingfortheGreenHitGreenPct",2011
124,124,"Matt Jones",71,21.32,29,136,-28,NA,"GoingfortheGreenHitGreenPct",2011
126,126,"Brandt Snedeker",85,21.19,25,118,-27,NA,"GoingfortheGreenHitGreenPct",2011
127,127,"Jimmy Walker",79,21.09,31,147,-33,NA,"GoingfortheGreenHitGreenPct",2011
128,128,"Kyle Stanley",98,21.03,41,195,-42,NA,"GoingfortheGreenHitGreenPct",2011
129,129,"Tim Petrovic",88,20.97,26,124,-23,NA,"GoingfortheGreenHitGreenPct",2011
130,130,"Woody Austin",59,20.78,16,77,-17,NA,"GoingfortheGreenHitGreenPct",2011
131,131,"David Mathis",83,20.69,18,87,-20,NA,"GoingfortheGreenHitGreenPct",2011
132,132,"Ben Crane",76,20.56,22,107,-23,NA,"GoingfortheGreenHitGreenPct",2011
133,133,"Luke Donald",73,20.48,17,83,-17,NA,"GoingfortheGreenHitGreenPct",2011
134,134,"Tom Gillis",55,20.43,19,93,-18,NA,"GoingfortheGreenHitGreenPct",2011
135,135,"Richard Johnson",64,20.41,10,49,-7,NA,"GoingfortheGreenHitGreenPct",2011
136,136,"Brendon de Jonge",105,20.39,31,152,-35,NA,"GoingfortheGreenHitGreenPct",2011
137,137,"Joseph Bramlett",73,20.3,27,133,-25,NA,"GoingfortheGreenHitGreenPct",2011
138,138,"Martin Piller",63,20.24,17,84,-17,NA,"GoingfortheGreenHitGreenPct",2011
139,139,"Ryuji Imada",83,20,25,125,-24,NA,"GoingfortheGreenHitGreenPct",2011
140,140,"Pat Perez",76,19.85,27,136,-29,NA,"GoingfortheGreenHitGreenPct",2011
141,141,"Ernie Els",71,19.83,23,116,-21,NA,"GoingfortheGreenHitGreenPct",2011
142,142,"William McGirt",103,19.72,28,142,-30,NA,"GoingfortheGreenHitGreenPct",2011
143,143,"Anthony Kim",72,19.67,24,122,-28,NA,"GoingfortheGreenHitGreenPct",2011
144,144,"Zach Johnson",79,19.61,20,102,-24,NA,"GoingfortheGreenHitGreenPct",2011
145,145,"Charlie Wi",83,19.35,24,124,-23,NA,"GoingfortheGreenHitGreenPct",2011
146,146,"Fabian Gomez",84,19.2,24,125,-27,NA,"GoingfortheGreenHitGreenPct",2011
147,147,"Blake Adams",116,19.19,33,172,-34,NA,"GoingfortheGreenHitGreenPct",2011
148,148,"Steve Elkington",50,19.18,14,73,-14,NA,"GoingfortheGreenHitGreenPct",2011
149,149,"Ryan Moore",79,19.12,26,136,-25,NA,"GoingfortheGreenHitGreenPct",2011
150,150,"Michael Thompson",79,19.09,21,110,-22,NA,"GoingfortheGreenHitGreenPct",2011
151,151,"Michael Putnam",67,19.05,20,105,-16,NA,"GoingfortheGreenHitGreenPct",2011
152,152,"Ben Curtis",66,18.99,15,79,-15,NA,"GoingfortheGreenHitGreenPct",2011
153,153,"Camilo Villegas",69,18.81,19,101,-16,NA,"GoingfortheGreenHitGreenPct",2011
154,154,"Ryan Palmer",82,18.67,28,150,-27,NA,"GoingfortheGreenHitGreenPct",2011
155,155,"Billy Mayfair",94,18.63,30,161,-34,NA,"GoingfortheGreenHitGreenPct",2011
156,156,"Cameron Beckman",71,18.35,20,109,-16,NA,"GoingfortheGreenHitGreenPct",2011
157,157,"Aron Price",58,18.31,13,71,-11,NA,"GoingfortheGreenHitGreenPct",2011
158,158,"Stephen Ames",69,18.29,15,82,-13,NA,"GoingfortheGreenHitGreenPct",2011
159,159,"Vaughn Taylor",89,17.97,23,128,-27,NA,"GoingfortheGreenHitGreenPct",2011
160,160,"Brian Davis",105,17.75,30,169,-29,NA,"GoingfortheGreenHitGreenPct",2011
161,161,"Arjun Atwal",91,17.69,23,130,-20,NA,"GoingfortheGreenHitGreenPct",2011
162,162,"Tim Herron",85,17.6,22,125,-20,NA,"GoingfortheGreenHitGreenPct",2011
163,163,"Chris DiMarco",93,17.59,19,108,-20,NA,"GoingfortheGreenHitGreenPct",2011
164,164,"Chris Riley",76,17.44,15,86,-16,NA,"GoingfortheGreenHitGreenPct",2011
164,164,"David Toms",78,17.44,15,86,-17,NA,"GoingfortheGreenHitGreenPct",2011
166,166,"Rod Pampling",72,17.36,21,121,-17,NA,"GoingfortheGreenHitGreenPct",2011
167,167,"Jeff Overton",92,17.16,29,169,-33,NA,"GoingfortheGreenHitGreenPct",2011
168,168,"Justin Leonard",82,17.02,16,94,-16,NA,"GoingfortheGreenHitGreenPct",2011
169,169,"Garrett Willis",71,16.98,18,106,-15,NA,"GoingfortheGreenHitGreenPct",2011
170,170,"Kevin Na",84,16.92,22,130,-25,NA,"GoingfortheGreenHitGreenPct",2011
171,171,"Rocco Mediate",53,16.9,12,71,-12,NA,"GoingfortheGreenHitGreenPct",2011
172,172,"Roland Thatcher",67,16.82,18,107,-20,NA,"GoingfortheGreenHitGreenPct",2011
173,173,"Michael Bradley",74,16.67,15,90,-18,NA,"GoingfortheGreenHitGreenPct",2011
174,174,"Kent Jones",76,16.47,14,85,-16,NA,"GoingfortheGreenHitGreenPct",2011
175,175,"Marc Turnesa",54,16.07,9,56,-10,NA,"GoingfortheGreenHitGreenPct",2011
175,175,"Mark Wilson",89,16.07,18,112,-20,NA,"GoingfortheGreenHitGreenPct",2011
177,177,"Nathan Green",81,15.7,19,121,-20,NA,"GoingfortheGreenHitGreenPct",2011
178,178,"Padraig Harrington",60,15.66,13,83,-15,NA,"GoingfortheGreenHitGreenPct",2011
179,179,"Bio Kim",71,15.32,17,111,-16,NA,"GoingfortheGreenHitGreenPct",2011
180,180,"Freddie Jacobson",92,14.78,17,115,-16,NA,"GoingfortheGreenHitGreenPct",2011
181,181,"Shaun Micheel",77,14.77,13,88,-14,NA,"GoingfortheGreenHitGreenPct",2011
182,182,"Rich Beem",53,14.47,11,76,-10,NA,"GoingfortheGreenHitGreenPct",2011
183,183,"Greg Chalmers",88,14.41,16,111,-17,NA,"GoingfortheGreenHitGreenPct",2011
184,184,"Colt Knost",80,13.92,11,79,-9,NA,"GoingfortheGreenHitGreenPct",2011
185,185,"Nick OHern",89,11.11,10,90,-12,NA,"GoingfortheGreenHitGreenPct",2011
186,186,"Johnson Wagner",81,10.2,10,98,-9,NA,"GoingfortheGreenHitGreenPct",2011
