"ProximitytoHolefrom_RANKTHISWEEK_2013","ProximitytoHolefrom_RANKLASTWEEK_2013","ProximitytoHolefrom_PLAYERNAME_2013","ProximitytoHolefrom_ROUNDS_2013","ProximitytoHolefrom_AVGDTP_2013","ProximitytoHolefrom_TOTALDISTANCEFEET_2013","ProximitytoHolefrom_OFSHOTS_2013","ProximitytoHolefrom_SCRAMBLINGRANK_2013","stat_name","year"
70,70,"Mark Wilson",56,NA,254.167,77,27,"ProximitytoHolefrom",2013
79,79,"Angel Cabrera",73,NA,288.333,85,134,"ProximitytoHolefrom",2013
79,79,"Will Claxton",67,NA,325.25,95,156,"ProximitytoHolefrom",2013
79,79,"Ben Curtis",59,NA,224.5,66,141,"ProximitytoHolefrom",2013
79,79,"Luke Donald",60,NA,260,77,22,"ProximitytoHolefrom",2013
79,79,"Ernie Els",63,NA,305.167,90,84,"ProximitytoHolefrom",2013
79,79,"Brian Gay",79,NA,497.417,146,10,"ProximitytoHolefrom",2013
79,79,"James Hahn",78,NA,432.5,128,128,"ProximitytoHolefrom",2013
79,79,"David Hearn",88,NA,417.917,122,90,"ProximitytoHolefrom",2013
79,79,"JJ Henry",83,NA,291.583,86,112,"ProximitytoHolefrom",2013
79,79,"Freddie Jacobson",63,NA,287.917,84,54,"ProximitytoHolefrom",2013
79,79,"Steve LeBrun",66,NA,268.667,78,97,"ProximitytoHolefrom",2013
79,79,"Phil Mickelson",78,NA,283.75,84,78,"ProximitytoHolefrom",2013
79,79,"Scott Piercy",78,NA,393.25,115,161,"ProximitytoHolefrom",2013
79,79,"Jordan Spieth",82,NA,397.083,116,31,"ProximitytoHolefrom",2013
79,79,"Scott Stallings",79,NA,445.083,129,139,"ProximitytoHolefrom",2013
79,79,"Mike Weir",60,NA,289.583,84,70,"ProximitytoHolefrom",2013
95,95,"Stewart Cink",71,NA,231.75,66,164,"ProximitytoHolefrom",2013
95,95,"Ken Duke",87,NA,471,135,108,"ProximitytoHolefrom",2013
95,95,"Brad Fritsch",81,NA,423,120,136,"ProximitytoHolefrom",2013
95,95,"John Huh",88,NA,412.667,117,62,"ProximitytoHolefrom",2013
95,95,"Ryo Ishikawa",72,NA,312.083,89,160,"ProximitytoHolefrom",2013
95,95,"DH Lee",65,NA,333.167,95,89,"ProximitytoHolefrom",2013
95,95,"David Lynn",70,NA,314.25,89,38,"ProximitytoHolefrom",2013
95,95,"Jeff Maggert",63,NA,363.25,104,42,"ProximitytoHolefrom",2013
95,95,"Rory Sabbatini",86,NA,445.583,128,91,"ProximitytoHolefrom",2013
95,95,"Charl Schwartzel",69,NA,254.333,73,140,"ProximitytoHolefrom",2013
95,95,"Shawn Stefani",63,NA,322.417,92,79,"ProximitytoHolefrom",2013
95,95,"DJ Trahan",48,NA,249.25,72,118,"ProximitytoHolefrom",2013
95,95,"Boo Weekley",100,NA,444.25,128,135,"ProximitytoHolefrom",2013
108,108,"Sangmoon Bae",83,NA,499.833,138,176,"ProximitytoHolefrom",2013
108,108,"Scott Brown",65,NA,372.167,103,130,"ProximitytoHolefrom",2013
108,108,"Bud Cauley",67,NA,376.25,105,165,"ProximitytoHolefrom",2013
108,108,"Harris English",95,NA,458.583,129,125,"ProximitytoHolefrom",2013
108,108,"Rickie Fowler",75,NA,395.5,111,56,"ProximitytoHolefrom",2013
108,108,"Jim Herman",59,NA,235.667,66,149,"ProximitytoHolefrom",2013
108,108,"David Mathis",71,NA,317.917,88,172,"ProximitytoHolefrom",2013
108,108,"DA Points",87,NA,434.917,120,129,"ProximitytoHolefrom",2013
108,108,"Justin Rose",62,NA,306.083,85,35,"ProximitytoHolefrom",2013
108,108,"Kevin Stadler",83,NA,419.333,118,143,"ProximitytoHolefrom",2013
108,108,"Brian Stuard",78,NA,362.25,100,43,"ProximitytoHolefrom",2013
108,108,"Andrew Svoboda",46,NA,178.083,50,167,"ProximitytoHolefrom",2013
108,108,"Michael Thompson",66,NA,290.75,82,93,"ProximitytoHolefrom",2013
108,108,"Cameron Tringale",80,NA,405.583,113,20,"ProximitytoHolefrom",2013
108,108,"Bo Van Pelt",72,NA,342.833,95,159,"ProximitytoHolefrom",2013
123,123,"Roberto Castro",97,NA,455.75,123,26,"ProximitytoHolefrom",2013
123,123,"Morgan Hoffmann",64,NA,330.5,90,85,"ProximitytoHolefrom",2013
123,123,"Doug LaBelle II",72,NA,331.417,90,123,"ProximitytoHolefrom",2013
123,123,"Bryce Molder",82,NA,347.917,95,19,"ProximitytoHolefrom",2013
123,123,"Sean OHair",56,NA,262.583,71,169,"ProximitytoHolefrom",2013
123,123,"Pat Perez",69,NA,365.917,99,111,"ProximitytoHolefrom",2013
123,123,"Patrick Reed",83,NA,496.25,135,40,"ProximitytoHolefrom",2013
123,123,"John Senden",79,NA,342.25,94,153,"ProximitytoHolefrom",2013
123,123,"Bubba Watson",76,NA,305.583,83,150,"ProximitytoHolefrom",2013
132,132,"Charlie Beljan",62,NA,301.25,81,170,"ProximitytoHolefrom",2013
132,132,"Chad Campbell",78,NA,388,103,76,"ProximitytoHolefrom",2013
132,132,"Bobby Gates",49,NA,185.583,50,137,"ProximitytoHolefrom",2013
132,132,"Trevor Immelman",73,NA,305.75,81,68,"ProximitytoHolefrom",2013
132,132,"Seung Yul Noh",71,NA,299.167,80,158,"ProximitytoHolefrom",2013
132,132,"Carl Pettersson",82,NA,399.75,106,147,"ProximitytoHolefrom",2013
132,132,"Alistair Presnell",59,NA,291.833,77,101,"ProximitytoHolefrom",2013
132,132,"Adam Scott",61,NA,274.833,74,119,"ProximitytoHolefrom",2013
132,132,"Nicholas Thompson",99,NA,543.833,144,109,"ProximitytoHolefrom",2013
141,141,"Jonas Blixt",76,NA,417.25,108,24,"ProximitytoHolefrom",2013
141,141,"Tommy Gainey",84,NA,553.917,146,152,"ProximitytoHolefrom",2013
141,141,"Tom Gillis",69,NA,438.5,114,44,"ProximitytoHolefrom",2013
141,141,"Justin Hicks",79,NA,433.5,113,175,"ProximitytoHolefrom",2013
141,141,"Ryan Palmer",79,NA,468.5,122,133,"ProximitytoHolefrom",2013
141,141,"Brandt Snedeker",79,NA,337.167,88,33,"ProximitytoHolefrom",2013
141,141,"Brendan Steele",86,NA,420.917,111,104,"ProximitytoHolefrom",2013
141,141,"YE Yang",56,NA,328,86,110,"ProximitytoHolefrom",2013
149,149,"Keegan Bradley",88,NA,496.333,126,32,"ProximitytoHolefrom",2013
149,149,"Erik Compton",74,NA,415.667,107,23,"ProximitytoHolefrom",2013
149,149,"Russell Henley",80,NA,425.25,108,104,"ProximitytoHolefrom",2013
149,149,"Billy Horschel",96,NA,453.333,116,131,"ProximitytoHolefrom",2013
149,149,"Ben Kohles",75,NA,468,119,126,"ProximitytoHolefrom",2013
149,149,"Gary Woodland",94,NA,522.417,132,148,"ProximitytoHolefrom",2013
155,155,"Robert Allenby",58,NA,317.25,80,168,"ProximitytoHolefrom",2013
155,155,"Peter Hanson",45,NA,238.833,60,82,"ProximitytoHolefrom",2013
155,155,"Colt Knost",69,NA,425.417,107,116,"ProximitytoHolefrom",2013
155,155,"David Lingmerth",68,NA,377.25,95,80,"ProximitytoHolefrom",2013
155,155,"Jeff Overton",78,NA,553.333,139,66,"ProximitytoHolefrom",2013
155,155,"Chez Reavie",72,NA,479.5,121,48,"ProximitytoHolefrom",2013
155,155,"John Rollins",77,NA,406.167,102,93,"ProximitytoHolefrom",2013
162,162,"Ben Crane",62,NA,339.417,83,9,"ProximitytoHolefrom",2013
162,162,"Rory McIlroy",56,NA,325.5,79,145,"ProximitytoHolefrom",2013
162,162,"Robert Streb",75,NA,416.417,102,86,"ProximitytoHolefrom",2013
162,162,"Lee Westwood",70,NA,335.5,83,21,"ProximitytoHolefrom",2013
166,166,"Andres Romero",63,NA,339.583,82,88,"ProximitytoHolefrom",2013
167,167,"Scott Gardiner",61,NA,329.25,78,173,"ProximitytoHolefrom",2013
167,167,"Charley Hoffman",84,NA,518.083,123,154,"ProximitytoHolefrom",2013
167,167,"Martin Laird",68,NA,369.25,87,122,"ProximitytoHolefrom",2013
167,167,"Eric Meierdierks",48,NA,304,72,177,"ProximitytoHolefrom",2013
167,167,"Henrik Norlander",70,NA,380.5,90,138,"ProximitytoHolefrom",2013
167,167,"Charlie Wi",75,NA,447.917,105,47,"ProximitytoHolefrom",2013
173,173,"Nicolas Colsaerts",50,NA,217.667,50,178,"ProximitytoHolefrom",2013
174,174,"Derek Ernst",58,NA,404.917,91,179,"ProximitytoHolefrom",2013
174,174,"Johnson Wagner",64,NA,366.333,83,120,"ProximitytoHolefrom",2013
176,176,"Geoff Ogilvy",57,NA,305.083,66,132,"ProximitytoHolefrom",2013
176,176,"Cameron Percy",68,NA,446,98,40,"ProximitytoHolefrom",2013
178,178,"George McNeill",68,NA,466.25,99,49,"ProximitytoHolefrom",2013
179,179,"Robert Garrigus",69,NA,425.75,88,180,"ProximitytoHolefrom",2013
179,179,"Richard Lee",81,NA,419.583,87,11,"ProximitytoHolefrom",2013
