"ProximitytoHolefrom_RANKTHISWEEK_2013","ProximitytoHolefrom_RANKLASTWEEK_2013","ProximitytoHolefrom_PLAYERNAME_2013","ProximitytoHolefrom_ROUNDS_2013","ProximitytoHolefrom_AVGDTP_2013","ProximitytoHolefrom_TOTALDISTANCEFEET_2013","ProximitytoHolefrom_OFSHOTS_2013","ProximitytoHolefrom_SCRAMBLINGRANK_2013","stat_name","year"
1,1,"Justin Leonard",86,NA,265.667,117,72,"ProximitytoHolefrom",2013
2,2,"Tiger Woods",61,NA,180.167,69,46,"ProximitytoHolefrom",2013
3,3,"Bob Estes",66,NA,253.417,96,1,"ProximitytoHolefrom",2013
3,3,"Jerry Kelly",75,NA,288.5,108,14,"ProximitytoHolefrom",2013
3,3,"Steve Stricker",51,NA,115.417,43,2,"ProximitytoHolefrom",2013
3,3,"Chris Stroud",88,NA,356.917,133,6,"ProximitytoHolefrom",2013
3,3,"Aaron Watkins",46,NA,146.417,55,58,"ProximitytoHolefrom",2013
8,8,"Jin Park",52,NA,214.667,78,65,"ProximitytoHolefrom",2013
8,8,"Webb Simpson",92,NA,360.25,131,86,"ProximitytoHolefrom",2013
10,10,"Matt Every",89,NA,372.583,132,113,"ProximitytoHolefrom",2013
10,10,"Jim Furyk",80,NA,275.667,98,57,"ProximitytoHolefrom",2013
10,10,"Matt Kuchar",93,NA,315.917,111,12,"ProximitytoHolefrom",2013
10,10,"Graeme McDowell",53,NA,178.083,62,30,"ProximitytoHolefrom",2013
10,10,"Greg Owen",73,NA,325.417,116,142,"ProximitytoHolefrom",2013
10,10,"Henrik Stenson",65,NA,137.833,49,102,"ProximitytoHolefrom",2013
16,16,"KJ Choi",85,NA,301.417,103,13,"ProximitytoHolefrom",2013
16,16,"Jason Dufner",78,NA,295.667,102,70,"ProximitytoHolefrom",2013
16,16,"Scott Langley",79,NA,299.75,102,59,"ProximitytoHolefrom",2013
16,16,"Marc Leishman",77,NA,347.75,120,96,"ProximitytoHolefrom",2013
16,16,"Hunter Mahan",91,NA,303.417,104,73,"ProximitytoHolefrom",2013
16,16,"Dicky Pride",71,NA,235.083,81,60,"ProximitytoHolefrom",2013
16,16,"Tag Ridings",69,NA,269.5,93,98,"ProximitytoHolefrom",2013
16,16,"David Toms",49,NA,170.333,59,51,"ProximitytoHolefrom",2013
24,24,"Tim Clark",64,NA,237.25,80,45,"ProximitytoHolefrom",2013
24,24,"Martin Flores",83,NA,363.167,122,15,"ProximitytoHolefrom",2013
24,24,"Lucas Glover",65,NA,270.333,89,174,"ProximitytoHolefrom",2013
24,24,"Brian Harman",89,NA,450.917,150,77,"ProximitytoHolefrom",2013
24,24,"Tim Herron",45,NA,226.5,75,117,"ProximitytoHolefrom",2013
24,24,"Matt Jones",83,NA,320.917,107,8,"ProximitytoHolefrom",2013
24,24,"Martin Kaymer",61,NA,199.25,66,171,"ProximitytoHolefrom",2013
24,24,"Jason Kokrak",78,NA,406,134,83,"ProximitytoHolefrom",2013
24,24,"Luke List",65,NA,253.333,84,151,"ProximitytoHolefrom",2013
24,24,"Troy Matteson",68,NA,301.083,99,63,"ProximitytoHolefrom",2013
24,24,"Camilo Villegas",79,NA,316.167,105,123,"ProximitytoHolefrom",2013
24,24,"Jimmy Walker",84,NA,334.25,110,36,"ProximitytoHolefrom",2013
24,24,"Casey Wittenberg",72,NA,325.667,110,37,"ProximitytoHolefrom",2013
37,37,"Stuart Appleby",88,NA,412.083,132,4,"ProximitytoHolefrom",2013
37,37,"Aaron Baddeley",68,NA,308.083,100,92,"ProximitytoHolefrom",2013
37,37,"Justin Bolli",59,NA,249.333,80,106,"ProximitytoHolefrom",2013
37,37,"Michael Bradley",56,NA,187.583,61,166,"ProximitytoHolefrom",2013
37,37,"Sergio Garcia",65,NA,236,77,99,"ProximitytoHolefrom",2013
37,37,"Chris Kirk",89,NA,444,145,3,"ProximitytoHolefrom",2013
37,37,"William McGirt",75,NA,337.833,111,39,"ProximitytoHolefrom",2013
37,37,"Ryan Moore",72,NA,294.25,95,95,"ProximitytoHolefrom",2013
37,37,"Daniel Summerhays",83,NA,436.75,140,68,"ProximitytoHolefrom",2013
46,46,"Stephen Ames",49,NA,262.167,83,67,"ProximitytoHolefrom",2013
46,46,"Ricky Barnes",74,NA,263.25,83,162,"ProximitytoHolefrom",2013
46,46,"Steven Bowditch",67,NA,328.667,103,17,"ProximitytoHolefrom",2013
46,46,"Kevin Chappell",80,NA,350.917,112,81,"ProximitytoHolefrom",2013
46,46,"Graham DeLaet",94,NA,450.083,144,51,"ProximitytoHolefrom",2013
46,46,"James Driscoll",76,NA,310.25,99,53,"ProximitytoHolefrom",2013
46,46,"Rod Pampling",46,NA,178.583,56,127,"ProximitytoHolefrom",2013
46,46,"Kyle Stanley",71,NA,370.5,117,155,"ProximitytoHolefrom",2013
46,46,"Kevin Streelman",86,NA,327.083,103,61,"ProximitytoHolefrom",2013
46,46,"Josh Teater",86,NA,334.167,106,157,"ProximitytoHolefrom",2013
56,56,"Jason Bohn",70,NA,370.583,114,144,"ProximitytoHolefrom",2013
56,56,"Brian Davis",91,NA,494.333,152,73,"ProximitytoHolefrom",2013
56,56,"Jason Day",86,NA,321.75,100,27,"ProximitytoHolefrom",2013
56,56,"Brendon de Jonge",110,NA,489.583,149,16,"ProximitytoHolefrom",2013
56,56,"Fabian Gomez",65,NA,289.667,89,49,"ProximitytoHolefrom",2013
56,56,"Bill Haas",85,NA,268.25,82,18,"ProximitytoHolefrom",2013
56,56,"Padraig Harrington",52,NA,186.75,57,113,"ProximitytoHolefrom",2013
56,56,"Brandt Jobe",62,NA,283.167,88,146,"ProximitytoHolefrom",2013
56,56,"Dustin Johnson",71,NA,299.417,93,163,"ProximitytoHolefrom",2013
56,56,"John Merrick",79,NA,355,108,115,"ProximitytoHolefrom",2013
56,56,"Ted Potter Jr",65,NA,317,98,34,"ProximitytoHolefrom",2013
56,56,"Ian Poulter",59,NA,209.667,64,25,"ProximitytoHolefrom",2013
56,56,"Vijay Singh",61,NA,261.333,81,103,"ProximitytoHolefrom",2013
56,56,"Lee Williams",62,NA,292.75,89,7,"ProximitytoHolefrom",2013
70,70,"Greg Chalmers",77,NA,357.833,107,63,"ProximitytoHolefrom",2013
70,70,"Luke Guthrie",82,NA,378.75,114,75,"ProximitytoHolefrom",2013
70,70,"Charles Howell III",87,NA,406.833,121,5,"ProximitytoHolefrom",2013
70,70,"Zach Johnson",84,NA,357.667,108,54,"ProximitytoHolefrom",2013
70,70,"Robert Karlsson",56,NA,249.833,75,100,"ProximitytoHolefrom",2013
70,70,"Darron Stiles",51,NA,272.25,81,29,"ProximitytoHolefrom",2013
70,70,"Vaughn Taylor",50,NA,219.917,66,107,"ProximitytoHolefrom",2013
70,70,"Nick Watney",88,NA,390.417,118,121,"ProximitytoHolefrom",2013
