"VictoryLeaders_RANKTHISWEEK_2011","VictoryLeaders_RANKLASTWEEK_2011","VictoryLeaders_PLAYERNAME_2011","VictoryLeaders_EVENTS_2011","VictoryLeaders_VICTORIES_2011","stat_name","year"
1,1,"Keegan Bradley",28,2,"VictoryLeaders",2011
1,1,"Luke Donald",19,2,"VictoryLeaders",2011
1,1,"Webb Simpson",26,2,"VictoryLeaders",2011
1,1,"Steve Stricker",19,2,"VictoryLeaders",2011
1,1,"Nick Watney",22,2,"VictoryLeaders",2011
1,1,"Bubba Watson",22,2,"VictoryLeaders",2011
1,1,"Mark Wilson",26,2,"VictoryLeaders",2011
8,8,"Aaron Baddeley",22,1,"VictoryLeaders",2011
8,8,"Michael Bradley",24,1,"VictoryLeaders",2011
8,8,"Jonathan Byrd",26,1,"VictoryLeaders",2011
8,8,"KJ Choi",22,1,"VictoryLeaders",2011
8,8,"Darren Clarke",3,1,"VictoryLeaders",2011
8,8,"Ben Crane",23,1,"VictoryLeaders",2011
8,8,"Harrison Frazar",19,1,"VictoryLeaders",2011
8,8,"Lucas Glover",23,1,"VictoryLeaders",2011
8,8,"Bill Haas",26,1,"VictoryLeaders",2011
8,8,"Freddie Jacobson",25,1,"VictoryLeaders",2011
8,8,"Dustin Johnson",21,1,"VictoryLeaders",2011
8,8,"Chris Kirk",28,1,"VictoryLeaders",2011
8,8,"Martin Laird",23,1,"VictoryLeaders",2011
8,8,"Rory McIlroy",10,1,"VictoryLeaders",2011
8,8,"Phil Mickelson",21,1,"VictoryLeaders",2011
8,8,"Bryce Molder",27,1,"VictoryLeaders",2011
8,8,"Kevin Na",26,1,"VictoryLeaders",2011
8,8,"Sean OHair",24,1,"VictoryLeaders",2011
8,8,"Scott Piercy",23,1,"VictoryLeaders",2011
8,8,"DA Points",26,1,"VictoryLeaders",2011
8,8,"Justin Rose",23,1,"VictoryLeaders",2011
8,8,"Rory Sabbatini",24,1,"VictoryLeaders",2011
8,8,"Charl Schwartzel",15,1,"VictoryLeaders",2011
8,8,"Adam Scott",18,1,"VictoryLeaders",2011
8,8,"Brandt Snedeker",26,1,"VictoryLeaders",2011
8,8,"Scott Stallings",28,1,"VictoryLeaders",2011
8,8,"Brendan Steele",27,1,"VictoryLeaders",2011
8,8,"David Toms",23,1,"VictoryLeaders",2011
8,8,"Jhonattan Vegas",25,1,"VictoryLeaders",2011
8,8,"Johnson Wagner",25,1,"VictoryLeaders",2011
8,8,"Gary Woodland",25,1,"VictoryLeaders",2011
39,39,"Pablo Acuna",0,NA,"VictoryLeaders",2011
39,39,"Brad Adamonis",1,NA,"VictoryLeaders",2011
39,39,"Blake Adams",34,NA,"VictoryLeaders",2011
39,39,"Joe Affrunti",6,NA,"VictoryLeaders",2011
39,39,"Thomas Aiken",4,NA,"VictoryLeaders",2011
39,39,"Lonny Alexander",1,NA,"VictoryLeaders",2011
39,39,"Steve Allan",1,NA,"VictoryLeaders",2011
39,39,"Fulton Allem",2,NA,"VictoryLeaders",2011
39,39,"Michael Allen",5,NA,"VictoryLeaders",2011
39,39,"Robert Allenby",25,NA,"VictoryLeaders",2011
39,39,"Jason Allred",0,NA,"VictoryLeaders",2011
39,39,"Benjamin Alvarado",1,NA,"VictoryLeaders",2011
39,39,"Max Alverio",1,NA,"VictoryLeaders",2011
39,39,"Stephen Ames",22,NA,"VictoryLeaders",2011
39,39,"Fredrik Andersson Hed",2,NA,"VictoryLeaders",2011
39,39,"Stuart Anderson",0,NA,"VictoryLeaders",2011
39,39,"Josh Anderson",1,NA,"VictoryLeaders",2011
39,39,"Mark Anderson",1,NA,"VictoryLeaders",2011
39,39,"Brian Anderson",0,NA,"VictoryLeaders",2011
39,39,"Billy Andrade",3,NA,"VictoryLeaders",2011
39,39,"Kiradech Aphibarnrat",0,NA,"VictoryLeaders",2011
39,39,"Stuart Appleby",24,NA,"VictoryLeaders",2011
39,39,"Alex Aragon",2,NA,"VictoryLeaders",2011
39,39,"Tommy Armour III",0,NA,"VictoryLeaders",2011
39,39,"Michael Arnaud",1,NA,"VictoryLeaders",2011
39,39,"Wu Ashun",0,NA,"VictoryLeaders",2011
39,39,"Arjun Atwal",29,NA,"VictoryLeaders",2011
39,39,"Woody Austin",18,NA,"VictoryLeaders",2011
39,39,"Eric Axley",2,NA,"VictoryLeaders",2011
39,39,"Sangmoon Bae",2,NA,"VictoryLeaders",2011
