"Last15EventsPower_RANKTHISWEEK_2013","Last15EventsPower_RANKLASTWEEK_2013","Last15EventsPower_PLAYERNAME_2013","Last15EventsPower_EVENTS_2013","Last15EventsPower_RATING_2013","stat_name","year"
1,1,"Nicolas Colsaerts",5,9.7,"Last15EventsPower",2013
2,2,"Hank Kuehne",3,9.6,"Last15EventsPower",2013
2,2,"Rory McIlroy",10,9.6,"Last15EventsPower",2013
4,4,"Robert Garrigus",4,9.5,"Last15EventsPower",2013
4,4,"Dustin Johnson",8,9.5,"Last15EventsPower",2013
4,4,"Luke List",5,9.5,"Last15EventsPower",2013
4,4,"Eric Meierdierks",2,9.5,"Last15EventsPower",2013
4,4,"Bubba Watson",10,9.5,"Last15EventsPower",2013
9,9,"Charlie Beljan",4,9.2,"Last15EventsPower",2013
9,9,"JB Holmes",3,9.2,"Last15EventsPower",2013
9,9,"Kyle Stanley",6,9.2,"Last15EventsPower",2013
12,12,"Franklin Corpening",1,9.1,"Last15EventsPower",2013
12,12,"Ken Looper",2,9.1,"Last15EventsPower",2013
14,14,"Jason Kokrak",9,9,"Last15EventsPower",2013
15,15,"Patrick Rodgers",1,8.8,"Last15EventsPower",2013
15,15,"Gary Woodland",12,8.8,"Last15EventsPower",2013
17,17,"Steven Bowditch",8,8.7,"Last15EventsPower",2013
17,17,"Jason Day",11,8.7,"Last15EventsPower",2013
17,17,"Sean OHair",4,8.7,"Last15EventsPower",2013
17,17,"Louis Oosthuizen",4,8.7,"Last15EventsPower",2013
17,17,"Ryan Palmer",11,8.7,"Last15EventsPower",2013
22,22,"Martin Flores",10,8.6,"Last15EventsPower",2013
22,22,"Roger Sloan",1,8.6,"Last15EventsPower",2013
22,22,"Jimmy Walker",9,8.6,"Last15EventsPower",2013
22,22,"Chris Williams",1,8.6,"Last15EventsPower",2013
26,26,"Angel Cabrera",10,8.5,"Last15EventsPower",2013
26,26,"Martin Laird",7,8.5,"Last15EventsPower",2013
26,26,"Adam Scott",10,8.5,"Last15EventsPower",2013
29,29,"Keegan Bradley",9,8.4,"Last15EventsPower",2013
29,29,"Jim Herman",6,8.4,"Last15EventsPower",2013
31,31,"John Daly",3,8.3,"Last15EventsPower",2013
31,31,"Seung Yul Noh",5,8.3,"Last15EventsPower",2013
31,31,"Rory Sabbatini",9,8.3,"Last15EventsPower",2013
31,31,"Danny Willett",1,8.3,"Last15EventsPower",2013
35,35,"Lucas Glover",4,8.2,"Last15EventsPower",2013
35,35,"Scott Piercy",8,8.2,"Last15EventsPower",2013
35,35,"Scott Stallings",6,8.2,"Last15EventsPower",2013
38,38,"Rafa Cabrera Bello",2,8.1,"Last15EventsPower",2013
38,38,"George Coetzee",6,8.1,"Last15EventsPower",2013
38,38,"Graham DeLaet",12,8.1,"Last15EventsPower",2013
38,38,"Derek Ernst",6,8.1,"Last15EventsPower",2013
38,38,"Charley Hoffman",11,8.1,"Last15EventsPower",2013
38,38,"Morgan Hoffmann",9,8.1,"Last15EventsPower",2013
38,38,"Billy Horschel",9,8.1,"Last15EventsPower",2013
38,38,"Jhonattan Vegas",1,8.1,"Last15EventsPower",2013
46,46,"Tag Ridings",5,8,"Last15EventsPower",2013
46,46,"Justin Rose",9,8,"Last15EventsPower",2013
46,46,"Sam Saunders",1,8,"Last15EventsPower",2013
46,46,"Josh Teater",7,8,"Last15EventsPower",2013
50,50,"Shane Lowry",2,7.9,"Last15EventsPower",2013
50,50,"Hunter Mahan",8,7.9,"Last15EventsPower",2013
50,50,"Charl Schwartzel",10,7.9,"Last15EventsPower",2013
50,50,"Robert Streb",5,7.9,"Last15EventsPower",2013
50,50,"Nick Watney",9,7.9,"Last15EventsPower",2013
55,55,"Patrick Cantlay",1,7.8,"Last15EventsPower",2013
55,55,"Charles Howell III",10,7.8,"Last15EventsPower",2013
55,55,"Marcel Siem",5,7.8,"Last15EventsPower",2013
55,55,"Justin Thomas",2,7.8,"Last15EventsPower",2013
55,55,"Nicholas Thompson",10,7.8,"Last15EventsPower",2013
60,60,"Scott Jamieson",1,7.7,"Last15EventsPower",2013
60,60,"Shawn Stefani",7,7.7,"Last15EventsPower",2013
62,62,"Harris English",10,7.6,"Last15EventsPower",2013
62,62,"Russell Henley",9,7.6,"Last15EventsPower",2013
62,62,"Steve Marino",5,7.6,"Last15EventsPower",2013
62,62,"Troy Matteson",4,7.6,"Last15EventsPower",2013
62,62,"Patrick Reed",10,7.6,"Last15EventsPower",2013
62,62,"John Rollins",5,7.6,"Last15EventsPower",2013
62,62,"Andre Stolz",1,7.6,"Last15EventsPower",2013
62,62,"Peter Tomasulo",7,7.6,"Last15EventsPower",2013
70,70,"Branden Grace",5,7.5,"Last15EventsPower",2013
70,70,"Peter Hanson",6,7.5,"Last15EventsPower",2013
70,70,"Brian Harman",6,7.5,"Last15EventsPower",2013
70,70,"Danny Lee",1,7.5,"Last15EventsPower",2013
70,70,"Davis Love III",6,7.5,"Last15EventsPower",2013
70,70,"Joost Luiten",1,7.5,"Last15EventsPower",2013
70,70,"Greg Owen",7,7.5,"Last15EventsPower",2013
70,70,"Andres Romero",7,7.5,"Last15EventsPower",2013
70,70,"Jordan Spieth",12,7.5,"Last15EventsPower",2013
70,70,"Richard Sterne",2,7.5,"Last15EventsPower",2013
70,70,"Boo Weekley",10,7.5,"Last15EventsPower",2013
70,70,"Lee Westwood",10,7.5,"Last15EventsPower",2013
82,82,"Matt Every",10,7.4,"Last15EventsPower",2013
82,82,"Brad Fritsch",8,7.4,"Last15EventsPower",2013
82,82,"Scott Harrington",1,7.4,"Last15EventsPower",2013
82,82,"Jeff Overton",10,7.4,"Last15EventsPower",2013
82,82,"Cameron Percy",9,7.4,"Last15EventsPower",2013
87,87,"Tommy Gainey",9,7.3,"Last15EventsPower",2013
87,87,"Scott Gardiner",4,7.3,"Last15EventsPower",2013
87,87,"David Lingmerth",6,7.3,"Last15EventsPower",2013
87,87,"Carl Pettersson",9,7.3,"Last15EventsPower",2013
87,87,"Henrik Stenson",9,7.3,"Last15EventsPower",2013
92,92,"Kiradech Aphibarnrat",1,7.2,"Last15EventsPower",2013
92,92,"Kevin Chappell",11,7.2,"Last15EventsPower",2013
92,92,"Mikko Ilonen",1,7.2,"Last15EventsPower",2013
92,92,"Ryo Ishikawa",7,7.2,"Last15EventsPower",2013
92,92,"Brendan Steele",7,7.2,"Last15EventsPower",2013
97,97,"Henrik Norlander",8,7.1,"Last15EventsPower",2013
97,97,"Kenny Perry",2,7.1,"Last15EventsPower",2013
97,97,"John Peterson",3,7.1,"Last15EventsPower",2013
97,97,"Kevin Stadler",7,7.1,"Last15EventsPower",2013
97,97,"Tiger Woods",10,7.1,"Last15EventsPower",2013
102,102,"Thomas Aiken",1,7,"Last15EventsPower",2013
102,102,"Aaron Baddeley",3,7,"Last15EventsPower",2013
102,102,"Paul Casey",1,7,"Last15EventsPower",2013
102,102,"Jason Dufner",10,7,"Last15EventsPower",2013
102,102,"Ross Fisher",6,7,"Last15EventsPower",2013
102,102,"Sergio Garcia",10,7,"Last15EventsPower",2013
108,108,"Scott Brown",7,6.9,"Last15EventsPower",2013
108,108,"Fred Couples",2,6.9,"Last15EventsPower",2013
108,108,"James Hahn",5,6.9,"Last15EventsPower",2013
108,108,"Martin Kaymer",9,6.9,"Last15EventsPower",2013
108,108,"Troy Kelly",3,6.9,"Last15EventsPower",2013
108,108,"Marc Leishman",9,6.9,"Last15EventsPower",2013
108,108,"DJ Trahan",5,6.9,"Last15EventsPower",2013
108,108,"Jeremiah Wooding",1,6.9,"Last15EventsPower",2013
116,116,"Stewart Cink",7,6.8,"Last15EventsPower",2013
116,116,"Ernie Els",7,6.8,"Last15EventsPower",2013
116,116,"Matt Jones",9,6.8,"Last15EventsPower",2013
116,116,"Steve LeBrun",8,6.8,"Last15EventsPower",2013
116,116,"Thorbjorn Olesen",3,6.8,"Last15EventsPower",2013
116,116,"Webb Simpson",11,6.8,"Last15EventsPower",2013
116,116,"Chris Wood",2,6.8,"Last15EventsPower",2013
123,123,"Gonzalo Fdez Castano",5,6.7,"Last15EventsPower",2013
123,123,"Bill Haas",8,6.7,"Last15EventsPower",2013
123,123,"John Senden",7,6.7,"Last15EventsPower",2013
126,126,"Ryan Blaum",1,6.6,"Last15EventsPower",2013
