"AverageApproachShotDistance_RANKTHISWEEK_2015","AverageApproachShotDistance_RANKLASTWEEK_2015","AverageApproachShotDistance_PLAYERNAME_2015","AverageApproachShotDistance_ROUNDS_2015","AverageApproachShotDistance_AVG_2015","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2015","AverageApproachShotDistance_TOTALHOLES_2015","stat_name","year"
87,87,"Steven Alker",62,164.4,5297134,895,"AverageApproachShotDistance",2015
87,87,"Roberto Castro",54,164.4,3812566,644,"AverageApproachShotDistance",2015
87,87,"Luke Guthrie",84,164.4,7202775,1217,"AverageApproachShotDistance",2015
87,87,"Adam Hadwin",95,164.4,8574925,1449,"AverageApproachShotDistance",2015
87,87,"Charles Howell III",105,164.4,10508809,1776,"AverageApproachShotDistance",2015
87,87,"Jordan Spieth",91,164.4,6976748,1179,"AverageApproachShotDistance",2015
93,93,"Paul Casey",87,164.5,6691352,1130,"AverageApproachShotDistance",2015
93,93,"Jason Day",75,164.5,6065584,1024,"AverageApproachShotDistance",2015
93,93,"Jerry Kelly",79,164.5,7009832,1184,"AverageApproachShotDistance",2015
96,96,"Kevin Kisner",104,164.6,9988034,1686,"AverageApproachShotDistance",2015
96,96,"Seung Yul Noh",65,164.6,5730077,967,"AverageApproachShotDistance",2015
98,98,"Derek Ernst",75,164.7,6713148,1132,"AverageApproachShotDistance",2015
98,98,"Lucas Glover",79,164.7,7653796,1291,"AverageApproachShotDistance",2015
98,98,"Chris Kirk",76,164.7,5948472,1003,"AverageApproachShotDistance",2015
98,98,"Brooks Koepka",84,164.7,6890035,1162,"AverageApproachShotDistance",2015
98,98,"Jim Renner",68,164.7,5927556,1000,"AverageApproachShotDistance",2015
98,98,"Hudson Swafford",97,164.7,8797345,1484,"AverageApproachShotDistance",2015
104,104,"Graham DeLaet",65,164.8,5750126,969,"AverageApproachShotDistance",2015
104,104,"John Merrick",78,164.8,6170733,1040,"AverageApproachShotDistance",2015
104,104,"Boo Weekley",79,164.8,7106173,1198,"AverageApproachShotDistance",2015
107,107,"Michael Thompson",83,164.9,7977222,1344,"AverageApproachShotDistance",2015
108,108,"Scott Brown",97,165,8612807,1450,"AverageApproachShotDistance",2015
108,108,"Chad Campbell",97,165,9707900,1634,"AverageApproachShotDistance",2015
108,108,"Bubba Watson",71,165,5962124,1004,"AverageApproachShotDistance",2015
111,111,"Sangmoon Bae",98,165.1,9364731,1576,"AverageApproachShotDistance",2015
111,111,"Max Homa",78,165.1,6603518,1111,"AverageApproachShotDistance",2015
111,111,"Ryo Ishikawa",90,165.1,7994649,1345,"AverageApproachShotDistance",2015
111,111,"Pat Perez",96,165.1,8838821,1487,"AverageApproachShotDistance",2015
111,111,"Shawn Stefani",94,165.1,9377743,1578,"AverageApproachShotDistance",2015
116,116,"Zach Johnson",90,165.2,7474967,1257,"AverageApproachShotDistance",2015
116,116,"Camilo Villegas",83,165.2,7891426,1327,"AverageApproachShotDistance",2015
116,116,"Lee Westwood",56,165.2,3407930,573,"AverageApproachShotDistance",2015
119,119,"Andrew Putnam",68,165.3,5748914,966,"AverageApproachShotDistance",2015
120,120,"Rory Sabbatini",81,165.4,7057877,1185,"AverageApproachShotDistance",2015
121,121,"Robert Allenby",63,165.5,5458167,916,"AverageApproachShotDistance",2015
121,121,"Ernie Els",57,165.5,4158589,698,"AverageApproachShotDistance",2015
121,121,"Justin Rose",69,165.5,5232227,878,"AverageApproachShotDistance",2015
121,121,"Justin Thomas",106,165.5,10244892,1719,"AverageApproachShotDistance",2015
125,125,"Erik Compton",86,165.6,7474829,1254,"AverageApproachShotDistance",2015
125,125,"Billy Horschel",99,165.6,7809515,1310,"AverageApproachShotDistance",2015
125,125,"Jason Kokrak",88,165.6,8525562,1430,"AverageApproachShotDistance",2015
125,125,"Spencer Levin",99,165.6,8871051,1488,"AverageApproachShotDistance",2015
125,125,"Daniel Summerhays",101,165.6,9513232,1596,"AverageApproachShotDistance",2015
130,130,"Mark Hubbard",79,165.7,6527239,1094,"AverageApproachShotDistance",2015
130,130,"Ben Martin",93,165.7,8249629,1383,"AverageApproachShotDistance",2015
130,130,"Ian Poulter",68,165.7,5143472,862,"AverageApproachShotDistance",2015
133,133,"Martin Laird",77,165.8,7835231,1313,"AverageApproachShotDistance",2015
134,134,"Jason Dufner",76,165.9,5122844,858,"AverageApproachShotDistance",2015
134,134,"Vijay Singh",78,165.9,7377745,1235,"AverageApproachShotDistance",2015
136,136,"Aaron Baddeley",76,166,7037930,1178,"AverageApproachShotDistance",2015
136,136,"Ricky Barnes",82,166,6759291,1131,"AverageApproachShotDistance",2015
136,136,"Brendon de Jonge",106,166,9858274,1650,"AverageApproachShotDistance",2015
136,136,"Luke Donald",71,166,5766170,965,"AverageApproachShotDistance",2015
140,140,"Hunter Mahan",88,166.1,6974087,1166,"AverageApproachShotDistance",2015
141,141,"Retief Goosen",81,166.2,6419760,1073,"AverageApproachShotDistance",2015
142,142,"DA Points",72,166.4,6217247,1038,"AverageApproachShotDistance",2015
143,143,"Charl Schwartzel",67,166.5,4357500,727,"AverageApproachShotDistance",2015
143,143,"Scott Stallings",60,166.5,5275363,880,"AverageApproachShotDistance",2015
145,145,"Louis Oosthuizen",68,166.6,5060604,844,"AverageApproachShotDistance",2015
146,146,"Padraig Harrington",60,166.7,5238790,873,"AverageApproachShotDistance",2015
146,146,"Danny Lee",120,166.7,10754776,1792,"AverageApproachShotDistance",2015
146,146,"Kevin Streelman",95,166.7,7856216,1309,"AverageApproachShotDistance",2015
149,149,"Ryan Moore",81,166.8,6543644,1090,"AverageApproachShotDistance",2015
150,150,"Jonathan Byrd",69,166.9,5474685,911,"AverageApproachShotDistance",2015
150,150,"Bill Haas",89,166.9,7659915,1275,"AverageApproachShotDistance",2015
150,150,"Jonathan Randolph",72,166.9,6039317,1005,"AverageApproachShotDistance",2015
153,153,"Sean OHair",86,167.1,8709077,1448,"AverageApproachShotDistance",2015
153,153,"Cameron Tringale",96,167.1,8487236,1411,"AverageApproachShotDistance",2015
155,155,"Phil Mickelson",70,167.2,5891323,979,"AverageApproachShotDistance",2015
155,155,"Francesco Molinari",56,167.2,4634316,770,"AverageApproachShotDistance",2015
157,157,"Hideki Matsuyama",95,167.3,7553628,1254,"AverageApproachShotDistance",2015
157,157,"Kevin Na",98,167.3,7668974,1273,"AverageApproachShotDistance",2015
157,157,"Andres Romero",69,167.3,5806636,964,"AverageApproachShotDistance",2015
160,160,"Jamie Donaldson",50,167.4,3440992,571,"AverageApproachShotDistance",2015
160,160,"Carlos Ortiz",100,167.4,8945611,1484,"AverageApproachShotDistance",2015
160,160,"Sam Saunders",83,167.4,6797342,1128,"AverageApproachShotDistance",2015
163,163,"Morgan Hoffmann",85,167.5,7459052,1237,"AverageApproachShotDistance",2015
163,163,"Michael Putnam",87,167.5,7361741,1221,"AverageApproachShotDistance",2015
165,165,"Harris English",105,167.6,9517128,1577,"AverageApproachShotDistance",2015
165,165,"George McNeill",93,167.6,9655215,1600,"AverageApproachShotDistance",2015
167,167,"Gonzalo Fdez Castano",81,167.7,6808657,1128,"AverageApproachShotDistance",2015
167,167,"Rickie Fowler",76,167.7,6153328,1019,"AverageApproachShotDistance",2015
167,167,"Webb Simpson",81,167.7,6928680,1148,"AverageApproachShotDistance",2015
170,170,"Marc Leishman",74,168.1,5877725,971,"AverageApproachShotDistance",2015
171,171,"Tony Finau",106,168.3,9968994,1645,"AverageApproachShotDistance",2015
172,172,"Daniel Berger",97,168.4,9004034,1485,"AverageApproachShotDistance",2015
173,173,"Jhonattan Vegas",90,168.6,7805292,1286,"AverageApproachShotDistance",2015
174,174,"John Peterson",84,169,8390252,1379,"AverageApproachShotDistance",2015
175,175,"Matt Jones",89,169.2,7303318,1199,"AverageApproachShotDistance",2015
176,176,"Geoff Ogilvy",50,169.7,3817796,625,"AverageApproachShotDistance",2015
177,177,"Gary Woodland",81,170.2,5905939,964,"AverageApproachShotDistance",2015
178,178,"Keegan Bradley",87,170.3,7009304,1143,"AverageApproachShotDistance",2015
179,179,"Sergio Garcia",59,170.4,3945295,643,"AverageApproachShotDistance",2015
180,180,"John Senden",80,170.5,5586419,910,"AverageApproachShotDistance",2015
181,181,"Angel Cabrera",53,170.8,4622592,752,"AverageApproachShotDistance",2015
181,181,"John Huh",102,170.8,9822333,1597,"AverageApproachShotDistance",2015
183,183,"Brendan Steele",88,170.9,8385568,1363,"AverageApproachShotDistance",2015
184,184,"Henrik Stenson",63,175.2,4981925,790,"AverageApproachShotDistance",2015
