"AverageApproachShotDistance_RANKTHISWEEK_2015","AverageApproachShotDistance_RANKLASTWEEK_2015","AverageApproachShotDistance_PLAYERNAME_2015","AverageApproachShotDistance_ROUNDS_2015","AverageApproachShotDistance_AVG_2015","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2015","AverageApproachShotDistance_TOTALHOLES_2015","stat_name","year"
1,1,"Jonas Blixt",78,159.9,5370210,933,"AverageApproachShotDistance",2015
2,2,"Eric Axley",57,160,4439583,771,"AverageApproachShotDistance",2015
3,3,"JJ Henry",94,160.4,7853158,1360,"AverageApproachShotDistance",2015
4,4,"Ryan Palmer",80,160.6,5596599,968,"AverageApproachShotDistance",2015
5,5,"Nicholas Thompson",90,160.7,7253223,1254,"AverageApproachShotDistance",2015
6,6,"Patrick Rodgers",57,160.8,4733812,818,"AverageApproachShotDistance",2015
7,7,"Heath Slocum",57,160.9,4049014,699,"AverageApproachShotDistance",2015
8,8,"Jim Furyk",71,161,5408805,933,"AverageApproachShotDistance",2015
9,9,"Johnson Wagner",68,161.1,5944219,1025,"AverageApproachShotDistance",2015
10,10,"Tom Hoge",83,161.2,6768509,1166,"AverageApproachShotDistance",2015
10,10,"Greg Owen",58,161.2,4167182,718,"AverageApproachShotDistance",2015
12,12,"James Hahn",94,161.3,8125577,1399,"AverageApproachShotDistance",2015
13,13,"Jason Bohn",95,161.4,9065622,1560,"AverageApproachShotDistance",2015
13,13,"Ben Crane",62,161.4,5426653,934,"AverageApproachShotDistance",2015
13,13,"Dustin Johnson",75,161.4,5618843,967,"AverageApproachShotDistance",2015
16,16,"Bill Lunde",50,161.5,3749372,645,"AverageApproachShotDistance",2015
17,17,"Charlie Beljan",76,161.6,5938279,1021,"AverageApproachShotDistance",2015
17,17,"Justin Leonard",61,161.6,5642676,970,"AverageApproachShotDistance",2015
19,19,"Blayne Barber",76,161.7,6553540,1126,"AverageApproachShotDistance",2015
19,19,"Jon Curran",83,161.7,6812428,1170,"AverageApproachShotDistance",2015
19,19,"Davis Love III",51,161.7,4367140,750,"AverageApproachShotDistance",2015
19,19,"Bo Van Pelt",81,161.7,6797224,1168,"AverageApproachShotDistance",2015
23,23,"Stewart Cink",77,161.8,6890450,1183,"AverageApproachShotDistance",2015
24,24,"David Lingmerth",90,162,7743270,1328,"AverageApproachShotDistance",2015
24,24,"Roger Sloan",56,162,4169995,715,"AverageApproachShotDistance",2015
24,24,"Tyrone Van Aswegen",58,162,4386314,752,"AverageApproachShotDistance",2015
27,27,"Fabian Gomez",83,162.1,7219633,1237,"AverageApproachShotDistance",2015
27,27,"Brian Harman",90,162.1,8144692,1396,"AverageApproachShotDistance",2015
29,29,"Bryce Molder",91,162.3,8040067,1376,"AverageApproachShotDistance",2015
29,29,"Jeff Overton",94,162.3,7852705,1344,"AverageApproachShotDistance",2015
29,29,"Cameron Percy",72,162.3,6088777,1042,"AverageApproachShotDistance",2015
32,32,"David Hearn",97,162.4,8877144,1518,"AverageApproachShotDistance",2015
32,32,"David Toms",62,162.4,5769530,987,"AverageApproachShotDistance",2015
32,32,"Mark Wilson",89,162.4,8471622,1449,"AverageApproachShotDistance",2015
35,35,"Brian Stuard",97,162.5,8285094,1416,"AverageApproachShotDistance",2015
36,36,"Whee Kim",71,162.6,5870757,1003,"AverageApproachShotDistance",2015
37,37,"Tim Wilkinson",73,162.7,6078046,1038,"AverageApproachShotDistance",2015
38,38,"Jason Gore",76,162.8,6070229,1036,"AverageApproachShotDistance",2015
39,39,"William McGirt",103,162.9,10210931,1741,"AverageApproachShotDistance",2015
39,39,"Alex Prugh",84,162.9,7558337,1289,"AverageApproachShotDistance",2015
41,41,"Oscar Fraustro",58,163,4189522,714,"AverageApproachShotDistance",2015
41,41,"Andres Gonzales",90,163,7984847,1361,"AverageApproachShotDistance",2015
41,41,"Russell Knox",96,163,9137478,1557,"AverageApproachShotDistance",2015
44,44,"Brice Garnett",81,163.1,6721703,1145,"AverageApproachShotDistance",2015
44,44,"Scott Langley",94,163.1,8314464,1416,"AverageApproachShotDistance",2015
44,44,"Adam Scott",51,163.1,3359017,572,"AverageApproachShotDistance",2015
47,47,"Ken Duke",93,163.2,8206053,1397,"AverageApproachShotDistance",2015
47,47,"SJ Park",79,163.2,6638053,1130,"AverageApproachShotDistance",2015
47,47,"Scott Piercy",90,163.2,8729769,1486,"AverageApproachShotDistance",2015
47,47,"Kyle Reifers",96,163.2,8431389,1435,"AverageApproachShotDistance",2015
51,51,"Chesson Hadley",101,163.3,9351817,1591,"AverageApproachShotDistance",2015
51,51,"Patrick Reed",103,163.3,7993581,1360,"AverageApproachShotDistance",2015
51,51,"Nick Taylor",91,163.3,8752715,1489,"AverageApproachShotDistance",2015
51,51,"Brendon Todd",96,163.3,7993008,1360,"AverageApproachShotDistance",2015
55,55,"Alex Cejka",94,163.4,8324106,1415,"AverageApproachShotDistance",2015
55,55,"Derek Fathauer",81,163.4,6963560,1184,"AverageApproachShotDistance",2015
55,55,"Troy Merritt",91,163.4,8641996,1469,"AverageApproachShotDistance",2015
55,55,"Nick Watney",91,163.4,8525182,1449,"AverageApproachShotDistance",2015
55,55,"Steve Wheatcroft",87,163.4,7576852,1288,"AverageApproachShotDistance",2015
60,60,"Chez Reavie",56,163.5,5272377,896,"AverageApproachShotDistance",2015
61,61,"Robert Garrigus",70,163.6,5770418,980,"AverageApproachShotDistance",2015
61,61,"Scott Pinckney",88,163.6,7791112,1323,"AverageApproachShotDistance",2015
61,61,"Byron Smith",59,163.6,4533606,770,"AverageApproachShotDistance",2015
61,61,"Robert Streb",110,163.6,10153760,1724,"AverageApproachShotDistance",2015
65,65,"Greg Chalmers",58,163.7,3795023,644,"AverageApproachShotDistance",2015
65,65,"Brian Davis",86,163.7,7480436,1269,"AverageApproachShotDistance",2015
65,65,"Jim Herman",88,163.7,8131151,1380,"AverageApproachShotDistance",2015
65,65,"JB Holmes",89,163.7,6953486,1180,"AverageApproachShotDistance",2015
69,69,"Colt Knost",90,163.8,7818240,1326,"AverageApproachShotDistance",2015
70,70,"Kevin Chappell",86,163.9,7893885,1338,"AverageApproachShotDistance",2015
70,70,"Chad Collins",79,163.9,6655862,1128,"AverageApproachShotDistance",2015
70,70,"Andrew Svoboda",80,163.9,7406417,1255,"AverageApproachShotDistance",2015
73,73,"Zac Blair",108,164,9334799,1581,"AverageApproachShotDistance",2015
73,73,"Martin Flores",95,164,8340322,1413,"AverageApproachShotDistance",2015
73,73,"Billy Hurley III",83,164,6637369,1124,"AverageApproachShotDistance",2015
73,73,"Matt Kuchar",97,164,8149509,1380,"AverageApproachShotDistance",2015
73,73,"Chris Stroud",84,164,7209543,1221,"AverageApproachShotDistance",2015
78,78,"KJ Choi",66,164.1,6044767,1023,"AverageApproachShotDistance",2015
78,78,"Charley Hoffman",97,164.1,8058027,1364,"AverageApproachShotDistance",2015
78,78,"Jimmy Walker",89,164.1,6782108,1148,"AverageApproachShotDistance",2015
78,78,"Will Wilcox",58,164.1,4330599,733,"AverageApproachShotDistance",2015
82,82,"Carl Pettersson",106,164.2,10181836,1722,"AverageApproachShotDistance",2015
82,82,"Brandt Snedeker",98,164.2,7950034,1345,"AverageApproachShotDistance",2015
84,84,"Steven Bowditch",103,164.3,9333408,1578,"AverageApproachShotDistance",2015
84,84,"Matt Every",73,164.3,5939358,1004,"AverageApproachShotDistance",2015
84,84,"Russell Henley",87,164.3,7091884,1199,"AverageApproachShotDistance",2015
