"Front9Par5ScoringAverage_RANKTHISWEEK_2007","Front9Par5ScoringAverage_RANKLASTWEEK_2007","Front9Par5ScoringAverage_PLAYERNAME_2007","Front9Par5ScoringAverage_ROUNDS_2007","Front9Par5ScoringAverage_AVG_2007","Front9Par5ScoringAverage_TOTALSTROKES_2007","Front9Par5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Phil Mickelson",73,4.43,474,107,"Front9Par5ScoringAverage",2007
2,2,"Tiger Woods",63,4.49,395,88,"Front9Par5ScoringAverage",2007
3,3,"Aaron Baddeley",83,4.5,540,120,"Front9Par5ScoringAverage",2007
4,4,"Vijay Singh",102,4.51,636,141,"Front9Par5ScoringAverage",2007
5,5,"Jason Bohn",57,4.53,385,85,"Front9Par5ScoringAverage",2007
5,5,"Bill Haas",93,4.53,657,145,"Front9Par5ScoringAverage",2007
5,5,"Carl Pettersson",111,4.53,766,169,"Front9Par5ScoringAverage",2007
8,8,"Jonathan Byrd",73,4.54,513,113,"Front9Par5ScoringAverage",2007
8,8,"Bubba Watson",80,4.54,577,127,"Front9Par5ScoringAverage",2007
10,10,"Sergio Garcia",68,4.57,434,95,"Front9Par5ScoringAverage",2007
10,10,"Jesper Parnevik",88,4.57,635,139,"Front9Par5ScoringAverage",2007
10,10,"Rory Sabbatini",81,4.57,526,115,"Front9Par5ScoringAverage",2007
10,10,"Adam Scott",69,4.57,475,104,"Front9Par5ScoringAverage",2007
14,14,"Robert Allenby",90,4.58,591,129,"Front9Par5ScoringAverage",2007
14,14,"Steve Marino",106,4.58,774,169,"Front9Par5ScoringAverage",2007
14,14,"Kevin Na",84,4.58,623,136,"Front9Par5ScoringAverage",2007
14,14,"Sean OHair",98,4.58,683,149,"Front9Par5ScoringAverage",2007
14,14,"John Senden",97,4.58,691,151,"Front9Par5ScoringAverage",2007
14,14,"Johnson Wagner",97,4.58,719,157,"Front9Par5ScoringAverage",2007
20,20,"Briny Baird",115,4.59,821,179,"Front9Par5ScoringAverage",2007
20,20,"Jeff Brehaut",59,4.59,431,94,"Front9Par5ScoringAverage",2007
20,20,"Mark Calcavecchia",93,4.59,657,143,"Front9Par5ScoringAverage",2007
20,20,"Tim Clark",66,4.59,431,94,"Front9Par5ScoringAverage",2007
20,20,"Rod Pampling",92,4.59,601,131,"Front9Par5ScoringAverage",2007
25,25,"John Daly",59,4.6,409,89,"Front9Par5ScoringAverage",2007
25,25,"Robert Garrigus",95,4.6,713,155,"Front9Par5ScoringAverage",2007
25,25,"Charley Hoffman",97,4.6,713,155,"Front9Par5ScoringAverage",2007
25,25,"John Merrick",92,4.6,639,139,"Front9Par5ScoringAverage",2007
25,25,"Bo Van Pelt",104,4.6,704,153,"Front9Par5ScoringAverage",2007
30,30,"Alex Cejka",80,4.61,567,123,"Front9Par5ScoringAverage",2007
30,30,"Steve Stricker",81,4.61,535,116,"Front9Par5ScoringAverage",2007
30,30,"Charlie Wi",90,4.61,664,144,"Front9Par5ScoringAverage",2007
33,33,"Bart Bryant",87,4.62,638,138,"Front9Par5ScoringAverage",2007
33,33,"Ernie Els",59,4.62,388,84,"Front9Par5ScoringAverage",2007
33,33,"Troy Matteson",87,4.62,596,129,"Front9Par5ScoringAverage",2007
33,33,"Kevin Sutherland",85,4.62,605,131,"Front9Par5ScoringAverage",2007
37,37,"Harrison Frazar",88,4.63,644,139,"Front9Par5ScoringAverage",2007
37,37,"JJ Henry",86,4.63,569,123,"Front9Par5ScoringAverage",2007
37,37,"Charles Howell III",89,4.63,597,129,"Front9Par5ScoringAverage",2007
37,37,"Jerry Kelly",101,4.63,690,149,"Front9Par5ScoringAverage",2007
37,37,"Tom Pernice Jr",104,4.63,740,160,"Front9Par5ScoringAverage",2007
37,37,"Tim Petrovic",106,4.63,736,159,"Front9Par5ScoringAverage",2007
37,37,"Ian Poulter",63,4.63,412,89,"Front9Par5ScoringAverage",2007
37,37,"Steve Wheatcroft",73,4.63,537,116,"Front9Par5ScoringAverage",2007
45,45,"KJ Choi",87,4.64,575,124,"Front9Par5ScoringAverage",2007
45,45,"Jim Furyk",84,4.64,566,122,"Front9Par5ScoringAverage",2007
45,45,"Matt Kuchar",85,4.64,636,137,"Front9Par5ScoringAverage",2007
45,45,"Paul Stankowski",52,4.64,376,81,"Front9Par5ScoringAverage",2007
49,49,"Stewart Cink",91,4.65,604,130,"Front9Par5ScoringAverage",2007
49,49,"Joe Durant",88,4.65,642,138,"Front9Par5ScoringAverage",2007
49,49,"Lucas Glover",98,4.65,725,156,"Front9Par5ScoringAverage",2007
49,49,"Nathan Green",103,4.65,721,155,"Front9Par5ScoringAverage",2007
49,49,"Mathias Gronberg",95,4.65,697,150,"Front9Par5ScoringAverage",2007
49,49,"Tripp Isenhour",86,4.65,600,129,"Front9Par5ScoringAverage",2007
49,49,"Frank Lickliter II",95,4.65,674,145,"Front9Par5ScoringAverage",2007
49,49,"Will Ma Kenzie",100,4.65,726,156,"Front9Par5ScoringAverage",2007
49,49,"Billy Mayfair",98,4.65,655,141,"Front9Par5ScoringAverage",2007
