"ProximitytoHolefrom2030yards_RANKTHISWEEK_2007","ProximitytoHolefrom2030yards_RANKLASTWEEK_2007","ProximitytoHolefrom2030yards_PLAYERNAME_2007","ProximitytoHolefrom2030yards_ROUNDS_2007","ProximitytoHolefrom2030yards_AVGDTP_2007","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2007","ProximitytoHolefrom2030yards_OFSHOTS_2007","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2007","stat_name","year"
1,1,"Steve Stricker",81,NA,533.833,76,21,"ProximitytoHolefrom2030yards",2007
2,2,"Chris Riley",59,NA,568.333,77,1,"ProximitytoHolefrom2030yards",2007
3,3,"Jim Furyk",84,NA,553.667,74,29,"ProximitytoHolefrom2030yards",2007
4,4,"Matt Kuchar",85,NA,743.167,98,5,"ProximitytoHolefrom2030yards",2007
5,5,"Mike Weir",82,NA,780.417,99,70,"ProximitytoHolefrom2030yards",2007
6,6,"Luke Donald",69,NA,602,75,97,"ProximitytoHolefrom2030yards",2007
7,7,"Kevin Na",84,NA,1161.833,143,3,"ProximitytoHolefrom2030yards",2007
8,8,"Tim Herron",98,NA,990.833,121,115,"ProximitytoHolefrom2030yards",2007
8,8,"Cliff Kresge",107,NA,1213.417,148,65,"ProximitytoHolefrom2030yards",2007
10,10,"Sergio Garcia",68,NA,635.417,77,84,"ProximitytoHolefrom2030yards",2007
11,11,"Rod Pampling",92,NA,953.917,114,76,"ProximitytoHolefrom2030yards",2007
11,11,"Justin Rose",63,NA,464.333,56,41,"ProximitytoHolefrom2030yards",2007
13,13,"Brian Davis",101,NA,937.25,111,47,"ProximitytoHolefrom2030yards",2007
13,13,"Phil Mickelson",73,NA,770.917,92,53,"ProximitytoHolefrom2030yards",2007
13,13,"Corey Pavin",81,NA,799.167,95,14,"ProximitytoHolefrom2030yards",2007
13,13,"Vaughn Taylor",91,NA,819.75,97,154,"ProximitytoHolefrom2030yards",2007
17,17,"Jonathan Byrd",73,NA,862.417,101,69,"ProximitytoHolefrom2030yards",2007
17,17,"Fred Funk",65,NA,593.583,70,115,"ProximitytoHolefrom2030yards",2007
17,17,"Brian Gay",107,NA,1045.833,123,19,"ProximitytoHolefrom2030yards",2007
17,17,"Padraig Harrington",64,NA,687,81,15,"ProximitytoHolefrom2030yards",2007
