"GIRPuttingAvg2530_RANKTHISWEEK_2016","GIRPuttingAvg2530_RANKLASTWEEK_2016","GIRPuttingAvg2530_PLAYERNAME_2016","GIRPuttingAvg2530_ROUNDS_2016","GIRPuttingAvg2530_PctMADE_2016","GIRPuttingAvg2530_ATTEMPTS_2016","GIRPuttingAvg2530_PUTTSMADE_2016","stat_name","year"
1,1,"Bernd Wiesberger",23,3.64,11,4,"GIRPuttingAvg2530",2016
2,2,"Andy Sullivan",25,2.63,19,5,"GIRPuttingAvg2530",2016
3,3,"Russell Henley",42,2.5,40,10,"GIRPuttingAvg2530",2016
3,3,"Bubba Watson",30,2.5,20,5,"GIRPuttingAvg2530",2016
5,5,"Shane Lowry",35,2.08,24,5,"GIRPuttingAvg2530",2016
6,7,"Dicky Pride",33,2,20,4,"GIRPuttingAvg2530",2016
6,7,"Jordan Spieth",34,2,20,4,"GIRPuttingAvg2530",2016
6,7,"Darron Stiles",28,2,15,3,"GIRPuttingAvg2530",2016
9,20,"Chris Stroud",52,1.94,36,7,"GIRPuttingAvg2530",2016
10,6,"DA Points",32,1.9,21,4,"GIRPuttingAvg2530",2016
11,7,"Ryan Moore",40,1.84,38,7,"GIRPuttingAvg2530",2016
12,12,"Rhein Gibson",36,1.82,33,6,"GIRPuttingAvg2530",2016
13,11,"Derek Fathauer",58,1.79,39,7,"GIRPuttingAvg2530",2016
14,13,"Matthew Fitzpatrick",23,1.76,17,3,"GIRPuttingAvg2530",2016
14,13,"Billy Hurley III",22,1.76,17,3,"GIRPuttingAvg2530",2016
16,15,"William McGirt",54,1.74,46,8,"GIRPuttingAvg2530",2016
17,16,"JB Holmes",39,1.67,24,4,"GIRPuttingAvg2530",2016
17,16,"Justin Leonard",28,1.67,18,3,"GIRPuttingAvg2530",2016
19,18,"Hiroshi Iwata",51,1.58,38,6,"GIRPuttingAvg2530",2016
19,18,"Zach Johnson",42,1.58,38,6,"GIRPuttingAvg2530",2016
21,22,"Brice Garnett",29,1.43,14,2,"GIRPuttingAvg2530",2016
21,22,"Brooks Koepka",39,1.43,35,5,"GIRPuttingAvg2530",2016
21,22,"Scott Piercy",45,1.43,28,4,"GIRPuttingAvg2530",2016
21,22,"Chez Reavie",56,1.43,49,7,"GIRPuttingAvg2530",2016
25,22,"Ben Crane",48,1.38,29,4,"GIRPuttingAvg2530",2016
26,36,"Harold Varner III",58,1.37,51,7,"GIRPuttingAvg2530",2016
27,22,"Jim Herman",55,1.36,44,6,"GIRPuttingAvg2530",2016
27,31,"Michael Thompson",46,1.36,44,6,"GIRPuttingAvg2530",2016
29,31,"Mark Wilson",42,1.35,37,5,"GIRPuttingAvg2530",2016
30,22,"Phil Mickelson",37,1.33,30,4,"GIRPuttingAvg2530",2016
31,34,"Ryan Palmer",46,1.32,38,5,"GIRPuttingAvg2530",2016
32,35,"Marc Leishman",41,1.29,31,4,"GIRPuttingAvg2530",2016
33,22,"Colt Knost",56,1.28,47,6,"GIRPuttingAvg2530",2016
33,21,"Jhonattan Vegas",49,1.28,39,5,"GIRPuttingAvg2530",2016
35,33,"Daniel Berger",52,1.25,40,5,"GIRPuttingAvg2530",2016
35,40,"Chesson Hadley",51,1.25,40,5,"GIRPuttingAvg2530",2016
35,30,"Adam Hadwin",53,1.25,56,7,"GIRPuttingAvg2530",2016
35,38,"Cameron Percy",22,1.25,24,3,"GIRPuttingAvg2530",2016
39,38,"Davis Love III",40,1.21,33,4,"GIRPuttingAvg2530",2016
40,42,"Branden Grace",31,1.2,25,3,"GIRPuttingAvg2530",2016
40,42,"Rory Sabbatini",40,1.2,25,3,"GIRPuttingAvg2530",2016
42,61,"Rickie Fowler",42,1.19,42,5,"GIRPuttingAvg2530",2016
43,72,"Angel Cabrera",42,1.18,34,4,"GIRPuttingAvg2530",2016
43,44,"Jason Dufner",53,1.18,34,4,"GIRPuttingAvg2530",2016
43,44,"Sergio Garcia",28,1.18,17,2,"GIRPuttingAvg2530",2016
46,37,"Brendan Steele",48,1.17,60,7,"GIRPuttingAvg2530",2016
47,87,"Rory McIlroy",37,1.15,26,3,"GIRPuttingAvg2530",2016
47,49,"Sam Saunders",40,1.15,26,3,"GIRPuttingAvg2530",2016
49,48,"JJ Henry",44,1.14,44,5,"GIRPuttingAvg2530",2016
49,51,"Charley Hoffman",49,1.14,35,4,"GIRPuttingAvg2530",2016
51,132,"Byeong Hun An",23,1.11,18,2,"GIRPuttingAvg2530",2016
51,40,"Chad Campbell",54,1.11,36,4,"GIRPuttingAvg2530",2016
51,54,"Luke Guthrie",31,1.11,27,3,"GIRPuttingAvg2530",2016
51,105,"Scott Langley",41,1.11,45,5,"GIRPuttingAvg2530",2016
51,89,"Will Ma Kenzie",54,1.11,36,4,"GIRPuttingAvg2530",2016
56,49,"Jeff Overton",51,1.09,55,6,"GIRPuttingAvg2530",2016
56,54,"Camilo Villegas",50,1.09,46,5,"GIRPuttingAvg2530",2016
58,53,"Brett Stegmaier",57,1.07,56,6,"GIRPuttingAvg2530",2016
59,58,"Daniel Summerhays",55,1.05,38,4,"GIRPuttingAvg2530",2016
59,44,"Will Wilcox",47,1.05,38,4,"GIRPuttingAvg2530",2016
61,124,"Matt Jones",45,1.03,29,3,"GIRPuttingAvg2530",2016
61,61,"Kevin Na",52,1.03,29,3,"GIRPuttingAvg2530",2016
63,61,"Thomas Aiken",42,1,30,3,"GIRPuttingAvg2530",2016
63,58,"Jason Gore",51,1,40,4,"GIRPuttingAvg2530",2016
63,51,"Francesco Molinari",36,1,40,4,"GIRPuttingAvg2530",2016
63,65,"Louis Oosthuizen",25,1,10,1,"GIRPuttingAvg2530",2016
67,65,"Luke List",51,0.98,51,5,"GIRPuttingAvg2530",2016
68,54,"Derek Ernst",36,0.97,31,3,"GIRPuttingAvg2530",2016
69,65,"Michael Kim",62,0.96,52,5,"GIRPuttingAvg2530",2016
70,73,"Robert Allenby",35,0.95,21,2,"GIRPuttingAvg2530",2016
70,73,"Ken Duke",26,0.95,21,2,"GIRPuttingAvg2530",2016
70,73,"Brian Harman",60,0.95,42,4,"GIRPuttingAvg2530",2016
70,73,"Dustin Johnson",37,0.95,21,2,"GIRPuttingAvg2530",2016
70,65,"DH Lee",35,0.95,21,2,"GIRPuttingAvg2530",2016
75,65,"Andres Gonzales",46,0.94,32,3,"GIRPuttingAvg2530",2016
75,61,"Henrik Norlander",41,0.94,32,3,"GIRPuttingAvg2530",2016
75,54,"Carlos Ortiz",47,0.94,32,3,"GIRPuttingAvg2530",2016
78,65,"Roberto Castro",55,0.93,43,4,"GIRPuttingAvg2530",2016
78,81,"Billy Horschel",45,0.93,43,4,"GIRPuttingAvg2530",2016
78,73,"Kyle Stanley",57,0.93,43,4,"GIRPuttingAvg2530",2016
81,81,"Tyler Aldridge",53,0.91,44,4,"GIRPuttingAvg2530",2016
81,60,"Martin Laird",46,0.91,44,4,"GIRPuttingAvg2530",2016
81,65,"Jamie Lovemark",57,0.91,44,4,"GIRPuttingAvg2530",2016
81,44,"Martin Piller",37,0.91,22,2,"GIRPuttingAvg2530",2016
