"CurrentStreakwithouta3Putt_RANKTHISWEEK_2006","CurrentStreakwithouta3Putt_RANKLASTWEEK_2006","CurrentStreakwithouta3Putt_PLAYERNAME_2006","CurrentStreakwithouta3Putt_EVENTS_2006","CurrentStreakwithouta3Putt_VALUE_2006","stat_name","year"
68,68,"Todd Hamilton",27,28,"CurrentStreakwithouta3Putt",2006
68,68,"Ted Purdy",33,28,"CurrentStreakwithouta3Putt",2006
68,68,"Jimmy Walker",21,28,"CurrentStreakwithouta3Putt",2006
68,68,"Tiger Woods",15,28,"CurrentStreakwithouta3Putt",2006
72,72,"Rich Beem",27,27,"CurrentStreakwithouta3Putt",2006
72,72,"Tim Petrovic",30,27,"CurrentStreakwithouta3Putt",2006
74,74,"JJ Henry",28,26,"CurrentStreakwithouta3Putt",2006
74,74,"Jonathan Kaye",32,26,"CurrentStreakwithouta3Putt",2006
76,76,"Kent Jones",32,25,"CurrentStreakwithouta3Putt",2006
76,76,"Brett Quigley",33,25,"CurrentStreakwithouta3Putt",2006
76,76,"Mike Sposa",25,25,"CurrentStreakwithouta3Putt",2006
76,76,"Dean Wilson",34,25,"CurrentStreakwithouta3Putt",2006
80,80,"Jeff Brehaut",33,24,"CurrentStreakwithouta3Putt",2006
80,80,"Michael Connell",22,24,"CurrentStreakwithouta3Putt",2006
80,80,"Brian Gay",31,24,"CurrentStreakwithouta3Putt",2006
83,83,"Todd Fischer",35,23,"CurrentStreakwithouta3Putt",2006
83,83,"Nicholas Thompson",32,23,"CurrentStreakwithouta3Putt",2006
85,85,"Matt Hansen",25,21,"CurrentStreakwithouta3Putt",2006
85,85,"Heath Slocum",30,21,"CurrentStreakwithouta3Putt",2006
87,87,"Dudley Hart",29,20,"CurrentStreakwithouta3Putt",2006
87,87,"Shaun Micheel",29,20,"CurrentStreakwithouta3Putt",2006
87,87,"DJ Trahan",33,20,"CurrentStreakwithouta3Putt",2006
90,90,"Joe Durant",28,19,"CurrentStreakwithouta3Putt",2006
90,90,"Ryan Moore",22,19,"CurrentStreakwithouta3Putt",2006
92,92,"Luke Donald",18,18,"CurrentStreakwithouta3Putt",2006
92,92,"Sergio Garcia",17,18,"CurrentStreakwithouta3Putt",2006
94,94,"Robert Gamez",30,17,"CurrentStreakwithouta3Putt",2006
94,94,"Charles Howell III",30,17,"CurrentStreakwithouta3Putt",2006
94,94,"Steve Jones",27,17,"CurrentStreakwithouta3Putt",2006
94,94,"Jerry Kelly",31,17,"CurrentStreakwithouta3Putt",2006
94,94,"Thomas Levet",18,17,"CurrentStreakwithouta3Putt",2006
99,99,"Mathias Gronberg",30,16,"CurrentStreakwithouta3Putt",2006
99,99,"Tom Lehman",20,16,"CurrentStreakwithouta3Putt",2006
101,101,"Jason Bohn",29,15,"CurrentStreakwithouta3Putt",2006
101,101,"Steve Flesch",33,15,"CurrentStreakwithouta3Putt",2006
101,101,"JB Holmes",26,15,"CurrentStreakwithouta3Putt",2006
101,101,"Arron Oberholser",23,15,"CurrentStreakwithouta3Putt",2006
101,101,"Vaughn Taylor",26,15,"CurrentStreakwithouta3Putt",2006
106,106,"Michael Allen",25,14,"CurrentStreakwithouta3Putt",2006
106,106,"Brian Bateman",26,14,"CurrentStreakwithouta3Putt",2006
108,108,"Craig Barlow",22,13,"CurrentStreakwithouta3Putt",2006
108,108,"Chris DiMarco",26,13,"CurrentStreakwithouta3Putt",2006
108,108,"John Huston",27,13,"CurrentStreakwithouta3Putt",2006
108,108,"Tag Ridings",33,13,"CurrentStreakwithouta3Putt",2006
108,108,"Paul Stankowski",22,13,"CurrentStreakwithouta3Putt",2006
113,113,"Stuart Appleby",23,12,"CurrentStreakwithouta3Putt",2006
113,113,"Olin Browne",30,12,"CurrentStreakwithouta3Putt",2006
113,113,"Roger Tambellini",25,12,"CurrentStreakwithouta3Putt",2006
113,113,"Kirk Triplett",18,12,"CurrentStreakwithouta3Putt",2006
117,117,"Mark Calcavecchia",27,11,"CurrentStreakwithouta3Putt",2006
117,117,"Tim Clark",22,11,"CurrentStreakwithouta3Putt",2006
117,117,"James Driscoll",29,11,"CurrentStreakwithouta3Putt",2006
117,117,"Will Ma Kenzie",29,11,"CurrentStreakwithouta3Putt",2006
117,117,"Greg Owen",24,11,"CurrentStreakwithouta3Putt",2006
117,117,"Chris Riley",27,11,"CurrentStreakwithouta3Putt",2006
117,117,"Rory Sabbatini",24,11,"CurrentStreakwithouta3Putt",2006
124,124,"Shane Bertsch",34,10,"CurrentStreakwithouta3Putt",2006
124,124,"Mark Brooks",36,10,"CurrentStreakwithouta3Putt",2006
124,124,"Bart Bryant",26,10,"CurrentStreakwithouta3Putt",2006
124,124,"Brian Davis",28,10,"CurrentStreakwithouta3Putt",2006
124,124,"Lucas Glover",31,10,"CurrentStreakwithouta3Putt",2006
124,124,"Mathew Goggin",26,10,"CurrentStreakwithouta3Putt",2006
124,124,"Ryan Hietala",23,10,"CurrentStreakwithouta3Putt",2006
124,124,"Kenny Perry",22,10,"CurrentStreakwithouta3Putt",2006
124,124,"Wes Short Jr",33,10,"CurrentStreakwithouta3Putt",2006
133,133,"Robert Damron",31,9,"CurrentStreakwithouta3Putt",2006
133,133,"Bubba Dickerson",32,9,"CurrentStreakwithouta3Putt",2006
133,133,"Fred Funk",29,9,"CurrentStreakwithouta3Putt",2006
133,133,"Robert Garrigus",28,9,"CurrentStreakwithouta3Putt",2006
133,133,"Brent Geiberger",30,9,"CurrentStreakwithouta3Putt",2006
133,133,"Jeff Overton",28,9,"CurrentStreakwithouta3Putt",2006
139,139,"Stephen Ames",21,8,"CurrentStreakwithouta3Putt",2006
139,139,"KJ Choi",26,8,"CurrentStreakwithouta3Putt",2006
139,139,"Frank Lickliter II",29,8,"CurrentStreakwithouta3Putt",2006
142,142,"Billy Andrade",24,7,"CurrentStreakwithouta3Putt",2006
142,142,"Doug Barron",28,7,"CurrentStreakwithouta3Putt",2006
142,142,"Kris Cox",28,7,"CurrentStreakwithouta3Putt",2006
142,142,"Bill Haas",30,7,"CurrentStreakwithouta3Putt",2006
142,142,"Lee Janzen",28,7,"CurrentStreakwithouta3Putt",2006
142,142,"Peter Lonard",22,7,"CurrentStreakwithouta3Putt",2006
142,142,"Chris Smith",21,7,"CurrentStreakwithouta3Putt",2006
142,142,"Jerry Smith",29,7,"CurrentStreakwithouta3Putt",2006
150,150,"Robert Allenby",22,6,"CurrentStreakwithouta3Putt",2006
150,150,"Woody Austin",31,6,"CurrentStreakwithouta3Putt",2006
150,150,"Henrik Bjornstad",31,6,"CurrentStreakwithouta3Putt",2006
150,150,"John Daly",21,6,"CurrentStreakwithouta3Putt",2006
150,150,"Jeff Maggert",26,6,"CurrentStreakwithouta3Putt",2006
150,150,"Hunter Mahan",29,6,"CurrentStreakwithouta3Putt",2006
150,150,"Len Mattiace",22,6,"CurrentStreakwithouta3Putt",2006
150,150,"Kevin Sutherland",29,6,"CurrentStreakwithouta3Putt",2006
150,150,"Charles Warren",27,6,"CurrentStreakwithouta3Putt",2006
159,159,"Alex Cejka",30,5,"CurrentStreakwithouta3Putt",2006
159,159,"Stewart Cink",26,5,"CurrentStreakwithouta3Putt",2006
159,159,"Pat Perez",19,5,"CurrentStreakwithouta3Putt",2006
159,159,"Jeff Sluman",29,5,"CurrentStreakwithouta3Putt",2006
159,159,"Bubba Watson",27,5,"CurrentStreakwithouta3Putt",2006
164,164,"Harrison Frazar",29,4,"CurrentStreakwithouta3Putt",2006
164,164,"Jeff Gove",29,4,"CurrentStreakwithouta3Putt",2006
164,164,"Joe Ogilvie",29,4,"CurrentStreakwithouta3Putt",2006
164,164,"Omar Uresti",22,4,"CurrentStreakwithouta3Putt",2006
168,168,"Chris Couch",27,3,"CurrentStreakwithouta3Putt",2006
168,168,"David Duval",24,3,"CurrentStreakwithouta3Putt",2006
168,168,"Ryuji Imada",31,3,"CurrentStreakwithouta3Putt",2006
168,168,"Troy Matteson",32,3,"CurrentStreakwithouta3Putt",2006
168,168,"Mark OMeara",18,3,"CurrentStreakwithouta3Putt",2006
168,168,"Mike Weir",24,3,"CurrentStreakwithouta3Putt",2006
168,168,"Brett Wetterich",25,3,"CurrentStreakwithouta3Putt",2006
175,175,"David Branshaw",29,2,"CurrentStreakwithouta3Putt",2006
175,175,"Fred Couples",17,2,"CurrentStreakwithouta3Putt",2006
175,175,"Marco Dawson",27,2,"CurrentStreakwithouta3Putt",2006
175,175,"Danny Ellis",23,2,"CurrentStreakwithouta3Putt",2006
175,175,"Tom Pernice Jr",33,2,"CurrentStreakwithouta3Putt",2006
175,175,"John Senden",28,2,"CurrentStreakwithouta3Putt",2006
175,175,"Bob Tway",25,2,"CurrentStreakwithouta3Putt",2006
175,175,"Bo Van Pelt",28,2,"CurrentStreakwithouta3Putt",2006
183,183,"Tommy Armour III",25,1,"CurrentStreakwithouta3Putt",2006
183,183,"Jonathan Byrd",20,1,"CurrentStreakwithouta3Putt",2006
183,183,"Chad Campbell",25,1,"CurrentStreakwithouta3Putt",2006
183,183,"Steve Elkington",17,1,"CurrentStreakwithouta3Putt",2006
183,183,"John Engler Jr",27,1,"CurrentStreakwithouta3Putt",2006
183,183,"Scott Gutschewski",19,1,"CurrentStreakwithouta3Putt",2006
183,183,"Charley Hoffman",29,1,"CurrentStreakwithouta3Putt",2006
183,183,"JL Lewis",17,1,"CurrentStreakwithouta3Putt",2006
183,183,"Davis Love III",23,1,"CurrentStreakwithouta3Putt",2006
183,183,"Jon Mills",27,1,"CurrentStreakwithouta3Putt",2006
