"CurrentStreakwithouta3Putt_RANKTHISWEEK_2006","CurrentStreakwithouta3Putt_RANKLASTWEEK_2006","CurrentStreakwithouta3Putt_PLAYERNAME_2006","CurrentStreakwithouta3Putt_EVENTS_2006","CurrentStreakwithouta3Putt_VALUE_2006","stat_name","year"
1,1,"Richard Johnson",29,259,"CurrentStreakwithouta3Putt",2006
2,2,"Daniel Chopra",33,233,"CurrentStreakwithouta3Putt",2006
3,3,"Ron Whittaker",28,182,"CurrentStreakwithouta3Putt",2006
4,4,"Eric Axley",29,177,"CurrentStreakwithouta3Putt",2006
5,5,"Justin Rose",28,168,"CurrentStreakwithouta3Putt",2006
6,6,"Aaron Baddeley",25,162,"CurrentStreakwithouta3Putt",2006
7,7,"Justin Leonard",26,132,"CurrentStreakwithouta3Putt",2006
8,8,"Jesper Parnevik",24,128,"CurrentStreakwithouta3Putt",2006
9,9,"Arjun Atwal",33,122,"CurrentStreakwithouta3Putt",2006
10,10,"Bob Estes",25,119,"CurrentStreakwithouta3Putt",2006
11,11,"Steve Lowery",31,107,"CurrentStreakwithouta3Putt",2006
12,12,"Paul Azinger",30,105,"CurrentStreakwithouta3Putt",2006
12,12,"Vance Veazey",20,105,"CurrentStreakwithouta3Putt",2006
14,14,"Alex Aragon",26,101,"CurrentStreakwithouta3Putt",2006
15,15,"John Cook",22,92,"CurrentStreakwithouta3Putt",2006
16,16,"Greg Chalmers",28,90,"CurrentStreakwithouta3Putt",2006
17,17,"DA Points",28,87,"CurrentStreakwithouta3Putt",2006
18,18,"Paul Goydos",24,84,"CurrentStreakwithouta3Putt",2006
18,18,"Patrick Sheehan",34,84,"CurrentStreakwithouta3Putt",2006
20,20,"Camilo Villegas",29,83,"CurrentStreakwithouta3Putt",2006
21,21,"Bob May",21,80,"CurrentStreakwithouta3Putt",2006
22,22,"Ernie Els",18,79,"CurrentStreakwithouta3Putt",2006
23,23,"Greg Kraft",26,76,"CurrentStreakwithouta3Putt",2006
23,23,"Adam Scott",19,76,"CurrentStreakwithouta3Putt",2006
25,25,"JP Hayes",19,67,"CurrentStreakwithouta3Putt",2006
26,26,"Nick Watney",29,66,"CurrentStreakwithouta3Putt",2006
27,27,"Ben Crane",26,65,"CurrentStreakwithouta3Putt",2006
28,28,"Carlos Franco",29,64,"CurrentStreakwithouta3Putt",2006
28,28,"Jose Maria Olazabal",18,64,"CurrentStreakwithouta3Putt",2006
30,30,"David McKenzie",28,62,"CurrentStreakwithouta3Putt",2006
31,31,"Jim Furyk",24,61,"CurrentStreakwithouta3Putt",2006
31,31,"Corey Pavin",23,61,"CurrentStreakwithouta3Putt",2006
33,33,"Brad Faxon",26,59,"CurrentStreakwithouta3Putt",2006
34,34,"Phil Mickelson",19,56,"CurrentStreakwithouta3Putt",2006
35,35,"Tim Herron",27,55,"CurrentStreakwithouta3Putt",2006
35,35,"David Howell",14,55,"CurrentStreakwithouta3Putt",2006
35,35,"Trevor Immelman",24,55,"CurrentStreakwithouta3Putt",2006
38,38,"Billy Mayfair",29,51,"CurrentStreakwithouta3Putt",2006
39,39,"Brandt Jobe",28,50,"CurrentStreakwithouta3Putt",2006
40,40,"Skip Kendall",22,49,"CurrentStreakwithouta3Putt",2006
40,40,"Stephen Leaney",27,49,"CurrentStreakwithouta3Putt",2006
42,42,"Ben Curtis",26,48,"CurrentStreakwithouta3Putt",2006
42,42,"Ian Poulter",15,48,"CurrentStreakwithouta3Putt",2006
42,42,"Duffy Waldorf",28,48,"CurrentStreakwithouta3Putt",2006
45,45,"Freddie Jacobson",18,47,"CurrentStreakwithouta3Putt",2006
45,45,"Tjaart van der Walt",21,47,"CurrentStreakwithouta3Putt",2006
47,47,"Bernhard Langer",24,45,"CurrentStreakwithouta3Putt",2006
48,48,"Jason Gore",29,44,"CurrentStreakwithouta3Putt",2006
48,48,"Geoff Ogilvy",20,44,"CurrentStreakwithouta3Putt",2006
50,50,"Jason Schultz",28,43,"CurrentStreakwithouta3Putt",2006
51,51,"Briny Baird",25,42,"CurrentStreakwithouta3Putt",2006
51,51,"Daisuke Maruyama",25,42,"CurrentStreakwithouta3Putt",2006
51,51,"Ryan Palmer",30,42,"CurrentStreakwithouta3Putt",2006
54,54,"Retief Goosen",18,39,"CurrentStreakwithouta3Putt",2006
54,54,"Ian Leggatt",29,39,"CurrentStreakwithouta3Putt",2006
54,54,"Hidemichi Tanaka",31,39,"CurrentStreakwithouta3Putt",2006
57,57,"John Rollins",28,36,"CurrentStreakwithouta3Putt",2006
57,57,"Scott Verplank",25,36,"CurrentStreakwithouta3Putt",2006
59,59,"Nathan Green",30,35,"CurrentStreakwithouta3Putt",2006
59,59,"Shigeki Maruyama",30,35,"CurrentStreakwithouta3Putt",2006
59,59,"Vijay Singh",27,35,"CurrentStreakwithouta3Putt",2006
59,59,"David Toms",22,35,"CurrentStreakwithouta3Putt",2006
63,63,"Mark Wilson",24,34,"CurrentStreakwithouta3Putt",2006
64,64,"Steve Stricker",17,33,"CurrentStreakwithouta3Putt",2006
65,65,"Padraig Harrington",15,31,"CurrentStreakwithouta3Putt",2006
65,65,"Zach Johnson",27,31,"CurrentStreakwithouta3Putt",2006
67,67,"Carl Pettersson",28,30,"CurrentStreakwithouta3Putt",2006
