"ProximitytoHoleARG_RANKTHISWEEK_2005","ProximitytoHoleARG_RANKLASTWEEK_2005","ProximitytoHoleARG_PLAYERNAME_2005","ProximitytoHoleARG_ROUNDS_2005","ProximitytoHoleARG_AVGDTP_2005","ProximitytoHoleARG_TOTALDISTANCEFEET_2005","ProximitytoHoleARG_OFSHOTS_2005","ProximitytoHoleARG_SCRAMBLINGRANK_2005","stat_name","year"
1,1,"Jose Maria Olazabal",55,NA,1753.583,283,5,"ProximitytoHoleARG",2005
2,2,"Shigeki Maruyama",99,NA,3561.583,552,29,"ProximitytoHoleARG",2005
3,3,"Tim Herron",100,NA,3632.25,544,20,"ProximitytoHoleARG",2005
3,3,"Mike Weir",71,NA,2361.5,355,81,"ProximitytoHoleARG",2005
5,5,"Luke Donald",67,NA,1544.667,229,42,"ProximitytoHoleARG",2005
5,5,"Justin Rose",99,NA,4112.333,607,18,"ProximitytoHoleARG",2005
7,7,"Glen Day",80,NA,3793.083,558,45,"ProximitytoHoleARG",2005
7,7,"Jeff Hart",63,NA,2630.667,385,49,"ProximitytoHoleARG",2005
9,9,"Woody Austin",100,NA,4512.417,649,119,"ProximitytoHoleARG",2005
9,9,"Brian Davis",75,NA,3099.833,448,17,"ProximitytoHoleARG",2005
9,9,"Padraig Harrington",50,NA,1972.417,284,170,"ProximitytoHoleARG",2005
9,9,"Ryuji Imada",78,NA,3477.667,500,32,"ProximitytoHoleARG",2005
9,9,"Bernhard Langer",67,NA,2130.833,307,41,"ProximitytoHoleARG",2005
9,9,"Adam Scott",72,NA,2314.167,333,150,"ProximitytoHoleARG",2005
9,9,"Steve Stricker",62,NA,2974.667,428,16,"ProximitytoHoleARG",2005
9,9,"Kevin Sutherland",89,NA,3508.75,506,6,"ProximitytoHoleARG",2005
17,17,"Marco Dawson",82,NA,3737.25,533,60,"ProximitytoHoleARG",2005
17,17,"Bob Estes",92,NA,3749.583,534,23,"ProximitytoHoleARG",2005
17,17,"Fred Funk",102,NA,3630.417,516,11,"ProximitytoHoleARG",2005
17,17,"Jim Furyk",94,NA,2979.083,426,3,"ProximitytoHoleARG",2005
17,17,"Tom Pernice Jr",111,NA,4773.417,680,8,"ProximitytoHoleARG",2005
