"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2013","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2013","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2013","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2013","FirstTeeEarlyPar5ScoringAverage_AVG_2013","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2013","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,4.36,48,11,"FirstTeeEarlyPar5ScoringAverage",2013
2,2,"Matt Kuchar",93,4.46,263,59,"FirstTeeEarlyPar5ScoringAverage",2013
2,2,"Brandt Snedeker",79,4.46,241,54,"FirstTeeEarlyPar5ScoringAverage",2013
4,4,"Aaron Watkins",46,4.47,161,36,"FirstTeeEarlyPar5ScoringAverage",2013
5,5,"Vaughn Taylor",50,4.48,188,42,"FirstTeeEarlyPar5ScoringAverage",2013
6,6,"Sergio Garcia",65,4.49,157,35,"FirstTeeEarlyPar5ScoringAverage",2013
6,6,"Hunter Mahan",91,4.49,301,67,"FirstTeeEarlyPar5ScoringAverage",2013
8,8,"Sean OHair",56,4.5,252,56,"FirstTeeEarlyPar5ScoringAverage",2013
8,8,"Webb Simpson",92,4.5,270,60,"FirstTeeEarlyPar5ScoringAverage",2013
10,10,"Keegan Bradley",88,4.51,194,43,"FirstTeeEarlyPar5ScoringAverage",2013
10,10,"Ryan Palmer",79,4.51,334,74,"FirstTeeEarlyPar5ScoringAverage",2013
10,10,"Daniel Summerhays",83,4.51,302,67,"FirstTeeEarlyPar5ScoringAverage",2013
13,13,"Jason Day",86,4.52,330,73,"FirstTeeEarlyPar5ScoringAverage",2013
14,14,"Jim Herman",59,4.53,204,45,"FirstTeeEarlyPar5ScoringAverage",2013
14,14,"DH Lee",65,4.53,317,70,"FirstTeeEarlyPar5ScoringAverage",2013
14,14,"Cameron Tringale",80,4.53,439,97,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Luke Donald",60,4.55,223,49,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Ernie Els",63,4.55,282,62,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Billy Horschel",96,4.55,291,64,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Charl Schwartzel",69,4.55,255,56,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Kevin Stadler",83,4.55,505,111,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Camilo Villegas",79,4.55,300,66,"FirstTeeEarlyPar5ScoringAverage",2013
17,17,"Nick Watney",88,4.55,400,88,"FirstTeeEarlyPar5ScoringAverage",2013
24,24,"Charley Hoffman",84,4.56,301,66,"FirstTeeEarlyPar5ScoringAverage",2013
24,24,"Andres Romero",63,4.56,196,43,"FirstTeeEarlyPar5ScoringAverage",2013
24,24,"John Senden",79,4.56,383,84,"FirstTeeEarlyPar5ScoringAverage",2013
27,27,"Greg Chalmers",77,4.57,315,69,"FirstTeeEarlyPar5ScoringAverage",2013
27,27,"Andrew Svoboda",46,4.57,210,46,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Will Claxton",67,4.58,298,65,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Matt Every",89,4.58,284,62,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Robert Karlsson",56,4.58,238,52,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Jason Kokrak",78,4.58,220,48,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Bryce Molder",82,4.58,476,104,"FirstTeeEarlyPar5ScoringAverage",2013
29,29,"Patrick Reed",83,4.58,334,73,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"Roberto Castro",97,4.59,464,101,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"James Hahn",78,4.59,289,63,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"Matt Jones",83,4.59,367,80,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"Martin Kaymer",61,4.59,294,64,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"Graeme McDowell",53,4.59,156,34,"FirstTeeEarlyPar5ScoringAverage",2013
35,35,"Jordan Spieth",82,4.59,266,58,"FirstTeeEarlyPar5ScoringAverage",2013
41,41,"Marc Leishman",77,4.6,290,63,"FirstTeeEarlyPar5ScoringAverage",2013
41,41,"John Merrick",79,4.6,451,98,"FirstTeeEarlyPar5ScoringAverage",2013
41,41,"YE Yang",56,4.6,244,53,"FirstTeeEarlyPar5ScoringAverage",2013
44,44,"Erik Compton",74,4.61,281,61,"FirstTeeEarlyPar5ScoringAverage",2013
44,44,"Scott Piercy",78,4.61,383,83,"FirstTeeEarlyPar5ScoringAverage",2013
44,44,"Jimmy Walker",84,4.61,406,88,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Ricky Barnes",74,4.62,356,77,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Steven Bowditch",67,4.62,305,66,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Tim Clark",64,4.62,268,58,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Harris English",95,4.62,356,77,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Brad Fritsch",81,4.62,314,68,"FirstTeeEarlyPar5ScoringAverage",2013
47,47,"Rory Sabbatini",86,4.62,374,81,"FirstTeeEarlyPar5ScoringAverage",2013
53,53,"Jason Bohn",70,4.63,352,76,"FirstTeeEarlyPar5ScoringAverage",2013
53,53,"Bud Cauley",67,4.63,292,63,"FirstTeeEarlyPar5ScoringAverage",2013
53,53,"Rickie Fowler",75,4.63,241,52,"FirstTeeEarlyPar5ScoringAverage",2013
53,53,"Jerry Kelly",75,4.63,375,81,"FirstTeeEarlyPar5ScoringAverage",2013
53,53,"Ryan Moore",72,4.63,384,83,"FirstTeeEarlyPar5ScoringAverage",2013
