"GIRPuttingAvg35_RANKTHISWEEK_2005","GIRPuttingAvg35_RANKLASTWEEK_2005","GIRPuttingAvg35_PLAYERNAME_2005","GIRPuttingAvg35_ROUNDS_2005","GIRPuttingAvg35_PctMADE_2005","GIRPuttingAvg35_ATTEMPTS_2005","GIRPuttingAvg35_PUTTSMADE_2005","stat_name","year"
1,1,"Chris Anderson",66,1.14,105,12,"GIRPuttingAvg35",2005
2,2,"Bernhard Langer",67,0.82,98,8,"GIRPuttingAvg35",2005
3,3,"Joe Ogilvie",103,0.79,127,10,"GIRPuttingAvg35",2005
4,4,"Tim Clark",92,0.74,94,7,"GIRPuttingAvg35",2005
5,5,"Matt Gogel",78,0.72,139,10,"GIRPuttingAvg35",2005
5,5,"Freddie Jacobson",72,0.72,97,7,"GIRPuttingAvg35",2005
7,7,"KJ Choi",78,0.71,112,8,"GIRPuttingAvg35",2005
8,8,"Brenden Pappas",51,0.7,114,8,"GIRPuttingAvg35",2005
9,9,"Bob Tway",87,0.68,148,10,"GIRPuttingAvg35",2005
10,10,"Charles Howell III",95,0.67,178,12,"GIRPuttingAvg35",2005
11,11,"Steve Elkington",67,0.65,153,10,"GIRPuttingAvg35",2005
12,12,"Larry Mize",54,0.64,94,6,"GIRPuttingAvg35",2005
13,13,"Brian Davis",75,0.63,127,8,"GIRPuttingAvg35",2005
13,13,"Lee Westwood",50,0.63,80,5,"GIRPuttingAvg35",2005
15,15,"Tom Pernice Jr",111,0.62,178,11,"GIRPuttingAvg35",2005
16,16,"John Huston",90,0.61,148,9,"GIRPuttingAvg35",2005
17,17,"Stephen Ames",82,0.6,117,7,"GIRPuttingAvg35",2005
17,17,"Skip Kendall",80,0.6,133,8,"GIRPuttingAvg35",2005
17,17,"Ryan Palmer",101,0.6,151,9,"GIRPuttingAvg35",2005
20,20,"Hunter Haas",83,0.59,135,8,"GIRPuttingAvg35",2005
20,20,"Richard Johnson",50,0.59,101,6,"GIRPuttingAvg35",2005
22,22,"Dan Forsman",52,0.58,104,6,"GIRPuttingAvg35",2005
22,22,"Robert Gamez",91,0.58,137,8,"GIRPuttingAvg35",2005
22,22,"Tom Gillis",77,0.58,138,8,"GIRPuttingAvg35",2005
22,22,"Rob Rashell",65,0.58,104,6,"GIRPuttingAvg35",2005
26,26,"Paul Claxton",79,0.57,140,8,"GIRPuttingAvg35",2005
26,26,"Sean OHair",103,0.57,194,11,"GIRPuttingAvg35",2005
26,26,"Craig Perks",67,0.57,123,7,"GIRPuttingAvg35",2005
29,29,"John Cook",72,0.56,107,6,"GIRPuttingAvg35",2005
29,29,"Ben Crane",78,0.56,142,8,"GIRPuttingAvg35",2005
29,29,"Kent Jones",99,0.56,177,10,"GIRPuttingAvg35",2005
29,29,"Hank Kuehne",84,0.56,142,8,"GIRPuttingAvg35",2005
29,29,"Michael Long",72,0.56,162,9,"GIRPuttingAvg35",2005
34,34,"Gavin Coles",70,0.55,127,7,"GIRPuttingAvg35",2005
34,34,"Bob Estes",92,0.55,183,10,"GIRPuttingAvg35",2005
34,34,"Stephen Leaney",89,0.55,182,10,"GIRPuttingAvg35",2005
37,37,"Billy Andrade",83,0.54,148,8,"GIRPuttingAvg35",2005
37,37,"Woody Austin",100,0.54,167,9,"GIRPuttingAvg35",2005
37,37,"Briny Baird",98,0.54,223,12,"GIRPuttingAvg35",2005
37,37,"Danny Briggs",70,0.54,129,7,"GIRPuttingAvg35",2005
41,41,"Rich Beem",66,0.53,94,5,"GIRPuttingAvg35",2005
41,41,"Brian Gay",101,0.53,169,9,"GIRPuttingAvg35",2005
41,41,"Peter Lonard",85,0.53,114,6,"GIRPuttingAvg35",2005
41,41,"Vaughn Taylor",99,0.53,151,8,"GIRPuttingAvg35",2005
41,41,"David Toms",87,0.53,113,6,"GIRPuttingAvg35",2005
46,46,"Harrison Frazar",105,0.52,194,10,"GIRPuttingAvg35",2005
46,46,"Tim Herron",100,0.52,135,7,"GIRPuttingAvg35",2005
48,48,"Corey Pavin",77,0.51,118,6,"GIRPuttingAvg35",2005
48,48,"Jay Williamson",53,0.51,98,5,"GIRPuttingAvg35",2005
50,50,"Alex Cejka",84,0.5,100,5,"GIRPuttingAvg35",2005
50,50,"Fred Funk",102,0.5,159,8,"GIRPuttingAvg35",2005
50,50,"JL Lewis",98,0.5,179,9,"GIRPuttingAvg35",2005
50,50,"Scott McCarron",78,0.5,141,7,"GIRPuttingAvg35",2005
54,54,"Charles Warren",89,0.49,184,9,"GIRPuttingAvg35",2005
