"GIRPuttingAvg3035_RANKTHISWEEK_2010","GIRPuttingAvg3035_RANKLASTWEEK_2010","GIRPuttingAvg3035_PLAYERNAME_2010","GIRPuttingAvg3035_ROUNDS_2010","GIRPuttingAvg3035_PctMADE_2010","GIRPuttingAvg3035_ATTEMPTS_2010","GIRPuttingAvg3035_PUTTSMADE_2010","stat_name","year"
1,1,"Paul Stankowski",62,1.57,51,8,"GIRPuttingAvg3035",2010
2,2,"Mark Wilson",87,1.47,68,10,"GIRPuttingAvg3035",2010
3,3,"Dean Wilson",54,1.33,45,6,"GIRPuttingAvg3035",2010
4,4,"Boo Weekley",88,1.32,76,10,"GIRPuttingAvg3035",2010
5,5,"Blake Adams",84,1.3,77,10,"GIRPuttingAvg3035",2010
5,5,"Mathew Goggin",85,1.3,77,10,"GIRPuttingAvg3035",2010
7,7,"Troy Merritt",86,1.29,70,9,"GIRPuttingAvg3035",2010
8,8,"Chad Collins",87,1.25,80,10,"GIRPuttingAvg3035",2010
8,8,"Adam Scott",70,1.25,48,6,"GIRPuttingAvg3035",2010
10,10,"Cameron Tringale",55,1.19,42,5,"GIRPuttingAvg3035",2010
11,11,"Ben Crane",85,1.18,51,6,"GIRPuttingAvg3035",2010
11,11,"Brett Wetterich",54,1.18,51,6,"GIRPuttingAvg3035",2010
13,13,"KJ Choi",82,1.15,52,6,"GIRPuttingAvg3035",2010
13,13,"Chris DiMarco",88,1.15,61,7,"GIRPuttingAvg3035",2010
13,13,"Tim Petrovic",105,1.15,78,9,"GIRPuttingAvg3035",2010
13,13,"Chris Riley",73,1.15,61,7,"GIRPuttingAvg3035",2010
17,17,"Cliff Kresge",50,1.14,35,4,"GIRPuttingAvg3035",2010
18,18,"Nathan Green",86,1.13,71,8,"GIRPuttingAvg3035",2010
19,19,"JB Holmes",100,1.11,63,7,"GIRPuttingAvg3035",2010
19,19,"Bryce Molder",84,1.11,63,7,"GIRPuttingAvg3035",2010
19,19,"Chris Tidland",77,1.11,45,5,"GIRPuttingAvg3035",2010
22,22,"Matt Jones",89,1.1,73,8,"GIRPuttingAvg3035",2010
23,23,"Luke Donald",71,1.09,55,6,"GIRPuttingAvg3035",2010
23,23,"Matt Every",60,1.09,46,5,"GIRPuttingAvg3035",2010
23,23,"Scott Verplank",74,1.09,46,5,"GIRPuttingAvg3035",2010
26,26,"Tom Gillis",97,1.05,76,8,"GIRPuttingAvg3035",2010
27,27,"Robert Allenby",76,1.04,48,5,"GIRPuttingAvg3035",2010
28,28,"Shaun Micheel",70,1.02,49,5,"GIRPuttingAvg3035",2010
29,29,"Dustin Johnson",83,1,50,5,"GIRPuttingAvg3035",2010
29,29,"Scott Piercy",88,1,80,8,"GIRPuttingAvg3035",2010
31,31,"Tim Herron",79,0.99,81,8,"GIRPuttingAvg3035",2010
32,32,"Graham DeLaet",88,0.98,82,8,"GIRPuttingAvg3035",2010
32,32,"Mathias Gronberg",61,0.98,41,4,"GIRPuttingAvg3035",2010
32,32,"Camilo Villegas",78,0.98,51,5,"GIRPuttingAvg3035",2010
35,35,"Michael Connell",89,0.96,83,8,"GIRPuttingAvg3035",2010
35,35,"Bob Estes",79,0.96,73,7,"GIRPuttingAvg3035",2010
37,37,"Kris Blanks",91,0.95,63,6,"GIRPuttingAvg3035",2010
37,37,"Jim Furyk",76,0.95,63,6,"GIRPuttingAvg3035",2010
37,37,"Rory Sabbatini",79,0.95,42,4,"GIRPuttingAvg3035",2010
40,40,"Carl Pettersson",99,0.94,64,6,"GIRPuttingAvg3035",2010
40,40,"Jay Williamson",76,0.94,53,5,"GIRPuttingAvg3035",2010
42,42,"Jason Day",82,0.93,75,7,"GIRPuttingAvg3035",2010
