"CurrentStreakwithouta3Putt_RANKTHISWEEK_2005","CurrentStreakwithouta3Putt_RANKLASTWEEK_2005","CurrentStreakwithouta3Putt_PLAYERNAME_2005","CurrentStreakwithouta3Putt_EVENTS_2005","CurrentStreakwithouta3Putt_VALUE_2005","stat_name","year"
82,82,"Glen Hnatiuk",21,29,"CurrentStreakwithouta3Putt",2005
82,82,"Skip Kendall",32,29,"CurrentStreakwithouta3Putt",2005
88,88,"Hideto Tanihara",20,28,"CurrentStreakwithouta3Putt",2005
89,89,"Jonathan Byrd",31,27,"CurrentStreakwithouta3Putt",2005
89,89,"Duffy Waldorf",28,27,"CurrentStreakwithouta3Putt",2005
91,91,"Brian Bateman",32,26,"CurrentStreakwithouta3Putt",2005
92,92,"Arjun Atwal",17,25,"CurrentStreakwithouta3Putt",2005
92,92,"Sean OHair",29,25,"CurrentStreakwithouta3Putt",2005
92,92,"Joe Ogilvie",30,25,"CurrentStreakwithouta3Putt",2005
92,92,"Tom Pernice Jr",32,25,"CurrentStreakwithouta3Putt",2005
92,92,"Chris Smith",32,25,"CurrentStreakwithouta3Putt",2005
92,92,"Omar Uresti",27,25,"CurrentStreakwithouta3Putt",2005
92,92,"Scott Verplank",25,25,"CurrentStreakwithouta3Putt",2005
92,92,"Nick Watney",31,25,"CurrentStreakwithouta3Putt",2005
100,100,"Carlos Franco",25,24,"CurrentStreakwithouta3Putt",2005
101,101,"Charles Warren",31,23,"CurrentStreakwithouta3Putt",2005
102,102,"DJ Brigman",26,22,"CurrentStreakwithouta3Putt",2005
102,102,"Hunter Haas",28,22,"CurrentStreakwithouta3Putt",2005
102,102,"Chris Riley",25,22,"CurrentStreakwithouta3Putt",2005
105,105,"Aaron Baddeley",27,21,"CurrentStreakwithouta3Putt",2005
105,105,"Stewart Cink",26,21,"CurrentStreakwithouta3Putt",2005
105,105,"Fred Funk",30,21,"CurrentStreakwithouta3Putt",2005
105,105,"David Hearn",24,21,"CurrentStreakwithouta3Putt",2005
105,105,"Tim Herron",28,21,"CurrentStreakwithouta3Putt",2005
105,105,"Kevin Na",32,21,"CurrentStreakwithouta3Putt",2005
111,111,"Craig Perks",27,20,"CurrentStreakwithouta3Putt",2005
112,112,"Matt Gogel",28,19,"CurrentStreakwithouta3Putt",2005
112,112,"Retief Goosen",18,19,"CurrentStreakwithouta3Putt",2005
112,112,"Jonathan Kaye",24,19,"CurrentStreakwithouta3Putt",2005
115,115,"Ben Crane",21,18,"CurrentStreakwithouta3Putt",2005
116,116,"Tommy Armour III",29,17,"CurrentStreakwithouta3Putt",2005
116,116,"Luke Donald",18,17,"CurrentStreakwithouta3Putt",2005
116,116,"Ryuji Imada",25,17,"CurrentStreakwithouta3Putt",2005
116,116,"Adam Scott",19,17,"CurrentStreakwithouta3Putt",2005
120,120,"Steve Allan",32,16,"CurrentStreakwithouta3Putt",2005
120,120,"Mark Brooks",28,16,"CurrentStreakwithouta3Putt",2005
120,120,"Tim Clark",26,16,"CurrentStreakwithouta3Putt",2005
120,120,"Dan Forsman",17,16,"CurrentStreakwithouta3Putt",2005
120,120,"Brent Geiberger",21,16,"CurrentStreakwithouta3Putt",2005
125,125,"Steve Elkington",20,15,"CurrentStreakwithouta3Putt",2005
125,125,"JJ Henry",32,15,"CurrentStreakwithouta3Putt",2005
125,125,"Rory Sabbatini",26,15,"CurrentStreakwithouta3Putt",2005
128,128,"Tom Gillis",28,14,"CurrentStreakwithouta3Putt",2005
128,128,"Thomas Levet",20,14,"CurrentStreakwithouta3Putt",2005
130,130,"KJ Choi",24,13,"CurrentStreakwithouta3Putt",2005
130,130,"Bradley Hughes",20,13,"CurrentStreakwithouta3Putt",2005
130,130,"Richard Johnson",16,13,"CurrentStreakwithouta3Putt",2005
130,130,"Jerry Kelly",31,13,"CurrentStreakwithouta3Putt",2005
130,130,"John Senden",29,13,"CurrentStreakwithouta3Putt",2005
135,135,"Scott Hend",28,12,"CurrentStreakwithouta3Putt",2005
136,136,"Stephen Ames",24,10,"CurrentStreakwithouta3Putt",2005
136,136,"John Elliott",25,10,"CurrentStreakwithouta3Putt",2005
136,136,"Matt Kuchar",21,10,"CurrentStreakwithouta3Putt",2005
136,136,"Brett Quigley",31,10,"CurrentStreakwithouta3Putt",2005
136,136,"Justin Rose",28,10,"CurrentStreakwithouta3Putt",2005
136,136,"Lee Westwood",15,10,"CurrentStreakwithouta3Putt",2005
142,142,"Paul Claxton",29,9,"CurrentStreakwithouta3Putt",2005
142,142,"Bob Estes",25,9,"CurrentStreakwithouta3Putt",2005
142,142,"Kent Jones",32,9,"CurrentStreakwithouta3Putt",2005
142,142,"Kenny Perry",23,9,"CurrentStreakwithouta3Putt",2005
142,142,"Darron Stiles",26,9,"CurrentStreakwithouta3Putt",2005
147,147,"Jason Allred",29,8,"CurrentStreakwithouta3Putt",2005
147,147,"Jim Carter",25,8,"CurrentStreakwithouta3Putt",2005
147,147,"Robert Gamez",28,8,"CurrentStreakwithouta3Putt",2005
147,147,"Padraig Harrington",15,8,"CurrentStreakwithouta3Putt",2005
147,147,"Bernhard Langer",19,8,"CurrentStreakwithouta3Putt",2005
147,147,"Arron Oberholser",21,8,"CurrentStreakwithouta3Putt",2005
153,153,"Jason Bohn",28,7,"CurrentStreakwithouta3Putt",2005
153,153,"Dudley Hart",29,7,"CurrentStreakwithouta3Putt",2005
153,153,"JP Hayes",22,7,"CurrentStreakwithouta3Putt",2005
153,153,"Charles Howell III",29,7,"CurrentStreakwithouta3Putt",2005
153,153,"Rod Pampling",26,7,"CurrentStreakwithouta3Putt",2005
153,153,"Ted Purdy",34,7,"CurrentStreakwithouta3Putt",2005
153,153,"Brett Wetterich",28,7,"CurrentStreakwithouta3Putt",2005
160,160,"James Driscoll",26,6,"CurrentStreakwithouta3Putt",2005
160,160,"Frank Lickliter II",33,6,"CurrentStreakwithouta3Putt",2005
160,160,"Will Ma Kenzie",25,6,"CurrentStreakwithouta3Putt",2005
160,160,"Pat Perez",28,6,"CurrentStreakwithouta3Putt",2005
160,160,"DA Points",33,6,"CurrentStreakwithouta3Putt",2005
160,160,"Hidemichi Tanaka",34,6,"CurrentStreakwithouta3Putt",2005
166,166,"Rich Beem",26,5,"CurrentStreakwithouta3Putt",2005
166,166,"Steve Flesch",30,5,"CurrentStreakwithouta3Putt",2005
166,166,"Davis Love III",24,5,"CurrentStreakwithouta3Putt",2005
166,166,"Phillip Price",25,5,"CurrentStreakwithouta3Putt",2005
170,170,"Michael Allen",30,4,"CurrentStreakwithouta3Putt",2005
170,170,"Craig Barlow",26,4,"CurrentStreakwithouta3Putt",2005
170,170,"John Daly",25,4,"CurrentStreakwithouta3Putt",2005
170,170,"Matt Davidson",20,4,"CurrentStreakwithouta3Putt",2005
174,174,"Jeff Maggert",25,3,"CurrentStreakwithouta3Putt",2005
174,174,"Greg Owen",24,3,"CurrentStreakwithouta3Putt",2005
174,174,"Rob Rashell",25,3,"CurrentStreakwithouta3Putt",2005
174,174,"Tag Ridings",31,3,"CurrentStreakwithouta3Putt",2005
174,174,"John Rollins",30,3,"CurrentStreakwithouta3Putt",2005
174,174,"Mike Weir",23,3,"CurrentStreakwithouta3Putt",2005
180,180,"Gavin Coles",22,2,"CurrentStreakwithouta3Putt",2005
180,180,"Robert Damron",28,2,"CurrentStreakwithouta3Putt",2005
180,180,"Zach Johnson",30,2,"CurrentStreakwithouta3Putt",2005
180,180,"Steve Jones",20,2,"CurrentStreakwithouta3Putt",2005
180,180,"Peter Lonard",27,2,"CurrentStreakwithouta3Putt",2005
180,180,"Billy Mayfair",31,2,"CurrentStreakwithouta3Putt",2005
180,180,"Tiger Woods",21,2,"CurrentStreakwithouta3Putt",2005
187,187,"Todd Fischer",35,1,"CurrentStreakwithouta3Putt",2005
187,187,"Mathias Gronberg",19,1,"CurrentStreakwithouta3Putt",2005
187,187,"Jeff Hart",23,1,"CurrentStreakwithouta3Putt",2005
187,187,"Mark Hensby",21,1,"CurrentStreakwithouta3Putt",2005
187,187,"John Huston",31,1,"CurrentStreakwithouta3Putt",2005
187,187,"JL Lewis",30,1,"CurrentStreakwithouta3Putt",2005
187,187,"Roland Thatcher",26,1,"CurrentStreakwithouta3Putt",2005
