"CurrentStreakwithouta3Putt_RANKTHISWEEK_2005","CurrentStreakwithouta3Putt_RANKLASTWEEK_2005","CurrentStreakwithouta3Putt_PLAYERNAME_2005","CurrentStreakwithouta3Putt_EVENTS_2005","CurrentStreakwithouta3Putt_VALUE_2005","stat_name","year"
1,1,"John Cook",26,361,"CurrentStreakwithouta3Putt",2005
2,2,"Steve Lowery",32,265,"CurrentStreakwithouta3Putt",2005
3,3,"Carl Pettersson",34,207,"CurrentStreakwithouta3Putt",2005
4,4,"Daniel Chopra",34,196,"CurrentStreakwithouta3Putt",2005
5,5,"Joey Snyder III",31,164,"CurrentStreakwithouta3Putt",2005
6,6,"Kevin Stadler",33,162,"CurrentStreakwithouta3Putt",2005
7,7,"Vaughn Taylor",32,149,"CurrentStreakwithouta3Putt",2005
8,8,"Fred Couples",22,142,"CurrentStreakwithouta3Putt",2005
9,9,"Ian Poulter",20,139,"CurrentStreakwithouta3Putt",2005
10,10,"Heath Slocum",29,134,"CurrentStreakwithouta3Putt",2005
10,10,"Bob Tway",26,134,"CurrentStreakwithouta3Putt",2005
12,12,"Dennis Paulson",24,120,"CurrentStreakwithouta3Putt",2005
13,13,"Geoff Ogilvy",26,116,"CurrentStreakwithouta3Putt",2005
14,14,"Bob Heintz",24,112,"CurrentStreakwithouta3Putt",2005
15,15,"Kevin Sutherland",26,109,"CurrentStreakwithouta3Putt",2005
16,16,"Chris Anderson",25,108,"CurrentStreakwithouta3Putt",2005
16,16,"Scott Gutschewski",27,108,"CurrentStreakwithouta3Putt",2005
18,18,"DJ Trahan",28,95,"CurrentStreakwithouta3Putt",2005
19,19,"Olin Browne",29,88,"CurrentStreakwithouta3Putt",2005
19,19,"Tom Byrum",27,88,"CurrentStreakwithouta3Putt",2005
19,19,"Len Mattiace",34,88,"CurrentStreakwithouta3Putt",2005
22,22,"Cameron Beckman",31,85,"CurrentStreakwithouta3Putt",2005
23,23,"David Toms",25,84,"CurrentStreakwithouta3Putt",2005
24,24,"Glen Day",27,83,"CurrentStreakwithouta3Putt",2005
25,25,"Jeff Sluman",28,78,"CurrentStreakwithouta3Putt",2005
26,26,"Bill Glasson",21,75,"CurrentStreakwithouta3Putt",2005
26,26,"Lucas Glover",28,75,"CurrentStreakwithouta3Putt",2005
28,28,"Mark Calcavecchia",27,74,"CurrentStreakwithouta3Putt",2005
28,28,"Neal Lancaster",31,74,"CurrentStreakwithouta3Putt",2005
30,30,"Steve Stricker",21,73,"CurrentStreakwithouta3Putt",2005
31,31,"Bart Bryant",26,72,"CurrentStreakwithouta3Putt",2005
31,31,"Shaun Micheel",29,72,"CurrentStreakwithouta3Putt",2005
31,31,"Joey Sindelar",29,72,"CurrentStreakwithouta3Putt",2005
34,34,"Kirk Triplett",18,68,"CurrentStreakwithouta3Putt",2005
35,35,"Ben Curtis",24,67,"CurrentStreakwithouta3Putt",2005
36,36,"Mark Wilson",25,66,"CurrentStreakwithouta3Putt",2005
37,37,"Jose Coceres",22,65,"CurrentStreakwithouta3Putt",2005
38,38,"Freddie Jacobson",23,62,"CurrentStreakwithouta3Putt",2005
39,39,"Tom Lehman",20,60,"CurrentStreakwithouta3Putt",2005
39,39,"Loren Roberts",18,60,"CurrentStreakwithouta3Putt",2005
41,41,"Paul Gow",27,58,"CurrentStreakwithouta3Putt",2005
42,42,"Corey Pavin",23,52,"CurrentStreakwithouta3Putt",2005
43,43,"Woody Austin",30,51,"CurrentStreakwithouta3Putt",2005
43,43,"Marco Dawson",23,51,"CurrentStreakwithouta3Putt",2005
43,43,"Todd Hamilton",31,51,"CurrentStreakwithouta3Putt",2005
43,43,"Andrew Magee",29,51,"CurrentStreakwithouta3Putt",2005
47,47,"Franklin Langham",31,50,"CurrentStreakwithouta3Putt",2005
47,47,"Charlie Wi",23,50,"CurrentStreakwithouta3Putt",2005
49,49,"Jay Haas",16,49,"CurrentStreakwithouta3Putt",2005
49,49,"Phil Mickelson",21,49,"CurrentStreakwithouta3Putt",2005
51,51,"Jeff Brehaut",23,48,"CurrentStreakwithouta3Putt",2005
52,52,"Danny Briggs",29,45,"CurrentStreakwithouta3Putt",2005
52,52,"Tim Petrovic",32,45,"CurrentStreakwithouta3Putt",2005
54,54,"Chris DiMarco",24,44,"CurrentStreakwithouta3Putt",2005
54,54,"Larry Mize",18,44,"CurrentStreakwithouta3Putt",2005
56,56,"Jose Maria Olazabal",16,43,"CurrentStreakwithouta3Putt",2005
56,56,"Mario Tiziani",23,43,"CurrentStreakwithouta3Putt",2005
58,58,"Jim Furyk",26,42,"CurrentStreakwithouta3Putt",2005
58,58,"Ryan Palmer",32,42,"CurrentStreakwithouta3Putt",2005
58,58,"Bo Van Pelt",33,42,"CurrentStreakwithouta3Putt",2005
61,61,"Brad Faxon",23,41,"CurrentStreakwithouta3Putt",2005
62,62,"Sergio Garcia",20,39,"CurrentStreakwithouta3Putt",2005
62,62,"Jesper Parnevik",24,39,"CurrentStreakwithouta3Putt",2005
64,64,"Paul Azinger",22,38,"CurrentStreakwithouta3Putt",2005
64,64,"Patrick Sheehan",35,38,"CurrentStreakwithouta3Putt",2005
66,66,"Vijay Singh",30,37,"CurrentStreakwithouta3Putt",2005
67,67,"Robert Allenby",31,36,"CurrentStreakwithouta3Putt",2005
67,67,"Brian Gay",33,36,"CurrentStreakwithouta3Putt",2005
67,67,"Stephen Leaney",29,36,"CurrentStreakwithouta3Putt",2005
70,70,"Stuart Appleby",25,35,"CurrentStreakwithouta3Putt",2005
70,70,"Harrison Frazar",31,35,"CurrentStreakwithouta3Putt",2005
70,70,"Hunter Mahan",34,35,"CurrentStreakwithouta3Putt",2005
73,73,"Justin Bolli",24,34,"CurrentStreakwithouta3Putt",2005
73,73,"Brian Davis",23,34,"CurrentStreakwithouta3Putt",2005
73,73,"Michael Long",26,34,"CurrentStreakwithouta3Putt",2005
76,76,"Chad Campbell",27,33,"CurrentStreakwithouta3Putt",2005
77,77,"Shigeki Maruyama",29,32,"CurrentStreakwithouta3Putt",2005
77,77,"Mark OMeara",21,32,"CurrentStreakwithouta3Putt",2005
79,79,"Lee Janzen",26,31,"CurrentStreakwithouta3Putt",2005
79,79,"Brenden Pappas",15,31,"CurrentStreakwithouta3Putt",2005
79,79,"Tjaart van der Walt",19,31,"CurrentStreakwithouta3Putt",2005
82,82,"Billy Andrade",26,29,"CurrentStreakwithouta3Putt",2005
82,82,"Briny Baird",33,29,"CurrentStreakwithouta3Putt",2005
82,82,"Doug Barron",24,29,"CurrentStreakwithouta3Putt",2005
82,82,"Joe Durant",25,29,"CurrentStreakwithouta3Putt",2005
