"YTDConsecutiveCuts_RANKTHISWEEK_2006","YTDConsecutiveCuts_RANKLASTWEEK_2006","YTDConsecutiveCuts_PLAYERNAME_2006","YTDConsecutiveCuts__2006","YTDConsecutiveCuts_NUMBEROFCUTS_2006","stat_name","year"
1,1,"Ernie Els",NA,18,"YTDConsecutiveCuts",2006
2,2,"Fred Funk",NA,16,"YTDConsecutiveCuts",2006
3,3,"Trevor Immelman",NA,15,"YTDConsecutiveCuts",2006
4,4,"Jim Furyk",NA,12,"YTDConsecutiveCuts",2006
5,5,"Lucas Glover",NA,10,"YTDConsecutiveCuts",2006
6,6,"KJ Choi",NA,9,"YTDConsecutiveCuts",2006
6,6,"Luke Donald",NA,9,"YTDConsecutiveCuts",2006
6,6,"JJ Henry",NA,9,"YTDConsecutiveCuts",2006
6,6,"Ryuji Imada",NA,9,"YTDConsecutiveCuts",2006
6,6,"Shaun Micheel",NA,9,"YTDConsecutiveCuts",2006
11,11,"Stewart Cink",NA,8,"YTDConsecutiveCuts",2006
11,11,"Geoff Ogilvy",NA,8,"YTDConsecutiveCuts",2006
11,11,"Vijay Singh",NA,8,"YTDConsecutiveCuts",2006
14,14,"Stuart Appleby",NA,7,"YTDConsecutiveCuts",2006
14,14,"Bart Bryant",NA,7,"YTDConsecutiveCuts",2006
14,14,"Tim Clark",NA,7,"YTDConsecutiveCuts",2006
14,14,"Hunter Mahan",NA,7,"YTDConsecutiveCuts",2006
14,14,"DA Points",NA,7,"YTDConsecutiveCuts",2006
14,14,"Tiger Woods",NA,7,"YTDConsecutiveCuts",2006
20,20,"Eric Axley",NA,6,"YTDConsecutiveCuts",2006
20,20,"Ben Crane",NA,6,"YTDConsecutiveCuts",2006
20,20,"Chris DiMarco",NA,6,"YTDConsecutiveCuts",2006
20,20,"Joe Durant",NA,6,"YTDConsecutiveCuts",2006
20,20,"Davis Love III",NA,6,"YTDConsecutiveCuts",2006
20,20,"Rory Sabbatini",NA,6,"YTDConsecutiveCuts",2006
20,20,"David Toms",NA,6,"YTDConsecutiveCuts",2006
20,20,"Brett Wetterich",NA,6,"YTDConsecutiveCuts",2006
28,28,"Sergio Garcia",NA,5,"YTDConsecutiveCuts",2006
28,28,"David Howell",NA,5,"YTDConsecutiveCuts",2006
28,28,"Miguel Angel Jimenez",NA,5,"YTDConsecutiveCuts",2006
28,28,"Zach Johnson",NA,5,"YTDConsecutiveCuts",2006
28,28,"Robert Karlsson",NA,5,"YTDConsecutiveCuts",2006
28,28,"Frank Lickliter II",NA,5,"YTDConsecutiveCuts",2006
28,28,"Troy Matteson",NA,5,"YTDConsecutiveCuts",2006
28,28,"Graeme McDowell",NA,5,"YTDConsecutiveCuts",2006
28,28,"Arron Oberholser",NA,5,"YTDConsecutiveCuts",2006
28,28,"Tim Petrovic",NA,5,"YTDConsecutiveCuts",2006
28,28,"Tag Ridings",NA,5,"YTDConsecutiveCuts",2006
28,28,"John Rollins",NA,5,"YTDConsecutiveCuts",2006
28,28,"Henrik Stenson",NA,5,"YTDConsecutiveCuts",2006
28,28,"Steve Stricker",NA,5,"YTDConsecutiveCuts",2006
28,28,"Dean Wilson",NA,5,"YTDConsecutiveCuts",2006
28,28,"Mark Wilson",NA,5,"YTDConsecutiveCuts",2006
44,44,"Michael Allen",NA,4,"YTDConsecutiveCuts",2006
44,44,"Woody Austin",NA,4,"YTDConsecutiveCuts",2006
44,44,"Henrik Bjornstad",NA,4,"YTDConsecutiveCuts",2006
44,44,"Jonathan Byrd",NA,4,"YTDConsecutiveCuts",2006
44,44,"Chad Campbell",NA,4,"YTDConsecutiveCuts",2006
44,44,"Jay Haas",NA,4,"YTDConsecutiveCuts",2006
44,44,"Steve Lowery",NA,4,"YTDConsecutiveCuts",2006
44,44,"Rod Pampling",NA,4,"YTDConsecutiveCuts",2006
44,44,"Chris Smith",NA,4,"YTDConsecutiveCuts",2006
44,44,"Mike Sposa",NA,4,"YTDConsecutiveCuts",2006
44,44,"Scott Verplank",NA,4,"YTDConsecutiveCuts",2006
44,44,"Lee Westwood",NA,4,"YTDConsecutiveCuts",2006
56,56,"Briny Baird",NA,3,"YTDConsecutiveCuts",2006
56,56,"David Frost",NA,3,"YTDConsecutiveCuts",2006
56,56,"Bill Haas",NA,3,"YTDConsecutiveCuts",2006
56,56,"Lee Janzen",NA,3,"YTDConsecutiveCuts",2006
56,56,"Richard Johnson",NA,3,"YTDConsecutiveCuts",2006
56,56,"Greg Kraft",NA,3,"YTDConsecutiveCuts",2006
56,56,"Shigeki Maruyama",NA,3,"YTDConsecutiveCuts",2006
56,56,"Nick OHern",NA,3,"YTDConsecutiveCuts",2006
