"ConsecutivePar5Birdies_RANKTHISWEEK_2005","ConsecutivePar5Birdies_RANKLASTWEEK_2005","ConsecutivePar5Birdies_PLAYERNAME_2005","ConsecutivePar5Birdies_EVENTS_2005","ConsecutivePar5Birdies_NUMBEROFHOLES_2005","stat_name","year"
1,1,"Brenden Pappas",15,12,"ConsecutivePar5Birdies",2005
2,2,"Woody Austin",30,11,"ConsecutivePar5Birdies",2005
2,2,"Jonathan Byrd",31,11,"ConsecutivePar5Birdies",2005
2,2,"Retief Goosen",18,11,"ConsecutivePar5Birdies",2005
2,2,"Frank Lickliter II",33,11,"ConsecutivePar5Birdies",2005
2,2,"Scott Piercy",4,11,"ConsecutivePar5Birdies",2005
7,7,"Jason Bohn",28,10,"ConsecutivePar5Birdies",2005
7,7,"Bart Bryant",26,10,"ConsecutivePar5Birdies",2005
7,7,"Bob Estes",25,10,"ConsecutivePar5Birdies",2005
7,7,"Harrison Frazar",31,10,"ConsecutivePar5Birdies",2005
7,7,"Mathias Gronberg",19,10,"ConsecutivePar5Birdies",2005
7,7,"Tim Herron",28,10,"ConsecutivePar5Birdies",2005
7,7,"Geoff Ogilvy",26,10,"ConsecutivePar5Birdies",2005
7,7,"Nick Watney",31,10,"ConsecutivePar5Birdies",2005
7,7,"Tiger Woods",21,10,"ConsecutivePar5Birdies",2005
16,16,"Aaron Baddeley",27,9,"ConsecutivePar5Birdies",2005
16,16,"John Daly",25,9,"ConsecutivePar5Birdies",2005
16,16,"Robert Gamez",28,9,"ConsecutivePar5Birdies",2005
16,16,"Sean OHair",29,9,"ConsecutivePar5Birdies",2005
16,16,"Joe Ogilvie",30,9,"ConsecutivePar5Birdies",2005
16,16,"Ian Poulter",20,9,"ConsecutivePar5Birdies",2005
16,16,"David Toms",25,9,"ConsecutivePar5Birdies",2005
23,23,"Billy Andrade",26,8,"ConsecutivePar5Birdies",2005
23,23,"Paul Claxton",29,8,"ConsecutivePar5Birdies",2005
23,23,"Ernie Els",11,8,"ConsecutivePar5Birdies",2005
23,23,"Todd Fischer",35,8,"ConsecutivePar5Birdies",2005
23,23,"Paul Gow",27,8,"ConsecutivePar5Birdies",2005
23,23,"Scott Gutschewski",27,8,"ConsecutivePar5Birdies",2005
23,23,"JP Hayes",22,8,"ConsecutivePar5Birdies",2005
23,23,"Bob Heintz",24,8,"ConsecutivePar5Birdies",2005
23,23,"Charles Howell III",29,8,"ConsecutivePar5Birdies",2005
23,23,"Andrew Magee",29,8,"ConsecutivePar5Birdies",2005
23,23,"Corey Pavin",23,8,"ConsecutivePar5Birdies",2005
23,23,"Chris Riley",25,8,"ConsecutivePar5Birdies",2005
23,23,"Vijay Singh",30,8,"ConsecutivePar5Birdies",2005
23,23,"DJ Trahan",28,8,"ConsecutivePar5Birdies",2005
23,23,"Tjaart van der Walt",19,8,"ConsecutivePar5Birdies",2005
23,23,"Brett Wetterich",28,8,"ConsecutivePar5Birdies",2005
39,39,"Tommy Armour III",29,7,"ConsecutivePar5Birdies",2005
39,39,"Arjun Atwal",17,7,"ConsecutivePar5Birdies",2005
39,39,"Craig Barlow",26,7,"ConsecutivePar5Birdies",2005
39,39,"Alex Cejka",31,7,"ConsecutivePar5Birdies",2005
39,39,"Darren Clarke",12,7,"ConsecutivePar5Birdies",2005
39,39,"Ben Crane",21,7,"ConsecutivePar5Birdies",2005
39,39,"Glen Day",27,7,"ConsecutivePar5Birdies",2005
39,39,"Steve Flesch",30,7,"ConsecutivePar5Birdies",2005
39,39,"Jim Furyk",26,7,"ConsecutivePar5Birdies",2005
39,39,"Jason Gore",8,7,"ConsecutivePar5Birdies",2005
39,39,"David Hearn",24,7,"ConsecutivePar5Birdies",2005
39,39,"Freddie Jacobson",23,7,"ConsecutivePar5Birdies",2005
39,39,"Brandt Jobe",27,7,"ConsecutivePar5Birdies",2005
39,39,"Steve Jones",20,7,"ConsecutivePar5Birdies",2005
39,39,"Kent Jones",32,7,"ConsecutivePar5Birdies",2005
39,39,"Neal Lancaster",31,7,"ConsecutivePar5Birdies",2005
39,39,"Steve Lowery",32,7,"ConsecutivePar5Birdies",2005
39,39,"Blaine McCallister",9,7,"ConsecutivePar5Birdies",2005
39,39,"Rocco Mediate",24,7,"ConsecutivePar5Birdies",2005
39,39,"Ryan Moore",14,7,"ConsecutivePar5Birdies",2005
39,39,"Kevin Na",32,7,"ConsecutivePar5Birdies",2005
39,39,"Greg Owen",24,7,"ConsecutivePar5Birdies",2005
39,39,"Ryan Palmer",32,7,"ConsecutivePar5Birdies",2005
39,39,"Rod Pampling",26,7,"ConsecutivePar5Birdies",2005
39,39,"Dennis Paulson",24,7,"ConsecutivePar5Birdies",2005
39,39,"Kenny Perry",23,7,"ConsecutivePar5Birdies",2005
39,39,"Michael Putnam",5,7,"ConsecutivePar5Birdies",2005
39,39,"Rob Rashell",25,7,"ConsecutivePar5Birdies",2005
39,39,"Tag Ridings",31,7,"ConsecutivePar5Birdies",2005
39,39,"John Rollins",30,7,"ConsecutivePar5Birdies",2005
39,39,"John Senden",29,7,"ConsecutivePar5Birdies",2005
39,39,"Joey Sindelar",29,7,"ConsecutivePar5Birdies",2005
39,39,"Jeff Sluman",28,7,"ConsecutivePar5Birdies",2005
39,39,"Chris Smith",32,7,"ConsecutivePar5Birdies",2005
73,73,"Steve Allan",32,6,"ConsecutivePar5Birdies",2005
73,73,"Michael Allen",30,6,"ConsecutivePar5Birdies",2005
73,73,"Robert Allenby",31,6,"ConsecutivePar5Birdies",2005
73,73,"Briny Baird",33,6,"ConsecutivePar5Birdies",2005
73,73,"Brian Bateman",32,6,"ConsecutivePar5Birdies",2005
73,73,"Cameron Beckman",31,6,"ConsecutivePar5Birdies",2005
73,73,"Michael Bradley",4,6,"ConsecutivePar5Birdies",2005
73,73,"DJ Brigman",26,6,"ConsecutivePar5Birdies",2005
73,73,"Chad Campbell",27,6,"ConsecutivePar5Birdies",2005
73,73,"Daniel Chopra",34,6,"ConsecutivePar5Birdies",2005
73,73,"Tim Clark",26,6,"ConsecutivePar5Birdies",2005
73,73,"Jose Coceres",22,6,"ConsecutivePar5Birdies",2005
73,73,"Fred Couples",22,6,"ConsecutivePar5Birdies",2005
73,73,"Brian Davis",23,6,"ConsecutivePar5Birdies",2005
73,73,"Chris DiMarco",24,6,"ConsecutivePar5Birdies",2005
73,73,"James Driscoll",26,6,"ConsecutivePar5Birdies",2005
73,73,"Carlos Franco",25,6,"ConsecutivePar5Birdies",2005
73,73,"Fred Funk",30,6,"ConsecutivePar5Birdies",2005
73,73,"Todd Hamilton",31,6,"ConsecutivePar5Birdies",2005
73,73,"Scott Hend",28,6,"ConsecutivePar5Birdies",2005
73,73,"Lee Janzen",26,6,"ConsecutivePar5Birdies",2005
73,73,"Zach Johnson",30,6,"ConsecutivePar5Birdies",2005
73,73,"Richard Johnson",16,6,"ConsecutivePar5Birdies",2005
73,73,"Franklin Langham",31,6,"ConsecutivePar5Birdies",2005
73,73,"Stephen Leaney",29,6,"ConsecutivePar5Birdies",2005
73,73,"Tom Lehman",20,6,"ConsecutivePar5Birdies",2005
73,73,"Thomas Levet",20,6,"ConsecutivePar5Birdies",2005
73,73,"Peter Lonard",27,6,"ConsecutivePar5Birdies",2005
73,73,"Michael Long",26,6,"ConsecutivePar5Birdies",2005
73,73,"Davis Love III",24,6,"ConsecutivePar5Birdies",2005
73,73,"Will Ma Kenzie",25,6,"ConsecutivePar5Birdies",2005
73,73,"Jeff Maggert",25,6,"ConsecutivePar5Birdies",2005
73,73,"Hunter Mahan",34,6,"ConsecutivePar5Birdies",2005
73,73,"Shigeki Maruyama",29,6,"ConsecutivePar5Birdies",2005
73,73,"Billy Mayfair",31,6,"ConsecutivePar5Birdies",2005
73,73,"Scott McCarron",24,6,"ConsecutivePar5Birdies",2005
73,73,"Paul McGinley",6,6,"ConsecutivePar5Birdies",2005
73,73,"Phil Mickelson",21,6,"ConsecutivePar5Birdies",2005
73,73,"Colin Montgomerie",6,6,"ConsecutivePar5Birdies",2005
73,73,"Jesper Parnevik",24,6,"ConsecutivePar5Birdies",2005
73,73,"Pat Perez",28,6,"ConsecutivePar5Birdies",2005
73,73,"Carl Pettersson",34,6,"ConsecutivePar5Birdies",2005
73,73,"Phillip Price",25,6,"ConsecutivePar5Birdies",2005
73,73,"Ted Purdy",34,6,"ConsecutivePar5Birdies",2005
73,73,"Brett Quigley",31,6,"ConsecutivePar5Birdies",2005
73,73,"Justin Rose",28,6,"ConsecutivePar5Birdies",2005
73,73,"Gene Sauers",7,6,"ConsecutivePar5Birdies",2005
73,73,"Adam Scott",19,6,"ConsecutivePar5Birdies",2005
73,73,"Patrick Sheehan",35,6,"ConsecutivePar5Birdies",2005
73,73,"Heath Slocum",29,6,"ConsecutivePar5Birdies",2005
73,73,"Joey Snyder III",31,6,"ConsecutivePar5Birdies",2005
73,73,"Craig Stadler",6,6,"ConsecutivePar5Birdies",2005
73,73,"Kevin Stadler",33,6,"ConsecutivePar5Birdies",2005
73,73,"Kevin Sutherland",26,6,"ConsecutivePar5Birdies",2005
73,73,"Hidemichi Tanaka",34,6,"ConsecutivePar5Birdies",2005
73,73,"Vaughn Taylor",32,6,"ConsecutivePar5Birdies",2005
73,73,"Bo Van Pelt",33,6,"ConsecutivePar5Birdies",2005
73,73,"Scott Verplank",25,6,"ConsecutivePar5Birdies",2005
73,73,"Charles Warren",31,6,"ConsecutivePar5Birdies",2005
73,73,"Mark Wilson",25,6,"ConsecutivePar5Birdies",2005
133,133,"Stuart Appleby",25,5,"ConsecutivePar5Birdies",2005
133,133,"Paul Azinger",22,5,"ConsecutivePar5Birdies",2005
133,133,"Doug Barron",24,5,"ConsecutivePar5Birdies",2005
133,133,"Rich Beem",26,5,"ConsecutivePar5Birdies",2005
133,133,"Justin Bolli",24,5,"ConsecutivePar5Birdies",2005
133,133,"Jeff Brehaut",23,5,"ConsecutivePar5Birdies",2005
133,133,"Mark Brooks",28,5,"ConsecutivePar5Birdies",2005
133,133,"George Burns",1,5,"ConsecutivePar5Birdies",2005
133,133,"Mark Calcavecchia",27,5,"ConsecutivePar5Birdies",2005
133,133,"KJ Choi",24,5,"ConsecutivePar5Birdies",2005
133,133,"Stewart Cink",26,5,"ConsecutivePar5Birdies",2005
133,133,"Gavin Coles",22,5,"ConsecutivePar5Birdies",2005
133,133,"Ben Curtis",24,5,"ConsecutivePar5Birdies",2005
133,133,"Robert Damron",28,5,"ConsecutivePar5Birdies",2005
133,133,"Matt Davidson",20,5,"ConsecutivePar5Birdies",2005
133,133,"Marco Dawson",23,5,"ConsecutivePar5Birdies",2005
133,133,"Joe Durant",25,5,"ConsecutivePar5Birdies",2005
133,133,"David Duval",20,5,"ConsecutivePar5Birdies",2005
133,133,"Steve Elkington",20,5,"ConsecutivePar5Birdies",2005
133,133,"Danny Ellis",7,5,"ConsecutivePar5Birdies",2005
133,133,"Stephen Gallacher",4,5,"ConsecutivePar5Birdies",2005
133,133,"Sergio Garcia",20,5,"ConsecutivePar5Birdies",2005
133,133,"Lucas Glover",28,5,"ConsecutivePar5Birdies",2005
133,133,"Matt Gogel",28,5,"ConsecutivePar5Birdies",2005
133,133,"Richard Green",11,5,"ConsecutivePar5Birdies",2005
133,133,"Hunter Haas",28,5,"ConsecutivePar5Birdies",2005
133,133,"Bill Haas",6,5,"ConsecutivePar5Birdies",2005
133,133,"Donnie Hammond",3,5,"ConsecutivePar5Birdies",2005
133,133,"JJ Henry",32,5,"ConsecutivePar5Birdies",2005
133,133,"Mark Hensby",21,5,"ConsecutivePar5Birdies",2005
133,133,"Glen Hnatiuk",21,5,"ConsecutivePar5Birdies",2005
133,133,"John Huston",31,5,"ConsecutivePar5Birdies",2005
133,133,"Brendan Jones",28,5,"ConsecutivePar5Birdies",2005
133,133,"Skip Kendall",32,5,"ConsecutivePar5Birdies",2005
133,133,"Matt Kuchar",21,5,"ConsecutivePar5Birdies",2005
133,133,"Hank Kuehne",30,5,"ConsecutivePar5Birdies",2005
133,133,"Bernhard Langer",19,5,"ConsecutivePar5Birdies",2005
133,133,"Justin Leonard",24,5,"ConsecutivePar5Birdies",2005
133,133,"JL Lewis",30,5,"ConsecutivePar5Birdies",2005
133,133,"Graeme McDowell",14,5,"ConsecutivePar5Birdies",2005
133,133,"Jim McGovern",2,5,"ConsecutivePar5Birdies",2005
133,133,"Spike McRoy",12,5,"ConsecutivePar5Birdies",2005
133,133,"Jose Maria Olazabal",16,5,"ConsecutivePar5Birdies",2005
133,133,"Steve Pate",9,5,"ConsecutivePar5Birdies",2005
133,133,"David Peoples",12,5,"ConsecutivePar5Birdies",2005
133,133,"Craig Perks",27,5,"ConsecutivePar5Birdies",2005
133,133,"Tom Pernice Jr",32,5,"ConsecutivePar5Birdies",2005
133,133,"Tim Petrovic",32,5,"ConsecutivePar5Birdies",2005
133,133,"DA Points",33,5,"ConsecutivePar5Birdies",2005
133,133,"Wes Short Jr",16,5,"ConsecutivePar5Birdies",2005
133,133,"Scott Simpson",9,5,"ConsecutivePar5Birdies",2005
133,133,"Chris Starkjohann",4,5,"ConsecutivePar5Birdies",2005
133,133,"Darron Stiles",26,5,"ConsecutivePar5Birdies",2005
133,133,"Andre Stolz",12,5,"ConsecutivePar5Birdies",2005
133,133,"Steve Stricker",21,5,"ConsecutivePar5Birdies",2005
133,133,"Hideto Tanihara",20,5,"ConsecutivePar5Birdies",2005
133,133,"Esteban Toledo",7,5,"ConsecutivePar5Birdies",2005
133,133,"Bob Tway",26,5,"ConsecutivePar5Birdies",2005
133,133,"Omar Uresti",27,5,"ConsecutivePar5Birdies",2005
133,133,"Duffy Waldorf",28,5,"ConsecutivePar5Birdies",2005
133,133,"Tom Watson",2,5,"ConsecutivePar5Birdies",2005
133,133,"Mike Weir",23,5,"ConsecutivePar5Birdies",2005
133,133,"Lee Westwood",15,5,"ConsecutivePar5Birdies",2005
133,133,"Jay Williamson",16,5,"ConsecutivePar5Birdies",2005
133,133,"Garrett Willis",7,5,"ConsecutivePar5Birdies",2005
133,133,"Dean Wilson",27,5,"ConsecutivePar5Birdies",2005
199,199,"Jason Allred",29,4,"ConsecutivePar5Birdies",2005
199,199,"Stephen Ames",24,4,"ConsecutivePar5Birdies",2005
199,199,"Chris Anderson",25,4,"ConsecutivePar5Birdies",2005
199,199,"Rich Barcelo",3,4,"ConsecutivePar5Birdies",2005
199,199,"Notah Begay III",11,4,"ConsecutivePar5Birdies",2005
199,199,"Phil Blackmar",1,4,"ConsecutivePar5Birdies",2005
199,199,"Olin Browne",29,4,"ConsecutivePar5Birdies",2005
199,199,"Tom Byrum",27,4,"ConsecutivePar5Birdies",2005
199,199,"Angel Cabrera",11,4,"ConsecutivePar5Birdies",2005
199,199,"Paul Casey",10,4,"ConsecutivePar5Birdies",2005
199,199,"John Cook",26,4,"ConsecutivePar5Birdies",2005
199,199,"Jay Delsing",11,4,"ConsecutivePar5Birdies",2005
199,199,"Ryan Dillon",1,4,"ConsecutivePar5Birdies",2005
199,199,"Trevor Dodds",2,4,"ConsecutivePar5Birdies",2005
199,199,"Luke Donald",18,4,"ConsecutivePar5Birdies",2005
199,199,"David Edwards",9,4,"ConsecutivePar5Birdies",2005
199,199,"John Elliott",25,4,"ConsecutivePar5Birdies",2005
199,199,"Brad Faxon",23,4,"ConsecutivePar5Birdies",2005
199,199,"Gavin Flint",1,4,"ConsecutivePar5Birdies",2005
199,199,"Dan Forsman",17,4,"ConsecutivePar5Birdies",2005
199,199,"Robin Freeman",8,4,"ConsecutivePar5Birdies",2005
199,199,"Tom Gillis",28,4,"ConsecutivePar5Birdies",2005
199,199,"Paul Goydos",15,4,"ConsecutivePar5Birdies",2005
199,199,"Jay Haas",16,4,"ConsecutivePar5Birdies",2005
199,199,"Padraig Harrington",15,4,"ConsecutivePar5Birdies",2005
199,199,"Jeff Hart",23,4,"ConsecutivePar5Birdies",2005
199,199,"Dudley Hart",29,4,"ConsecutivePar5Birdies",2005
199,199,"Matt Hendrix",1,4,"ConsecutivePar5Birdies",2005
199,199,"Gabriel Hjertstedt",3,4,"ConsecutivePar5Birdies",2005
199,199,"Scott Hoch",2,4,"ConsecutivePar5Birdies",2005
199,199,"David Howell",12,4,"ConsecutivePar5Birdies",2005
199,199,"Bradley Hughes",20,4,"ConsecutivePar5Birdies",2005
199,199,"Ryuji Imada",25,4,"ConsecutivePar5Birdies",2005
199,199,"Trevor Immelman",14,4,"ConsecutivePar5Birdies",2005
199,199,"Peter Jacobsen",11,4,"ConsecutivePar5Birdies",2005
199,199,"Jonathan Kaye",24,4,"ConsecutivePar5Birdies",2005
199,199,"Jerry Kelly",31,4,"ConsecutivePar5Birdies",2005
199,199,"Simon Khan",1,4,"ConsecutivePar5Birdies",2005
199,199,"Joel Kribel",2,4,"ConsecutivePar5Birdies",2005
199,199,"Brad Lardon",4,4,"ConsecutivePar5Birdies",2005
199,199,"Ian Leggatt",12,4,"ConsecutivePar5Birdies",2005
199,199,"Spencer Levin",7,4,"ConsecutivePar5Birdies",2005
199,199,"David Lundstrom",2,4,"ConsecutivePar5Birdies",2005
199,199,"John Maginnes",17,4,"ConsecutivePar5Birdies",2005
199,199,"Mardan Mamat",1,4,"ConsecutivePar5Birdies",2005
199,199,"Len Mattiace",34,4,"ConsecutivePar5Birdies",2005
199,199,"James McLean",5,4,"ConsecutivePar5Birdies",2005
199,199,"Shaun Micheel",29,4,"ConsecutivePar5Birdies",2005
199,199,"John Morgan",11,4,"ConsecutivePar5Birdies",2005
199,199,"Simon Nash",2,4,"ConsecutivePar5Birdies",2005
199,199,"Nick OHern",13,4,"ConsecutivePar5Birdies",2005
199,199,"Arron Oberholser",21,4,"ConsecutivePar5Birdies",2005
