"YTDRoundsin60sStreak_RANKTHISWEEK_2011","YTDRoundsin60sStreak_RANKLASTWEEK_2011","YTDRoundsin60sStreak_PLAYERNAME_2011","YTDRoundsin60sStreak__2011","YTDRoundsin60sStreak_BESTSTREAK_2011","stat_name","year"
1,1,"Briny Baird",NA,12,"YTDRoundsin60sStreak",2011
2,2,"Jerry Kelly",NA,11,"YTDRoundsin60sStreak",2011
3,3,"Jhonattan Vegas",NA,10,"YTDRoundsin60sStreak",2011
4,4,"Bud Cauley",NA,9,"YTDRoundsin60sStreak",2011
4,4,"Bill Haas",NA,9,"YTDRoundsin60sStreak",2011
4,4,"Charles Howell III",NA,9,"YTDRoundsin60sStreak",2011
4,4,"Kevin Na",NA,9,"YTDRoundsin60sStreak",2011
8,8,"Padraig Harrington",NA,8,"YTDRoundsin60sStreak",2011
8,8,"Carl Pettersson",NA,8,"YTDRoundsin60sStreak",2011
8,8,"DA Points",NA,8,"YTDRoundsin60sStreak",2011
8,8,"Webb Simpson",NA,8,"YTDRoundsin60sStreak",2011
8,8,"David Toms",NA,8,"YTDRoundsin60sStreak",2011
13,13,"Jonathan Byrd",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Jason Day",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Jason Dufner",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Jim Furyk",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Matt Kuchar",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Marc Leishman",NA,7,"YTDRoundsin60sStreak",2011
13,13,"David Mathis",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Matt McQuillan",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Bryce Molder",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Jeff Overton",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Pat Perez",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Tom Pernice Jr",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Tim Petrovic",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Vijay Singh",NA,7,"YTDRoundsin60sStreak",2011
13,13,"Kyle Stanley",NA,7,"YTDRoundsin60sStreak",2011
13,13,"DJ Trahan",NA,7,"YTDRoundsin60sStreak",2011
29,29,"Matt Bettencourt",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Steven Bowditch",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Alex Cejka",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Phil Mickelson",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Nick OHern",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Geoff Ogilvy",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Chez Reavie",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Justin Rose",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Josh Teater",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Michael Thompson",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Bo Van Pelt",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Scott Verplank",NA,6,"YTDRoundsin60sStreak",2011
29,29,"Camilo Villegas",NA,6,"YTDRoundsin60sStreak",2011
42,42,"Blake Adams",NA,5,"YTDRoundsin60sStreak",2011
42,42,"Kris Blanks",NA,5,"YTDRoundsin60sStreak",2011
