"Last15EventsAccuracy_RANKTHISWEEK_2016","Last15EventsAccuracy_RANKLASTWEEK_2016","Last15EventsAccuracy_PLAYERNAME_2016","Last15EventsAccuracy_EVENTS_2016","Last15EventsAccuracy_RATING_2016","stat_name","year"
1,1,"Nick Mason",1,8.5,"Last15EventsAccuracy",2016
2,2,"Benjamin Taylor",1,8.2,"Last15EventsAccuracy",2016
3,6,"Joe Affrunti",1,8.1,"Last15EventsAccuracy",2016
4,2,"Hideki Matsuyama",7,8,"Last15EventsAccuracy",2016
4,7,"Graeme McDowell",5,8,"Last15EventsAccuracy",2016
4,2,"Adam Scott",7,8,"Last15EventsAccuracy",2016
4,2,"Vaughn Taylor",4,8,"Last15EventsAccuracy",2016
8,8,"Jim Herman",7,7.9,"Last15EventsAccuracy",2016
8,8,"Russell Knox",7,7.9,"Last15EventsAccuracy",2016
8,8,"Alex Prugh",3,7.9,"Last15EventsAccuracy",2016
11,12,"Thomas Aiken",6,7.8,"Last15EventsAccuracy",2016
11,19,"Tyler Aldridge",5,7.8,"Last15EventsAccuracy",2016
11,12,"David Hearn",6,7.8,"Last15EventsAccuracy",2016
11,12,"Justin Hicks",3,7.8,"Last15EventsAccuracy",2016
11,12,"Thongchai Jaidee",1,7.8,"Last15EventsAccuracy",2016
11,8,"Kevin Kisner",8,7.8,"Last15EventsAccuracy",2016
11,12,"John Merrick",2,7.8,"Last15EventsAccuracy",2016
11,12,"Bobby Wyatt",1,7.8,"Last15EventsAccuracy",2016
19,19,"Austin Connelly",1,7.7,"Last15EventsAccuracy",2016
19,19,"Jason Gore",9,7.7,"Last15EventsAccuracy",2016
19,12,"Emiliano Grillo",8,7.7,"Last15EventsAccuracy",2016
19,19,"Zach Johnson",7,7.7,"Last15EventsAccuracy",2016
19,19,"Henrik Stenson",7,7.7,"Last15EventsAccuracy",2016
19,19,"Kevin Streelman",6,7.7,"Last15EventsAccuracy",2016
19,19,"DJ Trahan",2,7.7,"Last15EventsAccuracy",2016
