"LateRound2ScoringAverage_RANKTHISWEEK_2010","LateRound2ScoringAverage_RANKLASTWEEK_2010","LateRound2ScoringAverage_PLAYERNAME_2010","LateRound2ScoringAverage__2010","LateRound2ScoringAverage_AVG_2010","LateRound2ScoringAverage_TOTALSTROKES_2010","LateRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
57,57,"Jerry Kelly",NA,70.36,985,14,"LateRound2ScoringAverage",2010
57,57,"Andres Romero",NA,70.36,774,11,"LateRound2ScoringAverage",2010
59,59,"Brenden Pappas",NA,70.38,915,13,"LateRound2ScoringAverage",2010
59,59,"Pat Perez",NA,70.38,915,13,"LateRound2ScoringAverage",2010
61,61,"Tom Gillis",NA,70.42,845,12,"LateRound2ScoringAverage",2010
62,62,"David Duval",NA,70.43,986,14,"LateRound2ScoringAverage",2010
62,62,"Tim Petrovic",NA,70.43,986,14,"LateRound2ScoringAverage",2010
62,62,"Adam Scott",NA,70.43,493,7,"LateRound2ScoringAverage",2010
65,65,"Brian Gay",NA,70.44,1127,16,"LateRound2ScoringAverage",2010
65,65,"Retief Goosen",NA,70.44,634,9,"LateRound2ScoringAverage",2010
65,65,"Charlie Wi",NA,70.44,634,9,"LateRound2ScoringAverage",2010
68,68,"Chris Couch",NA,70.45,775,11,"LateRound2ScoringAverage",2010
68,68,"Rocco Mediate",NA,70.45,775,11,"LateRound2ScoringAverage",2010
68,68,"Bubba Watson",NA,70.45,775,11,"LateRound2ScoringAverage",2010
71,71,"Robert Allenby",NA,70.5,846,12,"LateRound2ScoringAverage",2010
71,71,"Omar Uresti",NA,70.5,987,14,"LateRound2ScoringAverage",2010
73,73,"Jeev Milkha Singh",NA,70.57,494,7,"LateRound2ScoringAverage",2010
74,74,"Ricky Barnes",NA,70.58,847,12,"LateRound2ScoringAverage",2010
74,74,"Scott Verplank",NA,70.58,847,12,"LateRound2ScoringAverage",2010
76,76,"James Driscoll",NA,70.6,706,10,"LateRound2ScoringAverage",2010
77,77,"John Merrick",NA,70.61,1271,18,"LateRound2ScoringAverage",2010
78,78,"Paul Goydos",NA,70.62,918,13,"LateRound2ScoringAverage",2010
79,79,"Stewart Cink",NA,70.64,777,11,"LateRound2ScoringAverage",2010
80,80,"Freddie Jacobson",NA,70.67,848,12,"LateRound2ScoringAverage",2010
80,80,"Sean OHair",NA,70.67,1060,15,"LateRound2ScoringAverage",2010
80,80,"Aron Price",NA,70.67,636,9,"LateRound2ScoringAverage",2010
83,83,"Kevin Stadler",NA,70.69,919,13,"LateRound2ScoringAverage",2010
83,83,"Vaughn Taylor",NA,70.69,919,13,"LateRound2ScoringAverage",2010
85,85,"Bo Van Pelt",NA,70.73,1061,15,"LateRound2ScoringAverage",2010
85,85,"Camilo Villegas",NA,70.73,778,11,"LateRound2ScoringAverage",2010
85,85,"Jimmy Walker",NA,70.73,778,11,"LateRound2ScoringAverage",2010
85,85,"Mark Wilson",NA,70.73,1061,15,"LateRound2ScoringAverage",2010
89,89,"Zach Johnson",NA,70.75,566,8,"LateRound2ScoringAverage",2010
90,90,"Martin Flores",NA,70.76,1203,17,"LateRound2ScoringAverage",2010
91,91,"Carl Pettersson",NA,70.77,920,13,"LateRound2ScoringAverage",2010
92,92,"Chris DiMarco",NA,70.79,991,14,"LateRound2ScoringAverage",2010
93,93,"George McNeill",NA,70.8,1062,15,"LateRound2ScoringAverage",2010
94,94,"Briny Baird",NA,70.83,850,12,"LateRound2ScoringAverage",2010
94,94,"John Senden",NA,70.83,850,12,"LateRound2ScoringAverage",2010
96,96,"Matt Every",NA,70.89,638,9,"LateRound2ScoringAverage",2010
97,97,"Brett Wetterich",NA,70.9,709,10,"LateRound2ScoringAverage",2010
98,98,"KJ Choi",NA,70.91,780,11,"LateRound2ScoringAverage",2010
98,98,"Luke Donald",NA,70.91,780,11,"LateRound2ScoringAverage",2010
100,100,"Joe Ogilvie",NA,70.93,993,14,"LateRound2ScoringAverage",2010
100,100,"Jay Williamson",NA,70.93,993,14,"LateRound2ScoringAverage",2010
102,102,"Brian Davis",NA,70.94,1135,16,"LateRound2ScoringAverage",2010
103,103,"Michael Bradley",NA,71,710,10,"LateRound2ScoringAverage",2010
103,103,"Sergio Garcia",NA,71,355,5,"LateRound2ScoringAverage",2010
103,103,"Lucas Glover",NA,71,852,12,"LateRound2ScoringAverage",2010
103,103,"Chris Riley",NA,71,1065,15,"LateRound2ScoringAverage",2010
103,103,"Vijay Singh",NA,71,710,10,"LateRound2ScoringAverage",2010
103,103,"Boo Weekley",NA,71,994,14,"LateRound2ScoringAverage",2010
109,109,"Stuart Appleby",NA,71.05,1350,19,"LateRound2ScoringAverage",2010
110,110,"Bob Estes",NA,71.07,995,14,"LateRound2ScoringAverage",2010
111,111,"Alex Cejka",NA,71.08,853,12,"LateRound2ScoringAverage",2010
111,111,"Tim Clark",NA,71.08,853,12,"LateRound2ScoringAverage",2010
111,111,"Alex Prugh",NA,71.08,853,12,"LateRound2ScoringAverage",2010
111,111,"Nick Watney",NA,71.08,924,13,"LateRound2ScoringAverage",2010
115,115,"Tim Herron",NA,71.09,782,11,"LateRound2ScoringAverage",2010
115,115,"Jeff Maggert",NA,71.09,782,11,"LateRound2ScoringAverage",2010
115,115,"Heath Slocum",NA,71.09,782,11,"LateRound2ScoringAverage",2010
118,118,"Woody Austin",NA,71.13,1138,16,"LateRound2ScoringAverage",2010
118,118,"Matt Jones",NA,71.13,1067,15,"LateRound2ScoringAverage",2010
118,118,"Josh Teater",NA,71.13,1138,16,"LateRound2ScoringAverage",2010
121,121,"Garrett Willis",NA,71.18,783,11,"LateRound2ScoringAverage",2010
122,122,"Craig Bowden",NA,71.2,712,10,"LateRound2ScoringAverage",2010
123,123,"Bryce Molder",NA,71.21,997,14,"LateRound2ScoringAverage",2010
124,124,"Mathew Goggin",NA,71.23,926,13,"LateRound2ScoringAverage",2010
125,125,"Will Ma Kenzie",NA,71.25,855,12,"LateRound2ScoringAverage",2010
125,125,"Jeff Quinney",NA,71.25,1140,16,"LateRound2ScoringAverage",2010
127,127,"Hunter Mahan",NA,71.29,998,14,"LateRound2ScoringAverage",2010
128,128,"Trevor Immelman",NA,71.3,713,10,"LateRound2ScoringAverage",2010
129,129,"David Lutterus",NA,71.33,856,12,"LateRound2ScoringAverage",2010
129,129,"Kevin Streelman",NA,71.33,856,12,"LateRound2ScoringAverage",2010
131,131,"Kris Blanks",NA,71.44,643,9,"LateRound2ScoringAverage",2010
131,131,"Martin Laird",NA,71.44,1143,16,"LateRound2ScoringAverage",2010
131,131,"Rod Pampling",NA,71.44,1143,16,"LateRound2ScoringAverage",2010
134,134,"Rich Barcelo",NA,71.5,715,10,"LateRound2ScoringAverage",2010
134,134,"Skip Kendall",NA,71.5,572,8,"LateRound2ScoringAverage",2010
136,136,"Webb Simpson",NA,71.53,1073,15,"LateRound2ScoringAverage",2010
137,137,"John Mallinger",NA,71.54,930,13,"LateRound2ScoringAverage",2010
138,138,"Jim Furyk",NA,71.55,787,11,"LateRound2ScoringAverage",2010
138,138,"Andrew McLardy",NA,71.55,787,11,"LateRound2ScoringAverage",2010
140,140,"Marc Leishman",NA,71.57,1002,14,"LateRound2ScoringAverage",2010
141,141,"Steve Flesch",NA,71.58,859,12,"LateRound2ScoringAverage",2010
142,142,"Blake Adams",NA,71.62,931,13,"LateRound2ScoringAverage",2010
143,143,"John Daly",NA,71.63,573,8,"LateRound2ScoringAverage",2010
144,144,"Ryan Palmer",NA,71.67,1075,15,"LateRound2ScoringAverage",2010
144,144,"Michael Sim",NA,71.67,645,9,"LateRound2ScoringAverage",2010
146,146,"Cameron Beckman",NA,71.69,932,13,"LateRound2ScoringAverage",2010
146,146,"Chris Stroud",NA,71.69,932,13,"LateRound2ScoringAverage",2010
148,148,"Mathias Gronberg",NA,71.7,717,10,"LateRound2ScoringAverage",2010
149,149,"Jeff Gove",NA,71.73,789,11,"LateRound2ScoringAverage",2010
150,150,"Vance Veazey",NA,71.75,861,12,"LateRound2ScoringAverage",2010
151,151,"Davis Love III",NA,71.77,933,13,"LateRound2ScoringAverage",2010
152,152,"Stephen Ames",NA,71.78,646,9,"LateRound2ScoringAverage",2010
153,153,"Ted Purdy",NA,71.79,1005,14,"LateRound2ScoringAverage",2010
154,154,"Lee Janzen",NA,71.8,1077,15,"LateRound2ScoringAverage",2010
154,154,"Troy Merritt",NA,71.8,1077,15,"LateRound2ScoringAverage",2010
156,156,"Angel Cabrera",NA,71.82,790,11,"LateRound2ScoringAverage",2010
157,157,"Paul Casey",NA,71.83,431,6,"LateRound2ScoringAverage",2010
158,158,"Nicholas Thompson",NA,71.84,1365,19,"LateRound2ScoringAverage",2010
159,159,"David Toms",NA,71.85,934,13,"LateRound2ScoringAverage",2010
160,160,"Ernie Els",NA,71.88,575,8,"LateRound2ScoringAverage",2010
160,160,"Ian Poulter",NA,71.88,575,8,"LateRound2ScoringAverage",2010
162,162,"Roland Thatcher",NA,71.9,719,10,"LateRound2ScoringAverage",2010
163,163,"Brian Stuard",NA,71.92,863,12,"LateRound2ScoringAverage",2010
164,164,"Roger Tambellini",NA,71.93,1079,15,"LateRound2ScoringAverage",2010
165,165,"Matt Bettencourt",NA,71.94,1151,16,"LateRound2ScoringAverage",2010
166,166,"Henrik Bjornstad",NA,72,648,9,"LateRound2ScoringAverage",2010
167,167,"Scott McCarron",NA,72.08,865,12,"LateRound2ScoringAverage",2010
167,167,"Ryan Moore",NA,72.08,937,13,"LateRound2ScoringAverage",2010
169,169,"Cameron Tringale",NA,72.15,938,13,"LateRound2ScoringAverage",2010
170,170,"Derek Lamely",NA,72.18,1227,17,"LateRound2ScoringAverage",2010
170,170,"Charles Warren",NA,72.18,794,11,"LateRound2ScoringAverage",2010
172,172,"Daniel Chopra",NA,72.25,1156,16,"LateRound2ScoringAverage",2010
173,173,"Rory Sabbatini",NA,72.36,1013,14,"LateRound2ScoringAverage",2010
173,173,"YE Yang",NA,72.36,796,11,"LateRound2ScoringAverage",2010
175,175,"Padraig Harrington",NA,72.38,579,8,"LateRound2ScoringAverage",2010
175,175,"Steve Marino",NA,72.38,941,13,"LateRound2ScoringAverage",2010
175,175,"Steve Wheatcroft",NA,72.38,941,13,"LateRound2ScoringAverage",2010
178,178,"Steve Lowery",NA,72.5,1015,14,"LateRound2ScoringAverage",2010
179,179,"Cameron Percy",NA,72.54,943,13,"LateRound2ScoringAverage",2010
180,180,"Jerod Turner",NA,72.56,653,9,"LateRound2ScoringAverage",2010
180,180,"Mike Weir",NA,72.56,653,9,"LateRound2ScoringAverage",2010
182,182,"Brent Delahoussaye",NA,72.63,581,8,"LateRound2ScoringAverage",2010
183,183,"Kevin Johnson",NA,72.78,655,9,"LateRound2ScoringAverage",2010
184,184,"Jason Dufner",NA,72.85,947,13,"LateRound2ScoringAverage",2010
185,185,"Garth Mulroy",NA,72.9,729,10,"LateRound2ScoringAverage",2010
186,186,"Mark Calcavecchia",NA,73,584,8,"LateRound2ScoringAverage",2010
186,186,"Greg Kraft",NA,73,876,12,"LateRound2ScoringAverage",2010
188,188,"Chris Wilson",NA,73.1,731,10,"LateRound2ScoringAverage",2010
189,189,"Rory McIlroy",NA,73.17,439,6,"LateRound2ScoringAverage",2010
190,190,"Justin Bolli",NA,73.2,732,10,"LateRound2ScoringAverage",2010
191,191,"Michael Letzig",NA,73.25,879,12,"LateRound2ScoringAverage",2010
192,192,"Brad Faxon",NA,74,962,13,"LateRound2ScoringAverage",2010
