"GIRPutting2025_RANKTHISWEEK_2009","GIRPutting2025_RANKLASTWEEK_2009","GIRPutting2025_PLAYERNAME_2009","GIRPutting2025_ROUNDS_2009","GIRPutting2025_Pct_2009","GIRPutting2025_ATTEMPTS_2009","GIRPutting2025_PUTTSMADE_2009","stat_name","year"
1,1,"Bo Van Pelt",100,21.21,99,21,"GIRPutting2025",2009
2,2,"Vaughn Taylor",88,21,100,21,"GIRPutting2025",2009
3,3,"Freddie Jacobson",83,20.62,97,20,"GIRPutting2025",2009
4,4,"Brandt Snedeker",81,19.72,71,14,"GIRPutting2025",2009
5,5,"Greg Chalmers",85,19.19,99,19,"GIRPutting2025",2009
6,6,"Jerry Kelly",90,19.05,105,20,"GIRPutting2025",2009
6,6,"John Senden",100,19.05,105,20,"GIRPutting2025",2009
8,8,"Rich Beem",77,18.89,90,17,"GIRPutting2025",2009
9,9,"Sean OHair",80,18.64,59,11,"GIRPutting2025",2009
9,9,"Ted Purdy",101,18.64,118,22,"GIRPutting2025",2009
11,11,"Brendon Todd",53,18.46,65,12,"GIRPutting2025",2009
12,12,"Tag Ridings",50,18.37,49,9,"GIRPutting2025",2009
13,13,"Luke Donald",79,18.29,82,15,"GIRPutting2025",2009
14,14,"Bill Haas",91,18.28,93,17,"GIRPutting2025",2009
15,15,"Ryan Palmer",78,17.86,84,15,"GIRPutting2025",2009
16,16,"Martin Laird",72,17.72,79,14,"GIRPutting2025",2009
17,17,"Brian Gay",96,17.56,131,23,"GIRPutting2025",2009
18,18,"Kevin Na",91,17.44,86,15,"GIRPutting2025",2009
19,19,"Mark Brooks",55,17.31,52,9,"GIRPutting2025",2009
20,20,"Parker McLachlin",71,16.88,77,13,"GIRPutting2025",2009
21,21,"Ryuji Imada",85,16.67,72,12,"GIRPutting2025",2009
21,21,"Geoff Ogilvy",78,16.67,72,12,"GIRPutting2025",2009
21,21,"Chris Riley",77,16.67,96,16,"GIRPutting2025",2009
21,21,"Matt Weibring",65,16.67,72,12,"GIRPutting2025",2009
25,25,"Zach Johnson",94,16.51,109,18,"GIRPutting2025",2009
26,26,"Justin Rose",71,16.09,87,14,"GIRPutting2025",2009
27,27,"Marc Leishman",91,15.93,113,18,"GIRPutting2025",2009
28,28,"Ken Duke",87,15.58,77,12,"GIRPutting2025",2009
29,29,"Tim Herron",87,15.56,90,14,"GIRPutting2025",2009
29,29,"Tom Pernice Jr",82,15.56,90,14,"GIRPutting2025",2009
29,29,"Andres Romero",58,15.56,45,7,"GIRPutting2025",2009
32,32,"Boo Weekley",79,15.48,84,13,"GIRPutting2025",2009
33,33,"Jason Bohn",88,15.45,110,17,"GIRPutting2025",2009
34,34,"Scott Sterling",51,15.25,59,9,"GIRPutting2025",2009
35,35,"Jonathan Byrd",89,15.24,105,16,"GIRPutting2025",2009
36,36,"Rod Pampling",72,15.19,79,12,"GIRPutting2025",2009
37,37,"Bob Heintz",59,15.15,66,10,"GIRPutting2025",2009
38,38,"Mark Calcavecchia",72,15,80,12,"GIRPutting2025",2009
38,38,"Jarrod Lyle",65,15,60,9,"GIRPutting2025",2009
40,40,"James Nitties",86,14.86,74,11,"GIRPutting2025",2009
41,41,"Charley Hoffman",97,14.77,88,13,"GIRPutting2025",2009
41,41,"John Rollins",92,14.77,88,13,"GIRPutting2025",2009
43,43,"Bart Bryant",58,14.75,61,9,"GIRPutting2025",2009
44,44,"Brendon de Jonge",90,14.74,95,14,"GIRPutting2025",2009
