"ProximitytoHolefromSand_RANKTHISWEEK_2012","ProximitytoHolefromSand_RANKLASTWEEK_2012","ProximitytoHolefromSand_PLAYERNAME_2012","ProximitytoHolefromSand_ROUNDS_2012","ProximitytoHolefromSand_AVGDTP_2012","ProximitytoHolefromSand_TOTALDISTANCEFEET_2012","ProximitytoHolefromSand_OFSHOTS_2012","ProximitytoHolefromSand_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Jim Furyk",85,NA,657.583,94,3,"ProximitytoHolefromSand",2012
1,1,"Rory McIlroy",60,NA,350,50,33,"ProximitytoHolefromSand",2012
3,3,"Charl Schwartzel",56,NA,404.5,55,50,"ProximitytoHolefromSand",2012
4,4,"Aaron Baddeley",73,NA,726.25,98,37,"ProximitytoHolefromSand",2012
4,4,"Padraig Harrington",67,NA,506.583,68,39,"ProximitytoHolefromSand",2012
6,6,"Jonathan Byrd",69,NA,619.25,83,56,"ProximitytoHolefromSand",2012
6,6,"Justin Rose",69,NA,641.917,86,12,"ProximitytoHolefromSand",2012
8,8,"Webb Simpson",77,NA,714.5,94,56,"ProximitytoHolefromSand",2012
9,9,"Bill Haas",79,NA,686.75,89,27,"ProximitytoHolefromSand",2012
9,9,"Davis Love III",64,NA,653.167,84,147,"ProximitytoHolefromSand",2012
11,11,"Chris DiMarco",83,NA,1025.5,131,103,"ProximitytoHolefromSand",2012
11,11,"Russell Knox",72,NA,477.083,61,76,"ProximitytoHolefromSand",2012
13,13,"JJ Killeen",101,NA,1360.333,171,28,"ProximitytoHolefromSand",2012
13,13,"Phil Mickelson",79,NA,820.167,104,16,"ProximitytoHolefromSand",2012
15,15,"Tom Gillis",75,NA,1027.25,129,68,"ProximitytoHolefromSand",2012
16,16,"Jonas Blixt",72,NA,937.25,116,16,"ProximitytoHolefromSand",2012
16,16,"Ryo Ishikawa",54,NA,542.083,67,152,"ProximitytoHolefromSand",2012
18,18,"Nick OHern",78,NA,819.417,100,62,"ProximitytoHolefromSand",2012
19,19,"Greg Chalmers",88,NA,1188.25,144,11,"ProximitytoHolefromSand",2012
19,19,"Harrison Frazar",56,NA,650.833,79,155,"ProximitytoHolefromSand",2012
19,19,"Sergio Garcia",57,NA,632.167,77,69,"ProximitytoHolefromSand",2012
19,19,"Bill Lunde",83,NA,711.75,86,54,"ProximitytoHolefromSand",2012
23,23,"Roberto Castro",92,NA,931.083,112,62,"ProximitytoHolefromSand",2012
23,23,"Lee Westwood",60,NA,580.417,70,191,"ProximitytoHolefromSand",2012
25,25,"John Daly",50,NA,379.5,45,174,"ProximitytoHolefromSand",2012
25,25,"Brian Gay",91,NA,902.833,107,1,"ProximitytoHolefromSand",2012
25,25,"Rocco Mediate",70,NA,671.75,80,22,"ProximitytoHolefromSand",2012
28,28,"Stuart Appleby",75,NA,816.833,96,29,"ProximitytoHolefromSand",2012
28,28,"Ben Crane",73,NA,944.5,111,97,"ProximitytoHolefromSand",2012
28,28,"Robert Karlsson",54,NA,614.417,72,172,"ProximitytoHolefromSand",2012
28,28,"Matt Kuchar",86,NA,920.417,108,7,"ProximitytoHolefromSand",2012
28,28,"Brandt Snedeker",81,NA,900.25,106,10,"ProximitytoHolefromSand",2012
28,28,"Kevin Streelman",89,NA,1050.167,124,77,"ProximitytoHolefromSand",2012
28,28,"YE Yang",64,NA,731.167,86,87,"ProximitytoHolefromSand",2012
35,35,"Tim Herron",88,NA,1039.333,121,99,"ProximitytoHolefromSand",2012
36,36,"Mark Anderson",75,NA,902.333,104,163,"ProximitytoHolefromSand",2012
36,36,"Erik Compton",81,NA,869.5,100,161,"ProximitytoHolefromSand",2012
36,36,"Brian Davis",91,NA,993.917,115,51,"ProximitytoHolefromSand",2012
36,36,"Jason Dufner",83,NA,835.5,96,8,"ProximitytoHolefromSand",2012
36,36,"JB Holmes",90,NA,1107.083,128,125,"ProximitytoHolefromSand",2012
36,36,"Billy Hurley III",70,NA,800.167,92,90,"ProximitytoHolefromSand",2012
36,36,"Zach Johnson",95,NA,1000.417,115,30,"ProximitytoHolefromSand",2012
36,36,"Kyle Stanley",86,NA,916,106,173,"ProximitytoHolefromSand",2012
44,44,"Sangmoon Bae",81,NA,924.75,106,182,"ProximitytoHolefromSand",2012
44,44,"Marc Leishman",84,NA,1017.333,116,74,"ProximitytoHolefromSand",2012
