"ProximitytoHolefromSand_RANKTHISWEEK_2012","ProximitytoHolefromSand_RANKLASTWEEK_2012","ProximitytoHolefromSand_PLAYERNAME_2012","ProximitytoHolefromSand_ROUNDS_2012","ProximitytoHolefromSand_AVGDTP_2012","ProximitytoHolefromSand_TOTALDISTANCEFEET_2012","ProximitytoHolefromSand_OFSHOTS_2012","ProximitytoHolefromSand_SCRAMBLINGRANK_2012","stat_name","year"
44,44,"Kevin Na",80,NA,758.25,87,21,"ProximitytoHolefromSand",2012
44,44,"Geoff Ogilvy",73,NA,847.417,97,6,"ProximitytoHolefromSand",2012
44,44,"Cameron Tringale",88,NA,1034.917,118,52,"ProximitytoHolefromSand",2012
49,49,"Arjun Atwal",79,NA,921.25,104,137,"ProximitytoHolefromSand",2012
49,49,"Bud Cauley",99,NA,1073.083,122,8,"ProximitytoHolefromSand",2012
49,49,"Scott Piercy",95,NA,1021.333,116,35,"ProximitytoHolefromSand",2012
49,49,"Rory Sabbatini",84,NA,1005.917,114,55,"ProximitytoHolefromSand",2012
49,49,"Michael Thompson",80,NA,712.667,81,136,"ProximitytoHolefromSand",2012
49,49,"Mark Wilson",84,NA,818.167,93,84,"ProximitytoHolefromSand",2012
55,55,"Rod Pampling",88,NA,1062.5,119,98,"ProximitytoHolefromSand",2012
56,56,"Ryuji Imada",78,NA,989.333,110,74,"ProximitytoHolefromSand",2012
56,56,"Colt Knost",79,NA,945.083,105,140,"ProximitytoHolefromSand",2012
56,56,"Carl Pettersson",92,NA,1166.25,130,30,"ProximitytoHolefromSand",2012
59,59,"KJ Choi",71,NA,759.75,84,150,"ProximitytoHolefromSand",2012
59,59,"Matt Every",80,NA,963.833,106,67,"ProximitytoHolefromSand",2012
59,59,"Hunter Haas",69,NA,761.417,84,142,"ProximitytoHolefromSand",2012
59,59,"David Mathis",83,NA,1064.5,117,85,"ProximitytoHolefromSand",2012
63,63,"Tim Clark",60,NA,714.75,78,79,"ProximitytoHolefromSand",2012
63,63,"Jason Day",57,NA,768.25,84,19,"ProximitytoHolefromSand",2012
63,63,"Luke Donald",63,NA,796.833,87,5,"ProximitytoHolefromSand",2012
63,63,"Dustin Johnson",70,NA,761.25,83,32,"ProximitytoHolefromSand",2012
63,63,"Chris Stroud",86,NA,945.583,103,18,"ProximitytoHolefromSand",2012
68,68,"Bob Estes",78,NA,958.333,104,25,"ProximitytoHolefromSand",2012
68,68,"David Hearn",95,NA,1098.75,119,23,"ProximitytoHolefromSand",2012
68,68,"Trevor Immelman",76,NA,876.5,95,109,"ProximitytoHolefromSand",2012
71,71,"George McNeill",85,NA,1366.25,146,96,"ProximitytoHolefromSand",2012
71,71,"Pat Perez",81,NA,1039.75,111,14,"ProximitytoHolefromSand",2012
71,71,"David Toms",60,NA,486.5,52,13,"ProximitytoHolefromSand",2012
71,71,"Jimmy Walker",101,NA,1311.333,140,78,"ProximitytoHolefromSand",2012
75,75,"John Mallinger",74,NA,874.917,93,53,"ProximitytoHolefromSand",2012
76,76,"Matt Bettencourt",80,NA,816.75,86,179,"ProximitytoHolefromSand",2012
76,76,"Daniel Chopra",55,NA,627.083,66,165,"ProximitytoHolefromSand",2012
76,76,"Gavin Coles",72,NA,636.667,67,38,"ProximitytoHolefromSand",2012
76,76,"Ernie Els",80,NA,909.917,96,24,"ProximitytoHolefromSand",2012
76,76,"Mathew Goggin",65,NA,851.583,90,105,"ProximitytoHolefromSand",2012
76,76,"Charles Howell III",98,NA,1030.417,108,118,"ProximitytoHolefromSand",2012
76,76,"Spencer Levin",81,NA,1329,140,82,"ProximitytoHolefromSand",2012
76,76,"Steve Stricker",73,NA,635,67,34,"ProximitytoHolefromSand",2012
76,76,"Daniel Summerhays",81,NA,1004.25,106,122,"ProximitytoHolefromSand",2012
85,85,"Cameron Beckman",81,NA,881.583,92,170,"ProximitytoHolefromSand",2012
85,85,"Freddie Jacobson",61,NA,659.583,69,92,"ProximitytoHolefromSand",2012
85,85,"Louis Oosthuizen",65,NA,719.167,75,137,"ProximitytoHolefromSand",2012
85,85,"Chez Reavie",83,NA,879.083,92,111,"ProximitytoHolefromSand",2012
89,89,"Brendon de Jonge",115,NA,1398,145,59,"ProximitytoHolefromSand",2012
89,89,"Nathan Green",73,NA,937.417,97,88,"ProximitytoHolefromSand",2012
89,89,"Jerry Kelly",84,NA,1156,120,41,"ProximitytoHolefromSand",2012
89,89,"Jeff Overton",101,NA,1317,136,42,"ProximitytoHolefromSand",2012
89,89,"Kyle Reifers",86,NA,1025.667,106,100,"ProximitytoHolefromSand",2012
94,94,"Kevin Chappell",91,NA,1243.083,127,83,"ProximitytoHolefromSand",2012
94,94,"Martin Flores",95,NA,1010.417,104,47,"ProximitytoHolefromSand",2012
94,94,"Charley Hoffman",88,NA,1179,121,181,"ProximitytoHolefromSand",2012
94,94,"Dicky Pride",62,NA,740,76,93,"ProximitytoHolefromSand",2012
94,94,"Scott Stallings",78,NA,861,88,175,"ProximitytoHolefromSand",2012
94,94,"Charlie Wi",86,NA,1175.917,121,45,"ProximitytoHolefromSand",2012
100,100,"Keegan Bradley",90,NA,945.917,96,91,"ProximitytoHolefromSand",2012
100,100,"Brian Harman",101,NA,1421.25,145,49,"ProximitytoHolefromSand",2012
100,100,"John Huh",99,NA,1132.75,115,134,"ProximitytoHolefromSand",2012
100,100,"Bryce Molder",83,NA,915.917,93,20,"ProximitytoHolefromSand",2012
100,100,"Josh Teater",97,NA,1230.333,125,119,"ProximitytoHolefromSand",2012
100,100,"Camilo Villegas",79,NA,856,87,151,"ProximitytoHolefromSand",2012
106,106,"James Driscoll",83,NA,1321.583,133,153,"ProximitytoHolefromSand",2012
106,106,"Ken Duke",104,NA,1466.167,148,26,"ProximitytoHolefromSand",2012
106,106,"Matt Jones",53,NA,666,67,61,"ProximitytoHolefromSand",2012
106,106,"Sung Kang",75,NA,1042.667,105,144,"ProximitytoHolefromSand",2012
106,106,"Graeme McDowell",55,NA,424.917,43,177,"ProximitytoHolefromSand",2012
106,106,"Adam Scott",59,NA,615.917,62,128,"ProximitytoHolefromSand",2012
112,112,"Gary Christian",91,NA,987.083,99,139,"ProximitytoHolefromSand",2012
112,112,"Stephen Gangluff",57,NA,778.583,78,166,"ProximitytoHolefromSand",2012
112,112,"Troy Matteson",100,NA,1151.583,115,114,"ProximitytoHolefromSand",2012
112,112,"Seung Yul Noh",105,NA,1185.417,119,80,"ProximitytoHolefromSand",2012
112,112,"Ryan Palmer",81,NA,1225.75,123,73,"ProximitytoHolefromSand",2012
112,112,"Ian Poulter",57,NA,641.333,64,2,"ProximitytoHolefromSand",2012
112,112,"Patrick Sheehan",58,NA,720,72,131,"ProximitytoHolefromSand",2012
112,112,"Nick Watney",97,NA,1109.167,111,141,"ProximitytoHolefromSand",2012
120,120,"Kris Blanks",65,NA,1111.333,110,149,"ProximitytoHolefromSand",2012
120,120,"Jason Bohn",81,NA,1135.833,113,119,"ProximitytoHolefromSand",2012
120,120,"Ben Curtis",62,NA,533.917,53,66,"ProximitytoHolefromSand",2012
120,120,"Marco Dawson",60,NA,646.583,64,176,"ProximitytoHolefromSand",2012
120,120,"Kevin Kisner",69,NA,703.5,70,40,"ProximitytoHolefromSand",2012
120,120,"Jason Kokrak",79,NA,984.667,98,115,"ProximitytoHolefromSand",2012
120,120,"Justin Leonard",79,NA,1042.5,103,44,"ProximitytoHolefromSand",2012
120,120,"Billy Mayfair",90,NA,1158.917,115,15,"ProximitytoHolefromSand",2012
120,120,"Brendon Todd",78,NA,971.833,96,129,"ProximitytoHolefromSand",2012
129,129,"Stewart Cink",71,NA,831.5,82,169,"ProximitytoHolefromSand",2012
129,129,"Harris English",98,NA,1299.917,128,159,"ProximitytoHolefromSand",2012
129,129,"Tommy Gainey",98,NA,1657.583,163,162,"ProximitytoHolefromSand",2012
129,129,"DA Points",88,NA,1163.25,114,112,"ProximitytoHolefromSand",2012
129,129,"Tiger Woods",69,NA,658.333,65,4,"ProximitytoHolefromSand",2012
134,134,"Tommy Biershenk",74,NA,769.5,75,184,"ProximitytoHolefromSand",2012
134,134,"Chris Kirk",93,NA,1235.667,121,71,"ProximitytoHolefromSand",2012
134,134,"John Rollins",81,NA,1239.917,121,80,"ProximitytoHolefromSand",2012
134,134,"Vijay Singh",99,NA,1386.667,135,43,"ProximitytoHolefromSand",2012
138,138,"Miguel Angel Carballo",73,NA,892.167,86,178,"ProximitytoHolefromSand",2012
138,138,"Danny Lee",74,NA,881.417,85,108,"ProximitytoHolefromSand",2012
138,138,"Greg Owen",90,NA,1139.917,110,154,"ProximitytoHolefromSand",2012
138,138,"Vaughn Taylor",81,NA,814.583,79,116,"ProximitytoHolefromSand",2012
142,142,"Rickie Fowler",84,NA,1171.083,112,106,"ProximitytoHolefromSand",2012
142,142,"Billy Horschel",63,NA,522.083,50,36,"ProximitytoHolefromSand",2012
142,142,"Edward Loar",59,NA,612.75,59,190,"ProximitytoHolefromSand",2012
142,142,"William McGirt",96,NA,1228.667,118,59,"ProximitytoHolefromSand",2012
142,142,"Alexandre Rocha",62,NA,585.333,56,160,"ProximitytoHolefromSand",2012
142,142,"Boo Weekley",74,NA,812.833,78,168,"ProximitytoHolefromSand",2012
148,148,"John Senden",81,NA,983.5,94,94,"ProximitytoHolefromSand",2012
148,148,"Kevin Stadler",85,NA,947.917,90,58,"ProximitytoHolefromSand",2012
150,150,"Ricky Barnes",92,NA,1246.333,118,148,"ProximitytoHolefromSand",2012
150,150,"Bo Van Pelt",84,NA,1056.333,100,130,"ProximitytoHolefromSand",2012
152,152,"Robert Allenby",76,NA,988.5,92,183,"ProximitytoHolefromSand",2012
152,152,"Will Claxton",99,NA,1197.417,111,102,"ProximitytoHolefromSand",2012
152,152,"Bubba Watson",68,NA,701.25,65,110,"ProximitytoHolefromSand",2012
155,155,"Hunter Mahan",88,NA,1263.583,117,157,"ProximitytoHolefromSand",2012
155,155,"Henrik Stenson",51,NA,745.333,69,47,"ProximitytoHolefromSand",2012
155,155,"DJ Trahan",73,NA,886.917,82,164,"ProximitytoHolefromSand",2012
158,158,"Stephen Ames",54,NA,481.333,44,112,"ProximitytoHolefromSand",2012
158,158,"Michael Bradley",63,NA,783.917,72,156,"ProximitytoHolefromSand",2012
158,158,"Angel Cabrera",54,NA,523.167,48,188,"ProximitytoHolefromSand",2012
158,158,"Brandt Jobe",57,NA,631.417,58,157,"ProximitytoHolefromSand",2012
158,158,"Richard Lee",71,NA,709.917,65,143,"ProximitytoHolefromSand",2012
158,158,"Sean OHair",84,NA,1284.083,118,121,"ProximitytoHolefromSand",2012
164,164,"Garth Mulroy",59,NA,639,58,180,"ProximitytoHolefromSand",2012
164,164,"Ted Potter Jr",77,NA,970.417,88,132,"ProximitytoHolefromSand",2012
166,166,"Heath Slocum",93,NA,1066.083,96,70,"ProximitytoHolefromSand",2012
167,167,"Chad Campbell",84,NA,1369.667,123,145,"ProximitytoHolefromSand",2012
167,167,"Tom Pernice Jr",62,NA,804.917,72,117,"ProximitytoHolefromSand",2012
167,167,"Brendan Steele",77,NA,971.833,87,135,"ProximitytoHolefromSand",2012
170,170,"Scott Brown",65,NA,721,64,185,"ProximitytoHolefromSand",2012
170,170,"Ryan Moore",89,NA,1371.167,122,107,"ProximitytoHolefromSand",2012
172,172,"Martin Laird",77,NA,873.167,77,125,"ProximitytoHolefromSand",2012
173,173,"JJ Henry",93,NA,903.917,79,89,"ProximitytoHolefromSand",2012
174,174,"Graham DeLaet",79,NA,1038.5,90,86,"ProximitytoHolefromSand",2012
174,174,"Jeff Maggert",83,NA,1338.583,116,64,"ProximitytoHolefromSand",2012
176,176,"Chris Couch",61,NA,868.333,75,72,"ProximitytoHolefromSand",2012
177,177,"Blake Adams",107,NA,1718.75,147,123,"ProximitytoHolefromSand",2012
177,177,"Scott Dunlap",57,NA,807.75,69,65,"ProximitytoHolefromSand",2012
177,177,"Derek Lamely",64,NA,883.5,76,95,"ProximitytoHolefromSand",2012
177,177,"Andres Romero",68,NA,1058.333,91,124,"ProximitytoHolefromSand",2012
177,177,"Kyle Thompson",51,NA,606.583,52,189,"ProximitytoHolefromSand",2012
182,182,"Robert Garrigus",89,NA,1324.667,113,133,"ProximitytoHolefromSand",2012
182,182,"Jhonattan Vegas",77,NA,1161.5,99,187,"ProximitytoHolefromSand",2012
182,182,"Steve Wheatcroft",56,NA,750.833,64,101,"ProximitytoHolefromSand",2012
185,185,"Johnson Wagner",88,NA,1258.667,104,104,"ProximitytoHolefromSand",2012
185,185,"Gary Woodland",70,NA,857.75,71,171,"ProximitytoHolefromSand",2012
187,187,"Bobby Gates",87,NA,1365.5,112,127,"ProximitytoHolefromSand",2012
187,187,"Roland Thatcher",55,NA,730.5,60,186,"ProximitytoHolefromSand",2012
189,189,"Troy Kelly",68,NA,960.417,77,46,"ProximitytoHolefromSand",2012
190,190,"John Merrick",83,NA,1123.75,84,146,"ProximitytoHolefromSand",2012
191,191,"Charlie Beljan",61,NA,609,41,167,"ProximitytoHolefromSand",2012
