"Par5ScoringAverage_RANKTHISWEEK_2006","Par5ScoringAverage_RANKLASTWEEK_2006","Par5ScoringAverage_PLAYERNAME_2006","Par5ScoringAverage_ROUNDS_2006","Par5ScoringAverage_AVG_2006","Par5ScoringAverage_TOTALSTROKES_2006","Par5ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,4.43,806,182,"Par5ScoringAverage",2006
2,2,"Trevor Immelman",86,4.54,1244,274,"Par5ScoringAverage",2006
2,2,"Phil Mickelson",74,4.54,1134,250,"Par5ScoringAverage",2006
4,4,"John Rollins",93,4.55,1455,320,"Par5ScoringAverage",2006
5,5,"Lucas Glover",105,4.56,1592,349,"Par5ScoringAverage",2006
6,6,"Vijay Singh",103,4.57,1523,333,"Par5ScoringAverage",2006
7,7,"Ernie Els",69,4.58,972,212,"Par5ScoringAverage",2006
7,7,"Arron Oberholser",82,4.58,1123,245,"Par5ScoringAverage",2006
7,7,"Steve Stricker",64,4.58,938,205,"Par5ScoringAverage",2006
10,10,"Stuart Appleby",83,4.59,1231,268,"Par5ScoringAverage",2006
10,10,"Harrison Frazar",95,4.59,1436,313,"Par5ScoringAverage",2006
10,10,"Jose Maria Olazabal",62,4.59,931,203,"Par5ScoringAverage",2006
10,10,"Greg Owen",79,4.59,1318,287,"Par5ScoringAverage",2006
10,10,"Jesper Parnevik",84,4.59,1354,295,"Par5ScoringAverage",2006
10,10,"Nick Watney",97,4.59,1538,335,"Par5ScoringAverage",2006
10,10,"Bubba Watson",83,4.59,1268,276,"Par5ScoringAverage",2006
17,17,"Craig Barlow",77,4.6,1182,257,"Par5ScoringAverage",2006
17,17,"Rich Beem",85,4.6,1325,288,"Par5ScoringAverage",2006
17,17,"Davis Love III",85,4.6,1234,268,"Par5ScoringAverage",2006
17,17,"Will Ma Kenzie",91,4.6,1395,303,"Par5ScoringAverage",2006
17,17,"Bo Van Pelt",102,4.6,1593,346,"Par5ScoringAverage",2006
22,22,"Robert Allenby",79,4.61,1195,259,"Par5ScoringAverage",2006
22,22,"Jonathan Byrd",66,4.61,1101,239,"Par5ScoringAverage",2006
22,22,"Tim Clark",80,4.61,1300,282,"Par5ScoringAverage",2006
22,22,"Jim Furyk",89,4.61,1309,284,"Par5ScoringAverage",2006
22,22,"Charley Hoffman",100,4.61,1548,336,"Par5ScoringAverage",2006
22,22,"JB Holmes",81,4.61,1186,257,"Par5ScoringAverage",2006
22,22,"Frank Lickliter II",99,4.61,1516,329,"Par5ScoringAverage",2006
22,22,"Geoff Ogilvy",76,4.61,1089,236,"Par5ScoringAverage",2006
22,22,"Tom Pernice Jr",108,4.61,1546,335,"Par5ScoringAverage",2006
22,22,"Adam Scott",70,4.61,978,212,"Par5ScoringAverage",2006
22,22,"Vaughn Taylor",88,4.61,1346,292,"Par5ScoringAverage",2006
33,33,"Stephen Ames",63,4.62,1012,219,"Par5ScoringAverage",2006
33,33,"Stewart Cink",93,4.62,1237,268,"Par5ScoringAverage",2006
33,33,"Joe Durant",101,4.62,1620,351,"Par5ScoringAverage",2006
33,33,"Sergio Garcia",59,4.62,911,197,"Par5ScoringAverage",2006
33,33,"JP Hayes",55,4.62,868,188,"Par5ScoringAverage",2006
33,33,"Steve Lowery",99,4.62,1543,334,"Par5ScoringAverage",2006
33,33,"Ryan Moore",68,4.62,984,213,"Par5ScoringAverage",2006
33,33,"Brett Quigley",109,4.62,1584,343,"Par5ScoringAverage",2006
33,33,"Kevin Sutherland",100,4.62,1529,331,"Par5ScoringAverage",2006
33,33,"Brett Wetterich",82,4.62,1289,279,"Par5ScoringAverage",2006
43,43,"Briny Baird",81,4.63,1219,263,"Par5ScoringAverage",2006
43,43,"Daniel Chopra",110,4.63,1765,381,"Par5ScoringAverage",2006
43,43,"Mathew Goggin",72,4.63,1087,235,"Par5ScoringAverage",2006
43,43,"Mathias Gronberg",92,4.63,1416,306,"Par5ScoringAverage",2006
43,43,"JJ Henry",96,4.63,1444,312,"Par5ScoringAverage",2006
43,43,"Charles Howell III",96,4.63,1459,315,"Par5ScoringAverage",2006
43,43,"Bernhard Langer",77,4.63,1172,253,"Par5ScoringAverage",2006
43,43,"Hunter Mahan",98,4.63,1486,321,"Par5ScoringAverage",2006
43,43,"Troy Matteson",101,4.63,1598,345,"Par5ScoringAverage",2006
43,43,"Sean OHair",100,4.63,1554,336,"Par5ScoringAverage",2006
43,43,"Rod Pampling",89,4.63,1265,273,"Par5ScoringAverage",2006
43,43,"Pat Perez",50,4.63,847,183,"Par5ScoringAverage",2006
43,43,"Justin Rose",98,4.63,1460,315,"Par5ScoringAverage",2006
43,43,"Charles Warren",93,4.63,1412,305,"Par5ScoringAverage",2006
57,57,"Aaron Baddeley",78,4.64,1165,251,"Par5ScoringAverage",2006
57,57,"Jason Bohn",104,4.64,1655,357,"Par5ScoringAverage",2006
57,57,"Luke Donald",66,4.64,952,205,"Par5ScoringAverage",2006
