"ScramblingfromOtherLocations_RANKTHISWEEK_2008","ScramblingfromOtherLocations_RANKLASTWEEK_2008","ScramblingfromOtherLocations_PLAYERNAME_2008","ScramblingfromOtherLocations_ROUNDS_2008","ScramblingfromOtherLocations_Pct_2008","ScramblingfromOtherLocations_SUCCESSES_2008","ScramblingfromOtherLocations_ATTEMPTS_2008","stat_name","year"
30,30,"Nicholas Thompson",113,62.11,100,161,"ScramblingfromOtherLocations",2008
31,31,"Kevin Na",97,61.83,115,186,"ScramblingfromOtherLocations",2008
31,31,"Pat Perez",93,61.83,81,131,"ScramblingfromOtherLocations",2008
33,33,"Chris Riley",51,61.8,55,89,"ScramblingfromOtherLocations",2008
34,34,"John Rollins",94,61.74,92,149,"ScramblingfromOtherLocations",2008
35,35,"Shigeki Maruyama",50,61.73,50,81,"ScramblingfromOtherLocations",2008
36,36,"Chris DiMarco",87,61.36,81,132,"ScramblingfromOtherLocations",2008
37,37,"Stuart Appleby",87,61.17,63,103,"ScramblingfromOtherLocations",2008
38,38,"Jason Day",81,61.16,74,121,"ScramblingfromOtherLocations",2008
39,39,"Steve Marino",119,60.95,103,169,"ScramblingfromOtherLocations",2008
40,40,"Bubba Watson",97,60.91,67,110,"ScramblingfromOtherLocations",2008
41,41,"Woody Austin",109,60.87,84,138,"ScramblingfromOtherLocations",2008
42,42,"Steve Elkington",84,60.68,71,117,"ScramblingfromOtherLocations",2008
43,43,"Tim Clark",90,60.4,61,101,"ScramblingfromOtherLocations",2008
43,43,"Glen Day",64,60.4,61,101,"ScramblingfromOtherLocations",2008
43,43,"Matt Jones",95,60.4,90,149,"ScramblingfromOtherLocations",2008
46,46,"Steve Stricker",75,60.36,67,111,"ScramblingfromOtherLocations",2008
47,47,"Tim Herron",97,60.25,97,161,"ScramblingfromOtherLocations",2008
48,48,"Johnson Wagner",83,60.16,74,123,"ScramblingfromOtherLocations",2008
49,49,"Martin Laird",98,60.12,101,168,"ScramblingfromOtherLocations",2008
50,50,"Jonathan Byrd",88,60,87,145,"ScramblingfromOtherLocations",2008
50,50,"Lucas Glover",91,60,87,145,"ScramblingfromOtherLocations",2008
50,50,"Stephen Leaney",53,60,60,100,"ScramblingfromOtherLocations",2008
50,50,"Geoff Ogilvy",65,60,33,55,"ScramblingfromOtherLocations",2008
50,50,"Andres Romero",69,60,48,80,"ScramblingfromOtherLocations",2008
55,55,"Jeff Gove",50,59.77,52,87,"ScramblingfromOtherLocations",2008
55,55,"Doug LaBelle II",65,59.77,52,87,"ScramblingfromOtherLocations",2008
57,57,"Mark Wilson",107,59.68,111,186,"ScramblingfromOtherLocations",2008
58,58,"Robert Allenby",108,59.65,68,114,"ScramblingfromOtherLocations",2008
59,59,"Sean OHair",81,59.62,62,104,"ScramblingfromOtherLocations",2008
60,60,"Kenny Perry",97,59.33,89,150,"ScramblingfromOtherLocations",2008
61,61,"Alex Cejka",75,59.32,70,118,"ScramblingfromOtherLocations",2008
62,62,"Steve Flesch",95,59.26,80,135,"ScramblingfromOtherLocations",2008
62,62,"Retief Goosen",59,59.26,48,81,"ScramblingfromOtherLocations",2008
64,64,"Chez Reavie",102,59.15,84,142,"ScramblingfromOtherLocations",2008
65,65,"John Riegger",73,59.13,68,115,"ScramblingfromOtherLocations",2008
66,66,"Patrick Sheehan",124,59.02,108,183,"ScramblingfromOtherLocations",2008
67,67,"Charlie Wi",97,59.01,95,161,"ScramblingfromOtherLocations",2008
68,68,"Ryan Palmer",69,58.97,46,78,"ScramblingfromOtherLocations",2008
69,69,"Shane Bertsch",96,58.9,96,163,"ScramblingfromOtherLocations",2008
70,70,"Briny Baird",113,58.82,80,136,"ScramblingfromOtherLocations",2008
71,71,"Chad Campbell",94,58.74,84,143,"ScramblingfromOtherLocations",2008
72,72,"Paul Goydos",78,58.68,71,121,"ScramblingfromOtherLocations",2008
73,73,"Brett Quigley",80,58.65,78,133,"ScramblingfromOtherLocations",2008
74,74,"Rory Sabbatini",77,58.43,52,89,"ScramblingfromOtherLocations",2008
75,75,"Parker McLachlin",88,58.39,94,161,"ScramblingfromOtherLocations",2008
76,76,"Ken Duke",116,58.33,91,156,"ScramblingfromOtherLocations",2008
76,76,"Adam Scott",51,58.33,35,60,"ScramblingfromOtherLocations",2008
78,78,"Kent Jones",68,58.23,46,79,"ScramblingfromOtherLocations",2008
79,79,"Rod Pampling",83,58.18,64,110,"ScramblingfromOtherLocations",2008
80,80,"Joe Ogilvie",100,58.16,82,141,"ScramblingfromOtherLocations",2008
81,81,"Brandt Snedeker",85,58.14,75,129,"ScramblingfromOtherLocations",2008
82,82,"Dudley Hart",74,58.12,68,117,"ScramblingfromOtherLocations",2008
83,83,"David Toms",70,58.1,61,105,"ScramblingfromOtherLocations",2008
84,84,"Craig Kanada",65,58.06,72,124,"ScramblingfromOtherLocations",2008
85,85,"Ben Crane",86,57.81,74,128,"ScramblingfromOtherLocations",2008
86,86,"Joe Durant",92,57.76,67,116,"ScramblingfromOtherLocations",2008
86,86,"Peter Lonard",92,57.76,93,161,"ScramblingfromOtherLocations",2008
88,88,"Mathias Gronberg",87,57.67,94,163,"ScramblingfromOtherLocations",2008
89,89,"Cameron Beckman",87,57.6,72,125,"ScramblingfromOtherLocations",2008
90,90,"Lee Janzen",89,57.53,84,146,"ScramblingfromOtherLocations",2008
91,91,"Matt Kuchar",88,57.5,69,120,"ScramblingfromOtherLocations",2008
92,92,"Scott Verplank",82,57.27,63,110,"ScramblingfromOtherLocations",2008
93,93,"Tommy Armour III",77,57.14,76,133,"ScramblingfromOtherLocations",2008
93,93,"Hunter Mahan",87,57.14,60,105,"ScramblingfromOtherLocations",2008
93,93,"Scott Sterling",89,57.14,84,147,"ScramblingfromOtherLocations",2008
96,96,"Daniel Chopra",84,56.91,70,123,"ScramblingfromOtherLocations",2008
97,97,"Freddie Jacobson",78,56.88,62,109,"ScramblingfromOtherLocations",2008
98,98,"Jeff Quinney",87,56.8,96,169,"ScramblingfromOtherLocations",2008
99,99,"Marco Dawson",64,56.73,59,104,"ScramblingfromOtherLocations",2008
100,100,"Nick Watney",96,56.56,69,122,"ScramblingfromOtherLocations",2008
101,101,"Jay Williamson",96,56.55,82,145,"ScramblingfromOtherLocations",2008
102,102,"Ben Curtis",80,56.44,57,101,"ScramblingfromOtherLocations",2008
103,103,"Billy Mayfair",103,56.43,79,140,"ScramblingfromOtherLocations",2008
104,104,"Aaron Baddeley",76,56.38,53,94,"ScramblingfromOtherLocations",2008
105,105,"Jeff Maggert",86,56.03,79,141,"ScramblingfromOtherLocations",2008
106,106,"Ernie Els",51,55.93,33,59,"ScramblingfromOtherLocations",2008
107,107,"JJ Henry",108,55.91,104,186,"ScramblingfromOtherLocations",2008
108,108,"Jimmy Walker",73,55.75,63,113,"ScramblingfromOtherLocations",2008
109,109,"Todd Demsey",80,55.73,73,131,"ScramblingfromOtherLocations",2008
110,110,"Alejandro Canizares",52,55.56,45,81,"ScramblingfromOtherLocations",2008
111,111,"Brenden Pappas",66,55.45,61,110,"ScramblingfromOtherLocations",2008
112,112,"Phil Mickelson",80,55.43,51,92,"ScramblingfromOtherLocations",2008
113,113,"Justin Bolli",87,55.38,72,130,"ScramblingfromOtherLocations",2008
113,113,"Bill Haas",99,55.38,72,130,"ScramblingfromOtherLocations",2008
113,113,"Frank Lickliter II",107,55.38,103,186,"ScramblingfromOtherLocations",2008
116,116,"Trevor Immelman",70,55.36,62,112,"ScramblingfromOtherLocations",2008
116,116,"Bo Van Pelt",101,55.36,93,168,"ScramblingfromOtherLocations",2008
118,118,"Brandt Jobe",52,55.29,47,85,"ScramblingfromOtherLocations",2008
119,119,"Fred Couples",60,55.22,37,67,"ScramblingfromOtherLocations",2008
120,120,"Justin Leonard",101,55.21,53,96,"ScramblingfromOtherLocations",2008
121,121,"Jeff Overton",103,55.19,85,154,"ScramblingfromOtherLocations",2008
122,122,"Brad Elder",67,55.08,65,118,"ScramblingfromOtherLocations",2008
123,123,"Nick Flanagan",89,55.06,87,158,"ScramblingfromOtherLocations",2008
124,124,"Michael Letzig",88,55.04,71,129,"ScramblingfromOtherLocations",2008
124,124,"John Senden",93,55.04,71,129,"ScramblingfromOtherLocations",2008
126,126,"Gavin Coles",54,55,33,60,"ScramblingfromOtherLocations",2008
127,127,"KJ Choi",74,54.93,39,71,"ScramblingfromOtherLocations",2008
128,128,"Padraig Harrington",52,54.9,28,51,"ScramblingfromOtherLocations",2008
129,129,"Kevin Stadler",90,54.7,64,117,"ScramblingfromOtherLocations",2008
130,130,"Stewart Cink",87,54.63,59,108,"ScramblingfromOtherLocations",2008
131,131,"John Huston",56,54.55,48,88,"ScramblingfromOtherLocations",2008
131,131,"Chris Stroud",81,54.55,60,110,"ScramblingfromOtherLocations",2008
133,133,"Tom Lehman",51,54.39,31,57,"ScramblingfromOtherLocations",2008
134,134,"Troy Matteson",94,54.25,83,153,"ScramblingfromOtherLocations",2008
135,135,"Chad Collins",72,54.23,77,142,"ScramblingfromOtherLocations",2008
136,136,"Rich Beem",90,54.19,84,155,"ScramblingfromOtherLocations",2008
137,137,"Dustin Johnson",92,54.14,72,133,"ScramblingfromOtherLocations",2008
138,138,"John Merrick",98,54.1,66,122,"ScramblingfromOtherLocations",2008
139,139,"Jason Allred",63,54.08,53,98,"ScramblingfromOtherLocations",2008
139,139,"Harrison Frazar",73,54.08,53,98,"ScramblingfromOtherLocations",2008
141,141,"Zach Johnson",85,54.02,47,87,"ScramblingfromOtherLocations",2008
142,142,"Steve Lowery",74,53.9,76,141,"ScramblingfromOtherLocations",2008
142,142,"George McNeill",97,53.9,83,154,"ScramblingfromOtherLocations",2008
144,144,"Bob Sowards",61,53.85,49,91,"ScramblingfromOtherLocations",2008
145,145,"JP Hayes",67,53.79,78,145,"ScramblingfromOtherLocations",2008
145,145,"Charley Hoffman",94,53.79,71,132,"ScramblingfromOtherLocations",2008
147,147,"Eric Axley",113,53.78,121,225,"ScramblingfromOtherLocations",2008
148,148,"James Driscoll",85,53.61,89,166,"ScramblingfromOtherLocations",2008
149,149,"Richard Johnson",60,53.42,39,73,"ScramblingfromOtherLocations",2008
150,150,"Carlos Franco",73,53.21,58,109,"ScramblingfromOtherLocations",2008
150,150,"DJ Trahan",94,53.21,58,109,"ScramblingfromOtherLocations",2008
152,152,"Carl Pettersson",110,53.07,95,179,"ScramblingfromOtherLocations",2008
153,153,"Kenneth Ferrie",72,52.94,63,119,"ScramblingfromOtherLocations",2008
154,154,"Will Ma Kenzie",62,52.83,56,106,"ScramblingfromOtherLocations",2008
155,155,"Heath Slocum",104,52.67,69,131,"ScramblingfromOtherLocations",2008
157,157,"Jason Gore",94,52.42,65,124,"ScramblingfromOtherLocations",2008
158,158,"Kevin Streelman",114,52.26,81,155,"ScramblingfromOtherLocations",2008
159,159,"YE Yang",89,52.14,73,140,"ScramblingfromOtherLocations",2008
160,160,"Michael Allen",91,52.03,77,148,"ScramblingfromOtherLocations",2008
161,161,"JB Holmes",86,51.85,56,108,"ScramblingfromOtherLocations",2008
162,162,"Vaughn Taylor",103,51.68,77,149,"ScramblingfromOtherLocations",2008
163,163,"Cody Freeman",66,51.35,57,111,"ScramblingfromOtherLocations",2008
164,164,"Kevin Sutherland",98,51.2,64,125,"ScramblingfromOtherLocations",2008
165,165,"Mike Weir",88,51.04,49,96,"ScramblingfromOtherLocations",2008
166,166,"Davis Love III",78,50.83,61,120,"ScramblingfromOtherLocations",2008
167,167,"Todd Hamilton",92,50.72,70,138,"ScramblingfromOtherLocations",2008
168,168,"Mark Hensby",71,50.7,72,142,"ScramblingfromOtherLocations",2008
169,169,"Tag Ridings",88,50.37,68,135,"ScramblingfromOtherLocations",2008
170,170,"Mark Calcavecchia",67,50,40,80,"ScramblingfromOtherLocations",2008
170,170,"Rocco Mediate",87,50,66,132,"ScramblingfromOtherLocations",2008
172,172,"Robert Gamez",79,49.61,63,127,"ScramblingfromOtherLocations",2008
173,173,"Brett Rumford",72,49.59,61,123,"ScramblingfromOtherLocations",2008
174,174,"Tom Scherrer",56,49.49,49,99,"ScramblingfromOtherLocations",2008
175,175,"Charles Howell III",101,49.23,64,130,"ScramblingfromOtherLocations",2008
176,176,"Ian Poulter",51,49.21,31,63,"ScramblingfromOtherLocations",2008
177,177,"Olin Browne",77,49.19,61,124,"ScramblingfromOtherLocations",2008
178,178,"Paul Casey",55,49.06,26,53,"ScramblingfromOtherLocations",2008
179,179,"David Lutterus",59,48.98,48,98,"ScramblingfromOtherLocations",2008
180,180,"Ron Whittaker",54,48.81,41,84,"ScramblingfromOtherLocations",2008
181,181,"Robert Garrigus",90,47.93,58,121,"ScramblingfromOtherLocations",2008
182,182,"Billy Andrade",71,47.87,45,94,"ScramblingfromOtherLocations",2008
183,183,"Camilo Villegas",79,47.67,41,86,"ScramblingfromOtherLocations",2008
184,184,"Cliff Kresge",84,47.2,59,125,"ScramblingfromOtherLocations",2008
185,185,"Charles Warren",79,47.01,55,117,"ScramblingfromOtherLocations",2008
186,186,"Angel Cabrera",55,46.97,31,66,"ScramblingfromOtherLocations",2008
187,187,"Ryan Armour",87,46.88,60,128,"ScramblingfromOtherLocations",2008
188,188,"Jim McGovern",75,46.56,61,131,"ScramblingfromOtherLocations",2008
189,189,"Ted Purdy",68,46.55,54,116,"ScramblingfromOtherLocations",2008
190,190,"Paul Claxton",63,46.46,46,99,"ScramblingfromOtherLocations",2008
191,191,"David Duval",51,45.79,49,107,"ScramblingfromOtherLocations",2008
192,192,"Jon Mills",95,45.29,77,170,"ScramblingfromOtherLocations",2008
193,193,"Steve Allan",58,44.74,34,76,"ScramblingfromOtherLocations",2008
194,194,"Kyle Thompson",70,43.93,47,107,"ScramblingfromOtherLocations",2008
195,195,"Jin Park",85,41.13,51,124,"ScramblingfromOtherLocations",2008
196,196,"Travis Perkins",53,40.98,25,61,"ScramblingfromOtherLocations",2008
197,197,"Tommy Gainey",60,34.29,36,105,"ScramblingfromOtherLocations",2008
