"FairwayBunkerTendency_RANKTHISWEEK_2011","FairwayBunkerTendency_RANKLASTWEEK_2011","FairwayBunkerTendency_PLAYERNAME_2011","FairwayBunkerTendency_ROUNDS_2011","FairwayBunkerTendency_Pct_2011","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2011","FairwayBunkerTendency_POSSIBLEFWYS_2011","FairwayBunkerTendency_RELATIVETOPAR_2011","stat_name","year"
1,1,"Jim Furyk",87,3.6,35,975,0.2,"FairwayBunkerTendency",2011
1,1,"Zach Johnson",79,3.6,32,891,0.156,"FairwayBunkerTendency",2011
1,1,"Johnson Wagner",81,3.6,35,973,0.229,"FairwayBunkerTendency",2011
4,4,"Briny Baird",60,3.8,26,680,0.423,"FairwayBunkerTendency",2011
4,4,"Boo Weekley",66,3.8,30,792,0.467,"FairwayBunkerTendency",2011
6,6,"Joe Durant",71,3.9,34,883,0.382,"FairwayBunkerTendency",2011
7,7,"Jerry Kelly",85,4,38,944,0.368,"FairwayBunkerTendency",2011
7,7,"Rocco Mediate",53,4,27,671,0.519,"FairwayBunkerTendency",2011
7,7,"Heath Slocum",89,4,41,1032,0.244,"FairwayBunkerTendency",2011
7,7,"Garrett Willis",71,4,35,886,0.714,"FairwayBunkerTendency",2011
11,11,"Brian Davis",105,4.1,52,1271,0.192,"FairwayBunkerTendency",2011
11,11,"Justin Hicks",60,4.1,25,613,0.64,"FairwayBunkerTendency",2011
11,11,"Billy Mayfair",94,4.1,48,1181,0.125,"FairwayBunkerTendency",2011
11,11,"Aron Price",58,4.1,28,678,0.143,"FairwayBunkerTendency",2011
11,11,"Gary Woodland",93,4.1,39,952,0.154,"FairwayBunkerTendency",2011
16,16,"Dean Wilson",62,4.2,33,781,0.212,"FairwayBunkerTendency",2011
17,17,"Fabian Gomez",84,4.3,41,946,0.512,"FairwayBunkerTendency",2011
18,18,"Jason Bohn",74,4.5,42,936,0.071,"FairwayBunkerTendency",2011
19,19,"Robert Allenby",84,4.6,45,970,0.511,"FairwayBunkerTendency",2011
19,19,"Nick OHern",89,4.6,49,1055,0.265,"FairwayBunkerTendency",2011
19,19,"Tag Ridings",87,4.6,47,1019,0.149,"FairwayBunkerTendency",2011
22,22,"Tom Gillis",55,4.7,33,699,0.485,"FairwayBunkerTendency",2011
22,22,"Scott McCarron",65,4.7,35,749,0.229,"FairwayBunkerTendency",2011
22,22,"YE Yang",63,4.7,27,578,0.148,"FairwayBunkerTendency",2011
25,25,"Chris Couch",73,4.8,45,928,0.178,"FairwayBunkerTendency",2011
25,25,"Sung Kang",63,4.8,34,705,0.235,"FairwayBunkerTendency",2011
25,25,"Zack Miller",86,4.8,49,1027,0.347,"FairwayBunkerTendency",2011
25,25,"Paul Stankowski",78,4.8,43,896,0.14,"FairwayBunkerTendency",2011
29,29,"Stephen Ames",69,4.9,41,834,0.366,"FairwayBunkerTendency",2011
29,29,"Robert Garrigus",83,4.9,46,944,0.283,"FairwayBunkerTendency",2011
29,29,"Nathan Green",81,4.9,48,972,0.208,"FairwayBunkerTendency",2011
29,29,"Adam Scott",60,4.9,31,630,0.097,"FairwayBunkerTendency",2011
33,33,"Steven Bowditch",86,5.1,54,1059,0.019,"FairwayBunkerTendency",2011
33,33,"Ben Curtis",66,5.1,44,865,0.318,"FairwayBunkerTendency",2011
33,33,"Bobby Gates",82,5.1,47,916,0.489,"FairwayBunkerTendency",2011
33,33,"Brian Gay",90,5.1,52,1023,0.096,"FairwayBunkerTendency",2011
33,33,"Justin Leonard",82,5.1,52,1021,0.346,"FairwayBunkerTendency",2011
33,33,"Ryan Moore",79,5.1,42,830,0.286,"FairwayBunkerTendency",2011
33,33,"Brandt Snedeker",85,5.1,47,930,0.532,"FairwayBunkerTendency",2011
40,40,"Woody Austin",59,5.2,36,690,0.25,"FairwayBunkerTendency",2011
40,40,"Lee Janzen",62,5.2,36,691,0.222,"FairwayBunkerTendency",2011
40,40,"Spencer Levin",113,5.2,68,1301,0.176,"FairwayBunkerTendency",2011
43,43,"Brandt Jobe",100,5.3,59,1121,0.288,"FairwayBunkerTendency",2011
43,43,"Dustin Johnson",72,5.3,40,749,0.275,"FairwayBunkerTendency",2011
43,43,"George McNeill",69,5.3,42,796,0.214,"FairwayBunkerTendency",2011
43,43,"John Rollins",85,5.3,52,990,0.135,"FairwayBunkerTendency",2011
43,43,"John Senden",94,5.3,59,1119,0.254,"FairwayBunkerTendency",2011
48,48,"Jason Dufner",78,5.4,49,902,0.041,"FairwayBunkerTendency",2011
48,48,"Paul Goydos",81,5.4,56,1028,0.321,"FairwayBunkerTendency",2011
48,48,"Richard Johnson",64,5.4,41,753,0.122,"FairwayBunkerTendency",2011
48,48,"Robert Karlsson",61,5.4,33,612,0.242,"FairwayBunkerTendency",2011
48,48,"Colt Knost",80,5.4,50,931,0.48,"FairwayBunkerTendency",2011
48,48,"Graeme McDowell",50,5.4,28,516,0.393,"FairwayBunkerTendency",2011
48,48,"Bryce Molder",82,5.4,53,977,0.17,"FairwayBunkerTendency",2011
48,48,"Geoff Ogilvy",69,5.4,40,745,0.2,"FairwayBunkerTendency",2011
48,48,"Vaughn Taylor",89,5.4,62,1149,0.258,"FairwayBunkerTendency",2011
48,48,"David Toms",78,5.4,44,819,0.023,"FairwayBunkerTendency",2011
58,58,"Jonathan Byrd",83,5.5,55,998,0.182,"FairwayBunkerTendency",2011
58,58,"Lucas Glover",74,5.5,46,844,0.087,"FairwayBunkerTendency",2011
58,58,"Billy Horschel",75,5.5,47,861,0.191,"FairwayBunkerTendency",2011
58,58,"David Mathis",83,5.5,54,973,0.204,"FairwayBunkerTendency",2011
58,58,"Pat Perez",76,5.5,53,967,0.283,"FairwayBunkerTendency",2011
58,58,"Chris Riley",76,5.5,52,942,0.327,"FairwayBunkerTendency",2011
58,58,"Steve Stricker",70,5.5,41,740,0.073,"FairwayBunkerTendency",2011
58,58,"Jhonattan Vegas",84,5.5,53,955,0.151,"FairwayBunkerTendency",2011
58,58,"Bubba Watson",85,5.5,44,806,0.227,"FairwayBunkerTendency",2011
67,67,"Retief Goosen",50,5.6,31,549,-0.065,"FairwayBunkerTendency",2011
67,67,"Bill Lunde",92,5.6,60,1068,0.233,"FairwayBunkerTendency",2011
67,67,"Kevin Na",84,5.6,52,929,-0.077,"FairwayBunkerTendency",2011
67,67,"Scott Piercy",78,5.6,48,864,0.146,"FairwayBunkerTendency",2011
67,67,"DA Points",89,5.6,57,1025,0.246,"FairwayBunkerTendency",2011
67,67,"Chez Reavie",92,5.6,64,1141,0.25,"FairwayBunkerTendency",2011
67,67,"Kevin Streelman",90,5.6,55,988,0.218,"FairwayBunkerTendency",2011
67,67,"Charlie Wi",83,5.6,59,1061,0.373,"FairwayBunkerTendency",2011
75,75,"Shane Bertsch",62,5.7,41,722,0.341,"FairwayBunkerTendency",2011
75,75,"Luke Donald",73,5.7,41,719,-0.024,"FairwayBunkerTendency",2011
75,75,"Steve Flesch",88,5.7,62,1079,0.29,"FairwayBunkerTendency",2011
75,75,"Bill Haas",93,5.7,57,998,0.228,"FairwayBunkerTendency",2011
75,75,"JJ Henry",96,5.7,63,1096,0.349,"FairwayBunkerTendency",2011
75,75,"Ryuji Imada",83,5.7,60,1055,0.117,"FairwayBunkerTendency",2011
75,75,"Kevin Kisner",70,5.7,45,789,0.289,"FairwayBunkerTendency",2011
75,75,"Troy Merritt",63,5.7,45,783,0.4,"FairwayBunkerTendency",2011
75,75,"Carl Pettersson",95,5.7,71,1248,0.239,"FairwayBunkerTendency",2011
75,75,"DJ Trahan",91,5.7,64,1131,0.203,"FairwayBunkerTendency",2011
75,75,"Marc Turnesa",54,5.7,36,632,0.306,"FairwayBunkerTendency",2011
75,75,"Jimmy Walker",79,5.7,59,1038,0.119,"FairwayBunkerTendency",2011
75,75,"Mark Wilson",89,5.7,55,968,0.164,"FairwayBunkerTendency",2011
88,88,"Joseph Bramlett",73,5.8,48,834,0.146,"FairwayBunkerTendency",2011
88,88,"Jason Day",76,5.8,47,816,0.064,"FairwayBunkerTendency",2011
88,88,"JB Holmes",57,5.8,37,638,0.405,"FairwayBunkerTendency",2011
88,88,"Matt McQuillan",59,5.8,39,667,0.256,"FairwayBunkerTendency",2011
88,88,"Charl Schwartzel",58,5.8,32,556,0.156,"FairwayBunkerTendency",2011
