"Approachesfrom200225yardsRgh_RANKTHISWEEK_2016","Approachesfrom200225yardsRgh_RANKLASTWEEK_2016","Approachesfrom200225yardsRgh_PLAYERNAME_2016","Approachesfrom200225yardsRgh_ROUNDS_2016","Approachesfrom200225yardsRgh_AVG_2016","Approachesfrom200225yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrom200225yardsRgh_OFATTEMPTS_2016","Approachesfrom200225yardsRgh_RELATIVETOPAR_2016","stat_name","year"
1,1,"Andy Sullivan",25,NA,288.667,8,-1,"Approachesfrom200225yardsRgh",2016
2,87,"DA Points",32,NA,196.417,5,2,"Approachesfrom200225yardsRgh",2016
3,2,"Rob Oppenheim",37,NA,484,12,1,"Approachesfrom200225yardsRgh",2016
4,3,"Louis Oosthuizen",25,NA,41,1,-1,"Approachesfrom200225yardsRgh",2016
5,4,"Miguel Angel Carballo",24,NA,251.917,6,0,"Approachesfrom200225yardsRgh",2016
6,5,"Darron Stiles",28,NA,84.083,2,0,"Approachesfrom200225yardsRgh",2016
7,6,"Ken Duke",26,NA,316.833,7,1,"Approachesfrom200225yardsRgh",2016
8,8,"Hiroshi Iwata",51,NA,181.75,4,-1,"Approachesfrom200225yardsRgh",2016
9,11,"Lucas Lee",22,NA,46.75,1,0,"Approachesfrom200225yardsRgh",2016
10,12,"Tony Finau",49,NA,375.083,8,-2,"Approachesfrom200225yardsRgh",2016
11,14,"Jerry Kelly",44,NA,517.917,11,-1,"Approachesfrom200225yardsRgh",2016
12,18,"Paul Casey",39,NA,380.917,8,1,"Approachesfrom200225yardsRgh",2016
13,13,"Scott Brown",59,NA,530.167,11,0,"Approachesfrom200225yardsRgh",2016
13,29,"Phil Mickelson",37,NA,433.75,9,-1,"Approachesfrom200225yardsRgh",2016
15,16,"Hudson Swafford",52,NA,385.667,8,0,"Approachesfrom200225yardsRgh",2016
16,17,"Zac Blair",56,NA,338.083,7,-1,"Approachesfrom200225yardsRgh",2016
17,19,"Justin Hicks",26,NA,243,5,0,"Approachesfrom200225yardsRgh",2016
18,7,"Andrew Loupe",50,NA,493.833,10,-6,"Approachesfrom200225yardsRgh",2016
19,15,"Tim Wilkinson",40,NA,501.667,10,-1,"Approachesfrom200225yardsRgh",2016
20,20,"Keegan Bradley",40,NA,251.167,5,1,"Approachesfrom200225yardsRgh",2016
21,23,"Cameron Percy",22,NA,253.917,5,2,"Approachesfrom200225yardsRgh",2016
21,9,"Webb Simpson",34,NA,558.5,11,2,"Approachesfrom200225yardsRgh",2016
23,38,"Johnson Wagner",44,NA,662.583,13,-2,"Approachesfrom200225yardsRgh",2016
24,24,"Sergio Garcia",28,NA,307.25,6,-2,"Approachesfrom200225yardsRgh",2016
25,10,"Luke Donald",49,NA,1237.833,24,3,"Approachesfrom200225yardsRgh",2016
25,26,"Brendon Todd",43,NA,722.167,14,-4,"Approachesfrom200225yardsRgh",2016
27,27,"Rory McIlroy",37,NA,259.167,5,-3,"Approachesfrom200225yardsRgh",2016
28,21,"Colt Knost",56,NA,728.083,14,0,"Approachesfrom200225yardsRgh",2016
29,30,"Abraham Ancer",26,NA,52.667,1,2,"Approachesfrom200225yardsRgh",2016
30,22,"Adam Hadwin",53,NA,1109.75,21,5,"Approachesfrom200225yardsRgh",2016
30,31,"Steve Stricker",25,NA,739.75,14,0,"Approachesfrom200225yardsRgh",2016
32,25,"Hideki Matsuyama",40,NA,371.5,7,2,"Approachesfrom200225yardsRgh",2016
33,32,"Jimmy Walker",43,NA,373.917,7,-3,"Approachesfrom200225yardsRgh",2016
34,35,"Dustin Johnson",37,NA,268.5,5,-1,"Approachesfrom200225yardsRgh",2016
35,53,"Martin Laird",46,NA,645.833,12,-1,"Approachesfrom200225yardsRgh",2016
35,46,"Scott Stallings",46,NA,915.667,17,-1,"Approachesfrom200225yardsRgh",2016
37,36,"Jonas Blixt",46,NA,865,16,0,"Approachesfrom200225yardsRgh",2016
38,41,"DJ Trahan",23,NA,111.167,2,3,"Approachesfrom200225yardsRgh",2016
39,44,"Jason Dufner",53,NA,615.167,11,0,"Approachesfrom200225yardsRgh",2016
40,41,"Cameron Tringale",47,NA,1063.333,19,2,"Approachesfrom200225yardsRgh",2016
41,67,"Justin Rose",35,NA,562.5,10,0,"Approachesfrom200225yardsRgh",2016
42,49,"Henrik Stenson",30,NA,399,7,4,"Approachesfrom200225yardsRgh",2016
43,43,"Boo Weekley",53,NA,686.417,12,4,"Approachesfrom200225yardsRgh",2016
44,45,"Mark Wilson",42,NA,916.333,16,3,"Approachesfrom200225yardsRgh",2016
45,50,"Cameron Smith",45,NA,574.417,10,3,"Approachesfrom200225yardsRgh",2016
46,39,"Michael Kim",62,NA,977,17,5,"Approachesfrom200225yardsRgh",2016
46,55,"Danny Lee",53,NA,747.167,13,-1,"Approachesfrom200225yardsRgh",2016
