"Approachesfrominside100yardsRgh_RANKTHISWEEK_2010","Approachesfrominside100yardsRgh_RANKLASTWEEK_2010","Approachesfrominside100yardsRgh_PLAYERNAME_2010","Approachesfrominside100yardsRgh_ROUNDS_2010","Approachesfrominside100yardsRgh_AVG_2010","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2010","Approachesfrominside100yardsRgh_OFATTEMPTS_2010","Approachesfrominside100yardsRgh_RELATIVETOPAR_2010","stat_name","year"
40,40,"Freddie Jacobson",83,NA,864.583,42,3,"Approachesfrominside100yardsRgh",2010
40,40,"Rory Sabbatini",79,NA,821.75,40,-1,"Approachesfrominside100yardsRgh",2010
40,40,"Garrett Willis",82,NA,617.833,30,8,"Approachesfrominside100yardsRgh",2010
43,43,"Joe Ogilvie",99,NA,950.417,46,3,"Approachesfrominside100yardsRgh",2010
43,43,"Tim Petrovic",105,NA,970.833,47,0,"Approachesfrominside100yardsRgh",2010
45,45,"David Duval",71,NA,602.417,29,4,"Approachesfrominside100yardsRgh",2010
46,46,"Billy Mayfair",78,NA,437.25,21,-1,"Approachesfrominside100yardsRgh",2010
46,46,"Phil Mickelson",76,NA,938,45,-2,"Approachesfrominside100yardsRgh",2010
48,48,"Hunter Mahan",85,NA,627.583,30,0,"Approachesfrominside100yardsRgh",2010
49,49,"JP Hayes",79,NA,697.75,33,6,"Approachesfrominside100yardsRgh",2010
50,50,"Jeff Quinney",91,NA,896.75,42,11,"Approachesfrominside100yardsRgh",2010
51,51,"Chad Collins",87,NA,685.25,32,7,"Approachesfrominside100yardsRgh",2010
51,51,"Jason Day",82,NA,812.75,38,7,"Approachesfrominside100yardsRgh",2010
51,51,"Derek Lamely",81,NA,857.917,40,0,"Approachesfrominside100yardsRgh",2010
54,54,"Kevin Stadler",86,NA,712.25,33,-3,"Approachesfrominside100yardsRgh",2010
55,55,"Tom Gillis",97,NA,889.5,41,3,"Approachesfrominside100yardsRgh",2010
55,55,"Webb Simpson",98,NA,1016.583,47,7,"Approachesfrominside100yardsRgh",2010
57,57,"Robert Garrigus",71,NA,847.25,39,2,"Approachesfrominside100yardsRgh",2010
57,57,"Zach Johnson",93,NA,543.417,25,1,"Approachesfrominside100yardsRgh",2010
57,57,"Chris Stroud",90,NA,804.417,37,-6,"Approachesfrominside100yardsRgh",2010
60,60,"Matt Kuchar",97,NA,763.833,35,3,"Approachesfrominside100yardsRgh",2010
61,61,"Steve Elkington",74,NA,416.667,19,-1,"Approachesfrominside100yardsRgh",2010
62,62,"Heath Slocum",97,NA,636.833,29,1,"Approachesfrominside100yardsRgh",2010
63,63,"Tom Pernice Jr",74,NA,554.833,25,-4,"Approachesfrominside100yardsRgh",2010
63,63,"DA Points",90,NA,710.333,32,1,"Approachesfrominside100yardsRgh",2010
65,65,"Chad Campbell",95,NA,601.25,27,5,"Approachesfrominside100yardsRgh",2010
65,65,"DJ Trahan",92,NA,1155,52,3,"Approachesfrominside100yardsRgh",2010
67,67,"Bob Estes",79,NA,805.167,36,0,"Approachesfrominside100yardsRgh",2010
67,67,"Bill Lunde",79,NA,737,33,6,"Approachesfrominside100yardsRgh",2010
67,67,"Brett Quigley",96,NA,917.083,41,10,"Approachesfrominside100yardsRgh",2010
70,70,"Jason Dufner",87,NA,628.083,28,4,"Approachesfrominside100yardsRgh",2010
71,71,"Matt Jones",89,NA,899.333,40,7,"Approachesfrominside100yardsRgh",2010
71,71,"Steve Marino",81,NA,696.833,31,0,"Approachesfrominside100yardsRgh",2010
71,71,"Brett Wetterich",54,NA,810,36,2,"Approachesfrominside100yardsRgh",2010
74,74,"Spencer Levin",110,NA,969.333,43,3,"Approachesfrominside100yardsRgh",2010
74,74,"Jay Williamson",76,NA,428.417,19,3,"Approachesfrominside100yardsRgh",2010
76,76,"KJ Choi",82,NA,657.75,29,8,"Approachesfrominside100yardsRgh",2010
76,76,"Martin Laird",91,NA,1156.333,51,2,"Approachesfrominside100yardsRgh",2010
78,78,"Skip Kendall",58,NA,364.75,16,6,"Approachesfrominside100yardsRgh",2010
78,78,"Aron Price",70,NA,524.333,23,6,"Approachesfrominside100yardsRgh",2010
78,78,"Jeev Milkha Singh",59,NA,503.083,22,1,"Approachesfrominside100yardsRgh",2010
81,81,"Jason Bohn",84,NA,732.25,32,2,"Approachesfrominside100yardsRgh",2010
81,81,"Bill Haas",87,NA,573.833,25,-1,"Approachesfrominside100yardsRgh",2010
81,81,"Troy Merritt",86,NA,895,39,14,"Approachesfrominside100yardsRgh",2010
81,81,"Brandt Snedeker",89,NA,894.833,39,1,"Approachesfrominside100yardsRgh",2010
81,81,"Camilo Villegas",78,NA,549.667,24,1,"Approachesfrominside100yardsRgh",2010
86,86,"Johnson Wagner",85,NA,645.75,28,9,"Approachesfrominside100yardsRgh",2010
87,87,"Brenden Pappas",66,NA,581.917,25,3,"Approachesfrominside100yardsRgh",2010
88,88,"Aaron Baddeley",94,NA,1024.917,44,-5,"Approachesfrominside100yardsRgh",2010
88,88,"Brendon de Jonge",114,NA,675.667,29,2,"Approachesfrominside100yardsRgh",2010
88,88,"Chris DiMarco",88,NA,770.667,33,5,"Approachesfrominside100yardsRgh",2010
88,88,"Justin Leonard",89,NA,489.917,21,3,"Approachesfrominside100yardsRgh",2010
88,88,"Bubba Watson",77,NA,1328.417,57,-3,"Approachesfrominside100yardsRgh",2010
93,93,"Matt Bettencourt",91,NA,1101.833,47,11,"Approachesfrominside100yardsRgh",2010
93,93,"Rory McIlroy",54,NA,445.083,19,0,"Approachesfrominside100yardsRgh",2010
93,93,"Rod Pampling",77,NA,679.667,29,4,"Approachesfrominside100yardsRgh",2010
96,96,"Blake Adams",84,NA,775.583,33,3,"Approachesfrominside100yardsRgh",2010
97,97,"Ernie Els",72,NA,686.167,29,3,"Approachesfrominside100yardsRgh",2010
97,97,"Jerry Kelly",99,NA,567.667,24,5,"Approachesfrominside100yardsRgh",2010
97,97,"Davis Love III",79,NA,663.333,28,5,"Approachesfrominside100yardsRgh",2010
97,97,"Mark Wilson",87,NA,782.25,33,2,"Approachesfrominside100yardsRgh",2010
101,101,"Geoff Ogilvy",62,NA,712.917,30,9,"Approachesfrominside100yardsRgh",2010
102,102,"Rickie Fowler",98,NA,1125.667,47,-1,"Approachesfrominside100yardsRgh",2010
102,102,"Marc Leishman",87,NA,837.667,35,4,"Approachesfrominside100yardsRgh",2010
102,102,"David Lutterus",69,NA,788.833,33,4,"Approachesfrominside100yardsRgh",2010
105,105,"JB Holmes",100,NA,1463.417,61,-1,"Approachesfrominside100yardsRgh",2010
105,105,"Troy Matteson",84,NA,815,34,5,"Approachesfrominside100yardsRgh",2010
107,107,"Greg Chalmers",93,NA,1206.417,50,-2,"Approachesfrominside100yardsRgh",2010
108,108,"Charles Howell III",103,NA,995.333,41,4,"Approachesfrominside100yardsRgh",2010
108,108,"John Merrick",109,NA,945.167,39,4,"Approachesfrominside100yardsRgh",2010
108,108,"Cameron Tringale",55,NA,653.917,27,5,"Approachesfrominside100yardsRgh",2010
111,111,"Kris Blanks",91,NA,876.167,36,8,"Approachesfrominside100yardsRgh",2010
112,112,"Briny Baird",87,NA,611.583,25,-1,"Approachesfrominside100yardsRgh",2010
112,112,"Brad Faxon",58,NA,392.333,16,2,"Approachesfrominside100yardsRgh",2010
114,114,"Sean OHair",84,NA,984.25,40,-4,"Approachesfrominside100yardsRgh",2010
115,115,"Robert Allenby",76,NA,591.667,24,0,"Approachesfrominside100yardsRgh",2010
115,115,"Nick Watney",91,NA,814.667,33,6,"Approachesfrominside100yardsRgh",2010
117,117,"Kevin Johnson",62,NA,644.167,26,12,"Approachesfrominside100yardsRgh",2010
117,117,"Bryce Molder",84,NA,543.917,22,0,"Approachesfrominside100yardsRgh",2010
119,119,"Michael Bradley",77,NA,720.833,29,0,"Approachesfrominside100yardsRgh",2010
119,119,"Kevin Na",94,NA,794.583,32,2,"Approachesfrominside100yardsRgh",2010
121,121,"Cameron Beckman",68,NA,721.5,29,3,"Approachesfrominside100yardsRgh",2010
121,121,"Jonathan Byrd",85,NA,923.25,37,3,"Approachesfrominside100yardsRgh",2010
121,121,"Daniel Chopra",74,NA,1094.583,44,15,"Approachesfrominside100yardsRgh",2010
121,121,"Stewart Cink",84,NA,823.25,33,6,"Approachesfrominside100yardsRgh",2010
125,125,"Lucas Glover",75,NA,627.417,25,0,"Approachesfrominside100yardsRgh",2010
125,125,"Bo Van Pelt",104,NA,927.417,37,7,"Approachesfrominside100yardsRgh",2010
127,127,"Graham DeLaet",88,NA,882,35,3,"Approachesfrominside100yardsRgh",2010
127,127,"Ryan Moore",80,NA,703.833,28,2,"Approachesfrominside100yardsRgh",2010
127,127,"Justin Rose",78,NA,930,37,1,"Approachesfrominside100yardsRgh",2010
130,130,"Chris Couch",66,NA,657.417,26,9,"Approachesfrominside100yardsRgh",2010
130,130,"Charley Hoffman",85,NA,833.5,33,7,"Approachesfrominside100yardsRgh",2010
132,132,"Alex Cejka",81,NA,458.417,18,3,"Approachesfrominside100yardsRgh",2010
132,132,"Greg Owen",69,NA,663.833,26,-1,"Approachesfrominside100yardsRgh",2010
134,134,"Martin Flores",75,NA,920,36,3,"Approachesfrominside100yardsRgh",2010
134,134,"Sergio Garcia",58,NA,460.917,18,2,"Approachesfrominside100yardsRgh",2010
134,134,"Ryuji Imada",90,NA,1021.833,40,-4,"Approachesfrominside100yardsRgh",2010
137,137,"Stephen Ames",75,NA,666.75,26,4,"Approachesfrominside100yardsRgh",2010
137,137,"Angel Cabrera",64,NA,1053.667,41,4,"Approachesfrominside100yardsRgh",2010
137,137,"Scott Verplank",74,NA,486.917,19,5,"Approachesfrominside100yardsRgh",2010
140,140,"Jeff Gove",57,NA,283.25,11,4,"Approachesfrominside100yardsRgh",2010
140,140,"Kevin Streelman",90,NA,771.583,30,8,"Approachesfrominside100yardsRgh",2010
142,142,"Scott Piercy",88,NA,1422.083,55,0,"Approachesfrominside100yardsRgh",2010
143,143,"James Driscoll",78,NA,1271.417,49,1,"Approachesfrominside100yardsRgh",2010
143,143,"Matt Every",60,NA,856,33,8,"Approachesfrominside100yardsRgh",2010
145,145,"Stuart Appleby",101,NA,1221.583,47,3,"Approachesfrominside100yardsRgh",2010
146,146,"Brian Davis",101,NA,1202.833,46,4,"Approachesfrominside100yardsRgh",2010
146,146,"Alex Prugh",88,NA,1572.083,60,8,"Approachesfrominside100yardsRgh",2010
146,146,"Josh Teater",101,NA,1123.833,43,13,"Approachesfrominside100yardsRgh",2010
146,146,"Chris Tidland",77,NA,862.667,33,2,"Approachesfrominside100yardsRgh",2010
150,150,"Carl Pettersson",99,NA,975.5,37,9,"Approachesfrominside100yardsRgh",2010
150,150,"Brian Stuard",81,NA,895.583,34,11,"Approachesfrominside100yardsRgh",2010
150,150,"Charles Warren",64,NA,764.583,29,4,"Approachesfrominside100yardsRgh",2010
153,153,"Jeff Overton",89,NA,1452,55,2,"Approachesfrominside100yardsRgh",2010
153,153,"John Senden",103,NA,872.417,33,5,"Approachesfrominside100yardsRgh",2010
155,155,"Trevor Immelman",55,NA,529.583,20,6,"Approachesfrominside100yardsRgh",2010
155,155,"Ryan Palmer",84,NA,1220.833,46,10,"Approachesfrominside100yardsRgh",2010
157,157,"Chris Wilson",65,NA,849.5,32,13,"Approachesfrominside100yardsRgh",2010
158,158,"Andres Romero",73,NA,960.667,36,2,"Approachesfrominside100yardsRgh",2010
159,159,"Steve Wheatcroft",74,NA,1073.167,40,15,"Approachesfrominside100yardsRgh",2010
160,160,"John Daly",63,NA,1131.333,42,12,"Approachesfrominside100yardsRgh",2010
160,160,"Brian Gay",101,NA,592.75,22,1,"Approachesfrominside100yardsRgh",2010
162,162,"Greg Kraft",52,NA,243.25,9,-1,"Approachesfrominside100yardsRgh",2010
162,162,"Ted Purdy",86,NA,918.917,34,8,"Approachesfrominside100yardsRgh",2010
162,162,"John Rollins",81,NA,1081.333,40,-4,"Approachesfrominside100yardsRgh",2010
165,165,"Rich Barcelo",70,NA,1028.333,38,5,"Approachesfrominside100yardsRgh",2010
165,165,"Shaun Micheel",70,NA,678.083,25,3,"Approachesfrominside100yardsRgh",2010
167,167,"James Nitties",92,NA,951.5,35,9,"Approachesfrominside100yardsRgh",2010
168,168,"Paul Casey",64,NA,435.75,16,6,"Approachesfrominside100yardsRgh",2010
168,168,"Andrew McLardy",52,NA,599.75,22,2,"Approachesfrominside100yardsRgh",2010
170,170,"Lee Janzen",77,NA,605.083,22,6,"Approachesfrominside100yardsRgh",2010
171,171,"Jarrod Lyle",54,NA,330.667,12,0,"Approachesfrominside100yardsRgh",2010
172,172,"Vaughn Taylor",87,NA,918.833,33,5,"Approachesfrominside100yardsRgh",2010
172,172,"Omar Uresti",74,NA,780.167,28,6,"Approachesfrominside100yardsRgh",2010
174,174,"Luke Donald",71,NA,618.167,22,-1,"Approachesfrominside100yardsRgh",2010
175,175,"Justin Bolli",55,NA,281.75,10,0,"Approachesfrominside100yardsRgh",2010
176,176,"Joe Durant",67,NA,481.083,17,5,"Approachesfrominside100yardsRgh",2010
177,177,"Nathan Green",86,NA,1055.167,37,5,"Approachesfrominside100yardsRgh",2010
178,178,"Kenny Perry",69,NA,917.25,32,0,"Approachesfrominside100yardsRgh",2010
179,179,"Mathias Gronberg",61,NA,609.667,21,4,"Approachesfrominside100yardsRgh",2010
179,179,"Nicholas Thompson",88,NA,812.667,28,8,"Approachesfrominside100yardsRgh",2010
181,181,"Jerod Turner",54,NA,873.25,30,10,"Approachesfrominside100yardsRgh",2010
182,182,"Retief Goosen",75,NA,759,26,1,"Approachesfrominside100yardsRgh",2010
183,183,"YE Yang",72,NA,909.833,31,15,"Approachesfrominside100yardsRgh",2010
184,184,"Tim Clark",88,NA,566.167,19,2,"Approachesfrominside100yardsRgh",2010
185,185,"George McNeill",79,NA,907.167,30,8,"Approachesfrominside100yardsRgh",2010
186,186,"Scott McCarron",90,NA,699.333,23,7,"Approachesfrominside100yardsRgh",2010
187,187,"Richard Johnson",90,NA,653.417,21,6,"Approachesfrominside100yardsRgh",2010
188,188,"Boo Weekley",88,NA,830.25,26,8,"Approachesfrominside100yardsRgh",2010
189,189,"Steve Lowery",67,NA,931.333,29,8,"Approachesfrominside100yardsRgh",2010
190,190,"Jeff Maggert",76,NA,727,22,4,"Approachesfrominside100yardsRgh",2010
190,190,"Ian Poulter",55,NA,660.833,20,8,"Approachesfrominside100yardsRgh",2010
192,192,"Adam Scott",70,NA,609.583,17,-2,"Approachesfrominside100yardsRgh",2010
