"FinalRoundPerformance_RANKTHISWEEK_2016","FinalRoundPerformance_RANKLASTWEEK_2016","FinalRoundPerformance_PLAYERNAME_2016","FinalRoundPerformance_EVENTS_2016","FinalRoundPerformance_Pct_2016","stat_name","year"
1,1,"Matthew Fitzpatrick",7,100,"FinalRoundPerformance",2016
1,1,"Luke Guthrie",11,100,"FinalRoundPerformance",2016
1,1,"Kelly Kraft",12,100,"FinalRoundPerformance",2016
1,1,"Lucas Lee",9,100,"FinalRoundPerformance",2016
1,1,"Sam Saunders",15,100,"FinalRoundPerformance",2016
1,1,"Brendon Todd",18,100,"FinalRoundPerformance",2016
7,7,"Rickie Fowler",12,88.89,"FinalRoundPerformance",2016
8,8,"Ian Poulter",10,87.5,"FinalRoundPerformance",2016
9,11,"Rory McIlroy",9,85.71,"FinalRoundPerformance",2016
9,11,"Phil Mickelson",11,85.71,"FinalRoundPerformance",2016
9,8,"Ryan Moore",11,85.71,"FinalRoundPerformance",2016
12,11,"Branden Grace",9,83.33,"FinalRoundPerformance",2016
12,11,"Bubba Watson",8,83.33,"FinalRoundPerformance",2016
14,16,"Kevin Na",14,81.82,"FinalRoundPerformance",2016
15,17,"Graeme McDowell",11,80,"FinalRoundPerformance",2016
16,22,"Adam Scott",10,77.78,"FinalRoundPerformance",2016
16,20,"Brandt Snedeker",14,77.78,"FinalRoundPerformance",2016
18,8,"Paul Casey",11,75,"FinalRoundPerformance",2016
18,22,"Dustin Johnson",9,75,"FinalRoundPerformance",2016
18,22,"Davis Love III",11,75,"FinalRoundPerformance",2016
18,34,"Hideki Matsuyama",12,75,"FinalRoundPerformance",2016
18,22,"Louis Oosthuizen",6,75,"FinalRoundPerformance",2016
18,22,"Wes Roach",12,75,"FinalRoundPerformance",2016
18,22,"Kevin Streelman",15,75,"FinalRoundPerformance",2016
18,34,"Chris Stroud",17,75,"FinalRoundPerformance",2016
18,22,"Brian Stuard",8,75,"FinalRoundPerformance",2016
18,47,"Vaughn Taylor",11,75,"FinalRoundPerformance",2016
18,22,"Michael Thompson",14,75,"FinalRoundPerformance",2016
18,22,"Bernd Wiesberger",7,75,"FinalRoundPerformance",2016
18,22,"Will Wilcox",16,75,"FinalRoundPerformance",2016
31,17,"Adam Hadwin",16,72.73,"FinalRoundPerformance",2016
31,46,"William McGirt",15,72.73,"FinalRoundPerformance",2016
33,34,"Stuart Appleby",13,71.43,"FinalRoundPerformance",2016
33,34,"Jason Day",9,71.43,"FinalRoundPerformance",2016
33,34,"Zach Johnson",12,71.43,"FinalRoundPerformance",2016
33,34,"Matt Jones",15,71.43,"FinalRoundPerformance",2016
33,34,"Brooks Koepka",11,71.43,"FinalRoundPerformance",2016
33,34,"Shane Lowry",10,71.43,"FinalRoundPerformance",2016
33,34,"Jordan Spieth",9,71.43,"FinalRoundPerformance",2016
33,47,"Scott Stallings",17,71.43,"FinalRoundPerformance",2016
33,34,"Henrik Stenson",8,71.43,"FinalRoundPerformance",2016
33,11,"Johnson Wagner",14,71.43,"FinalRoundPerformance",2016
43,20,"Jhonattan Vegas",14,70,"FinalRoundPerformance",2016
44,47,"Blayne Barber",16,66.67,"FinalRoundPerformance",2016
44,47,"Chad Campbell",18,66.67,"FinalRoundPerformance",2016
44,64,"Alex Cejka",15,66.67,"FinalRoundPerformance",2016
44,64,"Tony Finau",15,66.67,"FinalRoundPerformance",2016
44,64,"Fabian Gomez",15,66.67,"FinalRoundPerformance",2016
44,22,"JB Holmes",10,66.67,"FinalRoundPerformance",2016
44,33,"Patton Kizzire",16,66.67,"FinalRoundPerformance",2016
44,47,"Spencer Levin",19,66.67,"FinalRoundPerformance",2016
44,64,"Andrew Loupe",16,66.67,"FinalRoundPerformance",2016
44,47,"Peter Malnati",19,66.67,"FinalRoundPerformance",2016
44,47,"Bryce Molder",16,66.67,"FinalRoundPerformance",2016
44,64,"Sean OHair",14,66.67,"FinalRoundPerformance",2016
44,17,"Carlos Ortiz",17,66.67,"FinalRoundPerformance",2016
44,47,"Carl Pettersson",14,66.67,"FinalRoundPerformance",2016
44,47,"Andres Romero",8,66.67,"FinalRoundPerformance",2016
44,47,"Hudson Swafford",17,66.67,"FinalRoundPerformance",2016
44,47,"DJ Trahan",7,66.67,"FinalRoundPerformance",2016
61,59,"Aaron Baddeley",15,63.64,"FinalRoundPerformance",2016
61,59,"Ricky Barnes",18,63.64,"FinalRoundPerformance",2016
61,59,"Jason Dufner",15,63.64,"FinalRoundPerformance",2016
61,59,"Ryan Palmer",12,63.64,"FinalRoundPerformance",2016
61,75,"Patrick Reed",14,63.64,"FinalRoundPerformance",2016
61,59,"Justin Thomas",15,63.64,"FinalRoundPerformance",2016
67,64,"Stewart Cink",14,62.5,"FinalRoundPerformance",2016
67,64,"Brendon de Jonge",19,62.5,"FinalRoundPerformance",2016
67,64,"Marc Leishman",12,62.5,"FinalRoundPerformance",2016
67,64,"Luke List",17,62.5,"FinalRoundPerformance",2016
67,84,"Francesco Molinari",10,62.5,"FinalRoundPerformance",2016
67,34,"Vijay Singh",13,62.5,"FinalRoundPerformance",2016
67,34,"Dawie van der Walt",16,62.5,"FinalRoundPerformance",2016
74,74,"Si Woo Kim",19,61.54,"FinalRoundPerformance",2016
75,75,"Zac Blair",18,60,"FinalRoundPerformance",2016
75,75,"Steven Bowditch",14,60,"FinalRoundPerformance",2016
75,47,"Kevin Chappell",14,60,"FinalRoundPerformance",2016
75,75,"Sergio Garcia",8,60,"FinalRoundPerformance",2016
75,75,"Billy Horschel",12,60,"FinalRoundPerformance",2016
75,75,"Charles Howell III",17,60,"FinalRoundPerformance",2016
75,75,"Seung Yul Noh",17,60,"FinalRoundPerformance",2016
75,75,"Rory Sabbatini",14,60,"FinalRoundPerformance",2016
83,94,"Roberto Castro",16,58.33,"FinalRoundPerformance",2016
83,94,"Brian Harman",18,58.33,"FinalRoundPerformance",2016
83,94,"Daniel Summerhays",15,58.33,"FinalRoundPerformance",2016
86,84,"Jonas Blixt",16,57.14,"FinalRoundPerformance",2016
86,84,"Jason Bohn",11,57.14,"FinalRoundPerformance",2016
86,98,"Ernie Els",10,57.14,"FinalRoundPerformance",2016
86,98,"James Hahn",15,57.14,"FinalRoundPerformance",2016
86,84,"Russell Henley",14,57.14,"FinalRoundPerformance",2016
86,98,"Justin Rose",10,57.14,"FinalRoundPerformance",2016
92,90,"Bronson Burgoon",17,55.56,"FinalRoundPerformance",2016
92,90,"KJ Choi",14,55.56,"FinalRoundPerformance",2016
92,98,"Chesson Hadley",16,55.56,"FinalRoundPerformance",2016
92,90,"Russell Knox",14,55.56,"FinalRoundPerformance",2016
92,64,"Brett Stegmaier",19,55.56,"FinalRoundPerformance",2016
92,90,"Jimmy Walker",12,55.56,"FinalRoundPerformance",2016
92,98,"Boo Weekley",17,55.56,"FinalRoundPerformance",2016
99,98,"Luke Donald",13,54.55,"FinalRoundPerformance",2016
99,75,"Harold Varner III",18,54.55,"FinalRoundPerformance",2016
101,89,"Mark Hubbard",20,52.94,"FinalRoundPerformance",2016
102,98,"Byeong Hun An",7,50,"FinalRoundPerformance",2016
102,98,"Keegan Bradley",14,50,"FinalRoundPerformance",2016
102,98,"Chad Collins",16,50,"FinalRoundPerformance",2016
102,84,"Erik Compton",16,50,"FinalRoundPerformance",2016
102,98,"Jamie Donaldson",8,50,"FinalRoundPerformance",2016
102,98,"Matt Every",14,50,"FinalRoundPerformance",2016
102,98,"Brice Garnett",9,50,"FinalRoundPerformance",2016
102,98,"Bill Haas",12,50,"FinalRoundPerformance",2016
102,98,"Padraig Harrington",11,50,"FinalRoundPerformance",2016
102,98,"Hiroshi Iwata",18,50,"FinalRoundPerformance",2016
102,98,"Smylie Kaufman",16,50,"FinalRoundPerformance",2016
102,98,"Jerry Kelly",12,50,"FinalRoundPerformance",2016
102,98,"Kevin Kisner",14,50,"FinalRoundPerformance",2016
102,132,"Martin Laird",13,50,"FinalRoundPerformance",2016
102,94,"Jamie Lovemark",17,50,"FinalRoundPerformance",2016
102,98,"Steve Marino",14,50,"FinalRoundPerformance",2016
102,98,"Troy Merritt",14,50,"FinalRoundPerformance",2016
102,98,"Greg Owen",18,50,"FinalRoundPerformance",2016
102,98,"Pat Perez",11,50,"FinalRoundPerformance",2016
102,98,"Scott Piercy",12,50,"FinalRoundPerformance",2016
102,98,"Chez Reavie",16,50,"FinalRoundPerformance",2016
102,98,"Charl Schwartzel",8,50,"FinalRoundPerformance",2016
102,98,"Cameron Smith",14,50,"FinalRoundPerformance",2016
102,98,"Steve Stricker",8,50,"FinalRoundPerformance",2016
126,129,"Scott Brown",17,45.45,"FinalRoundPerformance",2016
126,148,"Harris English",15,45.45,"FinalRoundPerformance",2016
126,98,"Lucas Glover",16,45.45,"FinalRoundPerformance",2016
126,148,"David Lingmerth",15,45.45,"FinalRoundPerformance",2016
126,129,"Kyle Stanley",17,45.45,"FinalRoundPerformance",2016
131,132,"Tyler Aldridge",18,44.44,"FinalRoundPerformance",2016
131,98,"Retief Goosen",10,44.44,"FinalRoundPerformance",2016
131,132,"David Hearn",18,44.44,"FinalRoundPerformance",2016
131,132,"John Huh",16,44.44,"FinalRoundPerformance",2016
131,132,"Chris Kirk",15,44.44,"FinalRoundPerformance",2016
131,132,"Jason Kokrak",17,44.44,"FinalRoundPerformance",2016
131,132,"Will Ma Kenzie",17,44.44,"FinalRoundPerformance",2016
131,132,"Patrick Rodgers",16,44.44,"FinalRoundPerformance",2016
131,98,"Tim Wilkinson",11,44.44,"FinalRoundPerformance",2016
140,141,"Webb Simpson",10,42.86,"FinalRoundPerformance",2016
141,129,"Colt Knost",15,41.67,"FinalRoundPerformance",2016
142,148,"Derek Fathauer",18,40,"FinalRoundPerformance",2016
142,148,"Jim Herman",17,40,"FinalRoundPerformance",2016
142,148,"Charley Hoffman",14,40,"FinalRoundPerformance",2016
142,164,"Danny Lee",16,40,"FinalRoundPerformance",2016
142,148,"Justin Leonard",8,40,"FinalRoundPerformance",2016
142,148,"Ben Martin",14,40,"FinalRoundPerformance",2016
142,98,"Martin Piller",12,40,"FinalRoundPerformance",2016
142,148,"Andy Sullivan",7,40,"FinalRoundPerformance",2016
142,132,"Cameron Tringale",14,40,"FinalRoundPerformance",2016
151,146,"Michael Kim",18,38.46,"FinalRoundPerformance",2016
151,146,"Kyle Reifers",19,38.46,"FinalRoundPerformance",2016
153,180,"Angel Cabrera",13,37.5,"FinalRoundPerformance",2016
153,158,"Ben Crane",17,37.5,"FinalRoundPerformance",2016
153,141,"Tom Hoge",15,37.5,"FinalRoundPerformance",2016
153,141,"Scott Pinckney",18,37.5,"FinalRoundPerformance",2016
153,141,"David Toms",11,37.5,"FinalRoundPerformance",2016
153,141,"Camilo Villegas",16,37.5,"FinalRoundPerformance",2016
153,158,"Mark Wilson",13,37.5,"FinalRoundPerformance",2016
160,148,"Daniel Berger",15,36.36,"FinalRoundPerformance",2016
160,148,"Graham DeLaet",14,36.36,"FinalRoundPerformance",2016
160,177,"Jason Gore",15,36.36,"FinalRoundPerformance",2016
160,162,"Freddie Jacobson",16,36.36,"FinalRoundPerformance",2016
160,162,"Nick Taylor",17,36.36,"FinalRoundPerformance",2016
165,164,"Jon Curran",18,33.33,"FinalRoundPerformance",2016
165,192,"Robert Garrigus",11,33.33,"FinalRoundPerformance",2016
165,164,"Brian Gay",8,33.33,"FinalRoundPerformance",2016
165,164,"Justin Hicks",10,33.33,"FinalRoundPerformance",2016
165,164,"Billy Hurley III",8,33.33,"FinalRoundPerformance",2016
165,164,"Sung Kang",16,33.33,"FinalRoundPerformance",2016
165,158,"Anirban Lahiri",13,33.33,"FinalRoundPerformance",2016
165,164,"George McNeill",13,33.33,"FinalRoundPerformance",2016
165,158,"John Senden",15,33.33,"FinalRoundPerformance",2016
165,164,"Darron Stiles",10,33.33,"FinalRoundPerformance",2016
165,183,"Robert Streb",16,33.33,"FinalRoundPerformance",2016
176,176,"Tyrone Van Aswegen",20,30.77,"FinalRoundPerformance",2016
177,164,"Emiliano Grillo",13,30,"FinalRoundPerformance",2016
177,177,"Matt Kuchar",12,30,"FinalRoundPerformance",2016
177,164,"Brendan Steele",14,30,"FinalRoundPerformance",2016
180,180,"Morgan Hoffmann",15,28.57,"FinalRoundPerformance",2016
180,180,"Whee Kim",18,28.57,"FinalRoundPerformance",2016
180,164,"Scott Langley",13,28.57,"FinalRoundPerformance",2016
180,196,"Rob Oppenheim",11,28.57,"FinalRoundPerformance",2016
184,177,"Gary Woodland",12,27.27,"FinalRoundPerformance",2016
185,183,"Thomas Aiken",13,25,"FinalRoundPerformance",2016
